decision_at,cik10,company_name,score,intended_weight
2023-01-01 00:00:00+00:00,0001070412,CNX RESOURCES CORP,1.0,0.1
2023-01-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9782608695652174,0.1
2023-01-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,0.974025974025974,0.1
2023-01-01 00:00:00+00:00,0000917273,RAMBUS INC,0.954535550085172,0.1
2023-01-01 00:00:00+00:00,0001314727,SONOS INC,0.9431323814019188,0.1
2023-01-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9429421468127724,0.1
2023-01-01 00:00:00+00:00,0001273441,GRAN TIERRA ENERGY INC.,0.922077922077922,0.1
2023-01-01 00:00:00+00:00,0001509991,KOSMOS ENERGY LTD.,0.922077922077922,0.1
2023-01-01 00:00:00+00:00,0001173489,CEVA INC,0.9216040347724488,0.1
2023-01-01 00:00:00+00:00,0001827075,CVENT HOLDING CORP.,0.91361327068968,0.1
2023-04-01 00:00:00+00:00,0001070412,CNX RESOURCES CORP,1.0,0.1
2023-04-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9843871975019516,0.1
2023-04-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,0.9764705882352942,0.1
2023-04-01 00:00:00+00:00,0000917273,RAMBUS INC,0.9655073608957476,0.1
2023-04-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9414629341854714,0.1
2023-04-01 00:00:00+00:00,0001173489,CEVA INC,0.9386560156898752,0.1
2023-04-01 00:00:00+00:00,0001827075,CVENT HOLDING CORP.,0.933711157167569,0.1
2023-04-01 00:00:00+00:00,0001273441,GRAN TIERRA ENERGY INC.,0.9294117647058824,0.1
2023-04-01 00:00:00+00:00,0001834494,"MERIDIANLINK, INC.",0.9226377218103892,0.1
2023-04-01 00:00:00+00:00,0001509991,KOSMOS ENERGY LTD.,0.9176470588235294,0.1
2023-07-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9860925422218124,0.1
2023-07-01 00:00:00+00:00,0001353283,SPLUNK INC,0.9787323344410842,0.1
2023-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9740096151827516,0.1
2023-07-01 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",0.9655172413793104,0.1
2023-07-01 00:00:00+00:00,0001314727,SONOS INC,0.9516019519848524,0.1
2023-07-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9495517813280708,0.1
2023-07-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9495064353179692,0.1
2023-07-01 00:00:00+00:00,0000917273,RAMBUS INC,0.947150288985428,0.1
2023-07-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.9436717102190564,0.1
2023-07-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,0.919338576325872,0.1
2023-10-01 00:00:00+00:00,0000033213,EQT CORP,0.988095238095238,0.1
2023-10-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9787878787878788,0.1
2023-10-01 00:00:00+00:00,0001070235,BLACKBERRY LTD,0.9785083036682184,0.1
2023-10-01 00:00:00+00:00,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,0.9609926044894062,0.1
2023-10-01 00:00:00+00:00,0001803696,ADEIA INC.,0.9574359700159274,0.1
2023-10-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.954662730462304,0.1
2023-10-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.9538568238994678,0.1
2023-10-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,0.9534883720930232,0.1
2023-10-01 00:00:00+00:00,0001353283,SPLUNK INC,0.9526686296409111,0.1
2023-10-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9312555958611396,0.1
2024-01-01 00:00:00+00:00,0000033213,EQT CORP,0.988095238095238,0.1
2024-01-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9859813084112148,0.1
2024-01-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.962622268697035,0.1
2024-01-01 00:00:00+00:00,0001314727,SONOS INC,0.9507070294770176,0.1
2024-01-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9490237847075096,0.1
2024-01-01 00:00:00+00:00,0001070235,BLACKBERRY LTD,0.9447821872947956,0.1
2024-01-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.943637700455828,0.1
2024-01-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,0.9411764705882352,0.1
2024-01-01 00:00:00+00:00,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,0.9287035624010072,0.1
2024-01-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",0.9176470588235296,0.1
2024-04-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.988993710691824,0.1
2024-04-01 00:00:00+00:00,0000033213,EQT CORP,0.9887005649717514,0.1
2024-04-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9613888348570316,0.1
2024-04-01 00:00:00+00:00,0001070235,BLACKBERRY LTD,0.9601082798417948,0.1
2024-04-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,0.9438202247191012,0.1
2024-04-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9352428191661804,0.1
2024-04-01 00:00:00+00:00,0001280263,AMBARELLA INC,0.9350645140374766,0.1
2024-04-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.9295046359333462,0.1
2024-04-01 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",0.9245283018867924,0.1
2024-04-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",0.9213483146067416,0.1
2024-07-01 00:00:00+00:00,0001314727,SONOS INC,0.9825213456492246,0.1
2024-07-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9823791767200408,0.1
2024-07-01 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",0.9808429118773946,0.1
2024-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9779353821907012,0.1
2024-07-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.955444257593852,0.1
2024-07-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9411176915015476,0.1
2024-07-01 00:00:00+00:00,0001897982,"ASPEN TECHNOLOGY, INC.",0.9391151405847612,0.1
2024-07-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",0.9386973180076628,0.1
2024-07-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.933806146572104,0.1
2024-07-01 00:00:00+00:00,0001108524,"SALESFORCE, INC.",0.9234968682215886,0.1
2024-10-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.980952380952381,0.1
2024-10-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9776424264796358,0.1
2024-10-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9632213608957796,0.1
2024-10-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9599114064230344,0.1
2024-10-01 00:00:00+00:00,0001314727,SONOS INC,0.9518395471883844,0.1
2024-10-01 00:00:00+00:00,0001897982,"ASPEN TECHNOLOGY, INC.",0.9437676879537346,0.1
2024-10-01 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",0.9369747899159664,0.1
2024-10-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.930952380952381,0.1
2024-10-01 00:00:00+00:00,0000033213,EQT CORP,0.9288515406162464,0.1
2024-10-01 00:00:00+00:00,0001615165,"VERITONE, INC.",0.9225544481358436,0.1
2025-01-01 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",0.9792913023469856,0.1
2025-01-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9722901385493072,0.1
2025-01-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9721470807539578,0.1
2025-01-01 00:00:00+00:00,0001615165,"VERITONE, INC.",0.9696587421318212,0.1
