allocation,p95_max_single_issuer_weight,p95_max_single_exchange_traded_weight,p95_max_total_exchange_traded_weight,p95_max_look_through_sector_weight,max_max_single_issuer_weight,max_max_single_exchange_traded_weight,max_max_total_exchange_traded_weight,max_max_look_through_sector_weight,most_frequent_top_sector
cap_05pct,0.21723654811497173,0.4860000000000001,0.5780662492852409,0.8212000000000002,0.21723654811497173,0.4860000000000001,0.6961454936131669,0.8374000000000001,technology
cap_10pct,0.21991848080774917,0.4920000000000001,0.582816169577396,0.8264000000000002,0.21991848080774917,0.4920000000000001,0.7047398824232061,0.8428000000000001,technology
cap_15pct,0.22260041350052662,0.4980000000000001,0.5875660898695511,0.8316000000000002,0.22260041350052662,0.4980000000000001,0.7133342712332452,0.8482000000000001,technology
cap_20pct,0.22528234619330403,0.5040000000000001,0.5923160101617062,0.8368000000000002,0.22528234619330403,0.5040000000000001,0.7219286600432843,0.8536000000000002,technology
