annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_weight,average_spy_weight,average_offensive_weight,average_ml_exposure,average_number_of_etfs_held,active_weeks,benchmark_name,fold_name,test_start,test_end,source_path
0.1870691401678266,0.13589183206198396,1.3766032684179228,-0.18324148343255764,1.0208885928206193,-0.04620736211504661,0.0,0.0,0.0,0.5999999999999999,0.5999999999999999,1.0,2.0,104,60_40,fold_b_2019_2020,2019-01-01,2020-12-31,
0.07453824204158677,0.12641113669134413,0.5896493298971395,-0.1134123166378792,0.6572323381735007,-0.038553164860077406,0.35051822884638895,0.01822694790001012,0.25961538461538464,0.0,0.6919532422496503,0.7403846153846154,10.596153846153847,104,MLX5_original_best,fold_b_2019_2020,2019-01-01,2020-12-31,
0.12553345661793114,0.2562601940223915,0.4898671722966162,-0.3111802432257055,0.40341075421963446,-0.08030022977587374,0.5032114103733547,0.026166993339411974,,,,,10.0,104,MLX4_best_MLP,fold_b_2019_2020,2019-01-01,2020-12-31,
0.11895302190523283,0.26251722386527093,0.45312463751438226,-0.37619865842924305,0.31619735807113725,-0.08674405433293714,0.5343416855999578,0.027785767651195427,,,,,10.0,104,MLX3_best_tabular,fold_b_2019_2020,2019-01-01,2020-12-31,
0.06847428874841976,0.09690656697381972,0.7066011198902421,-0.13975403946386622,0.4899628591138074,-0.03642751089096443,0.050338607801271903,0.002617607605665633,,,,,,104,current_production,fold_b_2019_2020,2019-01-01,2020-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_regime_confidence_boost.csv
0.06961812019202451,0.09552712926733473,0.7287785231899591,-0.13674121541523399,0.5091231636388435,-0.035929044314826415,0.050551659927294205,0.0026286863162188357,,,,,,104,official_shadow,fold_b_2019_2020,2019-01-01,2020-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_combo_abc.csv
0.09635286214879679,0.10416890289647825,0.9249676196028584,-0.12438730493510053,0.7746197427387723,-0.036266492222209686,0.07425321524950773,0.0038611671929738136,,,,,,104,phase4b,fold_b_2019_2020,2019-01-01,2020-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase4b_sector_phase3_hybrid.csv
0.08421716849252636,0.10943588313236378,0.7695571697508473,-0.1376773422974955,0.6116995511908452,-0.039530841581860286,0.07899260703092728,0.004107615565607814,,,,,,104,phase6,fold_b_2019_2020,2019-01-01,2020-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase6_recovery_quality_rerisk.csv
0.0850483269873068,0.10938238871372742,0.7775321785108656,-0.13831359201362692,0.6148949336730961,-0.03958483425716685,0.07718525574603204,0.004013633298793135,,,,,,104,phase7,fold_b_2019_2020,2019-01-01,2020-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase7_expression_boost.csv
0.04927419010007483,0.15719550615023176,0.31345800720908323,-0.117912334370746,0.4178883435989351,-0.041640141819671454,0.3931133245045052,0.02044189287423427,0.039019596414270254,0.0,0.9552580933592055,1.0,10.0,105,simple_momentum,fold_c_2021_2022,2021-01-01,2022-12-31,
0.03353864720895294,0.18411293411330346,0.18216344968090722,-0.2392716160817261,0.14016976922786117,-0.04980224888315715,0.0,0.0,0.0,1.0,1.0,1.0,1.0,105,SPY,fold_c_2021_2022,2021-01-01,2022-12-31,
-0.009995173033092275,0.11998870677435033,-0.08330094807913137,-0.20757263034507412,-0.048152653923959246,-0.033501896360284396,0.0,0.0,0.0,0.5999999999999999,0.5999999999999999,1.0,2.0,105,60_40,fold_c_2021_2022,2021-01-01,2022-12-31,
0.05121993487108978,0.11776552638447838,0.43493148159392614,-0.08074636677668723,0.6343311397866856,-0.03351645884898507,0.25315429539642237,0.013164023360612427,0.3476190476190476,0.0,0.6483084519352912,0.6523809523809524,10.647619047619047,105,MLX5_original_best,fold_c_2021_2022,2021-01-01,2022-12-31,
0.14240631778124224,0.16536670674641077,0.8611547063074904,-0.11726332666326156,1.214414786220268,-0.04497639781621008,0.4035191590330951,0.020982996269718567,,,,,10.0,105,MLX4_best_MLP,fold_c_2021_2022,2021-01-01,2022-12-31,
0.14967741408658863,0.17898056840098378,0.8362774541605821,-0.10873615814895587,1.376519242858921,-0.049292574257376785,0.6264401779979252,0.03257488925588935,,,,,10.0,105,MLX3_best_tabular,fold_c_2021_2022,2021-01-01,2022-12-31,
0.049076129837967386,0.07647016203552162,0.6417683516241371,-0.045659200478614936,1.0748355057367422,-0.02300646056117533,0.05124417523000562,0.00266469711195981,,,,,,105,current_production,fold_c_2021_2022,2021-01-01,2022-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_regime_confidence_boost.csv
0.04794623425573352,0.07633840516445159,0.6280748746642743,-0.045575584050089546,1.0520157943129929,-0.023195241892641053,0.05164439734094103,0.002685508661728511,,,,,,105,official_shadow,fold_c_2021_2022,2021-01-01,2022-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_combo_abc.csv
0.04797170560686448,0.07404424158693576,0.6478789515392717,-0.06789353258614517,0.7065725376124253,-0.021361711887558883,0.07485618687993946,0.003892521717756329,,,,,,105,phase4b,fold_c_2021_2022,2021-01-01,2022-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase4b_sector_phase3_hybrid.csv
0.055332377206638306,0.07620920226936191,0.7260590002118861,-0.06784601331927098,0.8155582693747121,-0.022124316881058332,0.06778241008041849,0.003524685324181403,,,,,,105,phase6,fold_c_2021_2022,2021-01-01,2022-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase6_recovery_quality_rerisk.csv
0.05332914595808824,0.075681486051887,0.7046524683926785,-0.06822438464907621,0.7816728026554702,-0.02205286845822095,0.06849814506875608,0.0035619035435748635,,,,,,105,phase7,fold_c_2021_2022,2021-01-01,2022-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase7_expression_boost.csv
0.2292258159825824,0.14902977851483507,1.5381208927970345,-0.13874919772371397,1.6520875056807975,-0.043354933043908056,0.4285810862665003,0.022286216485858018,0.025118829731944053,0.0,0.8632386153614211,1.0,9.942857142857143,175,simple_momentum,fold_d_2023_2026,2023-01-01,2026-05-08,
0.22517286523491986,0.14304261668407128,1.5741662901220843,-0.16877152861288935,1.3341875083172237,-0.0383311676279766,0.005714285714285714,0.00029714285714285715,0.0,0.9942857142857143,0.9942857142857143,1.0,0.9942857142857143,175,SPY,fold_d_2023_2026,2023-01-01,2026-05-08,
0.14359504220128216,0.09189839993619968,1.5625412662350247,-0.09024405184696083,1.5911856711043504,-0.022820428355937367,0.005714285714285714,0.00029714285714285715,0.0,0.5965714285714285,0.5965714285714285,1.0,1.9885714285714287,175,60_40,fold_d_2023_2026,2023-01-01,2026-05-08,
0.16127256624819375,0.11042699010399376,1.4604451873252777,-0.07739008831670624,2.083891745777731,-0.03171847285087716,0.3734943281814599,0.019421705065434003,0.17142857142857143,0.0,0.7603009381575173,0.8285714285714286,10.468571428571428,175,MLX5_original_best,fold_d_2023_2026,2023-01-01,2026-05-08,
0.22344512726357824,0.15127093891809892,1.4771186644419245,-0.12604084237759994,1.7727993803323632,-0.046206795768465106,0.4319949163821682,0.022463735651870237,,,,,9.942857142857143,175,MLX4_best_MLP,fold_d_2023_2026,2023-01-01,2026-05-08,
0.209585129671515,0.16190312625550593,1.2945094669806447,-0.17683925678608092,1.1851730971989218,-0.04693668094743407,0.6109792054425199,0.03177091868300844,,,,,9.942857142857143,175,MLX3_best_tabular,fold_d_2023_2026,2023-01-01,2026-05-08,
0.12362507999284111,0.07555124930833367,1.6363075544695813,-0.06264198894939865,1.9735177963889967,-0.020601300471387075,0.060168460963774345,0.003128759970115767,,,,,,171,current_production,fold_d_2023_2026,2023-01-01,2026-05-08,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_regime_confidence_boost.csv
0.1229277345543589,0.07499589179194667,1.6391262456800244,-0.062395315285674324,1.9701436556821526,-0.020497894580665477,0.06088614663181226,0.003166079624853647,,,,,,171,official_shadow,fold_d_2023_2026,2023-01-01,2026-05-08,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_combo_abc.csv
0.1375171050842745,0.07976896656955394,1.7239424176865512,-0.0692544541336454,1.9856788535059084,-0.020278394780434646,0.09380012011268217,0.004877606245858592,,,,,,171,phase4b,fold_d_2023_2026,2023-01-01,2026-05-08,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase4b_sector_phase3_hybrid.csv
0.1403025310371302,0.08574668218143779,1.6362444291460003,-0.0742684664467661,1.8891265398309491,-0.02240020546730282,0.08504913872894079,0.0044225552139042805,,,,,,171,phase6,fold_d_2023_2026,2023-01-01,2026-05-08,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase6_recovery_quality_rerisk.csv
0.14190896706807177,0.08603434934107054,1.6494454616666478,-0.07607456502001442,1.865393078892229,-0.022331139022591054,0.0848330808716338,0.004411320205324396,,,,,,171,phase7,fold_d_2023_2026,2023-01-01,2026-05-08,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase7_expression_boost.csv
