annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_weight,average_spy_weight,average_offensive_weight,average_ml_exposure,average_number_of_etfs_held,active_weeks,benchmark_name,fold_name,test_start,test_end,source_path
-0.00469659295507785,0.13418586302586585,-0.03500065393753534,-0.2311763604561744,-0.020316060629253712,-0.0483992839465287,0.3752296018457706,0.019511939295980073,0.0,0.0014138602440735008,1.0,1.0,15.0,104,simple_momentum,fold_a_2017_2018,2017-01-01,2018-12-31,
0.07421075330944138,0.1340346927915537,0.5536682463610483,-0.17084285490577045,0.4343801989867989,-0.05077356760417571,0.0,0.0,0.0,1.0,1.0,1.0,1.0,104,SPY,fold_a_2017_2018,2017-01-01,2018-12-31,
0.053912598345909446,0.07859368355641647,0.6859660459508767,-0.09328561827129656,0.5779304392786346,-0.029453686875015418,0.0,0.0,0.0,0.5999999999999999,0.5999999999999999,1.0,2.0,104,60_40,fold_a_2017_2018,2017-01-01,2018-12-31,
0.047448104147856274,0.08921934654310884,0.5318140738111143,-0.12959706481180167,0.3661202066324533,-0.028410738384881368,0.2930896522860714,0.015240661918874366,0.2860576923076923,0.0,0.6855699479051947,0.7139423076923077,10.60576923076923,104,MLX5_original_best,fold_a_2017_2018,2017-01-01,2018-12-31,
-0.001656760244924782,0.12741675251657159,-0.013002687732991052,-0.22009694897406984,-0.007527411227858361,-0.04339601781044089,0.43045365339140973,0.02238358997635107,,,,,10.0,104,MLX4_best_MLP,fold_a_2017_2018,2017-01-01,2018-12-31,
0.0730468848012773,0.14582839296156988,0.5009098935934055,-0.24139943192267432,0.30259758367897016,-0.04669319316758685,0.515636614049448,0.02681310393056882,,,,,10.0,104,MLX3_best_tabular,fold_a_2017_2018,2017-01-01,2018-12-31,
0.053837724061912784,0.06564308810374848,0.8201583078605718,-0.08139017231619261,0.6614769637390453,-0.02254364012702782,0.05494299006010771,0.002857035483125263,,,,,,104,current_production,fold_a_2017_2018,2017-01-01,2018-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_regime_confidence_boost.csv
0.05438581973353429,0.0666022171821404,0.8165767152286039,-0.08239959372449479,0.6600253384182294,-0.022857282254828516,0.05520889475962038,0.0028708625274999457,,,,,,104,official_shadow,fold_a_2017_2018,2017-01-01,2018-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_combo_abc.csv
0.048382186853452636,0.06258250571938616,0.7730944342560145,-0.091987895356205,0.5259625374197567,-0.021452999299082887,0.06798808867281371,0.0035353806109857354,,,,,,104,phase4b,fold_a_2017_2018,2017-01-01,2018-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase4b_sector_phase3_hybrid.csv
0.051213464614918935,0.067361588172589,0.7602769768982212,-0.09077081141329235,0.5642063105697798,-0.022832617407191964,0.06668797414215853,0.0034677746553917954,,,,,,104,phase6,fold_a_2017_2018,2017-01-01,2018-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase6_recovery_quality_rerisk.csv
0.05239725203046608,0.06792345713328735,0.7714161534452828,-0.0916000051668251,0.5720223698136085,-0.02292016039593495,0.06785833125049884,0.00352863322502547,,,,,,104,phase7,fold_a_2017_2018,2017-01-01,2018-12-31,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase7_expression_boost.csv
0.13248401238680008,0.20127450864955349,0.6582254915224903,-0.2783748619655668,0.47591945426159743,-0.0719363514217223,0.43622977840299587,0.02268394847695579,0.005641294456477332,0.0009915047345418527,0.791291925091345,1.0,10.0,104,simple_momentum,fold_b_2019_2020,2019-01-01,2020-12-31,
0.23999871289807073,0.2346668600909712,1.022720944938849,-0.31828955514633117,0.7540263543606801,-0.08096370359210592,0.0,0.0,0.0,1.0,1.0,1.0,1.0,104,SPY,fold_b_2019_2020,2019-01-01,2020-12-31,
