target,model,subperiod,n_oos,brier,auc,pearson_ic,spearman_ic,positive_spearman_ic_rate,top_minus_bottom_forward_return_spread,top_decile_precision
target_etf_forward_top_quantile_8w,logistic_l2_interactions,2016_2020,9135,0.1894924943773977,0.5788080460648392,0.0752201252767247,0.10099488071090505,0.6743295019157088,0.002656016076541537,0.2978927203065134
target_etf_forward_top_quantile_8w,logistic_l2_interactions,2021_2026,9380,0.18735215148804138,0.5977066685325763,0.0713859158057279,0.048832518081859615,0.5708955223880597,0.010857339703785643,0.35447761194029853
target_etf_forward_top_quantile_8w,naive_historical_class_rate,2010_2015,10702,0.19393672946056537,0.5007412869909096,3.2808578651791913e-18,,0.0,-0.003369916949648213,0.20607028753993611
target_etf_forward_top_quantile_8w,naive_historical_class_rate,2016_2020,9135,0.19104877243487603,0.5,1.46443193264429e-18,,0.0,0.00893380616518576,0.18007662835249041
target_etf_forward_top_quantile_8w,naive_historical_class_rate,2021_2026,9380,0.19103448213973365,0.5,1.124438569501549e-17,,0.0,-0.005227141754933103,0.21361940298507462
target_etf_forward_top_quantile_8w,random_forest_depth4,2010_2015,10702,0.193102927608721,0.5519199605439301,-0.05531700340880015,-0.027255480962864866,0.48881789137380194,-0.007377676129114892,0.31150159744408945
target_etf_forward_top_quantile_8w,random_forest_depth4,2016_2020,9135,0.1859357429228959,0.6097595693535272,0.10647335131034333,0.11774712441938572,0.6743295019157088,0.010691571235230858,0.36015325670498083
target_etf_forward_top_quantile_8w,random_forest_depth4,2021_2026,9380,0.18349320587188667,0.6394024602875406,0.11970004962226095,0.09043099811571106,0.6119402985074627,0.016057402281367397,0.3843283582089552
target_etf_forward_top_quantile_8w,simple_momentum_rank,2010_2015,10702,0.3406704244225934,0.49879238944455595,0.00833984403422042,0.018138373560286726,0.5399361022364217,0.003382001736613278,0.2659744408945687
target_etf_forward_top_quantile_8w,simple_momentum_rank,2016_2020,9135,0.34451790372979635,0.48924255820807544,-0.031938596599040144,-0.016527683870483065,0.5210727969348659,-0.005118384783228233,0.2777777777777778
target_etf_forward_top_quantile_8w,simple_momentum_rank,2021_2026,9380,0.3364848850137355,0.5102691669855849,-0.02447056006797035,-0.033567456833479656,0.4552238805970149,-0.0018543896549019472,0.31902985074626866
target_etf_forward_top_quantile_8w,state_only_lag1_rate,2010_2015,10702,0.19393883958779368,0.501170175911313,1.8772758194490776e-19,,0.0,-0.003369916949648213,0.20607028753993611
target_etf_forward_top_quantile_8w,state_only_lag1_rate,2016_2020,9135,0.1910504809012124,0.5,-2.5829139720539962e-18,,0.0,0.00893380616518576,0.18007662835249041
target_etf_forward_top_quantile_8w,state_only_lag1_rate,2021_2026,9380,0.19103578430302484,0.5,-6.380216543947922e-19,,0.0,-0.005227141754933103,0.21361940298507462
