rule_name,interaction_feature,features_used,rule_formula,economic_interpretation,target,model_source,oos_metric_lift,event_frequency,stability,redundancy_warning,next_recommended_phase,mean_abs_model_importance,subperiods_with_events,positive_return_lift_share,positive_precision_lift_share,min_subperiod_events,n_events,event_frequency_perf,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return,return_lift,incrementality_flag,max_abs_correlation,max_corr_comparison,max_corr_comparison_type,max_event_overlap,max_overlap_comparison,event_frequency_inc,n_events_inc,return_lift_inc,precision_lift_inc,positive_subperiod_return_lift_share,tradeable_actionable,best_state,best_state_precision_lift,best_state_event_frequency,classification,reason
rule_int_mom13_x_lowvol13__forward_top_quantile_4w,int_mom13_x_lowvol13,z_mom_13w|z_vol_13w,z_mom_13w > 0.5 and z_vol_13w < -0.5,high 13w momentum with unusually low realized volatility,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0014391282053133787,0.05559151139421603,0.16666666666666666,,none,0.03147288199157972,3,0.3333333333333333,0.0,348,1632,0.05559151139421603,0.20404411764705882,0.25935892632080937,-0.05531480867375055,0.004019957673405319,0.0054590858787186974,-0.0014391282053133787,INSUFFICIENT_EVIDENCE,0.2315049432040289,z_l1_quality_quality_score_tradable,volatility_quality,0.10916747651441529,state_lag1_stressed_panic,0.05559151139421603,1632,-0.0014391282053133787,-0.05531480867375055,0.3333333333333333,True,recovery_confirmed,0.07526881720430106,0.017204301075268817,REJECT,insufficient stable incremental evidence
rule_int_mom13_x_lowvol13__forward_top_quantile_8w,int_mom13_x_lowvol13,z_mom_13w|z_vol_13w,z_mom_13w > 0.5 and z_vol_13w < -0.5,high 13w momentum with unusually low realized volatility,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.004842106385911919,0.05578943765615908,0.16666666666666666,,none,0.037427356033321285,3,0.3333333333333333,0.0,346,1630,0.05578943765615908,0.17791411042944785,0.25936954512783655,-0.0814554346983887,0.0062944169427133385,0.011136523328625258,-0.004842106385911919,INSUFFICIENT_EVIDENCE,0.2315049432040289,z_l1_quality_quality_score_tradable,volatility_quality,0.10916747651441529,state_lag1_stressed_panic,0.05578943765615908,1630,-0.004842106385911919,-0.0814554346983887,0.3333333333333333,True,recovery_confirmed,0.24193548387096775,0.017204301075268817,REJECT,insufficient stable incremental evidence
rule_int_mom13_x_lowvol13__forward_risk_adjusted_top_quantile_4w,int_mom13_x_lowvol13,z_mom_13w|z_vol_13w,z_mom_13w > 0.5 and z_vol_13w < -0.5,high 13w momentum with unusually low realized volatility,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0014617773449502915,0.05560477001703577,0.6666666666666666,,none,0.061786712582137526,3,0.3333333333333333,1.0,348,1632,0.05560477001703577,0.34191176470588236,0.25942078364565585,0.08249098106022651,0.004019957673405319,0.00548173501835561,-0.0014617773449502915,INSUFFICIENT_EVIDENCE,0.2315049432040289,z_l1_quality_quality_score_tradable,volatility_quality,0.10916747651441529,state_lag1_stressed_panic,0.05560477001703577,1632,-0.0014617773449502915,0.08249098106022651,0.3333333333333333,True,recovery_confirmed,0.15860215053763443,0.017204301075268817,REJECT,insufficient stable incremental evidence
rule_int_mom13_x_lowvol13__forward_risk_adjusted_top_quantile_8w,int_mom13_x_lowvol13,z_mom_13w|z_vol_13w,z_mom_13w > 0.5 and z_vol_13w < -0.5,high 13w momentum with unusually low realized volatility,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.004876824390546139,0.055802807257788425,0.6666666666666666,,none,0.039099412489890586,3,0.3333333333333333,1.0,346,1630,0.055802807257788425,0.3294478527607362,0.2594317014720986,0.07001615128863758,0.0062944169427133385,0.011171241333259477,-0.004876824390546139,INSUFFICIENT_EVIDENCE,0.2315049432040289,z_l1_quality_quality_score_tradable,volatility_quality,0.10916747651441529,state_lag1_stressed_panic,0.055802807257788425,1630,-0.004876824390546139,0.07001615128863758,0.3333333333333333,True,recovery_confirmed,0.36693548387096775,0.017204301075268817,REJECT,insufficient stable incremental evidence
rule_int_mom26_x_lowvol26__forward_top_quantile_4w,int_mom26_x_lowvol26,z_mom_26w|z_vol_26w,z_mom_26w > 0.5 and z_vol_26w < -0.5,high 26w momentum with low medium-horizon volatility,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0007185989715762144,0.04741628913036073,0.3333333333333333,,none,0.019942367619813224,3,0.6666666666666666,0.0,220,1392,0.04741628913036073,0.18031609195402298,0.25935892632080937,-0.07904283436678639,0.004740486907142483,0.0054590858787186974,-0.0007185989715762144,INSUFFICIENT_EVIDENCE,0.2510441862640233,z_l1_quality_quality_score_tradable,volatility_quality,0.10135022503750625,state_lag1_stressed_panic,0.04741628913036073,1392,-0.0007185989715762144,-0.07904283436678639,0.6666666666666666,True,recovery_fragile,-0.12183308494783907,0.036065573770491806,REJECT,insufficient stable incremental evidence
rule_int_mom26_x_lowvol26__forward_top_quantile_8w,int_mom26_x_lowvol26,z_mom_26w|z_vol_26w,z_mom_26w > 0.5 and z_vol_26w < -0.5,high 26w momentum with low medium-horizon volatility,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.002144800459803928,0.047643495225382484,0.0,,none,0.03073177756515109,3,0.0,0.0,220,1392,0.047643495225382484,0.16810344827586207,0.25936954512783655,-0.09126609685197448,0.00899172286882133,0.011136523328625258,-0.002144800459803928,INSUFFICIENT_EVIDENCE,0.2510441862640233,z_l1_quality_quality_score_tradable,volatility_quality,0.10135022503750625,state_lag1_stressed_panic,0.047643495225382484,1392,-0.002144800459803928,-0.09126609685197448,0.0,True,recovery_confirmed,0.22110215053763443,0.034408602150537634,REJECT,insufficient stable incremental evidence
rule_int_mom26_x_lowvol26__forward_risk_adjusted_top_quantile_4w,int_mom26_x_lowvol26,z_mom_26w|z_vol_26w,z_mom_26w > 0.5 and z_vol_26w < -0.5,high 26w momentum with low medium-horizon volatility,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0007412481112131272,0.04742759795570699,0.6666666666666666,,none,0.016567193984389526,3,0.6666666666666666,0.6666666666666666,220,1392,0.04742759795570699,0.33405172413793105,0.25942078364565585,0.0746309404922752,0.004740486907142483,0.00548173501835561,-0.0007412481112131272,INSUFFICIENT_EVIDENCE,0.2510441862640233,z_l1_quality_quality_score_tradable,volatility_quality,0.10135022503750625,state_lag1_stressed_panic,0.04742759795570699,1392,-0.0007412481112131272,0.0746309404922752,0.6666666666666666,True,recovery_confirmed,0.15860215053763443,0.034408602150537634,REJECT,insufficient stable incremental evidence
rule_int_mom26_x_lowvol26__forward_risk_adjusted_top_quantile_8w,int_mom26_x_lowvol26,z_mom_26w|z_vol_26w,z_mom_26w > 0.5 and z_vol_26w < -0.5,high 26w momentum with low medium-horizon volatility,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0021795184644381477,0.04765491270112975,0.5,,none,0.02135875632087858,3,0.0,1.0,220,1392,0.04765491270112975,0.34770114942528735,0.2594317014720986,0.08826944795318875,0.00899172286882133,0.011171241333259477,-0.0021795184644381477,INSUFFICIENT_EVIDENCE,0.2510441862640233,z_l1_quality_quality_score_tradable,volatility_quality,0.10135022503750625,state_lag1_stressed_panic,0.04765491270112975,1392,-0.0021795184644381477,0.08826944795318875,0.0,True,recovery_fragile,0.26389407634272055,0.036154478225143796,REJECT,insufficient stable incremental evidence
rule_int_mom13_x_drawdown_repair__forward_top_quantile_4w,int_mom13_x_drawdown_repair,z_mom_13w|z_drawdown_26w,z_mom_13w > 0.5 and z_drawdown_26w > 0.5,positive momentum after relatively repaired drawdown,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.003324232542411771,0.09425350001703171,0.3333333333333333,,none,0.02160077456924084,3,0.3333333333333333,0.3333333333333333,631,2767,0.09425350001703171,0.23129743404409106,0.25935892632080937,-0.02806149227671831,0.0021348533363069262,0.0054590858787186974,-0.003324232542411771,INSUFFICIENT_EVIDENCE,0.24622058850753034,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,momentum,0.11470834496232207,state_lag1_stressed_panic,0.09425350001703171,2767,-0.003324232542411771,-0.02806149227671831,0.3333333333333333,True,recovery_fragile,-0.09401761683386348,0.05491803278688524,REJECT,insufficient stable incremental evidence
rule_int_mom13_x_drawdown_repair__forward_top_quantile_8w,int_mom13_x_drawdown_repair,z_mom_13w|z_drawdown_26w,z_mom_13w > 0.5 and z_drawdown_26w > 0.5,positive momentum after relatively repaired drawdown,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.005628123760068475,0.0946709107711264,0.16666666666666666,,none,0.01694964777873529,3,0.3333333333333333,0.0,630,2766,0.0946709107711264,0.21330441070137382,0.25936954512783655,-0.046065134426462734,0.005508399568556783,0.011136523328625258,-0.005628123760068475,INSUFFICIENT_EVIDENCE,0.24622058850753034,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,momentum,0.11470834496232207,state_lag1_stressed_panic,0.0946709107711264,2766,-0.005628123760068475,-0.046065134426462734,0.3333333333333333,True,recovery_confirmed,0.3169354838709677,0.02867383512544803,REJECT,insufficient stable incremental evidence
