rule_name,interaction_feature,features_used,rule_formula,economic_interpretation,target,model_source,oos_metric_lift,event_frequency,stability,redundancy_warning,next_recommended_phase,mean_abs_model_importance,subperiods_with_events,positive_return_lift_share,positive_precision_lift_share,min_subperiod_events,n_events,event_frequency_perf,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return,return_lift,incrementality_flag,max_abs_correlation,max_corr_comparison,max_corr_comparison_type,max_event_overlap,max_overlap_comparison,event_frequency_inc,n_events_inc,return_lift_inc,precision_lift_inc,positive_subperiod_return_lift_share,tradeable_actionable,best_state,best_state_precision_lift,best_state_event_frequency,classification,reason
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_4w,int_mom13_x_drawdown_repair,z_mom_13w|z_drawdown_26w,z_mom_13w > 0.5 and z_drawdown_26w > 0.5,positive momentum after relatively repaired drawdown,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.003346881682048684,0.09427597955706984,0.5,,none,0.02304406307031065,3,0.3333333333333333,0.6666666666666666,631,2767,0.09427597955706984,0.3035778821828695,0.25942078364565585,0.04415709853721367,0.0021348533363069262,0.00548173501835561,-0.003346881682048684,INSUFFICIENT_EVIDENCE,0.24622058850753034,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,momentum,0.11470834496232207,state_lag1_stressed_panic,0.09427597955706984,2767,-0.003346881682048684,0.04415709853721367,0.3333333333333333,True,recovery_confirmed,0.11693548387096775,0.02867383512544803,REJECT,insufficient stable incremental evidence
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_8w,int_mom13_x_drawdown_repair,z_mom_13w|z_drawdown_26w,z_mom_13w > 0.5 and z_drawdown_26w > 0.5,positive momentum after relatively repaired drawdown,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0056628417647026945,0.09469359808284834,0.5,,none,0.022609562943207175,3,0.3333333333333333,0.6666666666666666,630,2766,0.09469359808284834,0.2928416485900217,0.2594317014720986,0.03340994711792311,0.005508399568556783,0.011171241333259477,-0.0056628417647026945,INSUFFICIENT_EVIDENCE,0.24622058850753034,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,momentum,0.11470834496232207,state_lag1_stressed_panic,0.09469359808284834,2766,-0.0056628417647026945,0.03340994711792311,0.3333333333333333,True,recovery_confirmed,0.24193548387096775,0.02867383512544803,REJECT,insufficient stable incremental evidence
rule_int_mom26_x_ma_distance26__forward_top_quantile_4w,int_mom26_x_ma_distance26,z_mom_26w|z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,medium-horizon momentum confirmed by distance above moving average,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0006348394946437113,0.2227748066900569,0.6666666666666666,,none,0.04960516945899395,3,0.3333333333333333,1.0,1851,6540,0.2227748066900569,0.2824159021406728,0.25935892632080937,0.023056975819863434,0.004824246384074986,0.0054590858787186974,-0.0006348394946437113,INSUFFICIENT_EVIDENCE,0.5285747650468868,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,momentum,0.2115554871242157,ooo2_market_trend_positive_signal,0.2227748066900569,6540,-0.0006348394946437113,0.023056975819863434,0.3333333333333333,True,recovery_confirmed,0.11610766930143135,0.2164874551971326,REJECT,insufficient stable incremental evidence
rule_int_mom26_x_ma_distance26__forward_top_quantile_8w,int_mom26_x_ma_distance26,z_mom_26w|z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,medium-horizon momentum confirmed by distance above moving average,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,8.540449659861886e-05,0.22315775062463633,0.5,,none,0.025402141294481814,3,0.3333333333333333,0.6666666666666666,1831,6520,0.22315775062463633,0.2753067484662577,0.25936954512783655,0.015937203338421135,0.011221927825223877,0.011136523328625258,8.540449659861886e-05,INSUFFICIENT_EVIDENCE,0.5285747650468868,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,momentum,0.2115554871242157,ooo2_market_trend_positive_signal,0.22315775062463633,6520,8.540449659861886e-05,0.015937203338421135,0.3333333333333333,True,recovery_confirmed,0.09624011963255713,0.2164874551971326,REJECT,insufficient stable incremental evidence
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_4w,int_mom26_x_ma_distance26,z_mom_26w|z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,medium-horizon momentum confirmed by distance above moving average,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.000657488634280624,0.22282793867120954,0.6666666666666666,,none,0.051556634885464,3,0.3333333333333333,1.0,1851,6540,0.22282793867120954,0.2769113149847095,0.25942078364565585,0.01749053133905365,0.004824246384074986,0.00548173501835561,-0.000657488634280624,INSUFFICIENT_EVIDENCE,0.5285747650468868,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,momentum,0.2115554871242157,ooo2_market_trend_positive_signal,0.22282793867120954,6540,-0.000657488634280624,0.01749053133905365,0.3333333333333333,True,recovery_confirmed,0.056505020294808805,0.2164874551971326,REJECT,insufficient stable incremental evidence
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_8w,int_mom26_x_ma_distance26,z_mom_26w|z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,medium-horizon momentum confirmed by distance above moving average,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,5.0686491964399213e-05,0.2232112290311537,0.3333333333333333,,none,0.024266577627415662,3,0.3333333333333333,0.3333333333333333,1831,6520,0.2232112290311537,0.26579754601226996,0.2594317014720986,0.0063658445401713615,0.011221927825223877,0.011171241333259477,5.0686491964399213e-05,INSUFFICIENT_EVIDENCE,0.5285747650468868,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,momentum,0.2115554871242157,ooo2_market_trend_positive_signal,0.2232112290311537,6520,5.0686491964399213e-05,0.0063658445401713615,0.3333333333333333,True,stressed_panic,0.017342615219281154,0.222395630120952,REJECT,insufficient stable incremental evidence
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_4w,int_trend_consistency_x_lowdownsidevol,z_trend_consistency_13w|z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,consistent trend with muted downside volatility,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0023542591505315187,0.1200054501481759,0.0,,none,0.01776077036244355,3,0.0,0.0,1034,3523,0.1200054501481759,0.18478569401078626,0.25935892632080937,-0.07457323231002311,0.0031048267281871787,0.0054590858787186974,-0.0023542591505315187,INSUFFICIENT_EVIDENCE,0.35077184928360744,z_l1_quality_quality_score_tradable,volatility_quality,0.11553406084656084,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,0.1200054501481759,3523,-0.0023542591505315187,-0.07457323231002311,0.0,True,recovery_fragile,-0.13482009793485206,0.12622950819672132,REJECT,insufficient stable incremental evidence
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol,z_trend_consistency_13w|z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,consistent trend with muted downside volatility,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.005746119019788557,0.12016976417838929,0.0,,none,0.028084445773236794,3,0.0,0.0,1022,3511,0.12016976417838929,0.16006835659356308,0.25936954512783655,-0.09930118853427347,0.005390404308836701,0.011136523328625258,-0.005746119019788557,INSUFFICIENT_EVIDENCE,0.35077184928360744,z_l1_quality_quality_score_tradable,volatility_quality,0.11553406084656084,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,0.12016976417838929,3511,-0.005746119019788557,-0.09930118853427347,0.0,True,stressed_panic,-0.1375974614538618,0.13926272674078408,REJECT,insufficient stable incremental evidence
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_4w,int_trend_consistency_x_lowdownsidevol,z_trend_consistency_13w|z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,consistent trend with muted downside volatility,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0023769082901684314,0.12003407155025554,0.5,,none,0.028046246201181315,3,0.0,1.0,1034,3523,0.12003407155025554,0.3224524552937837,0.25942078364565585,0.06303167164812784,0.0031048267281871787,0.00548173501835561,-0.0023769082901684314,INSUFFICIENT_EVIDENCE,0.35077184928360744,z_l1_quality_quality_score_tradable,volatility_quality,0.11553406084656084,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,0.12003407155025554,3523,-0.0023769082901684314,0.06303167164812784,0.0,True,recovery_confirmed,0.09764018185754492,0.10681003584229391,REJECT,insufficient stable incremental evidence
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_8w,int_trend_consistency_x_lowdownsidevol,z_trend_consistency_13w|z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,consistent trend with muted downside volatility,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.005780837024422777,0.12019856213625471,0.5,,none,0.04118656230295817,3,0.0,1.0,1022,3511,0.12019856213625471,0.34349188265451436,0.2594317014720986,0.08406018118241576,0.005390404308836701,0.011171241333259477,-0.005780837024422777,INSUFFICIENT_EVIDENCE,0.35077184928360744,z_l1_quality_quality_score_tradable,volatility_quality,0.11553406084656084,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,0.12019856213625471,3511,-0.005780837024422777,0.08406018118241576,0.0,True,recovery_confirmed,0.1915999134011691,0.10681003584229391,REJECT,insufficient stable incremental evidence
rule_int_credit_strength_x_trend__forward_top_quantile_4w,int_credit_strength_x_trend,ooo2_leadlag_HYG_minus_LQD_13w_signal|z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,credit/risk appetite strength plus asset-specific trend confirmation,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0002053958992810096,0.16820519807882278,0.6666666666666666,,none,0.024067564396376147,3,0.3333333333333333,1.0,1522,4938,0.16820519807882278,0.29202106115836374,0.25935892632080937,0.03266213483755437,0.005253689979437688,0.0054590858787186974,-0.0002053958992810096,INSUFFICIENT_EVIDENCE,0.3182544037822655,z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,momentum,0.17827836515701437,ooo2_market_trend_positive_signal,0.16820519807882278,4938,-0.0002053958992810096,0.03266213483755437,0.3333333333333333,True,recovery_confirmed,0.08148772267693788,0.1921146953405018,REJECT,insufficient stable incremental evidence
rule_int_credit_strength_x_trend__forward_top_quantile_8w,int_credit_strength_x_trend,ooo2_leadlag_HYG_minus_LQD_13w_signal|z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,credit/risk appetite strength plus asset-specific trend confirmation,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0010197980822771284,0.1682239791901975,0.6666666666666666,,none,0.024517244816637074,3,0.3333333333333333,1.0,1522,4915,0.1682239791901975,0.2901322482197355,0.25936954512783655,0.030762703091898935,0.01011672524634813,0.011136523328625258,-0.0010197980822771284,INSUFFICIENT_EVIDENCE,0.3182544037822655,z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,momentum,0.17827836515701437,ooo2_market_trend_positive_signal,0.1682239791901975,4915,-0.0010197980822771284,0.030762703091898935,0.3333333333333333,True,recovery_confirmed,0.08521906596051998,0.1921146953405018,REJECT,insufficient stable incremental evidence
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_4w,int_credit_strength_x_trend,ooo2_leadlag_HYG_minus_LQD_13w_signal|z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,credit/risk appetite strength plus asset-specific trend confirmation,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.00022804503891792234,0.16824531516183985,0.5,,none,0.019618644440583054,3,0.3333333333333333,0.6666666666666666,1522,4938,0.16824531516183985,0.2760226812474686,0.25942078364565585,0.016601897601812743,0.005253689979437688,0.00548173501835561,-0.00022804503891792234,INSUFFICIENT_EVIDENCE,0.3182544037822655,z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,momentum,0.17827836515701437,ooo2_market_trend_positive_signal,0.16824531516183985,4938,-0.00022804503891792234,0.016601897601812743,0.3333333333333333,True,stressed_panic,0.03582940138355756,0.11470645223793838,REJECT,insufficient stable incremental evidence
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_8w,int_credit_strength_x_trend,ooo2_leadlag_HYG_minus_LQD_13w_signal|z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,credit/risk appetite strength plus asset-specific trend confirmation,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.001054516086911348,0.16826429305032523,0.5,,none,0.020804425541344228,3,0.3333333333333333,0.6666666666666666,1522,4915,0.16826429305032523,0.26653102746693796,0.2594317014720986,0.007099325994839367,0.01011672524634813,0.011171241333259477,-0.001054516086911348,INSUFFICIENT_EVIDENCE,0.3182544037822655,z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,momentum,0.17827836515701437,ooo2_market_trend_positive_signal,0.16826429305032523,4915,-0.001054516086911348,0.007099325994839367,0.3333333333333333,True,recovery_fragile,-0.026275056849668438,0.14133114215283485,REJECT,insufficient stable incremental evidence
rule_int_breadth_x_mom13__forward_top_quantile_4w,int_breadth_x_mom13,ooo2_breadth_ret13_positive_signal|z_mom_13w,breadth positive and z_mom_13w > 0.5,cross-asset breadth confirms asset momentum,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0004498508765479496,0.29158292741083897,0.6666666666666666,,none,0.03702003860730422,3,0.3333333333333333,1.0,2495,8560,0.29158292741083897,0.2799065420560748,0.25935892632080937,0.020547615735265423,0.005009235002170748,0.0054590858787186974,-0.0004498508765479496,INSUFFICIENT_EVIDENCE,0.3914052388313026,z_l1_reversal_reversal_4w_score_tradable,style_layer1,0.2709645594596646,ooo2_market_trend_positive_signal,0.29158292741083897,8560,-0.0004498508765479496,0.020547615735265423,0.3333333333333333,True,recovery_confirmed,0.08333984222447866,0.2960573476702509,REJECT,insufficient stable incremental evidence
rule_int_breadth_x_mom13__forward_top_quantile_8w,int_breadth_x_mom13,ooo2_breadth_ret13_positive_signal|z_mom_13w,breadth positive and z_mom_13w > 0.5,cross-asset breadth confirms asset momentum,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0009153137949990033,0.2917821816065989,0.6666666666666666,,none,0.02521932392814072,3,0.3333333333333333,1.0,2460,8525,0.2917821816065989,0.2744868035190616,0.25936954512783655,0.015117258391225019,0.010221209533626254,0.011136523328625258,-0.0009153137949990033,INSUFFICIENT_EVIDENCE,0.3914052388313026,z_l1_reversal_reversal_4w_score_tradable,style_layer1,0.2709645594596646,ooo2_market_trend_positive_signal,0.2917821816065989,8525,-0.0009153137949990033,0.015117258391225019,0.3333333333333333,True,recovery_fragile,0.08291115040864122,0.28114754098360656,REJECT,insufficient stable incremental evidence
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_4w,int_breadth_x_mom13,ooo2_breadth_ret13_positive_signal|z_mom_13w,breadth positive and z_mom_13w > 0.5,cross-asset breadth confirms asset momentum,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0004725000161848623,0.29165247018739354,0.5,,none,0.04424969173851771,3,0.3333333333333333,0.6666666666666666,2495,8560,0.29165247018739354,0.2718457943925234,0.25942078364565585,0.012425010746867526,0.005009235002170748,0.00548173501835561,-0.0004725000161848623,INSUFFICIENT_EVIDENCE,0.3914052388313026,z_l1_reversal_reversal_4w_score_tradable,style_layer1,0.2709645594596646,ooo2_market_trend_positive_signal,0.29165247018739354,8560,-0.0004725000161848623,0.012425010746867526,0.3333333333333333,True,recovery_fragile,0.035627445014864756,0.2818405916187346,REJECT,insufficient stable incremental evidence
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_8w,int_breadth_x_mom13,ooo2_breadth_ret13_positive_signal|z_mom_13w,breadth positive and z_mom_13w > 0.5,cross-asset breadth confirms asset momentum,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.000950031799633223,0.29185210544334134,0.3333333333333333,,none,0.04619492421212359,3,0.3333333333333333,0.3333333333333333,2460,8525,0.29185210544334134,0.2592375366568915,0.2594317014720986,-0.0001941648152071207,0.010221209533626254,0.011171241333259477,-0.000950031799633223,INSUFFICIENT_EVIDENCE,0.3914052388313026,z_l1_reversal_reversal_4w_score_tradable,style_layer1,0.2709645594596646,ooo2_market_trend_positive_signal,0.29185210544334134,8525,-0.000950031799633223,-0.0001941648152071207,0.3333333333333333,True,recovery_confirmed,-0.028040303053971705,0.2960573476702509,REJECT,insufficient stable incremental evidence
rule_int_real_asset_strength_x_stress__forward_top_quantile_4w,int_real_asset_strength_x_stress,z_rel_strength_GLD_13w|state_lag1_stressed_panic,lagged stressed_panic and z_rel_strength_GLD_13w > 0.5,real-asset relative strength during lagged stress,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.005774363383858722,0.051912661375481145,0.16666666666666666,,none,0.06430270375818208,3,0.3333333333333333,0.0,358,1524,0.051912661375481145,0.21850393700787402,0.25935892632080937,-0.04085498931293535,-0.00031527750514002436,0.0054590858787186974,-0.005774363383858722,INSUFFICIENT_EVIDENCE,0.5055702766718292,state_lag1_stressed_panic,regime_state_context,0.29395973154362415,state_lag1_stressed_panic,0.051912661375481145,1524,-0.005774363383858722,-0.04085498931293535,0.3333333333333333,True,neutral_mixed,-0.0661521619062648,0.01262427015938141,REJECT,insufficient stable incremental evidence
