target,model,bucket,n,avg_prediction,actual_rate,avg_forward_return
target_etf_forward_top_quantile_4w,random_forest_depth4,1,2936,0.2074572915029763,0.19822888283378748,0.0037363462144484735
target_etf_forward_top_quantile_4w,random_forest_depth4,2,2935,0.2242225933968569,0.22589437819420782,0.006718261864567373
target_etf_forward_top_quantile_4w,random_forest_depth4,3,2936,0.23741835176978332,0.24284741144414168,0.00841078952327029
target_etf_forward_top_quantile_4w,random_forest_depth4,4,2936,0.24964147567426195,0.2670299727520436,0.006343083110830256
target_etf_forward_top_quantile_4w,random_forest_depth4,5,2935,0.26423498312011134,0.25894378194207834,0.004650160628098482
target_etf_forward_top_quantile_4w,random_forest_depth4,6,2936,0.28094251269606957,0.2895095367847411,0.005473089636819018
target_etf_forward_top_quantile_4w,random_forest_depth4,7,2935,0.3008757546949977,0.29676320272572404,0.00518860584534261
target_etf_forward_top_quantile_4w,random_forest_depth4,8,2936,0.32333105167219944,0.3371934604904632,0.007425495533285975
target_etf_forward_top_quantile_4w,random_forest_depth4,9,2936,0.35860621352778926,0.3528610354223433,0.004701344497759666
target_etf_forward_top_quantile_4w,simple_momentum_rank,0,2936,0.06533556201772263,0.3061989100817439,0.004056857095025372
target_etf_forward_top_quantile_4w,simple_momentum_rank,1,2936,0.16375964554759231,0.2506811989100817,0.00450923569643415
target_etf_forward_top_quantile_4w,simple_momentum_rank,2,2935,0.26491621531443543,0.23952299829642248,0.005262570273339828
target_etf_forward_top_quantile_4w,simple_momentum_rank,3,2936,0.3638174615895405,0.23637602179836512,0.005516307295699759
target_etf_forward_top_quantile_4w,simple_momentum_rank,4,2936,0.4646898541432922,0.23160762942779292,0.006131790389446832
target_etf_forward_top_quantile_4w,simple_momentum_rank,5,2935,0.5639062030263553,0.24190800681431004,0.006989305200155048
target_etf_forward_top_quantile_4w,simple_momentum_rank,6,2936,0.6647903166716278,0.25681198910081743,0.006306277721652822
target_etf_forward_top_quantile_4w,simple_momentum_rank,7,2935,0.763773638927462,0.24974446337308348,0.0063891652320524
target_etf_forward_top_quantile_4w,simple_momentum_rank,8,2936,0.8650951388729878,0.2721389645776567,0.0053643569493873385
target_etf_forward_top_quantile_4w,simple_momentum_rank,9,2936,0.9634588284695351,0.30858310626702995,0.004065763977273195
target_etf_forward_top_quantile_4w,state_only_lag1_rate,0,2936,0.25890631394230423,0.2574931880108992,0.010329377799858507
target_etf_forward_top_quantile_4w,state_only_lag1_rate,1,2936,0.26087227808250246,0.2574931880108992,0.0064338605626492115
target_etf_forward_top_quantile_4w,state_only_lag1_rate,2,2935,0.26122718887841323,0.25587734241908006,0.00530854119246566
target_etf_forward_top_quantile_4w,state_only_lag1_rate,3,2936,0.26168730281449937,0.25885558583106266,0.012809538053262667
target_etf_forward_top_quantile_4w,state_only_lag1_rate,4,2936,0.2622257158948154,0.25681198910081743,-0.004619675161563424
target_etf_forward_top_quantile_4w,state_only_lag1_rate,5,2935,0.2629431131692701,0.2572402044293015,0.007760915276553505
target_etf_forward_top_quantile_4w,state_only_lag1_rate,6,2936,0.26361870886089533,0.2615803814713896,0.009652094986578026
target_etf_forward_top_quantile_4w,state_only_lag1_rate,7,2935,0.26400771714619026,0.26303236797274276,0.004626895093987607
target_etf_forward_top_quantile_4w,state_only_lag1_rate,8,2936,0.26444135083159587,0.2608991825613079,0.003649686006408987
target_etf_forward_top_quantile_4w,state_only_lag1_rate,9,2936,0.2657188472559432,0.26430517711171664,-0.001359925740341135
target_etf_forward_top_quantile_8w,decision_tree_depth3,0,2922,0.10483799956023118,0.18514715947980834,0.0063267643368225355
target_etf_forward_top_quantile_8w,decision_tree_depth3,1,2922,0.16557585457929277,0.16940451745379878,0.006201878859145779
target_etf_forward_top_quantile_8w,decision_tree_depth3,2,2921,0.20240972314259018,0.23930160903800068,0.013896093562856038
target_etf_forward_top_quantile_8w,decision_tree_depth3,3,2922,0.22383859575159373,0.2539356605065024,0.015464701468192883
target_etf_forward_top_quantile_8w,decision_tree_depth3,4,2922,0.2489445870575549,0.26283367556468173,0.01811892269402374
target_etf_forward_top_quantile_8w,decision_tree_depth3,5,2921,0.25410726182880716,0.24786032180760015,0.0012532204707697916
target_etf_forward_top_quantile_8w,decision_tree_depth3,6,2922,0.28012733561662184,0.2655715263518138,0.013476424418459957
target_etf_forward_top_quantile_8w,decision_tree_depth3,7,2921,0.3250798317218391,0.3396097226977063,0.012327459358031919
target_etf_forward_top_quantile_8w,decision_tree_depth3,8,2922,0.3413689892960229,0.3186173853524983,0.012576011299811706
target_etf_forward_top_quantile_8w,decision_tree_depth3,9,2922,0.4408378097542256,0.31143052703627655,0.011721726429160072
target_etf_forward_top_quantile_8w,hist_gradient_depth3,0,2922,0.095061962198348,0.13381245722108145,0.001574969682002439
target_etf_forward_top_quantile_8w,hist_gradient_depth3,1,2922,0.15351386415307888,0.19917864476386038,0.009024596097830278
target_etf_forward_top_quantile_8w,hist_gradient_depth3,2,2921,0.19089089487228603,0.23519342690859293,0.013828972379497805
target_etf_forward_top_quantile_8w,hist_gradient_depth3,3,2922,0.21940646118838333,0.25256673511293637,0.012196648798478092
target_etf_forward_top_quantile_8w,hist_gradient_depth3,4,2922,0.2445805637554267,0.2518822724161533,0.012623283565393054
target_etf_forward_top_quantile_8w,hist_gradient_depth3,5,2921,0.26922854159376064,0.2762752482026703,0.013424258385911514
target_etf_forward_top_quantile_8w,hist_gradient_depth3,6,2922,0.2938604061222535,0.2871321013004791,0.013957252723303388
target_etf_forward_top_quantile_8w,hist_gradient_depth3,7,2921,0.3216788890010698,0.3077713111947963,0.013064289791651673
target_etf_forward_top_quantile_8w,hist_gradient_depth3,8,2922,0.3586654617911502,0.31553730321697465,0.008443545551124233
target_etf_forward_top_quantile_8w,hist_gradient_depth3,9,2922,0.4439580983663793,0.3343600273785079,0.013229780428298706
target_etf_forward_top_quantile_8w,logistic_l2_base,0,2922,0.13069310530430464,0.14271047227926079,0.0026377852242196495
target_etf_forward_top_quantile_8w,logistic_l2_base,1,2922,0.17270184375758776,0.15023956194387406,0.004304393922940079
target_etf_forward_top_quantile_8w,logistic_l2_base,2,2921,0.2052651713475791,0.21191372817528245,0.009822365129487592
target_etf_forward_top_quantile_8w,logistic_l2_base,3,2922,0.2310652143330616,0.24161533196440793,0.011252125365461864
target_etf_forward_top_quantile_8w,logistic_l2_base,4,2922,0.25069615528409045,0.2891854893908282,0.017206056197983516
target_etf_forward_top_quantile_8w,logistic_l2_base,5,2921,0.268734148469152,0.3060595686408764,0.01585256901412024
target_etf_forward_top_quantile_8w,logistic_l2_base,6,2922,0.2876630610600709,0.3141683778234086,0.01771572441319182
target_etf_forward_top_quantile_8w,logistic_l2_base,7,2921,0.3099911895276617,0.3313933584388908,0.017049234613754065
target_etf_forward_top_quantile_8w,logistic_l2_base,8,2922,0.3388113325215485,0.30971937029431895,0.012833571579477494
target_etf_forward_top_quantile_8w,logistic_l2_base,9,2922,0.41283595787546795,0.29671457905544146,0.0026945955733135582
target_etf_forward_top_quantile_8w,logistic_l2_interactions,0,2922,0.10355582582196815,0.15331964407939766,0.002919113038188131
target_etf_forward_top_quantile_8w,logistic_l2_interactions,1,2922,0.16330449579757025,0.1567419575633128,0.00521424435286379
target_etf_forward_top_quantile_8w,logistic_l2_interactions,2,2921,0.20241051510449554,0.22149948647723383,0.009093173341348432
target_etf_forward_top_quantile_8w,logistic_l2_interactions,3,2922,0.230042240562674,0.2529089664613279,0.01358675688058895
target_etf_forward_top_quantile_8w,logistic_l2_interactions,4,2922,0.2512573455802945,0.26899383983572894,0.014580510072180166
target_etf_forward_top_quantile_8w,logistic_l2_interactions,5,2921,0.27056300310581566,0.30160903800068467,0.015545143240534614
target_etf_forward_top_quantile_8w,logistic_l2_interactions,6,2922,0.2909010424053295,0.2922655715263518,0.013798924957858455
target_etf_forward_top_quantile_8w,logistic_l2_interactions,7,2921,0.3155155497785296,0.3005819924683328,0.014519884179484152
target_etf_forward_top_quantile_8w,logistic_l2_interactions,8,2922,0.349334424457942,0.32238193018480493,0.013193469524905
target_etf_forward_top_quantile_8w,logistic_l2_interactions,9,2922,0.4411448769125598,0.32340862422997946,0.008915981059962599
target_etf_forward_top_quantile_8w,naive_historical_class_rate,0,2922,0.2605158998384608,0.25735797399041754,0.02332992455088683
target_etf_forward_top_quantile_8w,naive_historical_class_rate,1,2922,0.26082025528806085,0.25667351129363447,0.016238618553759757
target_etf_forward_top_quantile_8w,naive_historical_class_rate,2,2921,0.2611906233467639,0.2564190345771996,-0.002965549072588327
target_etf_forward_top_quantile_8w,naive_historical_class_rate,3,2922,0.2616360885809533,0.25838466803559207,0.01535766060955147
target_etf_forward_top_quantile_8w,naive_historical_class_rate,4,2922,0.2621914943157824,0.25633127994524296,0.007892734456324263
target_etf_forward_top_quantile_8w,naive_historical_class_rate,5,2921,0.2629029201094071,0.2574460801095515,0.013068775379776824
target_etf_forward_top_quantile_8w,naive_historical_class_rate,6,2922,0.2637425058841293,0.2604380561259411,0.006415948166250227
target_etf_forward_top_quantile_8w,naive_historical_class_rate,7,2921,0.26405489347459155,0.26395070181444713,0.0170043039845635
target_etf_forward_top_quantile_8w,naive_historical_class_rate,8,2922,0.2641932565324478,0.2621492128678987,0.005804565528675049
target_etf_forward_top_quantile_8w,naive_historical_class_rate,9,2922,0.2642702428382419,0.2645448323066393,0.009216094373510848
target_etf_forward_top_quantile_8w,random_forest_depth4,0,2922,0.1497577957065209,0.11704312114989733,0.002660389635116425
target_etf_forward_top_quantile_8w,random_forest_depth4,1,2922,0.19897986565183903,0.16255989048596853,0.005939991032030749
target_etf_forward_top_quantile_8w,random_forest_depth4,2,2921,0.22648817926033693,0.23622047244094488,0.01188150388872469
target_etf_forward_top_quantile_8w,random_forest_depth4,3,2922,0.24787088356892814,0.27652292950034224,0.018599563901971424
target_etf_forward_top_quantile_8w,random_forest_depth4,4,2922,0.26006218056163954,0.242984257357974,0.014088750703170273
target_etf_forward_top_quantile_8w,random_forest_depth4,5,2921,0.27229398338596333,0.28962684012324547,0.011897844042470173
target_etf_forward_top_quantile_8w,random_forest_depth4,6,2922,0.28608020530676515,0.28507871321013006,0.011448000183351514
target_etf_forward_top_quantile_8w,random_forest_depth4,7,2921,0.3022657583687359,0.30503252310852447,0.008567802522755835
target_etf_forward_top_quantile_8w,random_forest_depth4,8,2922,0.3206311420290553,0.33744010951403147,0.014713198051868185
target_etf_forward_top_quantile_8w,random_forest_depth4,9,2922,0.349420844408903,0.3412046543463381,0.011567825731524348
target_etf_forward_top_quantile_8w,simple_momentum_rank,0,2922,0.06533570306972893,0.3127994524298426,0.009191541280573055
target_etf_forward_top_quantile_8w,simple_momentum_rank,1,2922,0.16376201404586474,0.2683093771389459,0.01250750165476336
target_etf_forward_top_quantile_8w,simple_momentum_rank,2,2921,0.2649143465366594,0.23690516946251283,0.011235177695516456
target_etf_forward_top_quantile_8w,simple_momentum_rank,3,2922,0.3638201070982808,0.22381930184804927,0.011287685120524124
target_etf_forward_top_quantile_8w,simple_momentum_rank,4,2922,0.464686901454627,0.2323750855578371,0.011576216678238764
target_etf_forward_top_quantile_8w,simple_momentum_rank,5,2921,0.5639092747677639,0.24888736733995206,0.013230876632542373
target_etf_forward_top_quantile_8w,simple_momentum_rank,6,2922,0.6647878453229341,0.25017111567419575,0.010596306995291044
target_etf_forward_top_quantile_8w,simple_momentum_rank,7,2921,0.763776075305165,0.2629236562820952,0.012676407279486752
target_etf_forward_top_quantile_8w,simple_momentum_rank,8,2922,0.865094128000276,0.27002053388090347,0.009942189862867627
target_etf_forward_top_quantile_8w,simple_momentum_rank,9,2922,0.9634597570502533,0.2874743326488706,0.009122607598982108
target_etf_forward_top_quantile_8w,state_only_lag1_rate,0,2922,0.2588979917184913,0.25701574264202603,0.02144353330070071
target_etf_forward_top_quantile_8w,state_only_lag1_rate,1,2922,0.2608814220896778,0.25770020533880905,0.011356957844762702
target_etf_forward_top_quantile_8w,state_only_lag1_rate,2,2921,0.2612444854542196,0.2560766860664156,0.015058745978624336
target_etf_forward_top_quantile_8w,state_only_lag1_rate,3,2922,0.26169824279157955,0.25804243668720056,0.01917674784135454
target_etf_forward_top_quantile_8w,state_only_lag1_rate,4,2922,0.26224465081657616,0.25838466803559207,-0.0074624405727470615
target_etf_forward_top_quantile_8w,state_only_lag1_rate,5,2921,0.26295776296168577,0.2560766860664156,0.016407416379593965
target_etf_forward_top_quantile_8w,state_only_lag1_rate,6,2922,0.2636281824712473,0.2621492128678987,0.0174366226798821
target_etf_forward_top_quantile_8w,state_only_lag1_rate,7,2921,0.26401073752340987,0.26258130777131117,0.008381285611563127
target_etf_forward_top_quantile_8w,state_only_lag1_rate,8,2922,0.26444832776700894,0.26078028747433263,0.009387739857451284
target_etf_forward_top_quantile_8w,state_only_lag1_rate,9,2922,0.2657211384529405,0.2648870636550308,0.00018082760873009264
