rule_name,target,market_state,n_state_obs,n_events,event_frequency,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,172,0.14133114215283485,0.23837209302325582,0.25883319638455216,-0.020461103361296334,0.010505578313952053,0.004723361628163968
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,592,0.11470645223793838,0.2939189189189189,0.25808951753536136,0.03582940138355756,-0.0049980933788075065,0.006705046995841937
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,1641,0.18425780372782394,0.2595978062157221,0.25971255333483045,-0.00011474711910836044,0.00869106792359074,0.00410352140722696
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,2248,0.17889543211841477,0.2744661921708185,0.2599872672290307,0.014478924941787819,0.012264503586892631,0.014558561184797762
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,268,0.1921146953405018,0.2574626865671642,0.25806451612903225,-0.0006018295618680503,0.03004093131353461,0.019242971263184132
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,172,0.14133114215283485,0.23255813953488372,0.25883319638455216,-0.026275056849668438,0.00497426594298688,0.0002025645882895124
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,586,0.11431915723761217,0.2696245733788396,0.25809598127194694,0.011528592106892666,-0.0017329100245170644,0.01555455556525306
rule_int_market_trend_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,2601,0.2920503031664047,0.28104575163398693,0.25971255333483045,0.021333198299156475,0.0018876119271097763,0.0014150441011628431
rule_int_market_trend_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,3289,0.2595076534637841,0.2924901185770751,0.2599021619062648,0.03258795667081027,0.008520228461897551,0.007864108633122808
rule_int_market_trend_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,401,0.28745519713261647,0.34413965087281795,0.25806451612903225,0.0860751347437857,0.009729398281157903,0.005740015900132737
rule_int_market_trend_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,301,0.24672131147540985,0.34219269102990035,0.2581967213114754,0.08399596971842493,0.010931376975687888,0.004480230484619026
rule_int_market_trend_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,540,0.10461061604029447,0.3111111111111111,0.2580395195660597,0.05307159154505142,0.0017834645997220847,0.006686765824965065
rule_int_market_trend_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,2601,0.2920503031664047,0.3033448673587082,0.25971255333483045,0.04363231402387774,0.007152141159515099,0.00410352140722696
rule_int_market_trend_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,3261,0.25944784787970404,0.2769089236430543,0.25992521282520487,0.01698371081784944,0.013035791769004264,0.014527301328741162
rule_int_market_trend_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,401,0.28745519713261647,0.33665835411471323,0.25806451612903225,0.07859383798568098,0.026689314112026623,0.019242971263184132
rule_int_market_trend_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,301,0.24672131147540985,0.3521594684385382,0.2581967213114754,0.09396274712706276,0.006867673160130365,-0.00022790410775056337
rule_int_market_trend_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,533,0.10395943046615955,0.300187617260788,0.2580456407255705,0.04214197653521751,0.011843286708228973,0.015539357936034136
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,2601,0.2920503031664047,0.2618223760092272,0.25971255333483045,0.002109822674396744,0.0018876119271097763,0.0014150441011628431
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,3289,0.2595690947833636,0.2782000608087565,0.2599636966301002,0.01823636417865626,0.008520228461897551,0.007886207812807192
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,401,0.28745519713261647,0.26683291770573564,0.25806451612903225,0.008768401576703388,0.009729398281157903,0.005740015900132737
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,301,0.24732949876746096,0.3089700996677741,0.25883319638455216,0.050136903283221956,0.010931376975687888,0.004723361628163968
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,540,0.10463088548730866,0.3037037037037037,0.25808951753536136,0.04561418616834234,0.0017834645997220847,0.006705046995841937
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,2601,0.2920503031664047,0.2606689734717416,0.25971255333483045,0.0009564201369111625,0.007152141159515099,0.00410352140722696
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,3261,0.2595097883176826,0.2640294388224471,0.2599872672290307,0.00404217159341641,0.013035791769004264,0.014558561184797762
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,401,0.28745519713261647,0.22942643391521197,0.25806451612903225,-0.028638082213820276,0.026689314112026623,0.019242971263184132
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,301,0.24732949876746096,0.27906976744186046,0.25883319638455216,0.020236571057308306,0.006867673160130365,0.0002025645882895124
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,533,0.10397971127584861,0.29080675422138835,0.25809598127194694,0.03271077294944141,0.011843286708228973,0.01555455556525306
rule_int_breadth_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,2611,0.2931731417022232,0.28188433550363845,0.25971255333483045,0.022171782168807996,0.0018779371707765107,0.0014150441011628431
rule_int_breadth_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,3654,0.28830676976487296,0.28735632183908044,0.2599021619062648,0.027454159932815636,0.008224531777486395,0.007864108633122808
rule_int_breadth_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,413,0.2960573476702509,0.3414043583535109,0.25806451612903225,0.08333984222447866,0.01023876026383922,0.005740015900132737
rule_int_breadth_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,343,0.28114754098360656,0.3206997084548105,0.2581967213114754,0.06250298714333508,0.009333068200553522,0.004480230484619026
rule_int_breadth_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,1539,0.2981402557148392,0.2332683560753736,0.2580395195660597,-0.024771163490686088,0.00032064208511590727,0.006686765824965065
rule_int_breadth_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,2611,0.2931731417022232,0.30333205668326313,0.25971255333483045,0.043619503348432676,0.007285520739888377,0.00410352140722696
rule_int_breadth_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,3626,0.28848754873100485,0.2730281301709873,0.25992521282520487,0.01310291734578245,0.013713419346241366,0.014527301328741162
rule_int_breadth_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,413,0.2960573476702509,0.3389830508474576,0.25806451612903225,0.08091853471842536,0.026570793677113857,0.019242971263184132
rule_int_breadth_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,343,0.28114754098360656,0.34110787172011664,0.2581967213114754,0.08291115040864122,0.003598974147735484,-0.00022790410775056337
rule_int_breadth_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,1532,0.29881022040179445,0.19647519582245432,0.2580456407255705,-0.061570444903116195,0.004034120203343849,0.015539357936034136
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,2611,0.2931731417022232,0.26273458445040215,0.25971255333483045,0.0030220311155716995,0.0018779371707765107,0.0014150441011628431
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,3654,0.2883750295951385,0.2769567597153804,0.2599636966301002,0.016993063085280202,0.008224531777486395,0.007886207812807192
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,413,0.2960573476702509,0.2687651331719128,0.25806451612903225,0.010700617042880556,0.01023876026383922,0.005740015900132737
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,343,0.2818405916187346,0.2944606413994169,0.25883319638455216,0.035627445014864756,0.009333068200553522,0.004723361628163968
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,1539,0.2981980236388297,0.2709551656920078,0.25808951753536136,0.012865648156646425,0.00032064208511590727,0.006705046995841937
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,2611,0.2931731417022232,0.26081960934507853,0.25971255333483045,0.0011070560102480753,0.007285520739888377,0.00410352140722696
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,3626,0.2885564220913576,0.26861555432984,0.2599872672290307,0.008628287100809318,0.013713419346241366,0.014558561184797762
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,413,0.2960573476702509,0.23002421307506055,0.25806451612903225,-0.028040303053971705,0.026570793677113857,0.019242971263184132
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,343,0.2818405916187346,0.27696793002915454,0.25883319638455216,0.018134733644602385,0.003598974147735484,0.0002025645882895124
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,1532,0.29886851346078813,0.23825065274151436,0.25809598127194694,-0.019845328530432582,0.004034120203343849,0.01555455556525306
rule_int_real_asset_strength_x_stress__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,0,0.0,,0.25971255333483045,,,0.0014150441011628431
rule_int_real_asset_strength_x_stress__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,160,0.01262427015938141,0.19375,0.2599021619062648,-0.0661521619062648,-0.00617996986819273,0.007864108633122808
rule_int_real_asset_strength_x_stress__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,0,0.0,,0.25806451612903225,,,0.005740015900132737
rule_int_real_asset_strength_x_stress__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,44,0.036065573770491806,0.3181818181818182,0.2581967213114754,0.05998509687034276,0.010616400606888328,0.004480230484619026
rule_int_real_asset_strength_x_stress__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,1320,0.2557148392096087,0.21818181818181817,0.2580395195660597,-0.03985770138424152,3.120502604117559e-05,0.006686765824965065
rule_int_real_asset_strength_x_stress__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,0,0.0,,0.25971255333483045,,,0.00410352140722696
rule_int_real_asset_strength_x_stress__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,160,0.012729731880022277,0.21875,0.25992521282520487,-0.041175212825204865,-0.0031052333671703083,0.014527301328741162
rule_int_real_asset_strength_x_stress__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,0,0.0,,0.25806451612903225,,,0.019242971263184132
rule_int_real_asset_strength_x_stress__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,44,0.036065573770491806,0.38636363636363635,0.2581967213114754,0.12816691505216093,0.022623297251579518,-0.00022790410775056337
rule_int_real_asset_strength_x_stress__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,1320,0.2574605032182563,0.1856060606060606,0.2580456407255705,-0.0724395801195099,0.004839679504020051,0.015539357936034136
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,0,0.0,,0.25971255333483045,,,0.0014150441011628431
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,160,0.012627259095572567,0.18125,0.2599636966301002,-0.07871369663010022,-0.00617996986819273,0.007886207812807192
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,0,0.0,,0.25806451612903225,,,0.005740015900132737
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,44,0.036154478225143796,0.36363636363636365,0.25883319638455216,0.10480316725181149,0.010616400606888328,0.004723361628163968
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,1320,0.2557643867467545,0.26136363636363635,0.25808951753536136,0.0032741188282749967,3.120502604117559e-05,0.006705046995841937
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,0,0.0,,0.25971255333483045,,,0.00410352140722696
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,160,0.01273277096928219,0.2,0.2599872672290307,-0.059987267229030694,-0.0031052333671703083,0.014558561184797762
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,0,0.0,,0.25806451612903225,,,0.019242971263184132
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,44,0.036154478225143796,0.36363636363636365,0.25883319638455216,0.10480316725181149,0.022623297251579518,0.0002025645882895124
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,1320,0.2575107296137339,0.23484848484848486,0.25809598127194694,-0.023247496423462077,0.004839679504020051,0.01555455556525306
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,2273,0.2552211991915563,0.28244610646722396,0.25971255333483045,0.022733553132393503,0.0009679617415353375,0.0014150441011628431
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,330,0.02603755720372416,0.2909090909090909,0.2599021619062648,0.03100692900282609,0.009301281133069278,0.007864108633122808
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,10,0.007168458781362007,0.5,0.25806451612903225,0.24193548387096775,0.05516366143095817,0.005740015900132737
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,0,0.0,,0.2581967213114754,,,0.004480230484619026
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,0,0.0,,0.2580395195660597,,,0.006686765824965065
rule_int_international_strength_x_calm__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,2273,0.2552211991915563,0.3031236251649802,0.25971255333483045,0.04341107183014975,0.005128913807275848,0.00410352140722696
rule_int_international_strength_x_calm__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,330,0.026255072002545947,0.3090909090909091,0.25992521282520487,0.04916569626570422,0.022255268376034323,0.014527301328741162
rule_int_international_strength_x_calm__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,10,0.007168458781362007,0.6,0.25806451612903225,0.3419354838709677,0.0738820791937923,0.019242971263184132
rule_int_international_strength_x_calm__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,0,0.0,,0.2581967213114754,,,-0.00022790410775056337
rule_int_international_strength_x_calm__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,0,0.0,,0.2580456407255705,,,0.015539357936034136
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,2273,0.2552211991915563,0.26616805983282005,0.25971255333483045,0.006455506497989594,0.0009679617415353375,0.0014150441011628431
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,330,0.02604372188461842,0.2636363636363636,0.2599636966301002,0.003672667006263397,0.009301281133069278,0.007886207812807192
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,10,0.007168458781362007,0.6,0.25806451612903225,0.3419354838709677,0.05516366143095817,0.005740015900132737
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,0,0.0,,0.25883319638455216,,,0.004723361628163968
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,0,0.0,,0.25808951753536136,,,0.006705046995841937
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,2273,0.2552211991915563,0.258688957325121,0.25971255333483045,-0.001023596009709471,0.005128913807275848,0.00410352140722696
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,330,0.02626134012414452,0.27575757575757576,0.2599872672290307,0.01577030852854505,0.022255268376034323,0.014558561184797762
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,10,0.007168458781362007,0.6,0.25806451612903225,0.3419354838709677,0.0738820791937923,0.019242971263184132
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,0,0.0,,0.25883319638455216,,,0.0002025645882895124
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,0,0.0,,0.25809598127194694,,,0.01555455556525306
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,12,0.001347406242982259,0.25,0.25971255333483045,-0.009712553334830454,0.014748189670226388,0.0014150441011628431
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,168,0.01325548366735048,0.38095238095238093,0.2599021619062648,0.12105021904611613,0.029029258125590245,0.007864108633122808
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,288,0.2064516129032258,0.3784722222222222,0.25806451612903225,0.12040770609318996,0.014872428150671345,0.005740015900132737
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,12,0.009836065573770493,0.16666666666666666,0.2581967213114754,-0.09153005464480876,-0.003436240436252199,0.004480230484619026
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,0,0.0,,0.2580395195660597,,,0.006686765824965065
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,12,0.001347406242982259,0.16666666666666666,0.25971255333483045,-0.0930458866681638,-0.01153894775407264,0.00410352140722696
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,168,0.013366218474023391,0.3273809523809524,0.25992521282520487,0.06745573955574752,0.04458529947055942,0.014527301328741162
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,288,0.2064516129032258,0.34375,0.25806451612903225,0.08568548387096775,0.032483613722477905,0.019242971263184132
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,12,0.009836065573770493,0.3333333333333333,0.2581967213114754,0.0751366120218579,-0.000686742057957674,-0.00022790410775056337
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,0,0.0,,0.2580456407255705,,,0.015539357936034136
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,12,0.001347406242982259,0.4166666666666667,0.25971255333483045,0.15695411333183623,0.014748189670226388,0.0014150441011628431
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,168,0.013258622050351195,0.31547619047619047,0.2599636966301002,0.05551249384609025,0.029029258125590245,0.007886207812807192
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,288,0.2064516129032258,0.3194444444444444,0.25806451612903225,0.06137992831541217,0.014872428150671345,0.005740015900132737
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,12,0.009860312243221035,0.3333333333333333,0.25883319638455216,0.07450013694878116,-0.003436240436252199,0.004723361628163968
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,0,0.0,,0.25808951753536136,,,0.006705046995841937
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,12,0.001347406242982259,0.08333333333333333,0.25971255333483045,-0.17637922000149714,-0.01153894775407264,0.00410352140722696
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,168,0.0133694095177463,0.2916666666666667,0.2599872672290307,0.03167939943763598,0.04458529947055942,0.014558561184797762
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,288,0.2064516129032258,0.23958333333333334,0.25806451612903225,-0.01848118279569891,0.032483613722477905,0.019242971263184132
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,12,0.009860312243221035,0.4166666666666667,0.25883319638455216,0.15783347028211453,-0.000686742057957674,0.0002025645882895124
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,0,0.0,,0.25809598127194694,,,0.01555455556525306
rule_int_momentum_x_recovery_fragile__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,0,0.0,,0.25971255333483045,,,0.0014150441011628431
rule_int_momentum_x_recovery_fragile__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,132,0.010415022881489664,0.3484848484848485,0.2599021619062648,0.0885826865785837,0.003206469389784271,0.007864108633122808
rule_int_momentum_x_recovery_fragile__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,48,0.034408602150537634,0.20833333333333334,0.25806451612903225,-0.04973118279569891,-0.004289111899129407,0.005740015900132737
rule_int_momentum_x_recovery_fragile__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,216,0.17704918032786884,0.30092592592592593,0.2581967213114754,0.04272920461445051,0.004567213193627909,0.004480230484619026
rule_int_momentum_x_recovery_fragile__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,24,0.004649360712901976,0.2916666666666667,0.2580395195660597,0.03362714710060699,0.0009873941846475678,0.006686765824965065
rule_int_momentum_x_recovery_fragile__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,0,0.0,,0.25971255333483045,,,0.00410352140722696
rule_int_momentum_x_recovery_fragile__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,132,0.010502028801018378,0.2803030303030303,0.25992521282520487,0.02037781747782541,0.011739293802470182,0.014527301328741162
rule_int_momentum_x_recovery_fragile__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,48,0.034408602150537634,0.22916666666666666,0.25806451612903225,-0.028897849462365593,0.010417954240028266,0.019242971263184132
rule_int_momentum_x_recovery_fragile__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,216,0.17704918032786884,0.3101851851851852,0.2581967213114754,0.051988463873709756,0.00044178727041965587,-0.00022790410775056337
rule_int_momentum_x_recovery_fragile__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,24,0.004681100058513751,0.2916666666666667,0.2580456407255705,0.03362102594109617,0.02127159138394365,0.015539357936034136
rule_int_momentum_x_recovery_fragile__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,0,0.0,,0.25971255333483045,,,0.0014150441011628431
rule_int_momentum_x_recovery_fragile__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,132,0.010417488753847367,0.32575757575757575,0.2599636966301002,0.06579387912747553,0.003206469389784271,0.007886207812807192
rule_int_momentum_x_recovery_fragile__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,48,0.034408602150537634,0.25,0.25806451612903225,-0.008064516129032251,-0.004289111899129407,0.005740015900132737
