Date,net_return,wealth,outer_turnover,outer_cost,growth_weight_end,drawdown
2023-01-06,0.038626113595569445,1.0386261135955694,0.0,0.0,0.0,0.0
2023-01-13,0.00626520630139904,1.045133320467266,0.0,0.0,0.0,0.0
2023-01-20,0.02780176156759162,1.074189867849242,0.0,0.0,0.0,0.0
2023-01-27,0.017247399427235077,1.092716849560727,0.0,0.0,0.0,0.0
2023-02-03,-0.010083155938540478,1.0816988151699354,0.0,0.0,0.0,-0.010083155938540478
2023-02-10,-0.0004123766739370094,1.081252747810334,0.0,0.0,0.0,-0.01049137455416882
2023-02-17,-0.027158155489699798,1.0518879175616358,0.0,0.0,0.0,-0.03736460366242578
2023-02-24,0.028516258626052338,1.081883825464443,0.0,0.0,0.0,-0.009913843737871186
2023-03-03,-0.031294497631691454,1.0480268146506806,0.0,0.0,0.0,-0.040898092610186954
2023-03-10,0.0254187258932006,1.0746663209810103,0.0,0.0,0.0,-0.016518944122599466
2023-03-17,0.021568472864672117,1.0978452323636663,0.0,0.0,0.0,0.0
2023-03-24,0.03645191434702011,1.137863792740071,0.0,0.0,0.0,0.0
2023-03-31,-0.013777071480421066,1.122187361932508,0.0,0.0,0.0,-0.013777071480421066
2023-04-07,-0.0026056556069855574,1.1192633281408002,0.0,0.0,0.0,-0.01634682878385585
2023-04-14,-0.006520709660871482,1.1119649369439333,0.0,0.0,0.0,-0.022760945520351905
2023-04-21,0.018997708211059727,1.1330897223569236,0.0,0.0,0.0,-0.004195643110895597
2023-04-28,0.0017350831823754742,1.1350557272783077,0.0,0.0,0.0,-0.0024678397183209855
2023-05-05,-0.007694634292321423,1.1263218885554962,0.0,0.0,0.0,-0.01014348488651784
2023-05-12,0.03102373206909781,1.161264597049602,0.0,0.0,0.0,0.0
2023-05-19,0.03093041516322903,1.197182993150706,0.0,0.0,0.0,0.0
2023-05-26,0.01158575194969913,1.2110532583477485,0.0,0.0,0.0,0.0
2023-06-02,-0.002751090399337075,1.2077215413556222,0.0,0.0,0.0,-0.002751090399337075
2023-06-09,0.03932628669896232,1.2552167449434861,0.0,0.0,0.0,0.0
2023-06-16,-0.023826523410947598,1.2253092937842767,0.0,0.0,0.0,-0.023826523410947598
2023-06-23,0.02834176412803724,1.2600367207726024,0.0,0.0,0.0,0.0
2023-06-30,-0.015879934416538788,1.240027420284303,0.0,0.0,0.0,-0.015879934416538788
2023-07-07,0.03146749612143651,1.279047978322574,0.0,0.0,0.0,0.0
2023-07-14,-0.0042673255524794396,1.273589864201831,0.0,0.0,0.0,-0.0042673255524794396
2023-07-21,0.01558181597236552,1.293434707090094,0.0,0.0,0.0,0.0
2023-07-28,-0.03381042895451469,1.249703124818721,0.0,0.0,0.0,-0.03381042895451469
2023-08-04,-0.01976192592358561,1.2250065842395799,0.0,0.0,0.0,-0.05290419568565652
2023-08-11,-0.016928810539046046,1.2042686798659041,0.0,0.0,0.0,-0.06893740111921942
2023-08-18,0.019539006440643325,1.227798893358069,0.0,0.0,0.0,-0.050745363003045774
2023-08-25,0.036652845587526794,1.2728012166088587,0.0,0.0,0.0,-0.015952479369952477
2023-09-01,-0.018288758005122974,1.249523263169673,0.0,0.0,0.0,-0.03394948634029682
2023-09-08,-0.01611315993701634,1.2293894949851976,0.0,0.0,0.0,-0.04951561277413241
2023-09-15,-0.02426596285731286,1.199557175162716,0.0,0.0,0.0,-0.07258003161101112
2023-09-22,-0.005044647998777463,1.1935058314596123,0.0,0.0,0.0,-0.07725853889857093
2023-09-29,0.012738519847732555,1.2087093291820452,0.0,0.0,0.0,-0.06550417848200452
2023-10-06,0.008706425915906202,1.2192328674104334,0.0,0.0,0.0,-0.05736805984323423
2023-10-13,-0.02286642231102254,1.1913533737687474,0.0,0.0,0.0,-0.07892267987071744
2023-10-20,-0.018380877146781383,1.1694552537671006,0.0,0.0,0.0,-0.09585288893470034
2023-10-27,0.06492097408260755,1.2453774279876837,0.0,0.0,0.0,-0.03715477777036558
2023-11-03,0.04356587618606933,1.2996333868203207,0.0,0.0,0.0,0.0
2023-11-10,0.018465532112389882,1.3236318088589853,0.0,0.0,0.0,0.0
2023-11-17,0.00882561023262629,1.3353136672954808,0.0,0.0,0.0,0.0
2023-11-24,0.005820464739839881,1.3430858134126005,0.0,0.0,0.0,0.0
2023-12-01,0.00580951190579615,1.3508884864361268,0.0,0.0,0.0,0.0
2023-12-08,0.02765900913535524,1.3882527234233097,0.0,0.0,0.0,0.0
2023-12-15,0.004583731220243692,1.3946161007732536,0.0,0.0,0.0,0.0
2023-12-22,0.0023469657776229447,1.3978892170346904,0.0,0.0,0.0,0.0
2023-12-29,-0.0415329314016768,1.3398307800764448,0.0,0.0,0.0,-0.0415329314016768
2024-01-05,0.03937586514539437,1.3925877761903835,0.0,0.0,0.0,-0.0037924613622477565
2024-01-12,0.036098951171139815,1.4428587343246064,0.0,0.0,0.0,0.0
2024-01-19,0.007233833310404281,1.4532961338991714,0.0,0.0,0.0,0.0
2024-01-26,-0.0015712819044333415,1.4510125959821927,0.0,0.0,0.0,-0.0015712819044333415
2024-02-02,0.027689911306309822,1.491191006069278,0.0,0.0,0.0,0.0
2024-02-09,-0.025355981671643324,1.453380394250466,0.0,0.0,0.0,-0.025355981671643324
2024-02-16,0.013427386777115746,1.472895494938344,0.0,0.0,0.0,-0.012269059467546195
2024-02-23,0.0139239884263207,1.4934040747630453,0.0,0.0,0.0,0.0
2024-03-01,-0.00681015944920238,1.4832337548918204,0.0,0.0,0.0,-0.00681015944920238
2024-03-08,-0.005795297972679303,1.4746379733190864,0.0,0.0,0.0,-0.012565990518632053
