weeks,start,end,cagr,total_return,sharpe_zero_rf,annual_volatility,max_drawdown,win_rate,best_week,worst_week,scenario,mode,growth_allocation,cost_bps,window,ending_growth_weight,annual_outer_turnover
188,2023-01-06,2026-08-07,0.41800008601656646,2.534825723542166,1.777818130179198,0.20927648950364605,-0.15825384743697157,0.6170212765957447,0.08519601087201778,-0.080216316150858,base,buy_and_drift,0.0,50,full_recent,0.0,0.0
157,2023-08-11,2026-08-07,0.4165932207977048,1.861831358300404,1.7096851524165342,0.21810245525612817,-0.15825384743697135,0.6305732484076433,0.08519601087201778,-0.080216316150858,base,buy_and_drift,0.0,50,since_incumbent_holdout_start,0.0,0.0
105,2024-08-09,2026-08-07,0.5287966002399298,1.3563760676733447,1.9218826614680395,0.2360212601428647,-0.15825384743697157,0.6571428571428571,0.08519601087201778,-0.080216316150858,base,buy_and_drift,0.0,50,trailing_2y,0.0,0.0
53,2025-08-08,2026-08-07,0.6875363817532016,0.7046035845885386,2.111492388856728,0.26534271619814376,-0.1582538474369718,0.660377358490566,0.08519601087201778,-0.080216316150858,base,buy_and_drift,0.0,50,trailing_1y,0.0,0.0
32,2026-01-02,2026-08-07,0.5432137058260516,0.30603406804820765,1.6459188290271827,0.28936583558806356,-0.15825384743697157,0.59375,0.0843270246604324,-0.080216316150858,base,buy_and_drift,0.0,50,ytd,0.0,0.0
188,2023-01-06,2026-08-07,0.41338418105164876,2.49340156422868,1.760840635752358,0.20945440484160058,-0.1530369597583111,0.6117021276595744,0.08320047166137279,-0.07668882923710074,base,buy_and_drift,0.05,50,full_recent,0.03873506219531778,0.0
157,2023-08-11,2026-08-07,0.4153356403209312,1.8541676023689666,1.7038211012195918,0.2183654742178831,-0.153036959758311,0.6242038216560509,0.08320047166137279,-0.07668882923710074,base,buy_and_drift,0.05,50,since_incumbent_holdout_start,0.03873506219531778,0.0
105,2024-08-09,2026-08-07,0.5347917341245172,1.375071986122403,1.929035880194646,0.23735573397136941,-0.153036959758311,0.6476190476190476,0.08320047166137279,-0.07668882923710074,base,buy_and_drift,0.05,50,trailing_2y,0.03873506219531778,0.0
53,2025-08-08,2026-08-07,0.7075349873528114,0.7251952649721849,2.159124967896893,0.2649443502904026,-0.1525261875641195,0.660377358490566,0.08320047166137279,-0.07668882923710074,base,buy_and_drift,0.05,50,trailing_1y,0.03873506219531778,0.0
32,2026-01-02,2026-08-07,0.5677492083787434,0.31877349291372914,1.7010220660338915,0.28930394944997845,-0.1525261875641195,0.625,0.08247259772334492,-0.07668882923710074,base,buy_and_drift,0.05,50,ytd,0.03873506219531778,0.0
188,2023-01-06,2026-08-07,0.40872850924953297,2.4519774049151923,1.7399840997209046,0.2101423854623666,-0.1606681718858325,0.6223404255319149,0.08120420311437715,-0.07458984061694507,base,buy_and_drift,0.1,50,full_recent,0.0783997755436889,0.0
157,2023-08-11,2026-08-07,0.4140525149079688,1.8463623334035821,1.6944712683068541,0.21913435294952624,-0.1606681718858326,0.6305732484076433,0.08120420311437715,-0.07458984061694507,base,buy_and_drift,0.1,50,since_incumbent_holdout_start,0.0783997755436889,0.0
105,2024-08-09,2026-08-07,0.5410049090125122,1.3945265690370952,1.9330551351163747,0.23919699948518944,-0.1606681718858327,0.6476190476190476,0.08120420311437715,-0.07458984061694507,base,buy_and_drift,0.1,50,trailing_2y,0.0783997755436889,0.0
53,2025-08-08,2026-08-07,0.7285156957489898,0.7468031580466139,2.204772283574675,0.26506053173500826,-0.14653803702832435,0.660377358490566,0.08120420311437715,-0.07300091425584543,base,buy_and_drift,0.1,50,trailing_1y,0.0783997755436889,0.0
32,2026-01-02,2026-08-07,0.5935332175314127,0.33207881214718027,1.754736825693061,0.28988989634072326,-0.14653803702832424,0.625,0.08057168723282504,-0.07300091425584543,base,buy_and_drift,0.1,50,ytd,0.0783997755436889,0.0
188,2023-01-06,2026-08-07,0.40403224456997133,2.410553245601698,1.7151275888012787,0.21138408083120494,-0.16857198756090686,0.6276595744680851,0.0814292459295034,-0.07935237726252053,base,buy_and_drift,0.15,50,full_recent,0.11902801433004322,0.0
157,2023-08-11,2026-08-07,0.412743053823176,1.8384115952722269,1.6814181792407699,0.22045749797313716,-0.1685719875609073,0.6369426751592356,0.0814292459295034,-0.07935237726252053,base,buy_and_drift,0.15,50,since_incumbent_holdout_start,0.11902801433004322,0.0
105,2024-08-09,2026-08-07,0.5474484052404207,1.4147869517103815,1.9337226211771101,0.24158822444554381,-0.16857198756090674,0.6571428571428571,0.0814292459295034,-0.07935237726252053,base,buy_and_drift,0.15,50,trailing_2y,0.11902801433004322,0.0
53,2025-08-08,2026-08-07,0.750552737972195,0.7695043931288785,2.2478805726278748,0.26574302067405775,-0.1402712118845757,0.660377358490566,0.0814292459295034,-0.06914137228301398,base,buy_and_drift,0.15,50,trailing_1y,0.11902801433004322,0.0
32,2026-01-02,2026-08-07,0.6206612154526117,0.34598858838767854,1.8065234677123292,0.29117974299903043,-0.14027121188457603,0.625,0.0786225232525608,-0.06914137228301398,base,buy_and_drift,0.15,50,ytd,0.11902801433004322,0.0
188,2023-01-06,2026-08-07,0.3992945335266882,2.369129086288213,1.686236010603997,0.21322348953087167,-0.1767632794152174,0.6329787234042553,0.08166356724592916,-0.08433166037784501,base,buy_and_drift,0.2,50,full_recent,0.16065531880548742,0.0
157,2023-08-11,2026-08-07,0.41140643316003067,1.830311282992521,1.664511371374544,0.22238443709092645,-0.17676327941521763,0.643312101910828,0.08166356724592916,-0.08433166037784501,base,buy_and_drift,0.2,50,since_incumbent_holdout_start,0.16065531880548742,0.0
105,2024-08-09,2026-08-07,0.5541354542480146,1.4359042566532914,1.930869911464395,0.24457386548561677,-0.17676327941521797,0.6666666666666666,0.08166356724592916,-0.08433166037784501,base,buy_and_drift,0.2,50,trailing_2y,0.16065531880548742,0.0
53,2025-08-08,2026-08-07,0.7737280245236053,0.7933841074969972,2.2878949761855476,0.26704543013723064,-0.13370579539061234,0.6792452830188679,0.08166356724592916,-0.06509793721879309,base,buy_and_drift,0.2,50,trailing_1y,0.16065531880548742,0.0
32,2026-01-02,2026-08-07,0.6492384980740005,0.36054496949233017,1.8558488065779886,0.29322975169662097,-0.13370579539061245,0.625,0.07997058753696296,-0.06509793721879309,base,buy_and_drift,0.2,50,ytd,0.16065531880548742,0.0
