ticker,asset_class,quiet_minute_p10_spread_bps,quiet_minute_p50_range_bps,minute_bars_used,closing_quote_spread_bps,cs_daily_upper_bound_bps,ar_daily_upper_bound_bps,roll_crosscheck_bps,est_full_spread_bps,one_way_cost_bps,one_way_cost_2x_bps,commission_usd,cost_quality,daily_estimator_window,minute_window,measured_date,retired_assumption_bps,notes
LQD,Bonds,0.46,0.93,1902,12.17,8.83,0.0,,0.46,0.25,0.5,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
MBB,Bonds,0.0,0.53,1755,19.28,8.84,0.0,,0.53,0.27,0.53,0.0,QUIET_MINUTE_P50_FALLBACK,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
PDBC,Commodities,0.0,2.89,1759,,18.92,11.53,,2.89,1.44,2.89,0.0,QUIET_MINUTE_P50_FALLBACK,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
QQQ,Equities,2.85,6.27,1905,,31.03,46.83,73.56,2.85,1.43,2.85,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
SHY,Bonds,0.0,0.6,1744,2.44,1.82,3.28,3.91,0.6,0.3,0.6,0.0,QUIET_MINUTE_P50_FALLBACK,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
SLV,Commodities,3.81,7.9,1905,3.77,32.58,54.7,123.89,3.77,1.88,3.77,0.0,MEASURED_QUOTE,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
SPY,Equities,1.74,3.62,1905,0.94,24.9,38.04,61.25,0.94,0.47,0.94,0.0,MEASURED_QUOTE,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
TIP,Bonds,0.0,0.46,1684,,6.13,0.0,,0.46,0.25,0.5,0.0,QUIET_MINUTE_P50_FALLBACK,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
TLT,Bonds,0.59,1.6,1902,5.97,14.81,0.0,,0.59,0.3,0.59,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
USO,Commodities,3.34,7.75,1903,13.96,35.36,22.1,,3.34,1.67,3.34,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
UUP,FX,0.0,0.0,1133,3.51,6.29,6.6,18.17,3.51,1.76,3.51,0.0,MEASURED_QUOTE,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
VEA,Equities,1.43,3.24,1905,,16.25,21.27,33.5,1.43,0.71,1.43,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
VNQ,REITs,1.08,3.06,1904,,36.52,41.75,45.57,1.08,0.54,1.08,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
VTV,Equities,0.71,1.84,1900,,24.8,29.29,9.6,0.71,0.36,0.71,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
VUG,Equities,2.28,4.65,1905,,30.19,36.83,66.1,2.28,1.14,2.28,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
VWO,Equities,1.68,3.37,1905,,12.56,9.62,21.86,1.68,0.84,1.68,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLB,Equities,1.91,3.94,1905,,30.44,30.93,48.32,1.91,0.96,1.91,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLE,Equities,2.63,5.26,1905,13.67,40.12,27.7,,2.63,1.32,2.63,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLF,Equities,1.78,4.4,1905,3.56,30.1,26.92,,1.78,0.89,1.78,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLI,Equities,1.96,4.18,1905,,31.52,33.69,6.08,1.96,0.98,1.96,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLK,Equities,3.38,7.9,1905,0.55,33.65,46.69,85.0,0.55,0.28,0.55,0.0,MEASURED_QUOTE,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLP,Equities,1.77,4.1,1905,13.08,26.5,25.47,40.07,1.77,0.89,1.77,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLU,Equities,2.23,4.58,1905,,35.54,25.37,38.04,2.23,1.11,2.23,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLV,Equities,1.88,4.0,1905,13.09,29.18,17.66,23.65,1.88,0.94,1.88,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
XLY,Equities,2.16,4.25,1905,,33.38,41.13,77.01,2.16,1.08,2.16,0.0,QUIET_MINUTE_PROXY,2024-01-01..2025-12-31,last 5 sessions to 2026-07-21,2026-07-21,10.0,"one_way=max(floor 0.25bp, min(quiet-minute P10, valid close quote)/2); superseded by live fills in R46"
