candidate,generated_at,source_file,parameters,parent_candidate,artifact_class,promotion_status,annual_return,annual_vol,sharpe,max_drawdown,cvar_5,avg_turnover,holdout_ann_return,holdout_sharpe,validation_verdict,trial_count_used,dsr_proxy,pbo_proxy,multiple_testing_adjusted_support
improved_phaseoo_composite_neutral_cash_relief,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseoo_composite_neutral_cash_relief.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0691353532505909,0.0782778685623864,0.8832043401321148,-0.1407420201698755,-0.0262728186930723,0.0569514851011674,,,overfit_risk,3869.0,0.630556245606386,0.6666666666666666,0.0
improved_phaseoo_composite_recovery_cash_relief,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseoo_composite_recovery_cash_relief.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0689792850391965,0.0779667634675055,0.8847267985921377,-0.1398907465842299,-0.0262088451010673,0.0568274242647609,,,overfit_risk,3869.0,0.632131960861186,0.6666666666666666,0.0
improved_phaseooo6_efa_spy_selective_tilt,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseooo6_efa_spy_selective_tilt.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0713839906739681,0.0762350142833054,0.9363675122915324,-0.1177385440350204,-0.0253879540842424,0.0618619758319332,,,overfit_risk,3869.0,0.710847537376439,0.6666666666666666,0.0
improved_phaseooo6_efa_spy_trend_confirmed_tilt,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseooo6_efa_spy_trend_confirmed_tilt.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0713972182913171,0.0762299602776596,0.9366031155107554,-0.1177385440350822,-0.0253835068662077,0.0618504058436858,,,overfit_risk,3869.0,0.7111779153631135,0.6666666666666666,0.0
improved_phaseooo6_efa_spy_vol_filtered_tilt,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseooo6_efa_spy_vol_filtered_tilt.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0714136200439696,0.0762326450623014,0.9367852838584654,-0.1177385440350626,-0.0253822793471277,0.0618647307541562,,,overfit_risk,3869.0,0.7114660046251878,0.6666666666666666,0.0
improved_phasep_hard_trust_switch_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasep_hard_trust_switch_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0698088606463165,0.0770496011220829,0.9060249453557372,-0.1400387205928679,-0.025091828363853,0.0979632862418825,,,overfit_risk,3869.0,0.6701348550198974,0.6666666666666666,0.0
improved_phasep_regret_aware_meta_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasep_regret_aware_meta_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0703943312851769,0.0750359596526745,0.9381412806741894,-0.1310666577359687,-0.0243057925797064,0.0801322856419611,,,overfit_risk,3869.0,0.7074218918715605,0.6666666666666666,0.0
improved_phasep_soft_trust_blend_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasep_soft_trust_blend_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0692967845881802,0.0765573626674752,0.9051615961376426,-0.1382419476810337,-0.0252675411841352,0.0766839962959633,,,overfit_risk,3869.0,0.6631786683219532,0.6666666666666666,0.0
improved_phasepp_composite_balanced_defensive_fallback,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasepp_composite_balanced_defensive_fallback.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0689720098961617,0.0787656721231582,0.875660780096142,-0.1413684666712963,-0.0265628657048995,0.0573319589321887,,,overfit_risk,3869.0,0.6181303903634496,0.6666666666666666,0.0
improved_phasepp_composite_bond_gold_fallback,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasepp_composite_bond_gold_fallback.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0690015653640727,0.0788248845458315,0.8753779439277563,-0.1414682555832048,-0.0265834338911409,0.0573137376224833,,,overfit_risk,3869.0,0.6176858114195616,0.6666666666666666,0.0
improved_phasepp_composite_combined_fallback_redesign,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasepp_composite_combined_fallback_redesign.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0696646234907154,0.0784569431057488,0.8879344610306501,-0.1400805067323265,-0.0263925209584828,0.0575693270998042,,,overfit_risk,3869.0,0.637468096641126,0.6666666666666666,0.0
improved_phaseq_abstention_aware_meta_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseq_abstention_aware_meta_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0580685346395264,0.0559648438121234,1.0375895059131262,-0.0815916643701328,-0.0179492237936848,0.0738009393643576,,,overfit_risk,3869.0,0.8294238429858459,0.6666666666666666,0.0
improved_phaseq_abstention_regime_regret_meta_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseq_abstention_regime_regret_meta_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0674754924383593,0.0699143993541924,0.9651158139330156,-0.1269435541871729,-0.0230424843601063,0.0683684303432564,,,overfit_risk,3869.0,0.7402536095714494,0.6666666666666666,0.0
improved_phaseq_regime_bucket_meta_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseq_regime_bucket_meta_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0682481406285981,0.0714910303834907,0.954639208058729,-0.130588403598694,-0.0235380107681316,0.0706091726503175,,,overfit_risk,3869.0,0.7261206550298526,0.6666666666666666,0.0
improved_phaseqq_cash_defense_score_fallback,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseqq_cash_defense_score_fallback.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0690244649418079,0.078275619813852,0.8818130741852398,-0.1401578496764891,-0.0263706610993247,0.0580730169462059,,,overfit_risk,3869.0,0.6278722332505968,0.6666666666666666,0.0
improved_phaseqq_pp_combined_score_filtered,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseqq_pp_combined_score_filtered.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0696864487856427,0.0784191140423814,0.8886411130324792,-0.1400805067323262,-0.0263763774739912,0.057647965332305,,,overfit_risk,3869.0,0.6384953908168403,0.6666666666666666,0.0
improved_phaseqq_reason_specific_fallback,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseqq_reason_specific_fallback.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0687918709524573,0.0786320035250215,0.874858427466712,-0.1514740040764711,-0.0265242353480673,0.0566554620848617,,,overfit_risk,3869.0,0.6116451591461411,0.6666666666666666,0.0
improved_phaser_bucket_refined_meta_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaser_bucket_refined_meta_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0696560622931676,0.0736162885168681,0.9462044840416932,-0.1333062645630544,-0.0242936735283606,0.0724196323921544,,,overfit_risk,3869.0,0.7155795889077639,0.6666666666666666,0.0
improved_phaser_fast_narrow_regret_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaser_fast_narrow_regret_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.068150056307225,0.0715332586079184,0.95270448506705,-0.1304061531353946,-0.0235572969629558,0.0702722926357188,,,overfit_risk,3869.0,0.7225817288698733,0.6666666666666666,0.0
improved_phaser_light_abstention_overlay_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaser_light_abstention_overlay_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0708241550098958,0.0751607116872112,0.9423028789913211,-0.136589264027834,-0.024853848260552,0.0732817104537893,,,overfit_risk,3869.0,0.7112012840579289,0.6666666666666666,0.0
improved_phaser_refined_bucket_fast_regret_combo,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaser_refined_bucket_fast_regret_combo.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0696536630048729,0.0736172873907742,0.946159054124588,-0.1333190826507932,-0.0242941923837743,0.0724204795105449,,,overfit_risk,3869.0,0.7155133710749625,0.6666666666666666,0.0
improved_phaserr_combined_bucket_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaserr_combined_bucket_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0698448065317065,0.078983507766049,0.8842960829061737,-0.1437934518512794,-0.0265754629989111,0.0565635575454081,,,overfit_risk,3869.0,0.6305885354937226,0.6666666666666666,0.0
improved_phaserr_good_state_bucket_participation,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaserr_good_state_bucket_participation.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0689836201352205,0.0783871220855756,0.8800376681760395,-0.1431867067826876,-0.0264248513528112,0.0556370987599508,,,overfit_risk,3869.0,0.6230559650640709,0.6666666666666666,0.0
improved_phaserr_recovery_bucket_repair,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaserr_recovery_bucket_repair.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0692801224504404,0.0784649666685493,0.8829433745010388,-0.1407752069389001,-0.0263764601366313,0.0572200910648619,,,overfit_risk,3869.0,0.6295093794061289,0.6666666666666666,0.0
improved_phases_conditional_ml_attenuator_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phases_conditional_ml_attenuator_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0704612903847763,0.0757343883018831,0.9303737966947352,-0.1365892640278337,-0.0250900346671249,0.0726585427817156,,,overfit_risk,3869.0,0.6944745124714922,0.6666666666666666,0.0
improved_phases_defense_reshape_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phases_defense_reshape_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0707722886715715,0.0755783967015677,0.9364089708204084,-0.1377668936605468,-0.0250450775313863,0.0737261825545585,,,overfit_risk,3869.0,0.7038829704897487,0.6666666666666666,0.0
improved_phases_defense_reshape_ml_attenuator_combo,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phases_defense_reshape_ml_attenuator_combo.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0704111579980824,0.076148938003443,0.9246505577648216,-0.1377668936605468,-0.0252781710035069,0.0730720953105847,,,overfit_risk,3869.0,0.6872112740871911,0.6666666666666666,0.0
improved_phasess_combined_explicit_bucket,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasess_combined_explicit_bucket.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0703144993735154,0.0797498508565381,0.8816881613986216,-0.1532030512956045,-0.0267685181935184,0.0558330334175505,,,overfit_risk,3869.0,0.6239088979675022,0.6666666666666666,0.0
improved_phasess_good_state_explicit_bucket,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasess_good_state_explicit_bucket.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0692862448312858,0.0792962508946736,0.8737644472412237,-0.1538727440224199,-0.0266702905845296,0.0549497575658816,,,overfit_risk,3869.0,0.610238791841346,0.6666666666666666,0.0
improved_phasess_recovery_explicit_bucket,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasess_recovery_explicit_bucket.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0697671451368091,0.0786300849952771,0.8872830945178255,-0.1407752069389005,-0.0264344124180394,0.0574445192546814,,,overfit_risk,3869.0,0.6363695865532975,0.6666666666666666,0.0
improved_phasesss3_calm_old_low_stress_derisk,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasesss3_calm_old_low_stress_derisk.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0714066193943696,0.0760745293384695,0.9386403046500422,-0.1160076719799899,-0.0253287580687454,0.0618361293887308,,,overfit_risk,3869.0,0.7144105531820523,0.6666666666666666,0.0
improved_phasesss3_combined_sequence_overlay,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasesss3_combined_sequence_overlay.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0714258323017646,0.07612412691011,0.9382811363617576,-0.1165848783073599,-0.0253447292389889,0.0618410536824547,,,overfit_risk,3869.0,0.7137828024609182,0.6666666666666666,0.0
improved_phasesss3_recovery_sequence_rerisk,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasesss3_recovery_sequence_rerisk.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0714031663358794,0.0762208680406886,0.936792878005044,-0.1177385440350352,-0.0253790568370805,0.0618472383711967,,,overfit_risk,3869.0,0.7114733488960497,0.6666666666666666,0.0
improved_phasesss3_stress_new_state_defense,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasesss3_stress_new_state_defense.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.071394310446273,0.0762104458851057,0.9368047859726024,-0.1177385435566585,-0.0253748857444255,0.0618361747975714,,,overfit_risk,3869.0,0.7114741829919639,0.6666666666666666,0.0
improved_phaset_production_anchored_soft_combo,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaset_production_anchored_soft_combo.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0702867713019277,0.0736304050321329,0.9545889537244016,-0.1339588691670273,-0.0242548598283199,0.0702585366732488,,,overfit_risk,3869.0,0.7241287629251333,0.6666666666666666,0.0
improved_phaset_soft_regime_posterior_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaset_soft_regime_posterior_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0699062668158485,0.073103868568932,0.9562594727792232,-0.1313075333443411,-0.0239365126477571,0.0742518606298213,,,overfit_risk,3869.0,0.7263788349305752,0.6666666666666666,0.0
improved_phaset_soft_trust_weighted_allocator,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaset_soft_trust_weighted_allocator.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0701766912634014,0.073450724381565,0.9554254482072148,-0.1331377491710226,-0.0241489206773884,0.0714229634863733,,,overfit_risk,3869.0,0.7251906595376428,0.6666666666666666,0.0
improved_phasett_recovery_neutral_two_stage_bucket,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasett_recovery_neutral_two_stage_bucket.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0705198689651827,0.0795113179987953,0.8869161113170224,-0.1407752069389003,-0.0267251055923762,0.0575296336023802,,,overfit_risk,3869.0,0.6371687464804948,0.6666666666666666,0.0
improved_phasett_recovery_two_stage_bucket,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasett_recovery_two_stage_bucket.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.069813998640104,0.0785293558888685,0.8890178437080514,-0.1407752069389003,-0.0263546096920183,0.05772730411755,,,overfit_risk,3869.0,0.6391132230020673,0.6666666666666666,0.0
improved_phasett_ss1_overlay_coordinated,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasett_ss1_overlay_coordinated.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0694067097698543,0.0783171524595168,0.886226166173898,-0.1407752069389004,-0.0263167869261806,0.0574054293223667,,,overfit_risk,3869.0,0.6343229069275802,0.6666666666666666,0.0
improved_phaseu_conditional_prod_r2_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseu_conditional_prod_r2_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0696652270291469,0.077176934590154,0.9026690085464286,-0.1394642546590699,-0.025850766290387,0.0619372822648546,,,overfit_risk,3869.0,0.6567378569805105,0.6666666666666666,0.0
improved_phaseu_prod70_r2_30_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseu_prod70_r2_30_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0696294690212875,0.0768709145497048,0.9057973282764188,-0.1387766716559865,-0.0257114606346162,0.0600929517145659,,,overfit_risk,3869.0,0.6616475816743793,0.6666666666666666,0.0
improved_phaseu_prod70_r3_30_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseu_prod70_r3_30_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0688332761767969,0.0757555710604984,0.9086232895244974,-0.1369266954468856,-0.025328840611543,0.0591870814947618,,,overfit_risk,3869.0,0.6649374092356696,0.6666666666666666,0.0
improved_phaseu_prod80_r2_20_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseu_prod80_r2_20_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0694320875879332,0.077203035464832,0.8993440111504598,-0.1390987718152823,-0.0258651605819931,0.0585565952083406,,,overfit_risk,3869.0,0.6525376610163133,0.6666666666666666,0.0
improved_phaseu_prod80_r3_20_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseu_prod80_r3_20_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0689018519763415,0.0764578922134394,0.9011738354491322,-0.1378660842063072,-0.0256101224644535,0.057952947276693,,,overfit_risk,3869.0,0.6546796218421487,0.6666666666666666,0.0
improved_phaseu_prod90_r2_10_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseu_prod90_r2_10_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0692217957773457,0.0775563143183113,0.8925359125917389,-0.1394228779660564,-0.0260201179602072,0.0572197300978875,,,overfit_risk,3869.0,0.6428192444016421,0.6666666666666666,0.0
improved_phaseu_prod90_r3_10_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseu_prod90_r3_10_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0689569188845291,0.0771830345855991,0.893420675343532,-0.1388064088705639,-0.0258925949383765,0.0569188495852107,,,overfit_risk,3869.0,0.6438591641670369,0.6666666666666666,0.0
improved_phaseuu_recovery_overlay_cash_cap,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseuu_recovery_overlay_cash_cap.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0698099116207395,0.0785281450275136,0.8889795065995831,-0.1407752069389003,-0.026353916651389,0.0577242680985041,,,overfit_risk,3869.0,0.6390564875255351,0.6666666666666666,0.0
improved_phaseuu_tt1_budget_aware_lighter_both,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseuu_tt1_budget_aware_lighter_both.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.069840214779401,0.0785491340102119,0.8891277499039183,-0.1407752069389001,-0.02635912274971,0.0577823435662105,,,overfit_risk,3869.0,0.6393327378772616,0.6666666666666666,0.0
improved_phaseuu_tt1_overlay_preserved_recovery,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseuu_tt1_overlay_preserved_recovery.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0698305700496895,0.078539191984833,0.8891175002561105,-0.1407752069389005,-0.0263568809515846,0.0577581867164267,,,overfit_risk,3869.0,0.6392866563162085,0.6666666666666666,0.0
improved_phasev_conditional95_80_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasev_conditional95_80_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0696710678490069,0.0771958079269363,0.9025239805113332,-0.139157763036109,-0.0258589885068925,0.0663435896606624,,,overfit_risk,3869.0,0.6558207630547701,0.6666666666666666,0.0
improved_phasev_prod90_phasen_10_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasev_prod90_phasen_10_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0693611990298137,0.0771601474486633,0.8989251747602159,-0.1384706553642046,-0.0258580137690795,0.0581713392653047,,,overfit_risk,3869.0,0.6513046058124481,0.6666666666666666,0.0
improved_phasev_prod90_phaseo_10_holdings_blend,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasev_prod90_phaseo_10_holdings_blend.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0693351956780767,0.0770908065549851,0.8993964232119345,-0.1383606571264508,-0.0258293271082528,0.0577280241905793,,,overfit_risk,3869.0,0.6520609738732982,0.6666666666666666,0.0
improved_phasevv_recovery_budget_aware_overlay,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasevv_recovery_budget_aware_overlay.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0698105290716053,0.0785250142610954,0.8890228130298147,-0.1407752069389002,-0.0263539347705238,0.0577171784881439,,,overfit_risk,3869.0,0.6391049305127167,0.6666666666666666,0.0
improved_phasevv_recovery_neutral_budget_aware_overlay,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasevv_recovery_neutral_budget_aware_overlay.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0700648721010541,0.0787430936695266,0.8897906957416007,-0.1407752069389003,-0.0264353712500188,0.0577285061916703,,,overfit_risk,3869.0,0.6405679816704399,0.6666666666666666,0.0
improved_phasevv_recovery_overlay_tolerance_band,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phasevv_recovery_overlay_tolerance_band.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0698107444243123,0.0785253568671436,0.8890216766849537,-0.1407752069389003,-0.0263539526465925,0.0577184418813409,,,overfit_risk,3869.0,0.6391043873731606,0.6666666666666666,0.0
improved_phaseww_confirmed_only_lighter_both,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseww_confirmed_only_lighter_both.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.069863297561066,0.0785591181429988,0.8893085769356006,-0.1407752069389002,-0.0263583554439541,0.0578353244209895,,,overfit_risk,3869.0,0.6396374729808574,0.6666666666666666,0.0
improved_phaseww_fragile_defense_lighter_both,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseww_fragile_defense_lighter_both.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0694590132184871,0.078323485000031,0.8868223013628616,-0.1407752069389003,-0.0262952542657887,0.0572517705811314,,,overfit_risk,3869.0,0.6353609004374575,0.6666666666666666,0.0
improved_phaseww_recovery_budget_native_lighter_both,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseww_recovery_budget_native_lighter_both.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0695076907315146,0.0783461336502884,0.8871872483430295,-0.1407752069389002,-0.0263014903422574,0.0572634765603961,,,overfit_risk,3869.0,0.6359503503471989,0.6666666666666666,0.0
improved_phaseww_split_recovery_lighter_both,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseww_split_recovery_lighter_both.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0694823807586448,0.0783507945194228,0.8868114380310522,-0.1407752069389003,-0.0263009665171118,0.0573115235665731,,,overfit_risk,3869.0,0.6354306007330734,0.6666666666666666,0.0
improved_phaseww_vv_direct_lighter_both_rewrite,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseww_vv_direct_lighter_both_rewrite.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0682878783493274,0.0768877256751192,0.8881505825503349,-0.1407752069389004,-0.0257112251464061,0.0570041814120256,,,overfit_risk,3869.0,0.6347683281038443,0.6666666666666666,0.0
improved_phaseww_vv_shadow_polish,2026-06-13T20:06:10.025683+00:00,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phaseww_vv_shadow_polish.csv,unknown_from_saved_artifact,unknown_from_saved_artifact,rejected,not_promoted,0.0682056562196173,0.0768072343802373,0.8880108334842852,-0.1407752069389004,-0.0256824589700641,0.0569581178393083,,,overfit_risk,3869.0,0.6343920445817522,0.6666666666666666,0.0
