scenario,delay_weeks,underlying_cost_bps,allocation,outer_cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown,worst_loo_recent_cagr,beats_control_both,loo_gate
delay0__under50__w0.30__outer50,0,50.0,0.3,50,1.1017468690927852,2.423216799961963,-0.13605282849089928,0.43171877351951493,1.5288248246109293,-0.25702828383079,0.9448166984571409,True,False
delay0__under50__w0.40__outer50,0,50.0,0.4,50,1.1112093633985594,2.2809713682528527,-0.14925539070514926,0.43577768841212317,1.4530776505191196,-0.27202649938033363,0.9064952201528256,True,False
delay0__under50__w0.50__outer50,0,50.0,0.5,50,1.1169436864213562,2.137853578511202,-0.1623429237250139,0.43813487916178007,1.371843248953275,-0.288013507638192,0.8669103496224304,True,False
