decision_at,family,breadth,market_cap_floor,candidate,cik10,company_name,sector,score,market_cap,intended_weight
2024-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9466666666666668,224644805.41576803,0.1
2024-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000867773,SUNPOWER CORP,technology,0.946341463414634,281454549.5847473,0.1
2024-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001177394,TD SYNNEX CORP,technology,0.9414634146341464,9937882449.956528,0.1
2024-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.9365853658536584,62775252.90638733,0.1
2024-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9268292682926828,384375165.75290966,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,1.0,74432821.0,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.9746835443037976,1582974540.8102531,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000867773,SUNPOWER CORP,technology,0.9606879606879606,105392015.8112297,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9557739557739556,107660480.77574636,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000719733,KEY TRONIC CORP,technology,0.9508599508599508,50150317.217868805,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9493670886075948,125734029.75,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,0.945945945945946,347213622.0108808,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001774675,SKILLSOFT CORP.,technology,0.941031941031941,72619407.0,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001022652,INSEEGO CORP.,technology,0.936117936117936,32750912.04225528,0.1
2024-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001177394,TD SYNNEX CORP,technology,0.9312039312039312,10076542234.753197,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,1.0,71878912.0,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,0.9754299754299752,261100293.38885596,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.974025974025974,1546408120.0707054,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000719733,KEY TRONIC CORP,technology,0.9705159705159704,43585579.602664,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000867773,SUNPOWER CORP,technology,0.9656019656019657,196404419.39618683,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9606879606879606,144046994.04941654,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9508599508599508,285913774.8725748,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.948051948051948,117351759.10151142,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,0.945945945945946,86334234.59480453,0.1
2024-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001177394,TD SYNNEX CORP,technology,0.941031941031941,10115783878.95616,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,1.0,69327900.0,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9752475247524752,168665972.02676487,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.974025974025974,100587227.79697716,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001177394,TD SYNNEX CORP,technology,0.9702970297029704,10261996489.521317,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,0.9653465346534652,553780730.9280908,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9603960396039604,393825628.0977726,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,0.9554455445544554,1318844653.0591087,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001774675,SKILLSOFT CORP.,technology,0.9504950495049505,127569014.5,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.948051948051948,1826592316.342987,0.1
2024-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,0.9405940594059404,137052035.43960905,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,1.0,76639084.32139625,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001500435,"GOPRO, INC.",technology,0.979746835443038,167577695.1316595,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9746835443037976,191586863.133266,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,0.972972972972973,97314668.0,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001177394,TD SYNNEX CORP,technology,0.969620253164557,9979123468.132782,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000867773,SUNPOWER CORP,technology,0.9645569620253164,313896340.8305053,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,0.959493670886076,502927244.531064,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9544303797468354,439065930.0180454,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,0.9493670886075948,115755401.42705916,0.1
2025-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.945945945945946,1597713001.142893,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,1.0,33411723.85013521,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9897172236503856,99498150.70460343,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,0.9845758354755784,46954559.09967744,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001500435,"GOPRO, INC.",technology,0.9794344473007712,101930281.09395504,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.974025974025974,1609413018.6370847,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,0.9691516709511568,401048301.0887971,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001177394,TD SYNNEX CORP,technology,0.9640102827763496,8800403857.418938,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9588688946015425,319482930.6007461,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000101984,UNIVERSAL ELECTRONICS INC,technology,0.9537275064267352,80243314.8594904,0.1
2025-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000065270,METHODE ELECTRONICS INC,technology,0.948586118251928,227706982.70448208,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001596961,"RUMBLEON, INC.",technology,0.979328165374677,87292932.02768755,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.9746835443037976,1605382644.1515827,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,0.9741602067183464,303857542.0082545,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,0.9689922480620154,72018395.75167537,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9638242894056848,321933964.32047033,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001177394,TD SYNNEX CORP,technology,0.958656330749354,11388135352.292175,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001454938,OUTBRAIN INC.,technology,0.9534883720930232,233864229.95863152,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",energy,0.9493670886075948,32825858.53370369,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001688568,DXC TECHNOLOGY CO,technology,0.9483204134366924,2771561781.2452397,0.1
2025-07-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001500435,"GOPRO, INC.",technology,0.9431524547803618,118423570.55032252,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,1.0,35071411.16025896,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001454938,TEADS HOLDING CO.,technology,0.9895833333333331,156703315.93569803,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,0.984375,337498546.58047545,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9791666666666669,166784133.21494865,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.974025974025974,1441381374.3771362,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9739583333333331,278042796.49903256,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001738177,CAMBIUM NETWORKS CORP,technology,0.96875,25258437.041885376,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,0.9635416666666669,75839776.29731941,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000101984,UNIVERSAL ELECTRONICS INC,technology,0.9583333333333331,62150273.50494003,0.1
2025-10-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001688568,DXC TECHNOLOGY CO,technology,0.953125,2439751878.954772,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,1.0,36043755.794546574,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001454938,TEADS HOLDING CO.,technology,0.9947229551451188,67211460.4358077,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,0.9894459102902377,236527952.35307452,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9841688654353562,196804851.879972,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000101984,UNIVERSAL ELECTRONICS INC,technology,0.9788918205804747,48251641.25783968,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001774675,SKILLSOFT CORP.,technology,0.9736147757255936,81454191.17055416,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.972972972972973,1301742068.345192,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.9683377308707124,118554029.640934,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001596961,"RIDENOW GROUP, INC.",technology,0.9630606860158312,210047353.9142146,0.1
2026-01-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001597033,SABRE CORP,technology,0.95778364116095,537043447.8888736,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,1.0,39052989.96810212,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001454938,TEADS HOLDING CO.,technology,0.9893899204244032,63251106.01501733,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001774675,SKILLSOFT CORP.,technology,0.9840848806366048,37574029.01588917,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000746838,UNISYS CORP,technology,0.9787798408488064,147615874.56940913,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000789460,WORLD KINECT CORP,energy,0.974025974025974,1183006283.6508942,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,0.973474801061008,241976115.72951844,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001897762,INGRAM MICRO HOLDING CORP,technology,0.9681697612732096,5479590991.596569,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001102993,LIVEPERSON INC,technology,0.9628647214854112,30736687.07523942,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0000101984,UNIVERSAL ELECTRONICS INC,technology,0.9575596816976126,53001375.96778488,0.1
2026-04-01 00:00:00+00:00,sales_yield,10,25000000,sales_yield__top10__floor25m,0001688568,DXC TECHNOLOGY CO,technology,0.9522546419098143,2133882683.103371,0.1
