Date,component,ETF,weight
2021-03-12,composite_regime_offense_component,VEA,0.25
2021-03-12,composite_regime_offense_component,VWO,0.25
2021-03-19,composite_regime_offense_component,EFA,0.25
2021-03-19,composite_regime_offense_component,EWJ,0.25
2021-03-19,composite_regime_offense_component,VEA,0.25
2021-03-19,composite_regime_offense_component,VWO,0.25
2021-03-26,composite_regime_offense_component,EWJ,0.25
2021-03-26,composite_regime_offense_component,IWM,0.25
2021-03-26,composite_regime_offense_component,QQQ,0.25
2021-03-26,composite_regime_offense_component,VWO,0.25
2021-04-02,composite_regime_offense_component,EWJ,0.25
2021-04-02,composite_regime_offense_component,IWM,0.25
2021-04-02,composite_regime_offense_component,QQQ,0.25
2021-04-02,composite_regime_offense_component,VWO,0.25
2021-04-09,composite_regime_offense_component,EWJ,0.25
2021-04-09,composite_regime_offense_component,IWM,0.25
2021-04-09,composite_regime_offense_component,QQQ,0.25
2021-04-09,composite_regime_offense_component,VWO,0.25
2021-04-16,composite_regime_offense_component,EWJ,0.25
2021-04-16,composite_regime_offense_component,IWM,0.25
2021-04-16,composite_regime_offense_component,QQQ,0.25
2021-04-16,composite_regime_offense_component,VWO,0.25
2021-04-23,composite_regime_offense_component,EWJ,0.25
2021-04-23,composite_regime_offense_component,IWM,0.25
2021-04-23,composite_regime_offense_component,QQQ,0.25
2021-04-23,composite_regime_offense_component,VWO,0.25
2021-04-30,composite_regime_offense_component,IWM,0.5
2021-04-30,composite_regime_offense_component,VWO,0.5
2021-05-07,composite_regime_offense_component,IWM,0.5
2021-05-07,composite_regime_offense_component,VWO,0.5
2021-05-14,composite_regime_offense_component,IWM,0.5
2021-05-14,composite_regime_offense_component,VWO,0.5
2021-05-21,composite_regime_offense_component,IWM,0.5
2021-05-21,composite_regime_offense_component,VWO,0.5
2021-05-28,composite_regime_offense_component,IWM,0.5
2021-05-28,composite_regime_offense_component,VEA,0.5
2021-06-04,composite_regime_offense_component,IWM,0.5
2021-06-04,composite_regime_offense_component,VEA,0.5
2021-06-11,composite_regime_offense_component,IWM,0.5
2021-06-11,composite_regime_offense_component,VEA,0.5
2021-06-18,composite_regime_offense_component,IWM,0.5
2021-06-18,composite_regime_offense_component,VEA,0.5
2021-06-25,composite_regime_offense_component,IWM,1.0
2021-07-02,composite_regime_offense_component,IWM,1.0
2021-07-09,composite_regime_offense_component,IWM,1.0
2021-07-16,composite_regime_offense_component,IWM,1.0
2021-07-23,composite_regime_offense_component,IWM,1.0
2021-07-30,composite_regime_offense_component,VEA,0.5
2021-07-30,composite_regime_offense_component,VNQ,0.5
2021-08-06,composite_regime_offense_component,VEA,0.5
2021-08-06,composite_regime_offense_component,VNQ,0.5
2021-08-13,composite_regime_offense_component,VEA,0.5
2021-08-13,composite_regime_offense_component,VNQ,0.5
2021-08-20,composite_regime_offense_component,VEA,0.5
2021-08-20,composite_regime_offense_component,VNQ,0.5
2021-08-27,composite_regime_offense_component,VEA,0.5
2021-08-27,composite_regime_offense_component,VNQ,0.5
2021-09-03,composite_regime_offense_component,VEA,0.5
2021-09-03,composite_regime_offense_component,VNQ,0.5
2021-09-10,composite_regime_offense_component,VEA,0.5
2021-09-10,composite_regime_offense_component,VNQ,0.5
2021-09-17,composite_regime_offense_component,VEA,0.5
2021-09-17,composite_regime_offense_component,VNQ,0.5
2021-09-24,composite_regime_offense_component,SPY,0.5
2021-09-24,composite_regime_offense_component,VNQ,0.5
2021-10-01,composite_regime_offense_component,SPY,0.5
2021-10-01,composite_regime_offense_component,VNQ,0.5
2021-10-08,composite_regime_offense_component,SPY,0.5
2021-10-08,composite_regime_offense_component,VNQ,0.5
2021-10-15,composite_regime_offense_component,SPY,0.5
2021-10-15,composite_regime_offense_component,VNQ,0.5
2021-10-22,composite_regime_offense_component,SPY,0.5
2021-10-22,composite_regime_offense_component,VNQ,0.5
2021-10-29,composite_regime_offense_component,EFA,0.3333333333333333
2021-10-29,composite_regime_offense_component,VEA,0.3333333333333333
2021-10-29,composite_regime_offense_component,VNQ,0.3333333333333333
2021-11-05,composite_regime_offense_component,EFA,0.3333333333333333
2021-11-05,composite_regime_offense_component,VEA,0.3333333333333333
2021-11-05,composite_regime_offense_component,VNQ,0.3333333333333333
2021-11-12,composite_regime_offense_component,EFA,0.3333333333333333
2021-11-12,composite_regime_offense_component,VEA,0.3333333333333333
2021-11-12,composite_regime_offense_component,VNQ,0.3333333333333333
2021-11-19,composite_regime_offense_component,EFA,0.3333333333333333
2021-11-19,composite_regime_offense_component,VEA,0.3333333333333333
2021-11-19,composite_regime_offense_component,VNQ,0.3333333333333333
2021-11-26,composite_regime_offense_component,VNQ,1.0
2021-12-03,composite_regime_offense_component,VNQ,1.0
2021-12-10,composite_regime_offense_component,VNQ,1.0
2021-12-17,composite_regime_offense_component,VNQ,1.0
2021-12-24,composite_regime_offense_component,VNQ,1.0
2021-12-31,composite_regime_offense_component,SPY,0.5
2021-12-31,composite_regime_offense_component,VNQ,0.5
2022-01-07,composite_regime_offense_component,SPY,0.5
2022-01-07,composite_regime_offense_component,VNQ,0.5
2022-01-14,composite_regime_offense_component,SPY,0.5
2022-01-14,composite_regime_offense_component,VNQ,0.5
2022-01-21,composite_regime_offense_component,SPY,0.5
2022-01-21,composite_regime_offense_component,VNQ,0.5
2022-01-28,composite_regime_offense_component,SPY,0.5
2022-01-28,composite_regime_offense_component,VNQ,0.5
2022-02-04,composite_regime_offense_component,SPY,0.5
2022-02-04,composite_regime_offense_component,VNQ,0.5
2022-02-11,composite_regime_offense_component,SPY,0.5
2022-02-11,composite_regime_offense_component,VNQ,0.5
2022-02-18,composite_regime_offense_component,SPY,0.5
2022-02-18,composite_regime_offense_component,VNQ,0.5
2022-02-25,composite_regime_offense_component,VNQ,1.0
2022-03-04,composite_regime_offense_component,VNQ,1.0
2022-03-11,composite_regime_offense_component,VNQ,1.0
2022-03-18,composite_regime_offense_component,VNQ,1.0
2022-03-25,composite_regime_offense_component,BIL,1.0
2022-04-01,composite_regime_offense_component,BIL,1.0
2022-04-08,composite_regime_offense_component,BIL,1.0
2022-04-15,composite_regime_offense_component,BIL,1.0
2022-04-22,composite_regime_offense_component,BIL,1.0
2022-04-29,composite_regime_offense_component,BIL,1.0
2022-05-06,composite_regime_offense_component,BIL,1.0
2022-05-13,composite_regime_offense_component,BIL,1.0
2022-05-20,composite_regime_offense_component,BIL,1.0
2022-05-27,composite_regime_offense_component,VNQ,1.0
2022-06-03,composite_regime_offense_component,VNQ,1.0
2022-06-10,composite_regime_offense_component,VNQ,1.0
2022-06-17,composite_regime_offense_component,VNQ,1.0
2022-06-24,composite_regime_offense_component,BIL,1.0
2022-07-01,composite_regime_offense_component,BIL,1.0
2022-07-08,composite_regime_offense_component,BIL,1.0
2022-07-15,composite_regime_offense_component,BIL,1.0
2022-07-22,composite_regime_offense_component,BIL,1.0
2022-07-29,composite_regime_offense_component,BIL,1.0
2022-08-05,composite_regime_offense_component,BIL,1.0
2022-08-12,composite_regime_offense_component,BIL,1.0
2022-08-19,composite_regime_offense_component,BIL,1.0
2022-08-26,composite_regime_offense_component,BIL,1.0
2022-09-02,composite_regime_offense_component,BIL,1.0
2022-09-09,composite_regime_offense_component,BIL,1.0
2022-09-16,composite_regime_offense_component,BIL,1.0
2022-09-23,composite_regime_offense_component,BIL,1.0
2022-09-30,composite_regime_offense_component,BIL,1.0
2022-10-07,composite_regime_offense_component,BIL,1.0
2022-10-14,composite_regime_offense_component,BIL,1.0
2022-10-21,composite_regime_offense_component,BIL,1.0
2022-10-28,composite_regime_offense_component,BIL,1.0
2022-11-04,composite_regime_offense_component,BIL,1.0
2022-11-11,composite_regime_offense_component,BIL,1.0
2022-11-18,composite_regime_offense_component,BIL,1.0
2022-11-25,composite_regime_offense_component,BIL,1.0
2022-12-02,composite_regime_offense_component,BIL,1.0
2022-12-09,composite_regime_offense_component,BIL,1.0
2022-12-16,composite_regime_offense_component,BIL,1.0
2022-12-23,composite_regime_offense_component,BIL,1.0
2022-12-30,composite_regime_offense_component,EFA,1.0
2023-01-06,composite_regime_offense_component,EFA,1.0
2023-01-13,composite_regime_offense_component,EFA,1.0
2023-01-20,composite_regime_offense_component,EFA,1.0
2023-01-27,composite_regime_offense_component,EFA,1.0
2023-02-03,composite_regime_offense_component,EFA,1.0
2023-02-10,composite_regime_offense_component,EFA,1.0
2023-02-17,composite_regime_offense_component,EFA,1.0
2023-02-24,composite_regime_offense_component,EFA,1.0
2023-03-03,composite_regime_offense_component,EFA,1.0
2023-03-10,composite_regime_offense_component,EFA,1.0
2023-03-17,composite_regime_offense_component,EFA,1.0
2023-03-24,composite_regime_offense_component,EFA,1.0
2023-03-31,composite_regime_offense_component,EFA,0.3333333333333333
2023-03-31,composite_regime_offense_component,VEA,0.3333333333333333
2023-03-31,composite_regime_offense_component,VWO,0.3333333333333333
2023-04-07,composite_regime_offense_component,EFA,0.3333333333333333
2023-04-07,composite_regime_offense_component,VEA,0.3333333333333333
2023-04-07,composite_regime_offense_component,VWO,0.3333333333333333
2023-04-14,composite_regime_offense_component,EFA,0.3333333333333333
2023-04-14,composite_regime_offense_component,VEA,0.3333333333333333
2023-04-14,composite_regime_offense_component,VWO,0.3333333333333333
2023-04-21,composite_regime_offense_component,EFA,0.3333333333333333
2023-04-21,composite_regime_offense_component,VEA,0.3333333333333333
2023-04-21,composite_regime_offense_component,VWO,0.3333333333333333
2023-04-28,composite_regime_offense_component,EFA,0.5
2023-04-28,composite_regime_offense_component,EWJ,0.5
2023-05-05,composite_regime_offense_component,EFA,0.5
2023-05-05,composite_regime_offense_component,EWJ,0.5
2023-05-12,composite_regime_offense_component,EFA,0.5
2023-05-12,composite_regime_offense_component,EWJ,0.5
2023-05-19,composite_regime_offense_component,EFA,0.5
2023-05-19,composite_regime_offense_component,EWJ,0.5
2023-05-26,composite_regime_offense_component,EFA,0.5
2023-05-26,composite_regime_offense_component,VEA,0.5
2023-06-02,composite_regime_offense_component,EFA,0.5
2023-06-02,composite_regime_offense_component,VEA,0.5
2023-06-09,composite_regime_offense_component,EFA,0.5
2023-06-09,composite_regime_offense_component,VEA,0.5
2023-06-16,composite_regime_offense_component,EFA,0.5
2023-06-16,composite_regime_offense_component,VEA,0.5
2023-06-23,composite_regime_offense_component,EFA,0.5
2023-06-23,composite_regime_offense_component,VEA,0.5
2023-06-30,composite_regime_offense_component,EFA,0.3333333333333333
2023-06-30,composite_regime_offense_component,EWJ,0.3333333333333333
2023-06-30,composite_regime_offense_component,VEA,0.3333333333333333
2023-07-07,composite_regime_offense_component,EFA,0.3333333333333333
2023-07-07,composite_regime_offense_component,EWJ,0.3333333333333333
2023-07-07,composite_regime_offense_component,VEA,0.3333333333333333
2023-07-14,composite_regime_offense_component,EFA,0.3333333333333333
2023-07-14,composite_regime_offense_component,EWJ,0.3333333333333333
2023-07-14,composite_regime_offense_component,VEA,0.3333333333333333
2023-07-21,composite_regime_offense_component,EFA,0.3333333333333333
2023-07-21,composite_regime_offense_component,EWJ,0.3333333333333333
2023-07-21,composite_regime_offense_component,VEA,0.3333333333333333
2023-07-28,composite_regime_offense_component,EFA,0.3333333333333333
2023-07-28,composite_regime_offense_component,EWJ,0.3333333333333333
2023-07-28,composite_regime_offense_component,VEA,0.3333333333333333
2023-08-04,composite_regime_offense_component,EFA,0.3333333333333333
2023-08-04,composite_regime_offense_component,EWJ,0.3333333333333333
2023-08-04,composite_regime_offense_component,VEA,0.3333333333333333
2023-08-11,composite_regime_offense_component,EFA,0.3333333333333333
2023-08-11,composite_regime_offense_component,EWJ,0.3333333333333333
2023-08-11,composite_regime_offense_component,VEA,0.3333333333333333
2023-08-18,composite_regime_offense_component,EFA,0.3333333333333333
2023-08-18,composite_regime_offense_component,EWJ,0.3333333333333333
2023-08-18,composite_regime_offense_component,VEA,0.3333333333333333
2023-08-25,composite_regime_offense_component,EFA,0.3333333333333333
2023-08-25,composite_regime_offense_component,EWJ,0.3333333333333333
2023-08-25,composite_regime_offense_component,VEA,0.3333333333333333
2023-09-01,composite_regime_offense_component,EFA,0.3333333333333333
2023-09-01,composite_regime_offense_component,EWJ,0.3333333333333333
2023-09-01,composite_regime_offense_component,VEA,0.3333333333333333
2023-09-08,composite_regime_offense_component,EFA,0.3333333333333333
2023-09-08,composite_regime_offense_component,EWJ,0.3333333333333333
2023-09-08,composite_regime_offense_component,VEA,0.3333333333333333
2023-09-15,composite_regime_offense_component,EFA,0.3333333333333333
2023-09-15,composite_regime_offense_component,EWJ,0.3333333333333333
2023-09-15,composite_regime_offense_component,VEA,0.3333333333333333
2023-09-22,composite_regime_offense_component,EFA,0.3333333333333333
2023-09-22,composite_regime_offense_component,EWJ,0.3333333333333333
2023-09-22,composite_regime_offense_component,VEA,0.3333333333333333
2023-09-29,composite_regime_offense_component,EFA,0.3333333333333333
2023-09-29,composite_regime_offense_component,EWJ,0.3333333333333333
2023-09-29,composite_regime_offense_component,VEA,0.3333333333333333
2023-10-06,composite_regime_offense_component,EFA,0.3333333333333333
2023-10-06,composite_regime_offense_component,EWJ,0.3333333333333333
2023-10-06,composite_regime_offense_component,VEA,0.3333333333333333
2023-10-13,composite_regime_offense_component,EFA,0.3333333333333333
2023-10-13,composite_regime_offense_component,EWJ,0.3333333333333333
2023-10-13,composite_regime_offense_component,VEA,0.3333333333333333
2023-10-20,composite_regime_offense_component,EFA,0.3333333333333333
2023-10-20,composite_regime_offense_component,EWJ,0.3333333333333333
2023-10-20,composite_regime_offense_component,VEA,0.3333333333333333
2023-10-27,composite_regime_offense_component,EWJ,0.5
2023-10-27,composite_regime_offense_component,VEA,0.5
2023-11-03,composite_regime_offense_component,EWJ,0.5
2023-11-03,composite_regime_offense_component,VEA,0.5
2023-11-10,composite_regime_offense_component,EWJ,0.5
2023-11-10,composite_regime_offense_component,VEA,0.5
2023-11-17,composite_regime_offense_component,EWJ,0.5
2023-11-17,composite_regime_offense_component,VEA,0.5
2023-11-24,composite_regime_offense_component,QQQ,1.0
2023-12-01,composite_regime_offense_component,QQQ,1.0
2023-12-08,composite_regime_offense_component,QQQ,1.0
2023-12-15,composite_regime_offense_component,QQQ,1.0
2023-12-22,composite_regime_offense_component,QQQ,1.0
2023-12-29,composite_regime_offense_component,QQQ,1.0
2024-01-05,composite_regime_offense_component,QQQ,1.0
2024-01-12,composite_regime_offense_component,QQQ,1.0
2024-01-19,composite_regime_offense_component,QQQ,1.0
2024-01-26,composite_regime_offense_component,QQQ,1.0
2024-02-02,composite_regime_offense_component,QQQ,1.0
2024-02-09,composite_regime_offense_component,QQQ,1.0
2024-02-16,composite_regime_offense_component,QQQ,1.0
2024-02-23,composite_regime_offense_component,QQQ,1.0
2024-03-01,composite_regime_offense_component,QQQ,1.0
2024-03-08,composite_regime_offense_component,QQQ,1.0
2024-03-15,composite_regime_offense_component,QQQ,1.0
2024-03-22,composite_regime_offense_component,QQQ,1.0
2024-03-29,composite_regime_offense_component,SPY,1.0
2024-04-05,composite_regime_offense_component,SPY,1.0
2024-04-12,composite_regime_offense_component,SPY,1.0
2024-04-19,composite_regime_offense_component,SPY,1.0
2024-04-26,composite_regime_offense_component,EWJ,0.5
2024-04-26,composite_regime_offense_component,SPY,0.5
2024-05-03,composite_regime_offense_component,EWJ,0.5
2024-05-03,composite_regime_offense_component,SPY,0.5
2024-05-10,composite_regime_offense_component,EWJ,0.5
2024-05-10,composite_regime_offense_component,SPY,0.5
2024-05-17,composite_regime_offense_component,EWJ,0.5
2024-05-17,composite_regime_offense_component,SPY,0.5
2024-05-24,composite_regime_offense_component,EWJ,0.5
2024-05-24,composite_regime_offense_component,SPY,0.5
2024-05-31,composite_regime_offense_component,BIL,1.0
2024-06-07,composite_regime_offense_component,BIL,1.0
2024-06-14,composite_regime_offense_component,BIL,1.0
2024-06-21,composite_regime_offense_component,BIL,1.0
2024-06-28,composite_regime_offense_component,VWO,1.0
2024-07-05,composite_regime_offense_component,VWO,1.0
2024-07-12,composite_regime_offense_component,VWO,1.0
2024-07-19,composite_regime_offense_component,VWO,1.0
2024-07-26,composite_regime_offense_component,BIL,1.0
2024-08-02,composite_regime_offense_component,BIL,1.0
2024-08-09,composite_regime_offense_component,BIL,1.0
2024-08-16,composite_regime_offense_component,BIL,1.0
2024-08-23,composite_regime_offense_component,BIL,1.0
2024-08-30,composite_regime_offense_component,BIL,1.0
2024-09-06,composite_regime_offense_component,BIL,1.0
2024-09-13,composite_regime_offense_component,BIL,1.0
2024-09-20,composite_regime_offense_component,BIL,1.0
2024-09-27,composite_regime_offense_component,VNQ,1.0
2024-10-04,composite_regime_offense_component,VNQ,1.0
2024-10-11,composite_regime_offense_component,VNQ,1.0
2024-10-18,composite_regime_offense_component,VNQ,1.0
2024-10-25,composite_regime_offense_component,VNQ,1.0
2024-11-01,composite_regime_offense_component,VNQ,1.0
2024-11-08,composite_regime_offense_component,VNQ,1.0
2024-11-15,composite_regime_offense_component,VNQ,1.0
2024-11-22,composite_regime_offense_component,VNQ,1.0
2024-11-29,composite_regime_offense_component,VNQ,0.5
2024-11-29,composite_regime_offense_component,VWO,0.5
2024-12-06,composite_regime_offense_component,VNQ,0.5
2024-12-06,composite_regime_offense_component,VWO,0.5
2024-12-13,composite_regime_offense_component,VNQ,0.5
2024-12-13,composite_regime_offense_component,VWO,0.5
2024-12-20,composite_regime_offense_component,VNQ,0.5
2024-12-20,composite_regime_offense_component,VWO,0.5
2024-12-27,composite_regime_offense_component,VNQ,0.5
2024-12-27,composite_regime_offense_component,VWO,0.5
2025-01-03,composite_regime_offense_component,VNQ,0.5
2025-01-03,composite_regime_offense_component,VWO,0.5
2025-01-10,composite_regime_offense_component,VNQ,0.5
2025-01-10,composite_regime_offense_component,VWO,0.5
2025-01-17,composite_regime_offense_component,VNQ,0.5
2025-01-17,composite_regime_offense_component,VWO,0.5
2025-01-24,composite_regime_offense_component,VNQ,0.5
2025-01-24,composite_regime_offense_component,VWO,0.5
2025-01-31,composite_regime_offense_component,VWO,1.0
2025-02-07,composite_regime_offense_component,VWO,1.0
2025-02-14,composite_regime_offense_component,VWO,1.0
2025-02-21,composite_regime_offense_component,VWO,1.0
2025-02-28,composite_regime_offense_component,BIL,1.0
2025-03-07,composite_regime_offense_component,BIL,1.0
2025-03-14,composite_regime_offense_component,BIL,1.0
2025-03-21,composite_regime_offense_component,BIL,1.0
2025-03-28,composite_regime_offense_component,BIL,1.0
2025-04-04,composite_regime_offense_component,BIL,1.0
2025-04-11,composite_regime_offense_component,BIL,1.0
2025-04-18,composite_regime_offense_component,BIL,1.0
2025-04-25,composite_regime_offense_component,VNQ,0.5
2025-04-25,composite_regime_offense_component,VWO,0.5
2025-05-02,composite_regime_offense_component,VNQ,0.5
2025-05-02,composite_regime_offense_component,VWO,0.5
2025-05-09,composite_regime_offense_component,VNQ,0.5
2025-05-09,composite_regime_offense_component,VWO,0.5
2025-05-16,composite_regime_offense_component,VNQ,0.5
2025-05-16,composite_regime_offense_component,VWO,0.5
2025-05-23,composite_regime_offense_component,VNQ,0.5
2025-05-23,composite_regime_offense_component,VWO,0.5
2025-05-30,composite_regime_offense_component,BIL,1.0
2025-06-06,composite_regime_offense_component,BIL,1.0
2025-06-13,composite_regime_offense_component,BIL,1.0
2025-06-20,composite_regime_offense_component,BIL,1.0
2025-06-27,composite_regime_offense_component,VEA,0.5
2025-06-27,composite_regime_offense_component,VWO,0.5
2025-07-04,composite_regime_offense_component,VEA,0.5
2025-07-04,composite_regime_offense_component,VWO,0.5
2025-07-11,composite_regime_offense_component,VEA,0.5
2025-07-11,composite_regime_offense_component,VWO,0.5
2025-07-18,composite_regime_offense_component,VEA,0.5
2025-07-18,composite_regime_offense_component,VWO,0.5
2025-07-25,composite_regime_offense_component,EFA,0.5
2025-07-25,composite_regime_offense_component,VEA,0.5
2025-08-01,composite_regime_offense_component,EFA,0.5
2025-08-01,composite_regime_offense_component,VEA,0.5
2025-08-08,composite_regime_offense_component,EFA,0.5
2025-08-08,composite_regime_offense_component,VEA,0.5
2025-08-15,composite_regime_offense_component,EFA,0.5
2025-08-15,composite_regime_offense_component,VEA,0.5
2025-08-22,composite_regime_offense_component,EFA,0.5
2025-08-22,composite_regime_offense_component,VEA,0.5
2025-08-29,composite_regime_offense_component,VEA,0.5
2025-08-29,composite_regime_offense_component,VWO,0.5
2025-09-05,composite_regime_offense_component,VEA,0.5
2025-09-05,composite_regime_offense_component,VWO,0.5
2025-09-12,composite_regime_offense_component,VEA,0.5
2025-09-12,composite_regime_offense_component,VWO,0.5
2025-09-19,composite_regime_offense_component,VEA,0.5
2025-09-19,composite_regime_offense_component,VWO,0.5
2025-09-26,composite_regime_offense_component,VEA,0.5
2025-09-26,composite_regime_offense_component,VWO,0.5
2025-10-03,composite_regime_offense_component,VEA,0.5
2025-10-03,composite_regime_offense_component,VWO,0.5
2025-10-10,composite_regime_offense_component,VEA,0.5
2025-10-10,composite_regime_offense_component,VWO,0.5
2025-10-17,composite_regime_offense_component,VEA,0.5
2025-10-17,composite_regime_offense_component,VWO,0.5
2025-10-24,composite_regime_offense_component,VEA,0.5
2025-10-24,composite_regime_offense_component,VWO,0.5
2025-10-31,composite_regime_offense_component,VEA,1.0
2025-11-07,composite_regime_offense_component,VEA,1.0
2025-11-14,composite_regime_offense_component,VEA,1.0
2025-11-21,composite_regime_offense_component,VEA,1.0
2025-11-28,composite_regime_offense_component,VEA,1.0
2025-12-05,composite_regime_offense_component,VEA,1.0
2025-12-12,composite_regime_offense_component,VEA,1.0
2025-12-19,composite_regime_offense_component,VEA,1.0
2025-12-26,composite_regime_offense_component,VEA,0.5
2025-12-26,composite_regime_offense_component,VWO,0.5
2026-01-02,composite_regime_offense_component,VEA,0.5
2026-01-02,composite_regime_offense_component,VWO,0.5
2026-01-09,composite_regime_offense_component,VEA,0.5
2026-01-09,composite_regime_offense_component,VWO,0.5
2026-01-16,composite_regime_offense_component,VEA,0.5
2026-01-16,composite_regime_offense_component,VWO,0.5
2026-01-23,composite_regime_offense_component,VEA,0.5
2026-01-23,composite_regime_offense_component,VWO,0.5
2026-01-30,composite_regime_offense_component,EWJ,0.5
2026-01-30,composite_regime_offense_component,VEA,0.5
2026-02-06,composite_regime_offense_component,EWJ,0.5
2026-02-06,composite_regime_offense_component,VEA,0.5
2026-02-13,composite_regime_offense_component,EWJ,0.5
2026-02-13,composite_regime_offense_component,VEA,0.5
2026-02-20,composite_regime_offense_component,EWJ,0.5
2026-02-20,composite_regime_offense_component,VEA,0.5
2026-02-27,composite_regime_offense_component,VEA,1.0
2026-03-06,composite_regime_offense_component,VEA,1.0
2026-03-13,composite_regime_offense_component,VEA,1.0
2026-03-20,composite_regime_offense_component,VEA,1.0
2026-03-27,composite_regime_offense_component,EFA,0.5
2026-03-27,composite_regime_offense_component,VEA,0.5
2026-04-03,composite_regime_offense_component,EFA,0.5
2026-04-03,composite_regime_offense_component,VEA,0.5
2026-04-10,composite_regime_offense_component,EFA,0.5
2026-04-10,composite_regime_offense_component,VEA,0.5
2005-01-07,composite_regime_defense_component,BIL,1.0
2005-01-14,composite_regime_defense_component,BIL,1.0
2005-01-21,composite_regime_defense_component,BIL,1.0
2005-01-28,composite_regime_defense_component,BIL,1.0
2005-02-04,composite_regime_defense_component,BIL,1.0
2005-02-11,composite_regime_defense_component,BIL,1.0
2005-02-18,composite_regime_defense_component,BIL,1.0
2005-02-25,composite_regime_defense_component,GLD,0.3333333333333333
2005-02-25,composite_regime_defense_component,LQD,0.3333333333333333
2005-02-25,composite_regime_defense_component,TLT,0.3333333333333333
2005-03-04,composite_regime_defense_component,GLD,0.3333333333333333
2005-03-04,composite_regime_defense_component,LQD,0.3333333333333333
2005-03-04,composite_regime_defense_component,TLT,0.3333333333333333
2005-03-11,composite_regime_defense_component,GLD,0.3333333333333333
2005-03-11,composite_regime_defense_component,LQD,0.3333333333333333
2005-03-11,composite_regime_defense_component,TLT,0.3333333333333333
2005-03-18,composite_regime_defense_component,GLD,0.3333333333333333
2005-03-18,composite_regime_defense_component,LQD,0.3333333333333333
2005-03-18,composite_regime_defense_component,TLT,0.3333333333333333
2005-03-25,composite_regime_defense_component,LQD,0.5
2005-03-25,composite_regime_defense_component,TLT,0.5
2005-04-01,composite_regime_defense_component,LQD,0.5
2005-04-01,composite_regime_defense_component,TLT,0.5
2005-04-08,composite_regime_defense_component,LQD,0.5
2005-04-08,composite_regime_defense_component,TLT,0.5
2005-04-15,composite_regime_defense_component,LQD,0.5
2005-04-15,composite_regime_defense_component,TLT,0.5
2005-04-22,composite_regime_defense_component,LQD,0.5
2005-04-22,composite_regime_defense_component,TLT,0.5
2005-04-29,composite_regime_defense_component,GLD,0.3333333333333333
2005-04-29,composite_regime_defense_component,LQD,0.3333333333333333
2005-04-29,composite_regime_defense_component,TLT,0.3333333333333333
2005-05-06,composite_regime_defense_component,GLD,0.3333333333333333
2005-05-06,composite_regime_defense_component,LQD,0.3333333333333333
2005-05-06,composite_regime_defense_component,TLT,0.3333333333333333
2005-05-13,composite_regime_defense_component,GLD,0.3333333333333333
2005-05-13,composite_regime_defense_component,LQD,0.3333333333333333
2005-05-13,composite_regime_defense_component,TLT,0.3333333333333333
2005-05-20,composite_regime_defense_component,GLD,0.3333333333333333
2005-05-20,composite_regime_defense_component,LQD,0.3333333333333333
2005-05-20,composite_regime_defense_component,TLT,0.3333333333333333
2005-05-27,composite_regime_defense_component,GLD,0.3333333333333333
2005-05-27,composite_regime_defense_component,LQD,0.3333333333333333
2005-05-27,composite_regime_defense_component,TLT,0.3333333333333333
2005-06-03,composite_regime_defense_component,GLD,0.3333333333333333
2005-06-03,composite_regime_defense_component,LQD,0.3333333333333333
2005-06-03,composite_regime_defense_component,TLT,0.3333333333333333
2005-06-10,composite_regime_defense_component,GLD,0.3333333333333333
2005-06-10,composite_regime_defense_component,LQD,0.3333333333333333
2005-06-10,composite_regime_defense_component,TLT,0.3333333333333333
2005-06-17,composite_regime_defense_component,GLD,0.3333333333333333
2005-06-17,composite_regime_defense_component,LQD,0.3333333333333333
2005-06-17,composite_regime_defense_component,TLT,0.3333333333333333
2005-06-24,composite_regime_defense_component,GLD,0.3333333333333333
2005-06-24,composite_regime_defense_component,LQD,0.3333333333333333
2005-06-24,composite_regime_defense_component,TLT,0.3333333333333333
2005-07-01,composite_regime_defense_component,GLD,0.3333333333333333
2005-07-01,composite_regime_defense_component,LQD,0.3333333333333333
2005-07-01,composite_regime_defense_component,TLT,0.3333333333333333
2005-07-08,composite_regime_defense_component,GLD,0.3333333333333333
2005-07-08,composite_regime_defense_component,LQD,0.3333333333333333
2005-07-08,composite_regime_defense_component,TLT,0.3333333333333333
2005-07-15,composite_regime_defense_component,GLD,0.3333333333333333
2005-07-15,composite_regime_defense_component,LQD,0.3333333333333333
2005-07-15,composite_regime_defense_component,TLT,0.3333333333333333
2005-07-22,composite_regime_defense_component,GLD,0.3333333333333333
2005-07-22,composite_regime_defense_component,LQD,0.3333333333333333
2005-07-22,composite_regime_defense_component,TLT,0.3333333333333333
2005-07-29,composite_regime_defense_component,GLD,0.3333333333333333
2005-07-29,composite_regime_defense_component,LQD,0.3333333333333333
2005-07-29,composite_regime_defense_component,TLT,0.3333333333333333
2005-08-05,composite_regime_defense_component,GLD,0.3333333333333333
2005-08-05,composite_regime_defense_component,LQD,0.3333333333333333
2005-08-05,composite_regime_defense_component,TLT,0.3333333333333333
2005-08-12,composite_regime_defense_component,GLD,0.3333333333333333
2005-08-12,composite_regime_defense_component,LQD,0.3333333333333333
2005-08-12,composite_regime_defense_component,TLT,0.3333333333333333
2005-08-19,composite_regime_defense_component,GLD,0.3333333333333333
2005-08-19,composite_regime_defense_component,LQD,0.3333333333333333
2005-08-19,composite_regime_defense_component,TLT,0.3333333333333333
