version,market_state,ETF,role_classification,avg_contribution
improved_phase2b_regime_confidence_boost,neutral_mixed,LQD,defense,0.09299172385767288
improved_phase2b_regime_confidence_boost,neutral_mixed,PDBC,commodity,0.08111231596449789
improved_phase2b_regime_confidence_boost,neutral_mixed,QQQ,offense,0.03651400146735071
improved_phase2b_regime_confidence_boost,neutral_mixed,SPY,offense,0.09585347959052781
improved_phase2b_regime_confidence_boost,neutral_mixed,TLT,defense,0.12117698979231155
improved_phase2b_regime_confidence_boost,neutral_mixed,VEA,offense,0.059365134113094985
improved_phase2b_regime_confidence_boost,neutral_mixed,VNQ,offense,0.12058087520508386
improved_phase2b_regime_confidence_boost,neutral_mixed,VWO,offense,0.06815174014033333
improved_phase2b_regime_confidence_boost,recovery_confirmed,BIL,cash,0.13487310073975747
improved_phase2b_regime_confidence_boost,recovery_confirmed,DBA,commodity,0.07552752737169922
improved_phase2b_regime_confidence_boost,recovery_confirmed,EFA,offense,0.054444159605403476
improved_phase2b_regime_confidence_boost,recovery_confirmed,EWJ,offense,0.014783648999414626
improved_phase2b_regime_confidence_boost,recovery_confirmed,GLD,commodity,0.15886394483920688
improved_phase2b_regime_confidence_boost,recovery_confirmed,HYG,defense,0.10697526870579249
improved_phase2b_regime_confidence_boost,recovery_confirmed,IWM,offense,0.010660593637820893
improved_phase2b_regime_confidence_boost,recovery_confirmed,LQD,defense,0.11006757137184127
improved_phase2b_regime_confidence_boost,recovery_confirmed,PDBC,commodity,0.045622652320659665
improved_phase2b_regime_confidence_boost,recovery_confirmed,QQQ,offense,0.04140507017880961
improved_phase2b_regime_confidence_boost,recovery_confirmed,SPY,offense,0.05956006771272779
improved_phase2b_regime_confidence_boost,recovery_confirmed,TLT,defense,0.1549644945376821
improved_phase2b_regime_confidence_boost,recovery_confirmed,VEA,offense,0.05500356805034051
improved_phase2b_regime_confidence_boost,recovery_confirmed,VNQ,offense,0.1326790326946867
improved_phase2b_regime_confidence_boost,recovery_confirmed,VWO,offense,0.08677466312992155
improved_phase2b_regime_confidence_boost,recovery_fragile,BIL,cash,0.21821790033286725
improved_phase2b_regime_confidence_boost,recovery_fragile,DBA,commodity,0.03468335628782398
improved_phase2b_regime_confidence_boost,recovery_fragile,EFA,offense,0.07735826685356208
improved_phase2b_regime_confidence_boost,recovery_fragile,EWJ,offense,0.021027452727573094
improved_phase2b_regime_confidence_boost,recovery_fragile,GLD,commodity,0.13731432372047234
improved_phase2b_regime_confidence_boost,recovery_fragile,HYG,defense,0.11821679151722363
improved_phase2b_regime_confidence_boost,recovery_fragile,IWM,offense,0.02735539306791112
improved_phase2b_regime_confidence_boost,recovery_fragile,LQD,defense,0.10624077520636954
improved_phase2b_regime_confidence_boost,recovery_fragile,PDBC,commodity,0.11233112642654494
improved_phase2b_regime_confidence_boost,recovery_fragile,QQQ,offense,0.052378333230191455
improved_phase2b_regime_confidence_boost,recovery_fragile,SPY,offense,0.07269687920473919
improved_phase2b_regime_confidence_boost,recovery_fragile,TLT,defense,0.135352876194672
improved_phase2b_regime_confidence_boost,recovery_fragile,VEA,offense,0.034424542403908284
improved_phase2b_regime_confidence_boost,recovery_fragile,VNQ,offense,0.12149321483797589
improved_phase2b_regime_confidence_boost,recovery_fragile,VWO,offense,0.04880065494704085
improved_phase2b_regime_confidence_boost,stressed_panic,BIL,cash,0.612765360925324
improved_phase2b_regime_confidence_boost,stressed_panic,DBA,commodity,0.026609153166827146
improved_phase2b_regime_confidence_boost,stressed_panic,EFA,offense,0.04690777924273995
improved_phase2b_regime_confidence_boost,stressed_panic,EWJ,offense,0.015548093343506172
improved_phase2b_regime_confidence_boost,stressed_panic,GLD,commodity,0.07118150018033564
improved_phase2b_regime_confidence_boost,stressed_panic,HYG,defense,0.05619130439352121
improved_phase2b_regime_confidence_boost,stressed_panic,IWM,offense,0.01357795214823385
improved_phase2b_regime_confidence_boost,stressed_panic,LQD,defense,0.052935944558464856
improved_phase2b_regime_confidence_boost,stressed_panic,PDBC,commodity,0.07085967355409538
improved_phase2b_regime_confidence_boost,stressed_panic,QQQ,offense,0.019697197062415774
improved_phase2b_regime_confidence_boost,stressed_panic,SPY,offense,0.04851198337351531
improved_phase2b_regime_confidence_boost,stressed_panic,TLT,defense,0.09160615247485146
improved_phase2b_regime_confidence_boost,stressed_panic,VEA,offense,0.022518572452789504
improved_phase2b_regime_confidence_boost,stressed_panic,VNQ,offense,0.06307551024813386
improved_phase2b_regime_confidence_boost,stressed_panic,VWO,offense,0.051521587134632535
improved_phaseggg_confirmed_only_robust_offense,calm_trend,BIL,cash,0.2584563907034772
improved_phaseggg_confirmed_only_robust_offense,calm_trend,DBA,commodity,0.051113863146548116
improved_phaseggg_confirmed_only_robust_offense,calm_trend,EFA,offense,0.08694639217917004
improved_phaseggg_confirmed_only_robust_offense,calm_trend,EWJ,offense,0.022208595058785308
improved_phaseggg_confirmed_only_robust_offense,calm_trend,GLD,commodity,0.1588664150473043
improved_phaseggg_confirmed_only_robust_offense,calm_trend,HYG,defense,0.17630831629413446
improved_phaseggg_confirmed_only_robust_offense,calm_trend,IWM,offense,0.018908882659299558
improved_phaseggg_confirmed_only_robust_offense,calm_trend,LQD,defense,0.11235017581673173
improved_phaseggg_confirmed_only_robust_offense,calm_trend,PDBC,commodity,0.07355243964749437
improved_phaseggg_confirmed_only_robust_offense,calm_trend,QQQ,offense,0.024895599434871865
improved_phaseggg_confirmed_only_robust_offense,calm_trend,SPY,offense,0.08205028261608222
improved_phaseggg_confirmed_only_robust_offense,calm_trend,TLT,defense,0.10396747842735239
improved_phaseggg_confirmed_only_robust_offense,calm_trend,VEA,offense,0.0430585339396306
improved_phaseggg_confirmed_only_robust_offense,calm_trend,VNQ,offense,0.11825326317772349
improved_phaseggg_confirmed_only_robust_offense,calm_trend,VWO,offense,0.07574485474263176
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,BIL,cash,0.2794256570615849
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,DBA,commodity,0.056500410297224614
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,EFA,offense,0.07523229163204119
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,EWJ,offense,0.0309340790187707
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,GLD,commodity,0.17141640839553912
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,HYG,defense,0.13385482424631423
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,IWM,offense,0.02721569999540837
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,LQD,defense,0.10569400749983962
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,PDBC,commodity,0.06521752199585375
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,QQQ,offense,0.04128346960917368
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,SPY,offense,0.08134979803191249
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,TLT,defense,0.12845478135024324
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,VEA,offense,0.0639110852491774
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,VNQ,offense,0.11982628985044359
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,VWO,offense,0.06433650937697181
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,BIL,cash,0.1103112870348133
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,DBA,commodity,0.042613076235675576
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,EFA,offense,0.05092567251326221
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,EWJ,offense,0.02006764596813951
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,GLD,commodity,0.16449216487051024
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,HYG,defense,0.0908161482365672
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,IWM,offense,0.013066649748564153
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,LQD,defense,0.10407214939772405
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,PDBC,commodity,0.02524766467890081
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,QQQ,offense,0.06314904278589456
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,SPY,offense,0.056634135304291906
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,TLT,defense,0.133111527649552
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,VEA,offense,0.10758988709557207
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,VNQ,offense,0.18446372857744994
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,VWO,offense,0.09305138868830667
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,BIL,cash,0.17946397522949523
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,DBA,commodity,0.03394361187180244
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,EFA,offense,0.07505468971124374
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,EWJ,offense,0.0189969310244227
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,GLD,commodity,0.15264470196061491
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,HYG,defense,0.1421766742362492
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,IWM,offense,0.02584825853482603
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,LQD,defense,0.12318898383722517
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,PDBC,commodity,0.09578546232945218
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,QQQ,offense,0.06578524676013454
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,SPY,offense,0.06325541587898087
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,TLT,defense,0.14555967687455978
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,VEA,offense,0.028265109905847168
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,VNQ,offense,0.1116487094137649
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,VWO,offense,0.057030564146878814
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,BIL,cash,0.5412431291268931
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,DBA,commodity,0.034199318187584274
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,EFA,offense,0.03910834971559901
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,EWJ,offense,0.016064376745940082
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,GLD,commodity,0.09473436170228733
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,HYG,defense,0.08294192047828944
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,IWM,offense,0.01242370533697707
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,LQD,defense,0.07656639728666674
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,PDBC,commodity,0.0726477597310018
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,QQQ,offense,0.020825969277751526
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,SPY,offense,0.04434768452329714
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,TLT,defense,0.11066554949671502
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,VEA,offense,0.028813465449434764
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,VNQ,offense,0.058985704378698246
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,VWO,offense,0.04092608353319474
