Date,composite_regime_offense_component,composite_regime_defense_component,composite_regime_cash_component
2005-01-07,0.0,0.0,0.0
2005-01-14,0.0,0.0,0.0
2005-01-21,0.0,0.0,0.0
2005-01-28,0.0,0.0,0.0
2005-02-04,0.0,0.0,0.0
2005-02-11,0.0,0.0,0.0
2005-02-18,0.0,0.0,0.0
2005-02-25,-0.004662537877995801,-0.004447821537564699,0.0
2005-03-04,-0.0093713745954825,-0.0036309842570867324,0.0
2005-03-11,-0.01791631170564,-0.0051773170078524,0.0
2005-03-18,-0.0065947471070791,-0.0146862366991978,0.0
2005-03-25,-0.0019323561702789,0.010600036365898183,0.0
2005-04-01,0.0120820398163622,-0.0047172422464663005,0.0
2005-04-08,-0.0532490942419386,0.0169240271670394,0.0
2005-04-15,0.0100248252089497,0.0042633125223036,0.0
2005-04-22,-0.0031399918568225,0.0083947056788973,0.0
2005-04-29,-0.0003588664585437,-0.012723083771563198,0.0
2005-05-06,0.0072596575774631,0.0016889061015390667,0.0
2005-05-13,0.0384894786501972,0.00017196230554303348,0.0
2005-05-20,-0.0232361897283739,0.005525391701455032,0.0
2005-05-27,0.0185272881149358,0.011744702848186265,0.0
2005-06-03,0.0190484954838958,0.0010758100604097666,0.0
2005-06-10,0.0272408906904506,0.004328737443935534,0.0
2005-06-17,-0.0164929649893286,0.0133969539440175,0.0
2005-06-24,0.0155598494088662,-0.012964178967661631,0.0
2005-07-01,0.027982956573222,-0.0056041517031506,0.0
2005-07-08,-0.0065923026599317,-0.005376743943322333,0.0
2005-07-15,0.0126515449802197,0.001843611258007,0.0
2005-07-22,0.0264232079264946,0.0014413238574702667,0.0
2005-07-29,-0.0482099765094965,0.0008363535557656997,0.0
2005-08-05,-0.0100616517097359,0.014618258968911266,0.0
2005-08-12,-0.0030391712846954,-0.004909745595019034,0.0
2005-08-19,-0.0005067503591716,0.0036926467425636663,0.0
2005-08-26,0.0267035282505181,0.010491566933140366,0.0
2005-09-02,0.0176302643292403,-0.0013257342907922,0.0
2005-09-09,-0.0089394506431538,-0.0027775541926960984,0.0
2005-09-16,-0.0316800469702128,0.005899317784988366,0.0
2005-09-23,0.0299896625888326,0.00022533166189086682,0.0
2005-09-30,-0.0474255569367397,0.004366790506302562,0.0
2005-10-07,-0.0123921996429796,-0.013275327572638133,0.0
2005-10-14,0.0008777288294988,0.004561511378252033,0.0
2005-10-21,0.0246108936693859,-0.005369747624486633,0.0
2005-10-28,-0.0167463677553096,-0.018182637144112498,0.0
2005-11-04,0.0405994664235897,0.017051565113393733,0.0
2005-11-11,0.0129546458556154,0.014528188271761167,0.0
2005-11-18,0.0254166600328034,0.009732087082438265,0.0
2005-11-25,-0.0069413526473435,0.0020886892844553663,0.0
2005-12-02,-0.0021077138760171,0.0131510662770505,0.0
2005-12-09,0.00340335419013,-0.008343317077639432,0.0
2005-12-16,0.0032302652849523,0.005393104213293433,0.0
2005-12-23,-0.0137235068532377,0.011685523616622,0.0
2005-12-30,-0.002,0.0144720075447058,0.0
2006-01-06,0.0,0.012275976655624634,0.0
2006-01-13,0.0,-5.7232188833566565e-05,0.0
2006-01-20,0.0,-0.006049007830043599,0.0
2006-01-27,-0.0198176489920764,0.005960649538744468,0.0
2006-02-03,0.0029257766713449,-0.012642225724889235,0.0
2006-02-10,0.0169902324361767,0.005352382389212234,0.0
2006-02-17,0.0046478128054557,0.004651643793044467,0.0
2006-02-24,-0.0134005885260085,0.00015485324873988312,0.0
2006-03-03,0.0061503562768745,-0.02367104267095145,0.0
2006-03-10,0.026068259746357902,0.0158926742377427,0.0
