component,market_state,avg_offense_exposure,avg_defense_exposure,avg_cash_exposure,avg_commodity_exposure,avg_SPY_exposure,avg_BIL_exposure,corr_SPY,corr_BIL,corr_TLT,corr_GLD,corr_LQD,corr_HYG
composite_regime_offense_component,calm_trend,0.830225988700565,0.0,0.020338983050847456,0.14943502824858756,0.0731638418079096,0.020338983050847456,0.6937740697144734,-0.08029738912082413,-0.1280837402490011,0.2457298242258445,0.2872601795815136,0.5451254413784732
composite_regime_offense_component,neutral_mixed,0.7986815415821501,0.0,0.07505070993914807,0.1262677484787018,0.09060175794455713,0.07505070993914807,0.6937740697144734,-0.08029738912082413,-0.1280837402490011,0.2457298242258445,0.2872601795815136,0.5451254413784732
composite_regime_offense_component,recovery_confirmed,0.9090909090909091,0.0,0.09090909090909091,0.0,0.041666666666666664,0.09090909090909091,0.6937740697144734,-0.08029738912082413,-0.1280837402490011,0.2457298242258445,0.2872601795815136,0.5451254413784732
composite_regime_offense_component,recovery_fragile,0.6802721088435375,0.0,0.1836734693877551,0.13605442176870747,0.057823129251700675,0.1836734693877551,0.6937740697144734,-0.08029738912082413,-0.1280837402490011,0.2457298242258445,0.2872601795815136,0.5451254413784732
composite_regime_offense_component,stressed_panic,0.425764192139738,0.0,0.13973799126637554,0.4344978165938865,0.07605531295487628,0.13973799126637554,0.6937740697144734,-0.08029738912082413,-0.1280837402490011,0.2457298242258445,0.2872601795815136,0.5451254413784732
composite_regime_defense_component,calm_trend,0.0,0.5898305084745763,0.19661016949152543,0.2135593220338983,0.0,0.19661016949152543,0.2909834521991812,0.0266247389714254,0.4644335842862171,0.5137940986581682,0.6154138799913005,0.46862565004883605
composite_regime_defense_component,neutral_mixed,0.0,0.6430020283975659,0.0872210953346856,0.2697768762677485,0.0,0.0872210953346856,0.2909834521991812,0.0266247389714254,0.4644335842862171,0.5137940986581682,0.6154138799913005,0.46862565004883605
composite_regime_defense_component,recovery_confirmed,0.0,0.6477272727272727,0.0,0.3522727272727273,0.0,0.0,0.2909834521991812,0.0266247389714254,0.4644335842862171,0.5137940986581682,0.6154138799913005,0.46862565004883605
composite_regime_defense_component,recovery_fragile,0.0,0.7465986394557822,0.0,0.2534013605442177,0.0,0.0,0.2909834521991812,0.0266247389714254,0.4644335842862171,0.5137940986581682,0.6154138799913005,0.46862565004883605
composite_regime_defense_component,stressed_panic,0.0,0.7860262008733624,0.004366812227074236,0.20960698689956336,0.0,0.004366812227074236,0.2909834521991812,0.0266247389714254,0.4644335842862171,0.5137940986581682,0.6154138799913005,0.46862565004883605
composite_regime_cash_component,calm_trend,0.0,0.0,1.0,0.0,0.0,1.0,-0.1704068359083238,1.0,0.057575872574726426,0.053155323355085264,-0.05807365735560338,-0.1178022735913444
composite_regime_cash_component,neutral_mixed,0.0,0.0,1.0,0.0,0.0,1.0,-0.1704068359083238,1.0,0.057575872574726426,0.053155323355085264,-0.05807365735560338,-0.1178022735913444
composite_regime_cash_component,recovery_confirmed,0.0,0.0,1.0,0.0,0.0,1.0,-0.1704068359083238,1.0,0.057575872574726426,0.053155323355085264,-0.05807365735560338,-0.1178022735913444
composite_regime_cash_component,recovery_fragile,0.0,0.0,1.0,0.0,0.0,1.0,-0.1704068359083238,1.0,0.057575872574726426,0.053155323355085264,-0.05807365735560338,-0.1178022735913444
composite_regime_cash_component,stressed_panic,0.0,0.0,1.0,0.0,0.0,1.0,-0.1704068359083238,1.0,0.057575872574726426,0.053155323355085264,-0.05807365735560338,-0.1178022735913444
