date,sleeve,ticker,weight
2012-11-30,Top3_Strict_Leadership,XLV,0.3333333333333333
2012-11-30,Top3_Strict_Leadership,XLY,0.3333333333333333
2012-12-07,Top3_Strict_Leadership,XLF,0.3333333333333333
2012-12-07,Top3_Strict_Leadership,XLV,0.3333333333333333
2012-12-07,Top3_Strict_Leadership,XLY,0.3333333333333333
2012-12-14,Top3_Strict_Leadership,BIL,1.0
2012-12-21,Top3_Strict_Leadership,XLE,0.3333333333333333
2012-12-21,Top3_Strict_Leadership,XLF,0.3333333333333333
2012-12-21,Top3_Strict_Leadership,XLI,0.3333333333333333
2012-12-28,Top3_Strict_Leadership,XLF,0.3333333333333333
2012-12-28,Top3_Strict_Leadership,XLI,0.3333333333333333
2012-12-28,Top3_Strict_Leadership,XLY,0.3333333333333333
2013-01-04,Top3_Strict_Leadership,XLB,0.3333333333333333
2013-01-04,Top3_Strict_Leadership,XLF,0.3333333333333333
2013-01-04,Top3_Strict_Leadership,XLI,0.3333333333333333
2013-01-11,Top3_Strict_Leadership,XLB,0.3333333333333333
2013-01-11,Top3_Strict_Leadership,XLF,0.3333333333333333
2013-01-11,Top3_Strict_Leadership,XLI,0.3333333333333333
2013-01-18,Top3_Strict_Leadership,XLF,0.3333333333333333
2013-01-18,Top3_Strict_Leadership,XLI,0.3333333333333333
2013-01-18,Top3_Strict_Leadership,XLY,0.3333333333333333
