portfolio,signal,active_weeks,signal_active_ann_return,signal_inactive_ann_return,signal_active_delta_vs_ggg1,signal_active_delta_vs_phase4_best
improved_phase4b_refined_sector_small_overlay,high_quality_or_score_high,572,0.07014234607005831,0.07652036123259798,0.0006086265547007308,0.0002767881849334852
improved_phase4b_refined_sector_20pct,high_quality_or_score_high,572,0.07241366950560368,0.08314867718812136,0.0028799499902461,0.0025481116204788545
improved_phase4b_refined_sector_25pct_selective,high_quality_or_score_high,572,0.07167447193021492,0.07402706401832071,0.0021407524148573387,0.0018089140450900931
improved_phase4b_sector_phase3_hybrid,high_quality_or_score_high,572,0.07257108118470912,0.07176469442908151,0.003037361669351535,0.0027055232995842893
improved_phase4b_return_unlock_stretch,high_quality_or_score_high,572,0.07185304377692203,0.07508866721746887,0.0023193242615644483,0.0019874858917972027
