portfolio,classification,reason,full_ann_return,full_sharpe,full_max_drawdown,holdout_2020_return,holdout_2020_sharpe,holdout_2021_return,holdout_2021_sharpe,bear_2022_return,beats_ggg1,beats_phase2_best,beats_phase3_best,beats_phase4_best,sector_active_good,refined_sleeve_validation_positive
improved_phase4b_refined_sector_small_overlay,KEEP_AS_AGGRESSIVE_SHADOW,credible refinement over Phase 4 best but not production-challenger strength,0.0732289394370984,0.9463687722941518,-0.13125816949448776,0.09052103199877148,1.002415682231227,0.09912881792233663,1.2965044645421278,-0.018658623232003957,True,True,True,True,True,True
improved_phase4b_refined_sector_20pct,KEEP_AS_AGGRESSIVE_SHADOW,credible refinement over Phase 4 best but not production-challenger strength,0.07760341098837564,0.9586060560290471,-0.13772498616470275,0.09564271565747173,1.011696951974959,0.10709868472575601,1.3025733067691587,-0.015240925469662492,True,True,True,True,True,True
improved_phase4b_refined_sector_25pct_selective,KEEP_AS_RESEARCH_ONLY,partial refined-sector evidence but weak aggregate improvement,0.07281409303887187,0.911907880527954,-0.13833607400348336,0.08906531734477419,0.9205366293736422,0.09818811368378544,1.1907228570781816,-0.01881491858218287,True,False,True,False,True,True
improved_phase4b_sector_phase3_hybrid,KEEP_AS_RESEARCH_ONLY,partial refined-sector evidence but weak aggregate improvement,0.07218016213385092,0.95314116075336,-0.12438730493510086,0.09640932857027051,1.0687716890003556,0.10258294422715042,1.3154861016303387,-0.01776956959940723,False,True,False,True,True,True
improved_phase4b_return_unlock_stretch,KEEP_AS_RESEARCH_ONLY,partial refined-sector evidence but weak aggregate improvement,0.07342008297599478,0.9148384864720278,-0.14057331593693878,0.0893034134769779,0.9173947416725797,0.09881748109418043,1.1946614288558943,-0.018952393569305448,True,False,True,False,True,True
