cik10,company_name,trailing_1y_cagr,trailing_1y_cagr_change,trailing_1y_sharpe,trailing_1y_drawdown,full_cagr
0001361113,VARONIS SYSTEMS INC,0.9006373327524912,-0.1578069328126286,2.3645118244736443,-0.15495024654405198,0.35314901327717485
0001327567,PALO ALTO NETWORKS INC,0.9258883439430874,-0.13255592162203245,2.4119696249866704,-0.15238146211521952,0.37190009246614086
0001713683,"ZSCALER, INC.",0.9407961912117309,-0.11764807435338898,2.459487822190903,-0.13579402354958747,0.37625684028284656
0001393052,VEEVA SYSTEMS INC,0.9590138678288833,-0.09943039773623652,2.4895042055072434,-0.13715112274398555,0.3629471140156473
0001107843,"QUALYS, INC.",0.9639493674607122,-0.09449489810440759,2.511377299885703,-0.13112816768441637,0.3735550527953453
0000851310,HARMONIC INC.,0.9761289617053575,-0.08231530385976238,2.5172235944538732,-0.1335836862234132,0.3759511363581691
0001104485,"NORTHERN OIL & GAS, INC.",1.041387859252942,-0.017056406312177863,2.678439951071641,-0.10467386611950147,0.38370866544132287
0001031308,BENTLEY SYSTEMS INC,1.0476806624231623,-0.010763603141957567,2.6864840683865134,-0.10508785586944247,0.3898173703901908
0001792849,"HIGHPEAK ENERGY, INC.",1.0539059254834315,-0.004538340081688297,2.7004542581276345,-0.10166424287748521,0.389415295332024
0000033213,EQT CORP,1.0584442655651185,-1.3322676295501878e-15,2.708814352486077,-0.10106282310488057,0.3911776227621466
0001615165,"VERITONE, INC.",1.058444265565119,-8.881784197001252e-16,2.708814352486077,-0.10106282310488068,0.37797293011438504
0001475115,"EVENTBRITE, INC.",1.0584442655651194,-4.440892098500626e-16,2.708814352486079,-0.10106282310488035,0.3790090855891155
0001621434,"BLACK STONE MINERALS, L.P.",1.0584442655651194,-4.440892098500626e-16,2.708814352486078,-0.10106282310488035,0.3920077379744862
0001171486,NATURAL RESOURCE PARTNERS LP,1.0584442655651194,-4.440892098500626e-16,2.7088143524860775,-0.10106282310488046,0.3903241567266693
0000874499,GULFPORT ENERGY CORP,1.0584442655651194,-4.440892098500626e-16,2.708814352486078,-0.10106282310488046,0.3899949958102127
0001013857,PEGASYSTEMS INC,1.0584442655651194,-4.440892098500626e-16,2.7088143524860775,-0.10106282310488046,0.3919346949614295
0001070412,CNX RESOURCES CORP,1.0584442655651194,-4.440892098500626e-16,2.708814352486077,-0.10106282310488057,0.3923303970740377
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.0584442655651198,0.0,2.7088143524860797,-0.10106282310488035,0.36532401913285084
0000785786,PLEXUS CORP,1.0584442655651198,0.0,2.7088143524860797,-0.10106282310488035,0.39187303967835296
0001819974,"SKYWATER TECHNOLOGY, INC",1.0584442655651198,0.0,2.7088143524860797,-0.10106282310488035,0.39187303967835296
0001855747,"BLEND LABS, INC.",1.0584442655651198,0.0,2.7088143524860797,-0.10106282310488035,0.39187303967835296
0001528129,"VITAL ENERGY, INC.",1.0584442655651198,0.0,2.7088143524860797,-0.10106282310488035,0.39187303967835296
0001520006,MATADOR RESOURCES CO,1.0584442655651198,0.0,2.7088143524860806,-0.10106282310488024,0.3918730396783532
0001493761,TURTLE BEACH CORP,1.0584442655651203,4.440892098500626e-16,2.7088143524860793,-0.10106282310488035,0.3835598470105035
0001114995,IMPINJ INC,1.0584442655651207,8.881784197001252e-16,2.7088143524860824,-0.10106282310488024,0.3846936216031387
0000917273,RAMBUS INC,1.0682126261541072,0.009768360588987335,2.7381446657419892,-0.09427904245618934,0.3944420183273354
