signal_name,evaluation_type,horizon_weeks,mean_ic,ic_std,ic_tstat,ic_tstat_nw,hit_rate,mean_coverage,median_coverage,n_dates
tsmom_vol_scaled,cross_sectional,1,0.022463847822744323,0.35558173966901296,2.0529418928851304,2.0578615120019945,0.5227272727272727,33.70738636363637,35.0,1056
tsmom_vol_scaled,cross_sectional,2,0.022535951295069728,0.36163179002747936,2.0241165884764833,1.5136435261503365,0.5260663507109005,33.70616113744076,35.0,1055
tsmom_vol_scaled,cross_sectional,4,0.01294089707963224,0.3621658886062482,1.1595007286746477,0.6501242602473215,0.5213675213675214,33.7037037037037,35.0,1053
tsmom_vol_scaled,cross_sectional,8,0.013065350668810509,0.36101598790754097,1.1721478064811999,0.5409944833200837,0.5052430886558628,33.69876072449952,35.0,1049
tsmom_vol_scaled,cross_sectional,12,0.009256429550334238,0.36170853134051595,0.8272616523120464,0.3639534807334329,0.5033492822966508,33.69377990430622,35.0,1045
xsmom_global,cross_sectional,1,0.050092053638893956,0.41242474183715355,3.946899652205092,4.11909470437788,0.5473484848484849,33.70738636363637,35.0,1056
xsmom_global,cross_sectional,2,0.05792453587788244,0.4082500810312169,4.6085309968225205,3.5982340173337013,0.5687203791469194,33.70616113744076,35.0,1055
xsmom_global,cross_sectional,4,0.05384094316027254,0.405799241956753,4.305420885284798,2.5255256863728506,0.5660018993352327,33.7037037037037,35.0,1053
xsmom_global,cross_sectional,8,0.0526163991177101,0.4028044752996823,4.23072288980303,2.0009008352539843,0.550047664442326,33.69876072449952,35.0,1049
xsmom_global,cross_sectional,12,0.05352332747429839,0.4036592593617901,4.286337179644396,1.9180647305642138,0.5464114832535886,33.69377990430622,35.0,1045
xsmom_asset_class_neutral,cross_sectional,1,0.0220898339428191,0.27215899497076484,2.637556172968242,2.625352559509909,0.5464015151515151,31.810606060606062,33.0,1056
xsmom_asset_class_neutral,cross_sectional,2,0.02495310672299483,0.27421939682456303,2.9556478075188712,2.235658730492454,0.5374407582938389,31.809478672985783,33.0,1055
xsmom_asset_class_neutral,cross_sectional,4,0.01879055514443794,0.2747390951454563,2.219388508528492,1.2623838473303617,0.5384615384615384,31.80721747388414,33.0,1053
xsmom_asset_class_neutral,cross_sectional,8,0.01507882716051123,0.28134408543460415,1.7358712794112023,0.8005234387013614,0.5262154432793136,31.802669208770258,33.0,1049
xsmom_asset_class_neutral,cross_sectional,12,0.012461585851832517,0.2896637606607193,1.3907122953442965,0.6092716199830587,0.522488038277512,31.798086124401912,33.0,1045
reversal_1w_global,cross_sectional,1,-0.008137745972669747,0.39113650296676944,-0.6922286831212561,-0.7129600811892121,0.4977416440831075,33.766937669376695,35.0,1107
reversal_1w_global,cross_sectional,2,-0.0038649823246061513,0.3835143396963951,-0.33515327587259597,-0.37985908202705265,0.488245931283906,33.765822784810126,35.0,1106
reversal_1w_global,cross_sectional,4,0.009779604113194758,0.38535712079111417,0.843222958795041,0.8540003278308794,0.5108695652173914,33.76358695652174,35.0,1104
reversal_1w_global,cross_sectional,8,-0.006298366187664939,0.38099071260275097,-0.5482894135145628,-0.5770762031587348,0.49818181818181817,33.75909090909091,35.0,1100
reversal_1w_global,cross_sectional,12,-0.004660180693817881,0.3774792124895169,-0.40870974521176506,-0.4215703414206298,0.4927007299270073,33.75456204379562,35.0,1096
reversal_4w_global,cross_sectional,1,0.002877439700731637,0.39366602980262355,0.2428638233701715,0.25710214720848457,0.4963768115942029,33.76358695652174,35.0,1104
reversal_4w_global,cross_sectional,2,0.005530611848467234,0.38417534548307375,0.4781139831186269,0.39336992299987494,0.5013599274705349,33.76246600181324,35.0,1103
reversal_4w_global,cross_sectional,4,-0.005557486027027371,0.3852754248061747,-0.47863089790154895,-0.3320954530609899,0.4895549500454133,33.76021798365122,35.0,1101
reversal_4w_global,cross_sectional,8,0.0038784074120044765,0.3854723658276648,0.33324488536869995,0.21214719814322625,0.4949863263445761,33.755697356426616,35.0,1097
reversal_4w_global,cross_sectional,12,-0.0072121466019914185,0.38357284866696456,-0.6216225623024695,-0.3688866415143554,0.49039341262580055,33.75114364135407,35.0,1093
reversal_1w_asset_class_neutral,cross_sectional,1,-0.00605319120749884,0.24648163869361012,-0.8170970270587878,-0.8215976592992137,0.4932249322493225,31.865401987353206,33.0,1107
reversal_1w_asset_class_neutral,cross_sectional,2,-0.003420551618496176,0.24421112353050153,-0.4658094237217689,-0.46255741493574576,0.4918625678119349,31.864376130198917,33.0,1106
reversal_1w_asset_class_neutral,cross_sectional,4,0.0016837469221261151,0.24546481705299303,0.22791457497435452,0.2125641603489003,0.5081521739130435,31.86231884057971,33.0,1104
reversal_1w_asset_class_neutral,cross_sectional,8,-0.0036621275753986574,0.2424569458696175,-0.5009509238206286,-0.4846672852433879,0.49454545454545457,31.85818181818182,33.0,1100
reversal_1w_asset_class_neutral,cross_sectional,12,-0.004051024953265519,0.24358160125233155,-0.5505866974146574,-0.527207480749781,0.4908759124087591,31.854014598540147,33.0,1096
