Date,Ticker,own_momentum_26_4w_observed,asset_class_breadth_confirmation_observed,breadth_confirmation_multiplier_observed,breadth_confirmed_momentum_observed,breadth_confirmed_momentum_tradable,breadth_confirmed_momentum_score_observed,breadth_confirmed_momentum_score_tradable,asset_class
2005-01-14,XLV,,0.0,1.0,,,,,Equities
2005-01-14,XLU,,0.0,1.0,,,,,Equities
2005-01-14,XLP,,0.0,1.0,,,,,Equities
2005-01-14,XLK,,0.0,1.0,,,,,Equities
2005-01-14,XLI,,0.0,1.0,,,,,Equities
2005-01-14,XLF,,0.0,1.0,,,,,Equities
2005-01-14,XLE,,0.0,1.0,,,,,Equities
2005-01-14,XLB,,0.0,1.0,,,,,Equities
2005-01-14,VUG,,0.0,1.0,,,,,Equities
2005-01-14,VTV,,0.0,1.0,,,,,Equities
2005-01-14,VNQ,,0.0,1.0,,,,,REITs
2005-01-14,TLT,,0.0,1.0,,,,,Bonds
2005-01-14,XLY,,0.0,1.0,,,,,Equities
2005-01-14,IEF,,0.0,1.0,,,,,Bonds
2005-01-14,EEM,,0.0,1.0,,,,,Equities
2005-01-14,QQQ,,0.0,1.0,,,,,Equities
2005-01-14,EFA,,0.0,1.0,,,,,Equities
2005-01-14,EWJ,,0.0,1.0,,,,,Equities
2005-01-14,GLD,,0.0,1.0,,,,,Commodities
2005-01-14,LQD,,0.0,1.0,,,,,Bonds
2005-01-14,SHY,,0.0,1.0,,,,,Bonds
2005-01-14,IWM,,0.0,1.0,,,,,Equities
2005-01-14,IAU,,0.0,1.0,,,,,Commodities
2005-01-14,VWO,,0.0,1.0,,,,,Equities
2005-01-14,USO,,0.0,1.0,,,,,Commodities
2005-01-14,SLV,,0.0,1.0,,,,,Commodities
2005-01-14,DBA,,0.0,1.0,,,,,Commodities
2005-01-14,UUP,,0.0,1.0,,,,,FX
2005-01-14,MBB,,0.0,1.0,,,,,Bonds
2005-01-14,HYG,,0.0,1.0,,,,,Bonds
2005-01-14,BIL,,0.0,1.0,,,,,Bonds
2005-01-14,VEA,,0.0,1.0,,,,,Equities
2005-01-14,PDBC,,0.0,1.0,,,,,Commodities
2005-01-21,TIP,,0.0,1.0,,,,,Bonds
2005-01-21,SPY,,0.0,1.0,,,,,Equities
2005-01-21,XLV,,0.0,1.0,,,,,Equities
2005-01-21,XLU,,0.0,1.0,,,,,Equities
2005-01-21,XLP,,0.0,1.0,,,,,Equities
2005-01-21,XLK,,0.0,1.0,,,,,Equities
2005-01-21,XLI,,0.0,1.0,,,,,Equities
2005-01-21,XLF,,0.0,1.0,,,,,Equities
2005-01-21,XLE,,0.0,1.0,,,,,Equities
2005-01-21,XLB,,0.0,1.0,,,,,Equities
2005-01-21,VUG,,0.0,1.0,,,,,Equities
2005-01-21,VTV,,0.0,1.0,,,,,Equities
2005-01-21,VNQ,,0.0,1.0,,,,,REITs
2005-01-21,TLT,,0.0,1.0,,,,,Bonds
2005-01-21,XLY,,0.0,1.0,,,,,Equities
2005-01-21,IEF,,0.0,1.0,,,,,Bonds
2005-01-21,EEM,,0.0,1.0,,,,,Equities
2005-01-21,QQQ,,0.0,1.0,,,,,Equities
2005-01-21,EFA,,0.0,1.0,,,,,Equities
2005-01-21,EWJ,,0.0,1.0,,,,,Equities
2005-01-21,GLD,,0.0,1.0,,,,,Commodities
2005-01-21,LQD,,0.0,1.0,,,,,Bonds
2005-01-21,SHY,,0.0,1.0,,,,,Bonds
2005-01-21,IWM,,0.0,1.0,,,,,Equities
2005-01-21,IAU,,0.0,1.0,,,,,Commodities
2005-01-21,VWO,,0.0,1.0,,,,,Equities
2005-01-21,USO,,0.0,1.0,,,,,Commodities
2005-01-21,SLV,,0.0,1.0,,,,,Commodities
2005-01-21,DBA,,0.0,1.0,,,,,Commodities
2005-01-21,UUP,,0.0,1.0,,,,,FX
2005-01-21,MBB,,0.0,1.0,,,,,Bonds
2005-01-21,HYG,,0.0,1.0,,,,,Bonds
2005-01-21,BIL,,0.0,1.0,,,,,Bonds
2005-01-21,VEA,,0.0,1.0,,,,,Equities
2005-01-21,PDBC,,0.0,1.0,,,,,Commodities
2005-01-28,TIP,,0.0,1.0,,,,,Bonds
2005-01-28,SPY,,0.0,1.0,,,,,Equities
2005-01-28,XLV,,0.0,1.0,,,,,Equities
2005-01-28,XLU,,0.0,1.0,,,,,Equities
2005-01-28,XLP,,0.0,1.0,,,,,Equities
2005-01-28,XLK,,0.0,1.0,,,,,Equities
2005-01-28,XLI,,0.0,1.0,,,,,Equities
2005-01-28,XLF,,0.0,1.0,,,,,Equities
2005-01-28,XLE,,0.0,1.0,,,,,Equities
2005-01-28,XLB,,0.0,1.0,,,,,Equities
2005-01-28,VUG,,0.0,1.0,,,,,Equities
2005-01-28,VTV,,0.0,1.0,,,,,Equities
2005-01-28,VNQ,,0.0,1.0,,,,,REITs
2005-01-28,TLT,,0.0,1.0,,,,,Bonds
2005-01-28,XLY,,0.0,1.0,,,,,Equities
2005-01-28,IEF,,0.0,1.0,,,,,Bonds
2005-01-28,EEM,,0.0,1.0,,,,,Equities
2005-01-28,QQQ,,0.0,1.0,,,,,Equities
2005-01-28,EFA,,0.0,1.0,,,,,Equities
2005-01-28,EWJ,,0.0,1.0,,,,,Equities
2005-01-28,GLD,,0.0,1.0,,,,,Commodities
2005-01-28,LQD,,0.0,1.0,,,,,Bonds
2005-01-28,SHY,,0.0,1.0,,,,,Bonds
2005-01-28,IWM,,0.0,1.0,,,,,Equities
2005-01-28,IAU,,0.0,1.0,,,,,Commodities
2005-01-28,VWO,,0.0,1.0,,,,,Equities
2005-01-28,USO,,0.0,1.0,,,,,Commodities
2005-01-28,SLV,,0.0,1.0,,,,,Commodities
2005-01-28,DBA,,0.0,1.0,,,,,Commodities
2005-01-28,UUP,,0.0,1.0,,,,,FX
2005-01-28,MBB,,0.0,1.0,,,,,Bonds
2005-01-28,HYG,,0.0,1.0,,,,,Bonds
2005-01-28,BIL,,0.0,1.0,,,,,Bonds
2005-01-28,VEA,,0.0,1.0,,,,,Equities
2005-01-28,PDBC,,0.0,1.0,,,,,Commodities
2005-02-04,TIP,,0.0,1.0,,,,,Bonds
2005-02-04,SPY,,0.0,1.0,,,,,Equities
2005-02-04,XLV,,0.0,1.0,,,,,Equities
2005-02-04,XLU,,0.0,1.0,,,,,Equities
2005-02-04,XLP,,0.0,1.0,,,,,Equities
2005-02-04,XLK,,0.0,1.0,,,,,Equities
2005-02-04,XLI,,0.0,1.0,,,,,Equities
2005-02-04,XLF,,0.0,1.0,,,,,Equities
2005-02-04,XLE,,0.0,1.0,,,,,Equities
2005-02-04,XLB,,0.0,1.0,,,,,Equities
2005-02-04,VUG,,0.0,1.0,,,,,Equities
2005-02-04,VTV,,0.0,1.0,,,,,Equities
2005-02-04,VNQ,,0.0,1.0,,,,,REITs
2005-02-04,TLT,,0.0,1.0,,,,,Bonds
2005-02-04,XLY,,0.0,1.0,,,,,Equities
2005-02-04,IEF,,0.0,1.0,,,,,Bonds
2005-02-04,EEM,,0.0,1.0,,,,,Equities
2005-02-04,QQQ,,0.0,1.0,,,,,Equities
2005-02-04,EFA,,0.0,1.0,,,,,Equities
2005-02-04,EWJ,,0.0,1.0,,,,,Equities
2005-02-04,GLD,,0.0,1.0,,,,,Commodities
2005-02-04,LQD,,0.0,1.0,,,,,Bonds
2005-02-04,SHY,,0.0,1.0,,,,,Bonds
2005-02-04,IWM,,0.0,1.0,,,,,Equities
2005-02-04,IAU,,0.0,1.0,,,,,Commodities
2005-02-04,VWO,,0.0,1.0,,,,,Equities
2005-02-04,USO,,0.0,1.0,,,,,Commodities
2005-02-04,SLV,,0.0,1.0,,,,,Commodities
2005-02-04,DBA,,0.0,1.0,,,,,Commodities
2005-02-04,UUP,,0.0,1.0,,,,,FX
2005-02-04,MBB,,0.0,1.0,,,,,Bonds
2005-02-04,HYG,,0.0,1.0,,,,,Bonds
2005-02-04,BIL,,0.0,1.0,,,,,Bonds
2005-02-04,VEA,,0.0,1.0,,,,,Equities
2005-02-04,PDBC,,0.0,1.0,,,,,Commodities
2005-02-11,TIP,,0.0,1.0,,,,,Bonds
2005-02-11,SPY,,0.0,1.0,,,,,Equities
2005-02-11,XLV,,0.0,1.0,,,,,Equities
2005-02-11,XLU,,0.0,1.0,,,,,Equities
2005-02-11,XLP,,0.0,1.0,,,,,Equities
2005-02-11,XLK,,0.0,1.0,,,,,Equities
2005-02-11,XLI,,0.0,1.0,,,,,Equities
2005-02-11,XLF,,0.0,1.0,,,,,Equities
2005-02-11,XLE,,0.0,1.0,,,,,Equities
2005-02-11,XLB,,0.0,1.0,,,,,Equities
2005-02-11,VUG,,0.0,1.0,,,,,Equities
2005-02-11,VTV,,0.0,1.0,,,,,Equities
2005-02-11,VNQ,,0.0,1.0,,,,,REITs
2005-02-11,TLT,,0.0,1.0,,,,,Bonds
2005-02-11,XLY,,0.0,1.0,,,,,Equities
2005-02-11,IEF,,0.0,1.0,,,,,Bonds
2005-02-11,EEM,,0.0,1.0,,,,,Equities
2005-02-11,QQQ,,0.0,1.0,,,,,Equities
2005-02-11,EFA,,0.0,1.0,,,,,Equities
2005-02-11,EWJ,,0.0,1.0,,,,,Equities
2005-02-11,GLD,,0.0,1.0,,,,,Commodities
2005-02-11,LQD,,0.0,1.0,,,,,Bonds
2005-02-11,SHY,,0.0,1.0,,,,,Bonds
2005-02-11,IWM,,0.0,1.0,,,,,Equities
2005-02-11,IAU,,0.0,1.0,,,,,Commodities
2005-02-11,VWO,,0.0,1.0,,,,,Equities
2005-02-11,USO,,0.0,1.0,,,,,Commodities
2005-02-11,SLV,,0.0,1.0,,,,,Commodities
2005-02-11,DBA,,0.0,1.0,,,,,Commodities
2005-02-11,UUP,,0.0,1.0,,,,,FX
2005-02-11,MBB,,0.0,1.0,,,,,Bonds
2005-02-11,HYG,,0.0,1.0,,,,,Bonds
2005-02-11,BIL,,0.0,1.0,,,,,Bonds
2005-02-11,VEA,,0.0,1.0,,,,,Equities
2005-02-11,PDBC,,0.0,1.0,,,,,Commodities
2005-02-18,TIP,,0.0,1.0,,,,,Bonds
2005-02-18,SPY,,0.0,1.0,,,,,Equities
2005-02-18,XLV,,0.0,1.0,,,,,Equities
2005-02-18,XLU,,0.0,1.0,,,,,Equities
2005-02-18,XLP,,0.0,1.0,,,,,Equities
2005-02-18,XLK,,0.0,1.0,,,,,Equities
2005-02-18,XLI,,0.0,1.0,,,,,Equities
2005-02-18,XLF,,0.0,1.0,,,,,Equities
2005-02-18,XLE,,0.0,1.0,,,,,Equities
2005-02-18,XLB,,0.0,1.0,,,,,Equities
2005-02-18,VUG,,0.0,1.0,,,,,Equities
2005-02-18,VTV,,0.0,1.0,,,,,Equities
2005-02-18,VNQ,,0.0,1.0,,,,,REITs
2005-02-18,TLT,,0.0,1.0,,,,,Bonds
2005-02-18,XLY,,0.0,1.0,,,,,Equities
2005-02-18,IEF,,0.0,1.0,,,,,Bonds
2005-02-18,EEM,,0.0,1.0,,,,,Equities
2005-02-18,QQQ,,0.0,1.0,,,,,Equities
2005-02-18,EFA,,0.0,1.0,,,,,Equities
2005-02-18,EWJ,,0.0,1.0,,,,,Equities
2005-02-18,GLD,,0.0,1.0,,,,,Commodities
2005-02-18,LQD,,0.0,1.0,,,,,Bonds
2005-02-18,SHY,,0.0,1.0,,,,,Bonds
2005-02-18,IWM,,0.0,1.0,,,,,Equities
2005-02-18,IAU,,0.0,1.0,,,,,Commodities
2005-02-18,VWO,,0.0,1.0,,,,,Equities
2005-02-18,USO,,0.0,1.0,,,,,Commodities
2005-02-18,SLV,,0.0,1.0,,,,,Commodities
2005-02-18,DBA,,0.0,1.0,,,,,Commodities
2005-02-18,UUP,,0.0,1.0,,,,,FX
2005-02-18,MBB,,0.0,1.0,,,,,Bonds
2005-02-18,HYG,,0.0,1.0,,,,,Bonds
2005-02-18,BIL,,0.0,1.0,,,,,Bonds
2005-02-18,VEA,,0.0,1.0,,,,,Equities
2005-02-18,PDBC,,0.0,1.0,,,,,Commodities
2005-02-25,TIP,,0.0,1.0,,,,,Bonds
2005-02-25,SPY,,0.0,1.0,,,,,Equities
2005-02-25,XLV,,0.0,1.0,,,,,Equities
2005-02-25,XLU,,0.0,1.0,,,,,Equities
2005-02-25,XLP,,0.0,1.0,,,,,Equities
2005-02-25,XLK,,0.0,1.0,,,,,Equities
2005-02-25,XLI,,0.0,1.0,,,,,Equities
2005-02-25,XLF,,0.0,1.0,,,,,Equities
2005-02-25,XLE,,0.0,1.0,,,,,Equities
2005-02-25,XLB,,0.0,1.0,,,,,Equities
2005-02-25,VUG,,0.0,1.0,,,,,Equities
2005-02-25,VTV,,0.0,1.0,,,,,Equities
2005-02-25,VNQ,,0.0,1.0,,,,,REITs
2005-02-25,TLT,,0.0,1.0,,,,,Bonds
2005-02-25,XLY,,0.0,1.0,,,,,Equities
2005-02-25,IEF,,0.0,1.0,,,,,Bonds
2005-02-25,EEM,,0.0,1.0,,,,,Equities
2005-02-25,QQQ,,0.0,1.0,,,,,Equities
2005-02-25,EFA,,0.0,1.0,,,,,Equities
2005-02-25,EWJ,,0.0,1.0,,,,,Equities
2005-02-25,GLD,,0.0,1.0,,,,,Commodities
2005-02-25,LQD,,0.0,1.0,,,,,Bonds
2005-02-25,SHY,,0.0,1.0,,,,,Bonds
2005-02-25,IWM,,0.0,1.0,,,,,Equities
2005-02-25,IAU,,0.0,1.0,,,,,Commodities
2005-02-25,VWO,,0.0,1.0,,,,,Equities
2005-02-25,USO,,0.0,1.0,,,,,Commodities
2005-02-25,SLV,,0.0,1.0,,,,,Commodities
2005-02-25,DBA,,0.0,1.0,,,,,Commodities
2005-02-25,UUP,,0.0,1.0,,,,,FX
2005-02-25,MBB,,0.0,1.0,,,,,Bonds
2005-02-25,HYG,,0.0,1.0,,,,,Bonds
2005-02-25,BIL,,0.0,1.0,,,,,Bonds
2005-02-25,VEA,,0.0,1.0,,,,,Equities
2005-02-25,PDBC,,0.0,1.0,,,,,Commodities
2005-03-04,TIP,,0.0,1.0,,,,,Bonds
2005-03-04,SPY,,0.0,1.0,,,,,Equities
2005-03-04,XLV,,0.0,1.0,,,,,Equities
2005-03-04,XLU,,0.0,1.0,,,,,Equities
2005-03-04,XLP,,0.0,1.0,,,,,Equities
2005-03-04,XLK,,0.0,1.0,,,,,Equities
2005-03-04,XLI,,0.0,1.0,,,,,Equities
2005-03-04,XLF,,0.0,1.0,,,,,Equities
2005-03-04,XLE,,0.0,1.0,,,,,Equities
2005-03-04,XLB,,0.0,1.0,,,,,Equities
2005-03-04,VUG,,0.0,1.0,,,,,Equities
2005-03-04,VTV,,0.0,1.0,,,,,Equities
2005-03-04,VNQ,,0.0,1.0,,,,,REITs
2005-03-04,TLT,,0.0,1.0,,,,,Bonds
2005-03-04,XLY,,0.0,1.0,,,,,Equities
2005-03-04,IEF,,0.0,1.0,,,,,Bonds
2005-03-04,EEM,,0.0,1.0,,,,,Equities
2005-03-04,QQQ,,0.0,1.0,,,,,Equities
2005-03-04,EFA,,0.0,1.0,,,,,Equities
2005-03-04,EWJ,,0.0,1.0,,,,,Equities
2005-03-04,GLD,,0.0,1.0,,,,,Commodities
2005-03-04,LQD,,0.0,1.0,,,,,Bonds
2005-03-04,SHY,,0.0,1.0,,,,,Bonds
2005-03-04,IWM,,0.0,1.0,,,,,Equities
2005-03-04,IAU,,0.0,1.0,,,,,Commodities
2005-03-04,VWO,,0.0,1.0,,,,,Equities
2005-03-04,USO,,0.0,1.0,,,,,Commodities
2005-03-04,SLV,,0.0,1.0,,,,,Commodities
2005-03-04,DBA,,0.0,1.0,,,,,Commodities
2005-03-04,UUP,,0.0,1.0,,,,,FX
2005-03-04,MBB,,0.0,1.0,,,,,Bonds
2005-03-04,HYG,,0.0,1.0,,,,,Bonds
2005-03-04,BIL,,0.0,1.0,,,,,Bonds
2005-03-04,VEA,,0.0,1.0,,,,,Equities
2005-03-04,PDBC,,0.0,1.0,,,,,Commodities
2005-03-11,TIP,,0.0,1.0,,,,,Bonds
2005-03-11,SPY,,0.0,1.0,,,,,Equities
2005-03-11,XLV,,0.0,1.0,,,,,Equities
2005-03-11,XLU,,0.0,1.0,,,,,Equities
2005-03-11,XLP,,0.0,1.0,,,,,Equities
2005-03-11,XLK,,0.0,1.0,,,,,Equities
2005-03-11,XLI,,0.0,1.0,,,,,Equities
2005-03-11,XLF,,0.0,1.0,,,,,Equities
2005-03-11,XLE,,0.0,1.0,,,,,Equities
2005-03-11,XLB,,0.0,1.0,,,,,Equities
2005-03-11,VUG,,0.0,1.0,,,,,Equities
2005-03-11,VTV,,0.0,1.0,,,,,Equities
2005-03-11,VNQ,,0.0,1.0,,,,,REITs
2005-03-11,TLT,,0.0,1.0,,,,,Bonds
2005-03-11,XLY,,0.0,1.0,,,,,Equities
2005-03-11,IEF,,0.0,1.0,,,,,Bonds
2005-03-11,EEM,,0.0,1.0,,,,,Equities
2005-03-11,QQQ,,0.0,1.0,,,,,Equities
2005-03-11,EFA,,0.0,1.0,,,,,Equities
2005-03-11,EWJ,,0.0,1.0,,,,,Equities
2005-03-11,GLD,,0.0,1.0,,,,,Commodities
2005-03-11,LQD,,0.0,1.0,,,,,Bonds
2005-03-11,SHY,,0.0,1.0,,,,,Bonds
2005-03-11,IWM,,0.0,1.0,,,,,Equities
2005-03-11,IAU,,0.0,1.0,,,,,Commodities
2005-03-11,VWO,,0.0,1.0,,,,,Equities
2005-03-11,USO,,0.0,1.0,,,,,Commodities
2005-03-11,SLV,,0.0,1.0,,,,,Commodities
2005-03-11,DBA,,0.0,1.0,,,,,Commodities
2005-03-11,UUP,,0.0,1.0,,,,,FX
2005-03-11,MBB,,0.0,1.0,,,,,Bonds
2005-03-11,HYG,,0.0,1.0,,,,,Bonds
2005-03-11,BIL,,0.0,1.0,,,,,Bonds
2005-03-11,VEA,,0.0,1.0,,,,,Equities
2005-03-11,PDBC,,0.0,1.0,,,,,Commodities
2005-03-18,TIP,,0.0,1.0,,,,,Bonds
2005-03-18,SPY,,0.0,1.0,,,,,Equities
2005-03-18,XLV,,0.0,1.0,,,,,Equities
2005-03-18,XLU,,0.0,1.0,,,,,Equities
2005-03-18,XLP,,0.0,1.0,,,,,Equities
2005-03-18,XLK,,0.0,1.0,,,,,Equities
2005-03-18,XLI,,0.0,1.0,,,,,Equities
2005-03-18,XLF,,0.0,1.0,,,,,Equities
2005-03-18,XLE,,0.0,1.0,,,,,Equities
2005-03-18,XLB,,0.0,1.0,,,,,Equities
2005-03-18,VUG,,0.0,1.0,,,,,Equities
2005-03-18,VTV,,0.0,1.0,,,,,Equities
2005-03-18,VNQ,,0.0,1.0,,,,,REITs
2005-03-18,TLT,,0.0,1.0,,,,,Bonds
2005-03-18,XLY,,0.0,1.0,,,,,Equities
2005-03-18,IEF,,0.0,1.0,,,,,Bonds
2005-03-18,EEM,,0.0,1.0,,,,,Equities
2005-03-18,QQQ,,0.0,1.0,,,,,Equities
2005-03-18,EFA,,0.0,1.0,,,,,Equities
2005-03-18,EWJ,,0.0,1.0,,,,,Equities
2005-03-18,GLD,,0.0,1.0,,,,,Commodities
2005-03-18,LQD,,0.0,1.0,,,,,Bonds
2005-03-18,SHY,,0.0,1.0,,,,,Bonds
2005-03-18,IWM,,0.0,1.0,,,,,Equities
2005-03-18,IAU,,0.0,1.0,,,,,Commodities
2005-03-18,VWO,,0.0,1.0,,,,,Equities
2005-03-18,USO,,0.0,1.0,,,,,Commodities
2005-03-18,SLV,,0.0,1.0,,,,,Commodities
2005-03-18,DBA,,0.0,1.0,,,,,Commodities
2005-03-18,UUP,,0.0,1.0,,,,,FX
2005-03-18,MBB,,0.0,1.0,,,,,Bonds
2005-03-18,HYG,,0.0,1.0,,,,,Bonds
2005-03-18,BIL,,0.0,1.0,,,,,Bonds
2005-03-18,VEA,,0.0,1.0,,,,,Equities
2005-03-18,PDBC,,0.0,1.0,,,,,Commodities
2005-03-25,TIP,,0.0,1.0,,,,,Bonds
2005-03-25,SPY,,0.0,1.0,,,,,Equities
2005-03-25,XLV,,0.0,1.0,,,,,Equities
2005-03-25,XLU,,0.0,1.0,,,,,Equities
2005-03-25,XLP,,0.0,1.0,,,,,Equities
2005-03-25,XLK,,0.0,1.0,,,,,Equities
2005-03-25,XLI,,0.0,1.0,,,,,Equities
2005-03-25,XLF,,0.0,1.0,,,,,Equities
2005-03-25,XLE,,0.0,1.0,,,,,Equities
2005-03-25,XLB,,0.0,1.0,,,,,Equities
2005-03-25,VUG,,0.0,1.0,,,,,Equities
2005-03-25,VTV,,0.0,1.0,,,,,Equities
2005-03-25,VNQ,,0.0,1.0,,,,,REITs
2005-03-25,TLT,,0.0,1.0,,,,,Bonds
2005-03-25,XLY,,0.0,1.0,,,,,Equities
2005-03-25,IEF,,0.0,1.0,,,,,Bonds
2005-03-25,EEM,,0.0,1.0,,,,,Equities
2005-03-25,QQQ,,0.0,1.0,,,,,Equities
2005-03-25,EFA,,0.0,1.0,,,,,Equities
2005-03-25,EWJ,,0.0,1.0,,,,,Equities
2005-03-25,GLD,,0.0,1.0,,,,,Commodities
2005-03-25,LQD,,0.0,1.0,,,,,Bonds
2005-03-25,SHY,,0.0,1.0,,,,,Bonds
2005-03-25,IWM,,0.0,1.0,,,,,Equities
2005-03-25,IAU,,0.0,1.0,,,,,Commodities
2005-03-25,VWO,,0.0,1.0,,,,,Equities
2005-03-25,USO,,0.0,1.0,,,,,Commodities
2005-03-25,SLV,,0.0,1.0,,,,,Commodities
2005-03-25,DBA,,0.0,1.0,,,,,Commodities
2005-03-25,UUP,,0.0,1.0,,,,,FX
2005-03-25,MBB,,0.0,1.0,,,,,Bonds
2005-03-25,HYG,,0.0,1.0,,,,,Bonds
2005-03-25,BIL,,0.0,1.0,,,,,Bonds
2005-03-25,VEA,,0.0,1.0,,,,,Equities
2005-03-25,PDBC,,0.0,1.0,,,,,Commodities
2005-04-01,TIP,,0.0,1.0,,,,,Bonds
2005-04-01,SPY,,0.0,1.0,,,,,Equities
2005-04-01,XLV,,0.0,1.0,,,,,Equities
2005-04-01,XLU,,0.0,1.0,,,,,Equities
2005-04-01,XLP,,0.0,1.0,,,,,Equities
2005-04-01,XLK,,0.0,1.0,,,,,Equities
2005-04-01,XLI,,0.0,1.0,,,,,Equities
2005-04-01,XLF,,0.0,1.0,,,,,Equities
2005-04-01,XLE,,0.0,1.0,,,,,Equities
2005-04-01,XLB,,0.0,1.0,,,,,Equities
2005-04-01,VUG,,0.0,1.0,,,,,Equities
2005-04-01,VTV,,0.0,1.0,,,,,Equities
2005-04-01,VNQ,,0.0,1.0,,,,,REITs
2005-04-01,TLT,,0.0,1.0,,,,,Bonds
2005-04-01,XLY,,0.0,1.0,,,,,Equities
2005-04-01,IEF,,0.0,1.0,,,,,Bonds
2005-04-01,EEM,,0.0,1.0,,,,,Equities
2005-04-01,QQQ,,0.0,1.0,,,,,Equities
2005-04-01,EFA,,0.0,1.0,,,,,Equities
2005-04-01,EWJ,,0.0,1.0,,,,,Equities
2005-04-01,GLD,,0.0,1.0,,,,,Commodities
2005-04-01,LQD,,0.0,1.0,,,,,Bonds
2005-04-01,SHY,,0.0,1.0,,,,,Bonds
2005-04-01,IWM,,0.0,1.0,,,,,Equities
2005-04-01,IAU,,0.0,1.0,,,,,Commodities
2005-04-01,VWO,,0.0,1.0,,,,,Equities
2005-04-01,USO,,0.0,1.0,,,,,Commodities
2005-04-01,SLV,,0.0,1.0,,,,,Commodities
2005-04-01,DBA,,0.0,1.0,,,,,Commodities
2005-04-01,UUP,,0.0,1.0,,,,,FX
2005-04-01,MBB,,0.0,1.0,,,,,Bonds
2005-04-01,HYG,,0.0,1.0,,,,,Bonds
2005-04-01,BIL,,0.0,1.0,,,,,Bonds
2005-04-01,VEA,,0.0,1.0,,,,,Equities
2005-04-01,PDBC,,0.0,1.0,,,,,Commodities
2005-04-08,TIP,,0.0,1.0,,,,,Bonds
2005-04-08,SPY,,0.0,1.0,,,,,Equities
2005-04-08,XLV,,0.0,1.0,,,,,Equities
2005-04-08,XLU,,0.0,1.0,,,,,Equities
2005-04-08,XLP,,0.0,1.0,,,,,Equities
2005-04-08,XLK,,0.0,1.0,,,,,Equities
2005-04-08,XLI,,0.0,1.0,,,,,Equities
2005-04-08,XLF,,0.0,1.0,,,,,Equities
2005-04-08,XLE,,0.0,1.0,,,,,Equities
2005-04-08,XLB,,0.0,1.0,,,,,Equities
2005-04-08,VUG,,0.0,1.0,,,,,Equities
2005-04-08,VTV,,0.0,1.0,,,,,Equities
2005-04-08,VNQ,,0.0,1.0,,,,,REITs
2005-04-08,TLT,,0.0,1.0,,,,,Bonds
2005-04-08,XLY,,0.0,1.0,,,,,Equities
2005-04-08,IEF,,0.0,1.0,,,,,Bonds
2005-04-08,EEM,,0.0,1.0,,,,,Equities
2005-04-08,QQQ,,0.0,1.0,,,,,Equities
2005-04-08,EFA,,0.0,1.0,,,,,Equities
2005-04-08,EWJ,,0.0,1.0,,,,,Equities
2005-04-08,GLD,,0.0,1.0,,,,,Commodities
2005-04-08,LQD,,0.0,1.0,,,,,Bonds
2005-04-08,SHY,,0.0,1.0,,,,,Bonds
2005-04-08,IWM,,0.0,1.0,,,,,Equities
2005-04-08,IAU,,0.0,1.0,,,,,Commodities
2005-04-08,VWO,,0.0,1.0,,,,,Equities
2005-04-08,USO,,0.0,1.0,,,,,Commodities
