decision_at,cik10,company_name_as_filed,sector,cash_score,event_score,response_date,adjusted_score,rank,intended_weight
2023-01-06,0001385867,COUPA SOFTWARE INC,technology,0.8923766816143498,1.0,2022-12-16,1.0423766816143498,1,0.05
2023-01-06,0001070412,CNX RESOURCES CORP,energy,1.0,0.5,,1.0,2,0.05
2023-01-06,0001475115,"EVENTBRITE, INC.",technology,0.9977578475336323,0.5,,0.9977578475336323,3,0.05
2023-01-06,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,0.5,,0.9955156950672646,4,0.05
2023-01-06,0000917273,RAMBUS INC,technology,0.9932735426008968,0.5,,0.9932735426008968,5,0.05
2023-01-06,0001314727,SONOS INC,technology,0.9910313901345291,0.5,,0.9910313901345291,6,0.05
2023-01-06,0001327567,PALO ALTO NETWORKS INC,technology,0.9887892376681614,0.5,,0.9887892376681614,7,0.05
2023-01-06,0001273441,GRAN TIERRA ENERGY INC.,energy,0.9854260089686099,0.5,,0.9854260089686099,8,0.05
2023-01-06,0001509991,KOSMOS ENERGY LTD.,energy,0.9854260089686099,0.5,,0.9854260089686099,9,0.05
2023-01-06,0001261333,"DOCUSIGN, INC.",technology,0.9170403587443946,0.7241379310344828,2022-12-09,0.9842817380547394,10,0.05
2023-01-06,0001173489,CEVA INC,technology,0.9820627802690582,0.5,,0.9820627802690582,11,0.05
2023-01-06,0001827075,CVENT HOLDING CORP.,technology,0.9798206278026906,0.5,,0.9798206278026906,12,0.05
2023-01-06,0001773383,"DYNATRACE, INC.",technology,0.9775784753363229,0.5,,0.9775784753363229,13,0.05
2023-01-06,0001107843,"QUALYS, INC.",technology,0.9753363228699552,0.5,,0.9753363228699552,14,0.05
2023-01-06,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9730941704035875,0.5,,0.9730941704035875,15,0.05
2023-01-06,0001280263,AMBARELLA INC,technology,0.9708520179372198,0.5,,0.9708520179372198,16,0.05
2023-01-06,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.968609865470852,0.5,,0.968609865470852,17,0.05
2023-01-06,0001373715,"SERVICENOW, INC.",technology,0.9663677130044843,0.5,,0.9663677130044843,18,0.05
2023-01-06,0000320193,APPLE INC,technology,0.9641255605381166,0.5,,0.9641255605381166,19,0.05
2023-01-06,0001288469,MAXLINEAR INC,technology,0.9618834080717489,0.5,,0.9618834080717489,20,0.05
2023-01-13,0001385867,COUPA SOFTWARE INC,technology,0.8923766816143498,1.0,2022-12-16,1.0423766816143498,1,0.05
2023-01-13,0001070412,CNX RESOURCES CORP,energy,1.0,0.5,,1.0,2,0.05
2023-01-13,0001475115,"EVENTBRITE, INC.",technology,0.9977578475336323,0.5,,0.9977578475336323,3,0.05
2023-01-13,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,0.5,,0.9955156950672646,4,0.05
2023-01-13,0000917273,RAMBUS INC,technology,0.9932735426008968,0.5,,0.9932735426008968,5,0.05
2023-01-13,0001314727,SONOS INC,technology,0.9910313901345291,0.5,,0.9910313901345291,6,0.05
2023-01-13,0001327567,PALO ALTO NETWORKS INC,technology,0.9887892376681614,0.5,,0.9887892376681614,7,0.05
2023-01-13,0001273441,GRAN TIERRA ENERGY INC.,energy,0.9854260089686099,0.5,,0.9854260089686099,8,0.05
2023-01-13,0001509991,KOSMOS ENERGY LTD.,energy,0.9854260089686099,0.5,,0.9854260089686099,9,0.05
2023-01-13,0001173489,CEVA INC,technology,0.9820627802690582,0.5,,0.9820627802690582,10,0.05
2023-01-13,0000796343,ADOBE INC.,technology,0.8946188340807175,0.7857142857142857,2022-12-16,0.9803331197950033,11,0.05
2023-01-13,0001827075,CVENT HOLDING CORP.,technology,0.9798206278026906,0.5,,0.9798206278026906,12,0.05
2023-01-13,0001773383,"DYNATRACE, INC.",technology,0.9775784753363229,0.5,,0.9775784753363229,13,0.05
2023-01-13,0001107843,"QUALYS, INC.",technology,0.9753363228699552,0.5,,0.9753363228699552,14,0.05
2023-01-13,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9730941704035875,0.5,,0.9730941704035875,15,0.05
2023-01-13,0001280263,AMBARELLA INC,technology,0.9708520179372198,0.5,,0.9708520179372198,16,0.05
2023-01-13,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.968609865470852,0.5,,0.968609865470852,17,0.05
2023-01-13,0001373715,"SERVICENOW, INC.",technology,0.9663677130044843,0.5,,0.9663677130044843,18,0.05
2023-01-13,0000320193,APPLE INC,technology,0.9641255605381166,0.5,,0.9641255605381166,19,0.05
2023-01-13,0001288469,MAXLINEAR INC,technology,0.9618834080717489,0.5,,0.9618834080717489,20,0.05
2023-01-20,0001273441,GRAN TIERRA ENERGY INC.,energy,0.9854260089686099,0.8333333333333334,2023-01-13,1.0854260089686099,1,0.05
2023-01-20,0001070412,CNX RESOURCES CORP,energy,1.0,0.5,,1.0,2,0.05
2023-01-20,0001475115,"EVENTBRITE, INC.",technology,0.9977578475336323,0.5,,0.9977578475336323,3,0.05
2023-01-20,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,0.5,,0.9955156950672646,4,0.05
2023-01-20,0000917273,RAMBUS INC,technology,0.9932735426008968,0.5,,0.9932735426008968,5,0.05
2023-01-20,0001314727,SONOS INC,technology,0.9910313901345291,0.5,,0.9910313901345291,6,0.05
2023-01-20,0001327567,PALO ALTO NETWORKS INC,technology,0.9887892376681614,0.5,,0.9887892376681614,7,0.05
2023-01-20,0001509991,KOSMOS ENERGY LTD.,energy,0.9854260089686099,0.5,,0.9854260089686099,8,0.05
2023-01-20,0001173489,CEVA INC,technology,0.9820627802690582,0.5,,0.9820627802690582,9,0.05
2023-01-20,0001827075,CVENT HOLDING CORP.,technology,0.9798206278026906,0.5,,0.9798206278026906,10,0.05
2023-01-20,0001773383,"DYNATRACE, INC.",technology,0.9775784753363229,0.5,,0.9775784753363229,11,0.05
2023-01-20,0001107843,"QUALYS, INC.",technology,0.9753363228699552,0.5,,0.9753363228699552,12,0.05
2023-01-20,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9730941704035875,0.5,,0.9730941704035875,13,0.05
2023-01-20,0001280263,AMBARELLA INC,technology,0.9708520179372198,0.5,,0.9708520179372198,14,0.05
2023-01-20,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.968609865470852,0.5,,0.968609865470852,15,0.05
2023-01-20,0001373715,"SERVICENOW, INC.",technology,0.9663677130044843,0.5,,0.9663677130044843,16,0.05
2023-01-20,0000320193,APPLE INC,technology,0.9641255605381166,0.5,,0.9641255605381166,17,0.05
2023-01-20,0001288469,MAXLINEAR INC,technology,0.9618834080717489,0.5,,0.9618834080717489,18,0.05
2023-01-20,0001361113,VARONIS SYSTEMS INC,technology,0.9596412556053812,0.5,,0.9596412556053812,19,0.05
2023-01-20,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.9573991031390134,0.5,,0.9573991031390134,20,0.05
2023-02-10,0001773383,"DYNATRACE, INC.",technology,0.9775784753363229,0.97,2023-02-03,1.1185784753363228,1,0.05
2023-02-10,0001326801,"META PLATFORMS, INC.",technology,0.952914798206278,0.96,2023-02-03,1.090914798206278,2,0.05
2023-02-10,0001273441,GRAN TIERRA ENERGY INC.,energy,0.9854260089686099,0.7115384615384616,2023-01-27,1.0488875474301484,3,0.05
2023-02-10,0001070412,CNX RESOURCES CORP,energy,1.0,0.6538461538461539,2023-01-27,1.0461538461538462,4,0.05
2023-02-10,0000320193,APPLE INC,technology,0.9641255605381166,0.68,2023-02-03,1.0181255605381165,5,0.05
2023-02-10,0001475115,"EVENTBRITE, INC.",technology,0.9977578475336323,0.5,,0.9977578475336323,6,0.05
2023-02-10,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,0.5,,0.9955156950672646,7,0.05
2023-02-10,0000917273,RAMBUS INC,technology,0.9932735426008968,0.5,,0.9932735426008968,8,0.05
2023-02-10,0001314727,SONOS INC,technology,0.9910313901345291,0.5,,0.9910313901345291,9,0.05
2023-02-10,0001327567,PALO ALTO NETWORKS INC,technology,0.9887892376681614,0.5,,0.9887892376681614,10,0.05
2023-02-10,0001373715,"SERVICENOW, INC.",technology,0.9663677130044843,0.57,2023-01-27,0.9873677130044843,11,0.05
2023-02-10,0001509991,KOSMOS ENERGY LTD.,energy,0.9854260089686099,0.5,,0.9854260089686099,12,0.05
2023-02-10,0001173489,CEVA INC,technology,0.9820627802690582,0.5,,0.9820627802690582,13,0.05
2023-02-10,0001827075,CVENT HOLDING CORP.,technology,0.9798206278026906,0.5,,0.9798206278026906,14,0.05
2023-02-10,0001107843,"QUALYS, INC.",technology,0.9753363228699552,0.5,,0.9753363228699552,15,0.05
2023-02-10,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9730941704035875,0.5,,0.9730941704035875,16,0.05
2023-02-10,0001280263,AMBARELLA INC,technology,0.9708520179372198,0.5,,0.9708520179372198,17,0.05
