name,state,n_guardrail_weeks,guardrail_share_within_state,avg_target_vol_multiplier,avg_regime_multiplier,avg_cash_weight,avg_vv_target_cash_budget,avg_vv_budget_gap_post,avg_vv_budget_override_applied
improved_phase2b_regime_confidence_boost,calm_trend,1,0.003389830508474576,0.9624658474219612,1.0,,,,
improved_phase2b_regime_confidence_boost,neutral_healthy_proxy,1,0.0034129692832764505,0.9952517163411968,1.0,,,,
improved_phasett_recovery_two_stage_bucket,calm_trend,1,0.003389830508474576,0.9613227711847891,1.0,,,,
improved_phasett_recovery_two_stage_bucket,neutral_healthy_proxy,1,0.0034129692832764505,0.9916782935395324,1.0,,,,
improved_phasett_recovery_two_stage_bucket,recovery_fragile,1,0.02040816326530612,0.9168686066145436,0.9638628802836792,,,,
improved_phaseuu_tt1_budget_aware_lighter_both,calm_trend,1,0.003389830508474576,0.9613227711847891,1.0,,,,
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_healthy_proxy,1,0.0034129692832764505,0.9916782935395324,1.0,,,,
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_fragile,1,0.02040816326530612,0.9168686066145436,0.9638628802836792,,,,
improved_phasevv_recovery_budget_aware_overlay,calm_trend,1,0.003389830508474576,0.9613227711847891,1.0,,,,
improved_phasevv_recovery_budget_aware_overlay,neutral_healthy_proxy,1,0.0034129692832764505,0.9916782935395324,1.0,,,,
improved_phasevv_recovery_budget_aware_overlay,recovery_fragile,1,0.02040816326530612,0.9168686066145436,0.9638628802836792,,,,
improved_phasevv_recovery_neutral_budget_aware_overlay,calm_trend,1,0.003389830508474576,0.9613227711847891,1.0,,,,
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_healthy_proxy,1,0.0034129692832764505,0.9916782935395324,1.0,,,,
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_fragile,1,0.02040816326530612,0.9168680858384723,0.9638628802836792,,,,
improved_phasevv_recovery_overlay_tolerance_band,calm_trend,1,0.003389830508474576,0.9613227711847891,1.0,,,,
improved_phasevv_recovery_overlay_tolerance_band,neutral_healthy_proxy,1,0.0034129692832764505,0.9916782935395324,1.0,,,,
improved_phasevv_recovery_overlay_tolerance_band,recovery_fragile,1,0.02040816326530612,0.9168686066145436,0.9638628802836792,,,,
