model_name,loss_kind,seed,epoch,train_loss,validation_loss,train_bce_loss,validation_bce_loss,train_sharpe_like,validation_sharpe_like,train_avg_turnover,validation_avg_turnover,train_average_top3_weight,validation_average_top3_weight
prediction_bce_mlp_seed0,prediction_bce,0,1,1.1025100946426392,1.09299898147583,1.1025100946426392,1.09299898147583,0.025682710111141205,0.06699821352958679,0.21855205297470093,0.04141075909137726,0.08525753021240234,0.04556899890303612
prediction_bce_mlp_seed0,prediction_bce,0,2,1.0997282266616821,1.0908396244049072,1.0997282266616821,1.0908396244049072,0.02648073062300682,0.06681634485721588,0.2162533849477768,0.04075439274311066,0.08431961387395859,0.045292578637599945
prediction_bce_mlp_seed0,prediction_bce,0,3,1.0972388982772827,1.0888010263442993,1.0972388982772827,1.0888010263442993,0.026374852284789085,0.06652916967868805,0.21317295730113983,0.04051174968481064,0.08326911181211472,0.045438867062330246
prediction_bce_mlp_seed0,prediction_bce,0,4,1.0947972536087036,1.0868407487869263,1.0947972536087036,1.0868407487869263,0.025703659281134605,0.06621788442134857,0.2142430543899536,0.04062696918845177,0.08416355401277542,0.045972030609846115
prediction_bce_mlp_seed0,prediction_bce,0,5,1.0920661687850952,1.0849469900131226,1.0920661687850952,1.0849469900131226,0.027672791853547096,0.06586925685405731,0.2128208726644516,0.04111507162451744,0.08454155921936035,0.046744585037231445
prediction_bce_mlp_seed0,prediction_bce,0,6,1.090280294418335,1.0831172466278076,1.090280294418335,1.0831172466278076,0.028588950634002686,0.0654507577419281,0.21569493412971497,0.041885990649461746,0.08549368381500244,0.04776151478290558
prediction_bce_mlp_seed0,prediction_bce,0,7,1.0878984928131104,1.0813279151916504,1.0878984928131104,1.0813279151916504,0.026310566812753677,0.0649796649813652,0.21843205392360687,0.043004970997571945,0.08625318109989166,0.04902060702443123
prediction_bce_mlp_seed0,prediction_bce,0,8,1.08597993850708,1.0795979499816895,1.08597993850708,1.0795979499816895,0.02720440924167633,0.06440350413322449,0.220565065741539,0.04436475411057472,0.08807740360498428,0.05047877877950668
prediction_bce_mlp_seed0,prediction_bce,0,9,1.08432936668396,1.0779069662094116,1.08432936668396,1.0779069662094116,0.02628212235867977,0.06370104104280472,0.2241349071264267,0.04592765122652054,0.08985939621925354,0.0521041564643383
prediction_bce_mlp_seed0,prediction_bce,0,10,1.0813705921173096,1.0762401819229126,1.0813705921173096,1.0762401819229126,0.026413749903440475,0.0629332885146141,0.22931954264640808,0.04770765081048012,0.09228460490703583,0.05390588939189911
prediction_bce_mlp_seed0,prediction_bce,0,11,1.0793360471725464,1.074603796005249,1.0793360471725464,1.074603796005249,0.02748430334031582,0.06209015101194382,0.23453034460544586,0.04969710484147072,0.09431564807891846,0.05586380138993263
prediction_bce_mlp_seed0,prediction_bce,0,12,1.0772018432617188,1.0729957818984985,1.0772018432617188,1.0729957818984985,0.027613939717411995,0.061155736446380615,0.24114206433296204,0.05184907466173172,0.09722298383712769,0.057991981506347656
prediction_bce_mlp_seed0,prediction_bce,0,13,1.0750361680984497,1.0714048147201538,1.0750361680984497,1.0714048147201538,0.026968427002429962,0.06007868051528931,0.2495676577091217,0.05418400466442108,0.10053583979606628,0.06029893830418587
