decision_time,cik10,ticker,net_income,net_income__period_end,net_income__available_at,operating_cash_flow,operating_cash_flow__period_end,operating_cash_flow__available_at,net_income__prior_year,net_income__yoy_growth,operating_cash_flow__prior_year,operating_cash_flow__yoy_growth,revenue,revenue__period_end,revenue__available_at,net_margin,operating_cash_flow_margin,revenue__prior_year,revenue__yoy_growth
2014-10-01 00:00:00+00:00,0000002488,0000002488,-36000000.0,2014-06-28,2014-08-01 00:00:00+00:00,-204000000.0,2014-03-29,2014-05-02 00:00:00+00:00,-74000000.0,-0.5135135135135135,-155000000.0,0.31612903225806455,1441000000.0,2014-06-28,2014-08-01 00:00:00+00:00,-0.02498265093684941,-0.14156835530881332,1161000000.0,0.24117140396210157
2015-01-01 00:00:00+00:00,0000002488,0000002488,17000000.0,2014-09-27,2014-10-31 00:00:00+00:00,-204000000.0,2014-03-29,2014-05-02 00:00:00+00:00,48000000.0,-0.6458333333333333,-155000000.0,0.31612903225806455,1429000000.0,2014-09-27,2014-10-31 00:00:00+00:00,0.011896431070678797,-0.14275717284814557,1461000000.0,-0.021902806297056765
2015-04-01 00:00:00+00:00,0000002488,0000002488,-364000000.0,2014-12-27,2015-02-20 00:00:00+00:00,-204000000.0,2014-03-29,2014-05-02 00:00:00+00:00,89000000.0,-5.089887640449438,-155000000.0,0.31612903225806455,1429000000.0,2014-09-27,2014-10-31 00:00:00+00:00,-0.2547235829251225,-0.14275717284814557,1461000000.0,-0.021902806297056765
2015-07-01 00:00:00+00:00,0000002488,0000002488,-180000000.0,2015-03-28,2015-04-30 00:00:00+00:00,-173000000.0,2015-03-28,2015-04-30 00:00:00+00:00,-20000000.0,8.0,-204000000.0,-0.1519607843137255,1030000000.0,2015-03-28,2015-04-30 00:00:00+00:00,-0.17475728155339806,-0.1679611650485437,1397000000.0,-0.26270579813886896
2015-10-01 00:00:00+00:00,0000002488,0000002488,-181000000.0,2015-06-27,2015-07-31 00:00:00+00:00,-173000000.0,2015-03-28,2015-04-30 00:00:00+00:00,-36000000.0,4.027777777777778,-204000000.0,-0.1519607843137255,942000000.0,2015-06-27,2015-07-31 00:00:00+00:00,-0.1921443736730361,-0.18365180467091294,1441000000.0,-0.3462873004857737
2016-01-01 00:00:00+00:00,0000002488,0000002488,-197000000.0,2015-09-26,2015-11-04 00:00:00+00:00,-173000000.0,2015-03-28,2015-04-30 00:00:00+00:00,17000000.0,-12.588235294117647,-204000000.0,-0.1519607843137255,1061000000.0,2015-09-26,2015-11-04 00:00:00+00:00,-0.18567389255419417,-0.16305372290292178,1429000000.0,-0.25752274317704693
2016-04-01 00:00:00+00:00,0000002488,0000002488,-102000000.0,2015-12-26,2016-02-19 00:00:00+00:00,-173000000.0,2015-03-28,2015-04-30 00:00:00+00:00,-364000000.0,-0.7197802197802198,-204000000.0,-0.1519607843137255,1061000000.0,2015-09-26,2015-11-04 00:00:00+00:00,-0.09613572101790764,-0.16305372290292178,1429000000.0,-0.25752274317704693
2016-07-01 00:00:00+00:00,0000002488,0000002488,-109000000.0,2016-03-26,2016-04-29 00:00:00+00:00,-42000000.0,2016-03-26,2016-04-29 00:00:00+00:00,-180000000.0,-0.3944444444444445,-173000000.0,-0.7572254335260116,832000000.0,2016-03-26,2016-04-29 00:00:00+00:00,-0.1310096153846154,-0.05048076923076923,1030000000.0,-0.1922330097087379
2016-10-01 00:00:00+00:00,0000002488,0000002488,69000000.0,2016-06-25,2016-07-27 00:00:00+00:00,-42000000.0,2016-03-26,2016-04-29 00:00:00+00:00,-181000000.0,-1.3812154696132597,-173000000.0,-0.7572254335260116,1027000000.0,2016-06-25,2016-07-27 00:00:00+00:00,0.06718597857838364,-0.04089581304771178,942000000.0,0.09023354564755848
2017-01-01 00:00:00+00:00,0000002488,0000002488,-406000000.0,2016-09-24,2016-10-27 00:00:00+00:00,-42000000.0,2016-03-26,2016-04-29 00:00:00+00:00,-197000000.0,1.0609137055837565,-173000000.0,-0.7572254335260116,1307000000.0,2016-09-24,2016-10-27 00:00:00+00:00,-0.31063504208110176,-0.032134659525631215,1061000000.0,0.23185673892554193
2017-04-01 00:00:00+00:00,0000002488,0000002488,-406000000.0,2016-09-24,2016-10-27 00:00:00+00:00,-42000000.0,2016-03-26,2016-04-29 00:00:00+00:00,-197000000.0,1.0609137055837565,-173000000.0,-0.7572254335260116,1307000000.0,2016-09-24,2016-10-27 00:00:00+00:00,-0.31063504208110176,-0.032134659525631215,1061000000.0,0.23185673892554193
2017-07-01 00:00:00+00:00,0000002488,0000002488,-73000000.0,2017-04-01,2017-05-09 00:00:00+00:00,-299000000.0,2017-04-01,2017-05-09 00:00:00+00:00,-109000000.0,-0.3302752293577982,-42000000.0,6.119047619047619,984000000.0,2017-04-01,2017-05-09 00:00:00+00:00,-0.0741869918699187,-0.30386178861788615,832000000.0,0.1826923076923077
