cik10,price_source,price_file
0000002488,yahoo_current_sec,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260905T094049Z-yahoo-full-history-sec-v1/histories/AMD.csv.gz
0000004127,yahoo_current_sec,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260905T094049Z-yahoo-full-history-sec-v1/histories/SWKS.csv.gz
0000004447,tiingo_identity_validated,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/HES/prices.csv.gz
0000006951,yahoo_current_sec,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260905T094049Z-yahoo-full-history-sec-v1/histories/AMAT.csv.gz
0000007039,tiingo_identity_validated,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/TREC/prices.csv.gz
0000010254,tiingo_identity_validated,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/ESTE/prices.csv.gz
0000021535,yahoo_current_sec,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260905T094049Z-yahoo-full-history-sec-v1/histories/COHU.csv.gz
0000023194,yahoo_current_sec,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260905T094049Z-yahoo-full-history-sec-v1/histories/CRK.csv.gz
0000026058,yahoo_current_sec,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260905T094049Z-yahoo-full-history-sec-v1/histories/CTS.csv.gz
0000031791,yahoo_current_sec,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260905T094049Z-yahoo-full-history-sec-v1/histories/RVTY.csv.gz
0000033213,yahoo_current_sec,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260905T094049Z-yahoo-full-history-sec-v1/histories/EQT.csv.gz
