label,names,weeks,cagr,sharpe,max_drawdown,worst_week,best_week,average_turnover
all issuers,3253,143,0.2225400817023344,1.280203952604849,-0.20250624510804038,-0.08919640986440477,0.06455651568584429,0.0003055099601957749
excluding stale (8+ identical weeks),2824,143,0.23719613785397242,1.2611902711574838,-0.22040654527723402,-0.09739150790966754,0.06877142984681953,0.00017210951775882728
excluding stale and sub-$1 names,2824,143,0.23719613785397242,1.2611902711574838,-0.22040654527723402,-0.09739150790966754,0.06877142984681953,0.00017210951775882728
