book,scenario,window,weeks,cagr,annual_volatility,sharpe_zero_rf,max_drawdown,positive_week_share,total_return
cash_conversion_breadth20,base,2023-2026,149,0.1772462181281036,0.21905349626475884,0.8553519654910882,-0.2377192687085834,0.5771812080536913,0.5961072948266375
cash_conversion_breadth20,base,full,149,0.1772462181281036,0.21905349626475884,0.8553519654910882,-0.2377192687085834,0.5771812080536913,0.5961072948266375
cash_conversion_breadth20,adverse,2023-2026,149,0.0774474855216567,0.23683860190951841,0.4339645820223807,-0.272777167965923,0.5570469798657718,0.23830412835808912
cash_conversion_breadth20,adverse,full,149,0.0774474855216567,0.23683860190951841,0.4339645820223807,-0.272777167965923,0.5570469798657718,0.23830412835808912
growth_survivorship,base,2023-2026,149,0.4536141488547307,0.3816238833038041,1.174627779207659,-0.37239947061616274,0.5369127516778524,1.92064835348133
growth_survivorship,base,full,149,0.4536141488547307,0.3816238833038041,1.174627779207659,-0.37239947061616274,0.5369127516778524,1.92064835348133
growth_survivorship,adverse,2023-2026,149,0.4536141488547307,0.3816238833038041,1.174627779207659,-0.37239947061616274,0.5369127516778524,1.92064835348133
growth_survivorship,adverse,full,149,0.4536141488547307,0.3816238833038041,1.174627779207659,-0.37239947061616274,0.5369127516778524,1.92064835348133
residual_momentum_breadth20,base,2023-2026,149,0.6886168269936508,0.33895542092136555,1.7210218514537796,-0.25650807962820654,0.5906040268456376,3.4870834837422784
residual_momentum_breadth20,base,full,149,0.6886168269936508,0.33895542092136555,1.7210218514537796,-0.25650807962820654,0.5906040268456376,3.4870834837422784
residual_momentum_breadth20,adverse,2023-2026,149,0.6886168269936508,0.33895542092136555,1.7210218514537796,-0.25650807962820654,0.5906040268456376,3.4870834837422784
residual_momentum_breadth20,adverse,full,149,0.6886168269936508,0.33895542092136555,1.7210218514537796,-0.25650807962820654,0.5906040268456376,3.4870834837422784
equal_weight_narrow,base,2023-2026,149,0.26551024997468997,0.21207937512783767,1.2189104817060943,-0.2575260161694861,0.5771812080536913,0.9634980264932067
equal_weight_narrow,base,full,149,0.26551024997468997,0.21207937512783767,1.2189104817060943,-0.2575260161694861,0.5771812080536913,0.9634980264932067
equal_weight_narrow,adverse,2023-2026,149,0.13738083818359503,0.22763591866178193,0.6803967825930561,-0.2676652892413012,0.5637583892617449,0.44607869135300504
equal_weight_narrow,adverse,full,149,0.13738083818359503,0.22763591866178193,0.6803967825930561,-0.2676652892413012,0.5637583892617449,0.44607869135300504
equal_weight_broad,base,2023-2026,149,0.21715244249540366,0.1662290452067116,1.2669656984097972,-0.18474817600811222,0.5704697986577181,0.7560876076261298
equal_weight_broad,base,full,149,0.21715244249540366,0.1662290452067116,1.2669656984097972,-0.18474817600811222,0.5704697986577181,0.7560876076261298
equal_weight_broad,adverse,2023-2026,149,-0.20148086709647117,0.29059315150499826,-0.6193851668239748,-0.5603352325760629,0.5369127516778524,-0.47518060306166254
equal_weight_broad,adverse,full,149,-0.20148086709647117,0.29059315150499826,-0.6193851668239748,-0.5603352325760629,0.5369127516778524,-0.47518060306166254
