version_name,selected_config,market_state,observations,selection_share_state
improved_phasek_robust_objective_framework,balanced,calm_trend,22,0.07457627118644068
improved_phasek_robust_objective_framework,balanced,neutral_mixed,111,0.22560975609756098
improved_phasek_robust_objective_framework,balanced,recovery_confirmed,3,0.06818181818181818
improved_phasek_robust_objective_framework,balanced,recovery_fragile,6,0.12244897959183673
improved_phasek_robust_objective_framework,balanced,stressed_panic,40,0.17467248908296942
improved_phasek_robust_objective_framework,conservative,calm_trend,218,0.7389830508474576
improved_phasek_robust_objective_framework,conservative,neutral_mixed,310,0.6300813008130082
improved_phasek_robust_objective_framework,conservative,recovery_confirmed,37,0.8409090909090909
improved_phasek_robust_objective_framework,conservative,recovery_fragile,37,0.7551020408163265
improved_phasek_robust_objective_framework,conservative,stressed_panic,117,0.5109170305676856
improved_phasek_robust_objective_framework,conviction,calm_trend,55,0.1864406779661017
improved_phasek_robust_objective_framework,conviction,neutral_mixed,71,0.1443089430894309
improved_phasek_robust_objective_framework,conviction,recovery_confirmed,4,0.09090909090909091
improved_phasek_robust_objective_framework,conviction,recovery_fragile,6,0.12244897959183673
improved_phasek_robust_objective_framework,conviction,stressed_panic,72,0.314410480349345
improved_phasek_confidence_turnover_framework,margin_balanced,calm_trend,38,0.1288135593220339
improved_phasek_confidence_turnover_framework,margin_balanced,neutral_mixed,125,0.2540650406504065
improved_phasek_confidence_turnover_framework,margin_balanced,recovery_confirmed,3,0.06818181818181818
improved_phasek_confidence_turnover_framework,margin_balanced,recovery_fragile,6,0.12244897959183673
improved_phasek_confidence_turnover_framework,margin_balanced,stressed_panic,62,0.27074235807860264
improved_phasek_confidence_turnover_framework,margin_fast,calm_trend,17,0.0576271186440678
improved_phasek_confidence_turnover_framework,margin_fast,neutral_mixed,39,0.07926829268292683
improved_phasek_confidence_turnover_framework,margin_fast,recovery_confirmed,4,0.09090909090909091
improved_phasek_confidence_turnover_framework,margin_fast,recovery_fragile,6,0.12244897959183673
improved_phasek_confidence_turnover_framework,margin_fast,stressed_panic,38,0.16593886462882096
improved_phasek_confidence_turnover_framework,margin_strict,calm_trend,240,0.8135593220338984
improved_phasek_confidence_turnover_framework,margin_strict,neutral_mixed,328,0.6666666666666666
improved_phasek_confidence_turnover_framework,margin_strict,recovery_confirmed,37,0.8409090909090909
improved_phasek_confidence_turnover_framework,margin_strict,recovery_fragile,37,0.7551020408163265
improved_phasek_confidence_turnover_framework,margin_strict,stressed_panic,129,0.5633187772925764
improved_phasek_tail_aware_role_framework,tail_balanced,calm_trend,22,0.07457627118644068
improved_phasek_tail_aware_role_framework,tail_balanced,neutral_mixed,130,0.26422764227642276
improved_phasek_tail_aware_role_framework,tail_balanced,recovery_confirmed,4,0.09090909090909091
improved_phasek_tail_aware_role_framework,tail_balanced,recovery_fragile,8,0.16326530612244897
improved_phasek_tail_aware_role_framework,tail_balanced,stressed_panic,35,0.15283842794759825
improved_phasek_tail_aware_role_framework,tail_flexible,calm_trend,83,0.28135593220338984
improved_phasek_tail_aware_role_framework,tail_flexible,neutral_mixed,157,0.31910569105691056
improved_phasek_tail_aware_role_framework,tail_flexible,recovery_confirmed,6,0.13636363636363635
improved_phasek_tail_aware_role_framework,tail_flexible,recovery_fragile,18,0.3673469387755102
improved_phasek_tail_aware_role_framework,tail_flexible,stressed_panic,74,0.3231441048034934
improved_phasek_tail_aware_role_framework,tail_guard,calm_trend,190,0.6440677966101694
improved_phasek_tail_aware_role_framework,tail_guard,neutral_mixed,205,0.4166666666666667
improved_phasek_tail_aware_role_framework,tail_guard,recovery_confirmed,34,0.7727272727272727
improved_phasek_tail_aware_role_framework,tail_guard,recovery_fragile,23,0.46938775510204084
improved_phasek_tail_aware_role_framework,tail_guard,stressed_panic,120,0.5240174672489083
