Date,version_name,offensive_weight,defensive_weight,cash_proxy_weight,bil_weight,spy_weight,overlay_cash_weight,sleeve_bil_weight,risk_state,market_state
2006-05-12,baseline_hrp_default,0.0,0.0,1.0,1.0,0.0,1.0,0.0,calm,neutral_mixed
2006-05-19,baseline_hrp_default,0.0,0.0,1.0,1.0,0.0,1.0,0.0,neutral,neutral_mixed
2006-05-26,baseline_hrp_default,0.0,0.0,1.0,1.0,0.0,1.0,0.0,stressed,stressed_panic
2006-06-02,baseline_hrp_default,0.0,0.0,1.0,1.0,0.0,1.0,0.0,neutral,neutral_mixed
2006-06-09,baseline_hrp_default,0.0,0.0,1.0,1.0,0.0,1.0,0.0,neutral,neutral_mixed
2006-06-16,baseline_hrp_default,0.0,0.0,1.0,1.0,0.0,1.0,0.0,neutral,neutral_mixed
2006-06-23,baseline_hrp_default,0.0,0.0,1.0,1.0,0.0,1.0,0.0,stressed,stressed_panic
2006-06-30,baseline_hrp_default,0.39260158054165817,0.15336736557432282,0.4540310538840189,0.4540310538840189,0.014004180330541008,0.34999999999999987,0.10403105388401901,neutral,neutral_mixed
2006-07-07,baseline_hrp_default,0.39260158054165817,0.15336736557432282,0.4540310538840189,0.4540310538840189,0.014004180330541008,0.34999999999999987,0.10403105388401901,neutral,neutral_mixed
2006-07-14,baseline_hrp_default,0.39260158054165817,0.15336736557432282,0.4540310538840189,0.4540310538840189,0.014004180330541008,0.34999999999999987,0.10403105388401901,neutral,neutral_mixed
2006-07-21,baseline_hrp_default,0.39260158054165817,0.15336736557432282,0.4540310538840189,0.4540310538840189,0.014004180330541008,0.34999999999999987,0.10403105388401901,stressed,stressed_panic
2006-07-28,baseline_hrp_default,0.4514423595194076,0.16527492084227896,0.3832827196383135,0.3832827196383135,0.0,0.34999999999999987,0.03328271963831364,neutral,neutral_mixed
2006-08-04,baseline_hrp_default,0.4528285405232606,0.16388873983842595,0.3832827196383135,0.3832827196383135,0.0,0.34999999999999987,0.03328271963831364,neutral,neutral_mixed
2006-08-11,baseline_hrp_default,0.4507065936719848,0.1660106866897017,0.3832827196383135,0.3832827196383135,0.0,0.34999999999999987,0.03328271963831364,neutral,neutral_mixed
2006-08-18,baseline_hrp_default,0.4403432623819664,0.17637401797972008,0.3832827196383135,0.3832827196383135,0.0,0.34999999999999987,0.03328271963831364,neutral,recovery_rebound
2006-08-25,baseline_hrp_default,0.4677030072490965,0.18229699275090344,0.3500000000000001,0.3500000000000001,0.010290601463156258,0.35,1.1102230246251565e-16,neutral,neutral_mixed
2006-09-01,baseline_hrp_default,0.4742690278784032,0.1757309721215968,0.3500000000000001,0.3500000000000001,0.010290601463156258,0.35,1.1102230246251565e-16,neutral,recovery_rebound
2006-09-08,baseline_hrp_default,0.47555488470381324,0.1744451152961867,0.3500000000000001,0.3500000000000001,0.010290601463156258,0.35,1.1102230246251565e-16,neutral,recovery_rebound
2006-09-15,baseline_hrp_default,0.47920357507134936,0.1707964249286506,0.3500000000000001,0.3500000000000001,0.010290601463156258,0.35,1.1102230246251565e-16,neutral,neutral_mixed
2006-09-22,baseline_hrp_default,0.4859976714791143,0.16400232852088567,0.35,0.35,0.010290601463156258,0.35,0.0,neutral,neutral_mixed
2006-09-29,baseline_hrp_default,0.48617953801672437,0.16382046198327563,0.35,0.35,0.010276454142765548,0.35,0.0,neutral,neutral_mixed
2006-10-06,baseline_hrp_default,0.496513650661952,0.15348634933804797,0.35,0.35,0.015668504369994472,0.35,0.0,neutral,neutral_mixed
2006-10-13,baseline_hrp_default,0.4977471749778235,0.1522528250221765,0.35,0.35,0.016793941188420217,0.35,0.0,neutral,neutral_mixed
2006-10-20,baseline_hrp_default,0.5421487087419052,0.10785129125809474,0.3500000000000001,0.3500000000000001,0.04917624247020544,0.35,1.1102230246251565e-16,neutral,neutral_mixed
2006-10-27,baseline_hrp_default,0.5013617015218613,0.1486382984781387,0.35,0.35,0.07040561531437517,0.35,0.0,neutral,neutral_mixed
2006-11-03,baseline_hrp_default,0.4927319960040187,0.15726800399598134,0.3500000000000001,0.3500000000000001,0.07517029544185899,0.35,1.1102230246251565e-16,neutral,neutral_mixed
2006-11-10,baseline_hrp_default,0.5013617015218612,0.1486382984781387,0.35,0.35,0.0820164493580545,0.35,0.0,neutral,recovery_rebound
2006-11-17,baseline_hrp_default,0.5013617015218612,0.1486382984781387,0.3500000000000001,0.3500000000000001,0.05033925763396951,0.35,1.1102230246251565e-16,neutral,recovery_rebound
2006-11-24,baseline_hrp_default,0.9080496066844809,0.09195039331551905,2.220446049250313e-16,2.220446049250313e-16,0.22533251612196625,0.0,2.220446049250313e-16,calm,calm_trend
2006-12-01,baseline_hrp_default,0.9080496066844808,0.09195039331551905,2.220446049250313e-16,2.220446049250313e-16,0.19604854429103058,0.0,2.220446049250313e-16,calm,calm_trend
2006-12-08,baseline_hrp_default,0.8831354199849621,0.11686458001503763,2.220446049250313e-16,2.220446049250313e-16,0.16224185472159963,0.0,2.220446049250313e-16,neutral,recovery_rebound
2006-12-15,baseline_hrp_default,0.886690379152661,0.11330962084733892,0.0,0.0,0.11825790899805305,0.0,0.0,calm,calm_trend
2006-12-22,baseline_hrp_default,0.8524684095791615,0.14753159042083838,0.0,0.0,0.11825790899805305,0.0,0.0,calm,calm_trend
2006-12-29,baseline_hrp_default,0.6912268510243732,0.3087731489756267,2.220446049250313e-16,2.220446049250313e-16,0.01130390184034081,0.0,2.220446049250313e-16,calm,calm_trend
2007-01-05,baseline_hrp_default,0.7330505607529102,0.26694943924708975,1.1102230246251565e-16,1.1102230246251565e-16,0.03895792593604719,0.0,1.1102230246251565e-16,calm,calm_trend
2007-01-12,baseline_hrp_default,0.7681236759169185,0.2318763240830814,1.1102230246251565e-16,1.1102230246251565e-16,0.06077460072320044,0.0,1.1102230246251565e-16,calm,calm_trend
2007-01-19,baseline_hrp_default,0.7681236759169185,0.2318763240830814,0.0,0.0,0.07614208746676311,0.0,0.0,calm,calm_trend
2007-01-26,baseline_hrp_default,0.8675901401795965,0.13240985982040332,2.220446049250313e-16,2.220446049250313e-16,0.1397098607986748,0.0,2.220446049250313e-16,calm,calm_trend
2007-02-02,baseline_hrp_default,0.8675901401795967,0.13240985982040332,2.220446049250313e-16,2.220446049250313e-16,0.1387463586336961,0.0,2.220446049250313e-16,calm,calm_trend
2007-02-09,baseline_hrp_default,0.8675901401795967,0.13240985982040332,1.1102230246251565e-16,1.1102230246251565e-16,0.14342292178151544,0.0,1.1102230246251565e-16,calm,calm_trend
2007-02-16,baseline_hrp_default,0.8675901401795967,0.13240985982040332,1.1102230246251565e-16,1.1102230246251565e-16,0.14110429706676103,0.0,1.1102230246251565e-16,calm,calm_trend
2007-02-23,baseline_hrp_default,0.8586074830082209,0.10112346186096328,0.04026905513081591,0.04026905513081591,0.17994053197403073,1.1102230246251565e-16,0.0402690551308158,calm,calm_trend
2007-03-02,baseline_hrp_default,0.8586074830082208,0.10112346186096328,0.04026905513081602,0.04026905513081602,0.1844434468848962,1.1102230246251565e-16,0.04026905513081591,calm,calm_trend
2007-03-09,baseline_hrp_default,0.8586074830082209,0.10112346186096328,0.04026905513081602,0.04026905513081602,0.18631068681925625,1.1102230246251565e-16,0.04026905513081591,neutral,neutral_mixed
2007-03-16,baseline_hrp_default,0.8390917891299513,0.12063915573923263,0.04026905513081602,0.04026905513081602,0.12633789800053136,1.1102230246251565e-16,0.04026905513081591,neutral,neutral_mixed
2007-03-23,baseline_hrp_default,0.8008350914644491,0.15889585340473475,0.04026905513081602,0.04026905513081602,0.12556405495828324,1.1102230246251565e-16,0.04026905513081591,neutral,neutral_mixed
2007-03-30,baseline_hrp_default,0.45164654342149124,0.1270784885325449,0.42127496804596376,0.42127496804596376,0.07113849214168395,0.35,0.07127496804596378,neutral,neutral_mixed
2007-04-06,baseline_hrp_default,0.43291882619705213,0.14580620575698405,0.42127496804596387,0.42127496804596387,0.07996296474468108,0.35,0.0712749680459639,neutral,neutral_mixed
2007-04-13,baseline_hrp_default,0.4573916120917698,0.1213334198622663,0.42127496804596387,0.42127496804596387,0.09245934238996062,0.35,0.0712749680459639,neutral,neutral_mixed
2007-04-20,baseline_hrp_default,0.41424083249819055,0.16448419945584564,0.42127496804596376,0.42127496804596376,0.09312858346925582,0.35,0.07127496804596378,neutral,neutral_mixed
2007-04-27,baseline_hrp_default,0.5281105226193494,0.09363519209241761,0.3782542852882329,0.3782542852882329,0.0515017915086828,0.35,0.028254285288232928,neutral,neutral_mixed
2007-05-04,baseline_hrp_default,0.5281105226193495,0.09363519209241761,0.3782542852882329,0.3782542852882329,0.04476430983584326,0.35,0.028254285288232928,neutral,neutral_mixed
2007-05-11,baseline_hrp_default,0.5281105226193494,0.09363519209241761,0.3782542852882329,0.3782542852882329,0.052854666243382135,0.35,0.028254285288232928,neutral,neutral_mixed
2007-05-18,baseline_hrp_default,0.5281105226193495,0.09363519209241761,0.3782542852882329,0.3782542852882329,0.03577098061843123,0.35,0.028254285288232928,neutral,neutral_mixed
2007-05-25,baseline_hrp_default,0.5219621978690905,0.09905045600600686,0.3789873461249027,0.3789873461249027,0.03871793561346369,0.35,0.028987346124902724,neutral,neutral_mixed
2007-06-01,baseline_hrp_default,0.5219621978690906,0.09905045600600686,0.3789873461249025,0.3789873461249025,0.031953095479784595,0.35,0.028987346124902502,neutral,neutral_mixed
2007-06-08,baseline_hrp_default,0.5219621978690906,0.09905045600600686,0.3789873461249026,0.3789873461249026,0.03255158396415128,0.35,0.028987346124902613,neutral,neutral_mixed
2007-06-15,baseline_hrp_default,0.5219621978690905,0.09905045600600686,0.3789873461249026,0.3789873461249026,0.03143302527352134,0.35,0.028987346124902613,neutral,neutral_mixed
2007-06-22,baseline_hrp_default,0.5219621978690906,0.09905045600600686,0.3789873461249026,0.3789873461249026,0.04877371627434126,0.35,0.028987346124902613,neutral,neutral_mixed
2007-06-29,baseline_hrp_default,0.5274893128947215,0.09251844534555317,0.37999224175972546,0.37999224175972546,0.059254435030390656,0.35,0.02999224175972548,neutral,neutral_mixed
2007-07-06,baseline_hrp_default,0.5274893128947215,0.09251844534555317,0.37999224175972524,0.37999224175972524,0.05697380216449648,0.35,0.029992241759725258,neutral,neutral_mixed
2007-07-13,baseline_hrp_default,0.5274893128947215,0.09251844534555317,0.37999224175972535,0.37999224175972535,0.05579903384456154,0.35,0.02999224175972537,neutral,neutral_mixed
2007-07-20,baseline_hrp_default,0.5274893128947215,0.09251844534555317,0.37999224175972535,0.37999224175972535,0.05633923920023262,0.35,0.02999224175972537,neutral,neutral_mixed
2007-07-27,baseline_hrp_default,0.5188514290527017,0.09922301355915919,0.38192555738813927,0.38192555738813927,0.12750012597376628,0.35,0.03192555738813929,neutral,neutral_mixed
2007-08-03,baseline_hrp_default,0.5188514290527015,0.09922301355915919,0.38192555738813927,0.38192555738813927,0.1272768644861257,0.35,0.03192555738813929,stressed,stressed_panic
2007-08-10,baseline_hrp_default,0.5188514290527015,0.09922301355915919,0.38192555738813927,0.38192555738813927,0.12728737695059988,0.35,0.03192555738813929,stressed,stressed_panic
2007-08-17,baseline_hrp_default,0.5188514290527015,0.09922301355915919,0.38192555738813927,0.38192555738813927,0.12793187865741606,0.35,0.03192555738813929,stressed,stressed_panic
2007-08-24,baseline_hrp_default,0.5188514290527015,0.09922301355915919,0.38192555738813927,0.38192555738813927,0.1369824928079081,0.35,0.03192555738813929,stressed,stressed_panic
2007-08-31,baseline_hrp_default,0.21638975594385063,0.013588851115125124,0.7700213929410242,0.7700213929410242,0.018614751557036378,0.7,0.07002139294102427,stressed,stressed_panic
2007-09-07,baseline_hrp_default,0.20625420675665213,0.023724400302323593,0.7700213929410242,0.7700213929410242,0.010556993888781268,0.7,0.07002139294102427,stressed,stressed_panic
2007-09-14,baseline_hrp_default,0.20460840407165715,0.025370202987318607,0.7700213929410242,0.7700213929410242,0.010556993888781268,0.7,0.07002139294102427,stressed,stressed_panic
2007-09-21,baseline_hrp_default,0.1976673387892679,0.03231126826970783,0.7700213929410242,0.7700213929410242,0.010556993888781268,0.7,0.07002139294102427,stressed,stressed_panic
2007-09-28,baseline_hrp_default,0.49349086480848275,0.12074960695107562,0.3857595282404416,0.3857595282404416,0.0220797390002931,0.35,0.035759528240441596,neutral,recovery_rebound
2007-10-05,baseline_hrp_default,0.4877763716904815,0.1264641000690769,0.3857595282404416,0.3857595282404416,0.021949199187138512,0.35,0.035759528240441596,neutral,recovery_rebound
2007-10-12,baseline_hrp_default,0.37408453973034067,0.17301784936850195,0.4528976109011573,0.4528976109011573,0.018638434833994286,0.35,0.10289761090115734,stressed,stressed_panic
2007-10-19,baseline_hrp_default,0.37325700215759383,0.17384538694124885,0.4528976109011573,0.4528976109011573,0.018638434833994286,0.35,0.10289761090115734,stressed,stressed_panic
2007-10-26,baseline_hrp_default,0.12448993877081355,0.09888154979952524,0.7766285114296612,0.7766285114296612,0.004437936770264712,0.7000000000000001,0.0766285114296611,stressed,stressed_panic
2007-11-02,baseline_hrp_default,0.12986618668036778,0.093505301889971,0.7766285114296612,0.7766285114296612,0.004287043503491821,0.7000000000000001,0.0766285114296611,stressed,stressed_panic
2007-11-09,baseline_hrp_default,0.15180865091996218,0.1035998979491722,0.7445914511308657,0.7445914511308657,0.006986762801139947,0.7000000000000001,0.0445914511308656,stressed,stressed_panic
2007-11-16,baseline_hrp_default,0.15036431889086857,0.1050442299782658,0.7445914511308657,0.7445914511308657,0.006574056144294722,0.7000000000000001,0.0445914511308656,stressed,stressed_panic
2007-11-23,baseline_hrp_default,0.129261813164455,0.09410967540588379,0.7766285114296612,0.7766285114296612,0.003005861715874631,0.7000000000000001,0.0766285114296611,stressed,stressed_panic
2007-11-30,baseline_hrp_default,0.19055726130105924,0.03067311666082259,0.7787696220381182,0.7787696220381182,0.0062095926343859595,0.7,0.07876962203811821,stressed,stressed_panic
2007-12-07,baseline_hrp_default,0.18915395600851867,0.03207642195336316,0.7787696220381182,0.7787696220381182,0.0062095926343859595,0.7,0.07876962203811821,stressed,stressed_panic
2007-12-14,baseline_hrp_default,0.18354691095222306,0.0376834670096588,0.7787696220381182,0.7787696220381182,0.0062095926343859595,0.7,0.07876962203811821,stressed,stressed_panic
2007-12-21,baseline_hrp_default,0.17727501693254857,0.043955361029333256,0.7787696220381182,0.7787696220381182,0.0062095926343859595,0.7,0.07876962203811821,stressed,stressed_panic
2007-12-28,baseline_hrp_default,0.25110894337192785,0.2875482124589849,0.4613428441690872,0.4613428441690872,0.006177169542958302,0.35,0.11134284416908724,neutral,neutral_mixed
2008-01-04,baseline_hrp_default,0.263634544221421,0.27502261160949176,0.4613428441690872,0.4613428441690872,0.006177169542958302,0.35,0.11134284416908724,stressed,stressed_panic
2008-01-11,baseline_hrp_default,0.2726837322879095,0.2659734235430033,0.4613428441690872,0.4613428441690872,0.006177169542958302,0.35,0.11134284416908724,stressed,stressed_panic
2008-01-18,baseline_hrp_default,0.24895795462477416,0.2896992012061387,0.4613428441690872,0.4613428441690872,0.006177169542958302,0.35,0.11134284416908724,stressed,stressed_panic
2008-01-25,baseline_hrp_default,0.10940303975279785,0.10223546711624559,0.7883614931309566,0.7883614931309566,0.0,0.7,0.08836149313095665,stressed,stressed_panic
2008-02-01,baseline_hrp_default,0.09801700263173224,0.11362150423731118,0.7883614931309566,0.7883614931309566,0.0,0.7,0.08836149313095665,stressed,stressed_panic
2008-02-08,baseline_hrp_default,0.09533037067657246,0.11630813619247098,0.7883614931309566,0.7883614931309566,0.0,0.7,0.08836149313095665,stressed,stressed_panic
2008-02-15,baseline_hrp_default,0.09627887676769348,0.11535963010134993,0.7883614931309566,0.7883614931309566,0.0,0.7,0.08836149313095665,stressed,stressed_panic
2008-02-22,baseline_hrp_default,0.08848330689092117,0.0939647740086636,0.8175519191004152,0.8175519191004152,0.0,0.7,0.11755191910041529,stressed,stressed_panic
2008-02-29,baseline_hrp_default,0.08715023419639005,0.0924467076401381,0.8204030581634718,0.8204030581634718,0.0,0.7,0.12040305816347185,stressed,stressed_panic
2008-03-07,baseline_hrp_default,0.09347532805515951,0.11309923491045426,0.7934254370343863,0.7934254370343863,0.0,0.7,0.09342543703438633,stressed,stressed_panic
2008-03-14,baseline_hrp_default,0.08809600953938992,0.09150093229713821,0.8204030581634718,0.8204030581634718,0.0,0.7,0.12040305816347185,stressed,stressed_panic
2008-03-21,baseline_hrp_default,0.08524510414273297,0.09435183769379518,0.8204030581634718,0.8204030581634718,0.0,0.7,0.12040305816347185,stressed,stressed_panic
2008-03-28,baseline_hrp_default,0.09268135760767807,0.08491630102770865,0.8224023413646133,0.8224023413646133,0.0,0.7,0.12240234136461337,stressed,stressed_panic
2008-04-04,baseline_hrp_default,0.09370684200697693,0.0838908166284098,0.8224023413646133,0.8224023413646133,0.0,0.7,0.12240234136461337,stressed,stressed_panic
2008-04-11,baseline_hrp_default,0.09468933414595576,0.08290832448943097,0.8224023413646133,0.8224023413646133,0.0,0.7,0.12240234136461337,stressed,stressed_panic
2008-04-18,baseline_hrp_default,0.09444017655264508,0.08315748208274165,0.8224023413646133,0.8224023413646133,0.0,0.7,0.12240234136461337,stressed,stressed_panic
2008-04-25,baseline_hrp_default,0.10215085432026919,0.11950230467341352,0.7783468410063172,0.7783468410063172,0.0,0.7,0.07834684100631728,stressed,stressed_panic
2008-05-02,baseline_hrp_default,0.10179648560072516,0.11985667339295752,0.7783468410063173,0.7783468410063173,0.0,0.7,0.07834684100631739,stressed,stressed_panic
2008-05-09,baseline_hrp_default,0.09393580894674368,0.12771735004693902,0.7783468410063172,0.7783468410063172,0.0,0.7,0.07834684100631728,neutral,neutral_mixed
2008-05-16,baseline_hrp_default,0.09499768833138902,0.12665547066229368,0.7783468410063172,0.7783468410063172,0.0,0.7,0.07834684100631728,neutral,recovery_rebound
2008-05-23,baseline_hrp_default,0.10451598153647385,0.11713717745720886,0.7783468410063172,0.7783468410063172,0.0,0.7,0.07834684100631728,neutral,neutral_mixed
2008-05-30,baseline_hrp_default,0.23321089714023718,0.2416231989847862,0.5251659038749766,0.5251659038749766,0.0,0.3568255972280824,0.16834030664689426,neutral,neutral_mixed
2008-06-06,baseline_hrp_default,0.26640330258043865,0.26152519564036003,0.4720715017792013,0.4720715017792013,0.0,0.3568255972280824,0.11524590455111894,neutral,neutral_mixed
2008-06-13,baseline_hrp_default,0.2573246553541527,0.27060384286664596,0.47207150177920143,0.47207150177920143,0.0,0.3568255972280824,0.11524590455111905,neutral,neutral_mixed
2008-06-20,baseline_hrp_default,0.2925580262925433,0.23537047192825536,0.47207150177920143,0.47207150177920143,0.0,0.3568255972280824,0.11524590455111905,neutral,neutral_mixed
2008-06-27,baseline_hrp_default,0.22034229985768772,0.2946824118083942,0.484975288333918,0.484975288333918,0.0,0.37193855113806595,0.11303673719585206,neutral,neutral_mixed
2008-07-04,baseline_hrp_default,0.24383302201708693,0.271191689648995,0.484975288333918,0.484975288333918,0.0,0.37193855113806595,0.11303673719585206,neutral,neutral_mixed
2008-07-11,baseline_hrp_default,0.23301232032159705,0.2820123913444849,0.484975288333918,0.484975288333918,0.0,0.37193855113806595,0.11303673719585206,neutral,stressed_panic
2008-07-18,baseline_hrp_default,0.20485340865478008,0.25849457602443543,0.5366520153207845,0.5366520153207845,0.0,0.37193855113806595,0.1647134641827186,stressed,stressed_panic
2008-07-25,baseline_hrp_default,0.21377857128286828,0.16243320845817982,0.6237882202589519,0.6237882202589519,0.0,0.34999999999999987,0.273788220258952,neutral,stressed_panic
2008-08-01,baseline_hrp_default,0.2458304756673354,0.18380741147584295,0.5703621128568217,0.5703621128568217,0.0,0.34999999999999987,0.22036211285682183,neutral,stressed_panic
