name,missing,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,avg_turnover,avg_BIL,avg_SPY,avg_offense,avg_defense,avg_cash,holdout_ann_return,holdout_sharpe,recovery_capture,avg_bucket_offense,avg_bucket_defense,avg_bucket_composite,avg_bucket_cash,ann_return_delta_vs_prod,sharpe_delta_vs_prod,max_drawdown_delta_vs_prod,cvar_5_delta_vs_prod,avg_BIL_delta_vs_prod,avg_SPY_delta_vs_prod,avg_offense_delta_vs_prod,avg_defense_delta_vs_prod,avg_cash_delta_vs_prod,ann_return_delta_vs_shadow,sharpe_delta_vs_shadow,max_drawdown_delta_vs_shadow,cvar_5_delta_vs_shadow,avg_BIL_delta_vs_shadow,avg_SPY_delta_vs_shadow,avg_offense_delta_vs_shadow,avg_defense_delta_vs_shadow,avg_cash_delta_vs_shadow,ann_return_delta_vs_rr_best,sharpe_delta_vs_rr_best,max_drawdown_delta_vs_rr_best,cvar_5_delta_vs_rr_best,avg_BIL_delta_vs_rr_best,avg_SPY_delta_vs_rr_best,avg_offense_delta_vs_rr_best,avg_defense_delta_vs_rr_best,avg_cash_delta_vs_rr_best
improved_phase2b_regime_confidence_boost,False,0.06973726056697613,0.07789583362986176,0.8952630367671166,-0.139754039463866,0.49899996332490265,-0.026181041847003924,0.05617856587445908,0.2839178772422698,0.07081167142134885,0.47498117072743484,0.2411009520302949,0.2839178772422698,0.14583656959170221,2.001626593422079,0.12814863475678015,0.3908031422936725,0.1337725320855525,0.25430484674051596,0.2211194788802588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003427249951112876,0.0007904555681768066,-0.0030128240486322344,-9.599381082687e-05,-0.0016346203049677488,5.5162917383583254e-05,0.0007233880746645438,0.000911232230303205,-0.0016346203049677488,-0.0009487161154380641,0.0003170071252369677,0.004039412387413455,0.0003944211519071976,0.005508481113026487,-0.002600163648728407,-0.006541691349011225,0.0010332102359847384,0.005508481113026487
improved_phase2b_combo_abc,False,0.06939453557186484,0.07758151231293113,0.8944725811989398,-0.13674121541523376,0.5074880705216687,-0.026085048036177054,0.05652051445626184,0.28555249754723755,0.07075650850396527,0.4742577826527703,0.2401897197999917,0.28555249754723755,0.14569998758182207,2.014032143070176,0.1248945639570215,0.38986047647566613,0.13357171387880154,0.25370712668910367,0.2228606829564285,-0.0003427249951112876,-0.0007904555681768066,0.0030128240486322344,9.599381082687e-05,0.0016346203049677488,-5.5162917383583254e-05,-0.0007233880746645438,-0.000911232230303205,0.0016346203049677488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012914411105493517,-0.0004734484429398389,0.007052236436045689,0.0004904149627340676,0.007143101417994235,-0.00265532656611199,-0.007265079423675769,0.00012197800568153339,0.007143101417994235
improved_phaserr_combined_bucket_allocator,False,0.07068597668241419,0.07898350776604908,0.8949460296418796,-0.14379345185127945,0.4915799417314373,-0.02657546299891112,0.05651259938545729,0.2784093961292433,0.07341183507007726,0.48152286207644607,0.24006774179431017,0.2784093961292433,0.14834027046053788,1.9451232735944595,0.14063709344854125,0.41760070141542205,0.1364461287393311,0.22504675061604074,0.22090641922920587,0.0009487161154380641,-0.0003170071252369677,-0.004039412387413455,-0.0003944211519071976,-0.005508481113026487,0.002600163648728407,0.006541691349011225,-0.0010332102359847384,-0.005508481113026487,0.0012914411105493517,0.0004734484429398389,-0.007052236436045689,-0.0004904149627340676,-0.007143101417994235,0.00265532656611199,0.007265079423675769,-0.00012197800568153339,-0.007143101417994235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phasess_recovery_explicit_bucket,False,0.07058497039766587,0.07863008499527716,0.8976840149912784,-0.14077520693890055,0.5014020006257299,-0.026434412418039486,0.05739276743553312,0.2812938344118128,0.07278466348024319,0.4798602653403008,0.2388459002478859,0.2812938344118128,0.14891689384904744,1.9841006127102374,0.14380464256233477,0.3980576549271417,0.13800525297248972,0.24286715274514947,0.22106993935521893,0.0008477098306897413,0.0024209782241617628,-0.0010211674750345567,-0.0002533705710355619,-0.002624042830456974,0.0019729920588943406,0.004879094612865953,-0.0022550517824090066,-0.002624042830456974,0.0011904348258010289,0.0032114337923385694,-0.004033991523666791,-0.0003493643818624319,-0.004258663135424723,0.002028154976277924,0.005602482687530497,-0.0013438195521058016,-0.004258663135424723,-0.00010100628474832285,0.0027379853493987305,0.003018244912378898,0.00014105058087163572,0.0028844382825695125,-0.0006271715898340663,-0.001662596736145272,-0.0012218415464242682,0.0028844382825695125
improved_phasess_good_state_explicit_bucket,False,0.0701889832039425,0.0792962508946736,0.8851488237088541,-0.1538727440224199,0.456149551695235,-0.02667029058452968,0.05490025327978624,0.27771372318040843,0.07488321673973097,0.4801824300734652,0.24210384674612595,0.27771372318040843,0.14719752264209557,1.9097526632877462,0.12635840003507362,0.41797643784472077,0.14178375998526524,0.2188904333414783,0.22134936882853548,0.00045172263696637016,-0.010114213058262544,-0.014118704558553907,-0.0004892487375257569,-0.006204154061861367,0.004071545318382122,0.005201259346030385,0.0010028947158310375,-0.006204154061861367,0.0007944476320776578,-0.009323757490085738,-0.01713152860718614,-0.0005852425483526269,-0.007838774366829115,0.004126708235765705,0.0059246474206949284,0.0019141269461342425,-0.007838774366829115,-0.000496993478471694,-0.009797205933025577,-0.010079292171140453,-9.482758561855931e-05,-0.0006956729488348801,0.0014713816696537152,-0.0013404320029808403,0.002036104951815776,-0.0006956729488348801
improved_phasess_combined_explicit_bucket,False,0.07118720986288375,0.07974985085653816,0.8926312601003139,-0.15320305129560452,0.4646592170382324,-0.026768518193518425,0.05578273338744461,0.27633275815756814,0.07657535789783196,0.4837927543372918,0.23987448750513962,0.27633275815756814,0.14968046788243822,1.9105434141054332,0.14113672324845367,0.4194677408496091,0.1455296242859341,0.2137242079212621,0.22127842694319458,0.0014499492959076238,-0.0026317766668026987,-0.013449011831738522,-0.0005874763465145011,-0.007585119084701664,0.005763686476483107,0.008811583609856954,-0.0012264645251552908,-0.007585119084701664,0.0017926742910189114,-0.001841321098625892,-0.016461835880370757,-0.0006834701573413711,-0.009219739389669412,0.00581884939386669,0.009534971684521498,-0.0003152322948520858,-0.009219739389669412,0.0005012331804695597,-0.002314769541565731,-0.009409599444325067,-0.0001930551946073035,-0.002076637971675177,0.0031635228277547,0.0022698922608457295,-0.00019325428917055243,-0.002076637971675177
