,gross_return,net_return,turnover,cost,wealth,drawdown
2022-04-22,-0.005878832073583192,-0.005880236025336512,0.001403951753320084,1.4039517533200838e-06,2.830897292077882,-0.021320790571717985
2022-04-29,-0.004348123790945396,-0.0044818363316453565,0.13371254069996047,0.00013371254069996047,2.818209673743091,-0.025707070609559568
2022-05-06,-0.005501777540388711,-0.005506139458917385,0.004361918528674753,4.361918528674752e-06,2.8026922182549914,-0.03107166335262057
2022-05-13,0.0017185414110474488,0.0017181847210223024,0.00035669002514637435,3.5669002514637437e-07,2.8075077612021255,-0.029406865488827316
2022-05-20,0.009947620307462952,0.009946905105628338,0.0007152018346132799,7.152018346132799e-07,2.835433774486118,-0.01975246768367045
2022-05-27,-0.002070505427682362,-0.002162510090454718,0.09200466277235597,9.200466277235597e-05,2.8293021203379753,-0.0218722628634479
2022-06-03,-0.004991115001297475,-0.004993661429026243,0.0025464277287677653,2.546427728767765e-06,2.8151735434685814,-0.026756701617047463
2022-06-10,-0.012181719413076898,-0.012184306041698411,0.002586628621513553,2.586628621513553e-06,2.7808726074544676,-0.038614995817577324
2022-06-17,0.00017076952296391076,0.0001649511184259698,0.005818404537940962,5.818404537940962e-06,2.7813313155012676,-0.03845641428589941
2022-06-24,-0.007549358791332907,-0.007621269439167291,0.0719106478343843,7.19106478343843e-05,2.7601340401462386,-0.045784597030129714
2022-07-01,-0.005459710095366197,-0.005462680445531894,0.0029703501656969215,2.9703501656969217e-06,2.745056309898085,-0.05099717085275857
2022-07-08,-0.007713963228910737,-0.0077150001764358265,0.0010369475250899714,1.0369475250899713e-06,2.723878199982895,-0.058318727847067486
2022-07-15,0.0015088671136810918,0.0015058847113090267,0.002982402372065089,2.982402372065089e-06,2.727980046519717,-0.05690066441640651
2022-07-22,0.011865474977605487,0.011862748908205514,0.0027260693999740723,2.7260693999740723e-06,2.7603413888381754,-0.04571291380288278
2022-07-29,-0.004769666616330872,-0.004773611968629801,0.003945352298928881,3.945352298928881e-06,2.7471645901469133,-0.05026831005906218
2022-08-05,0.010892240650463816,0.010890496278288073,0.0017443721757422412,1.7443721757422412e-06,2.777082575891753,-0.03992526062438817
2022-08-12,-0.007726766952676338,-0.007729242948450795,0.0024759957744569863,2.4759957744569864e-06,2.755617829974776,-0.04734591153369294
2022-08-19,0.0024289462704876726,0.0024175009325733744,0.011445337914298317,1.1445337914298317e-05,2.7622795386485555,-0.04504286938640589
2022-08-26,-0.009634045180187054,-0.009681905803107212,0.04786062292015916,4.7860622920159166e-05,2.7355354083535097,-0.05428867437101226
2022-09-02,0.00345409436799563,0.0034412652095851663,0.012829158410463759,1.282915841046376e-05,2.7449491111838653,-0.05103423088781445
2022-09-09,-0.0072380368667537415,-0.007248188655236796,0.010151788483055016,1.0151788483055016e-05,2.72505320217698,-0.05791251380970153
2022-09-16,-0.010066169187892778,-0.010078973450909084,0.012804263016306078,1.2804263016306078e-05,2.6975874632999233,-0.06740778857144725
2022-09-23,-0.001033066070724928,-0.0010360489403233506,0.002982869598422551,2.982869598422551e-06,2.6947926306671417,-0.06837399974385161
2022-09-30,0.01044772738868921,0.010372582451476984,0.07514493721222527,7.514493721222528e-05,2.722744589418369,-0.058710632242255145
2022-10-07,-0.006057414479022679,-0.006061638990013789,0.0042245109911104054,4.224510991110405e-06,2.7062402946553012,-0.06441638857474097
2022-10-14,0.0013934709570524728,0.0013913452526841852,0.0021257043682876772,2.1257043682876774e-06,2.7100056092418923,-0.06311466875849536
2022-10-21,0.0037570662571098845,0.0037560731241987316,0.0009931329111528744,9.931329111528743e-07,2.720184588477194,-0.05959565894536312
2022-10-28,0.0035851828827644042,0.0034993523135083216,0.08583056925608254,8.583056925608254e-05,2.729703472710051,-0.05630485283886033
2022-11-04,0.007277253059994066,0.00727033615507869,0.006916904915376169,6.916904915376169e-06,2.749549334560339,-0.04944387189108235
2022-11-11,-0.0015207057449428255,-0.0015225141627710644,0.001808417828238859,1.808417828238859e-06,2.745363106757233,-0.050891107058636975
2022-11-18,0.0019112273902406832,0.0019052553731956103,0.005972017045072973,5.972017045072973e-06,2.750593724567755,-0.04908281224061284
2022-11-25,0.005008248026872695,0.004938778361941857,0.06946966493083781,6.946966493083782e-05,2.764178297337143,-0.044386443009708176
2022-12-02,-0.003470505783367123,-0.003479474858617643,0.008969075250520063,8.969075250520064e-06,2.754560408446822,-0.04771147635581019
2022-12-09,0.0011183028632816643,0.0011109609901854064,0.007341873096257952,7.341873096257952e-06,2.757620617605715,-0.04665352095464026
2022-12-16,0.002255716313093864,0.0022385948772772808,0.017121435816582896,1.7121435816582896e-05,2.7637938129937614,-0.04451936441037907
