role,name,avg_BIL,avg_SPY,avg_turnover,turnover_ratio_vs_production,max_single_etf_weight,avg_BIL_delta_vs_production,avg_SPY_delta_vs_production,avg_turnover_delta_vs_production
current_production,improved_frontier_phase5_fragility_guard,0.276060319177734,0.0591204571328415,0.0673878026565274,1.0,1.0,0.0,0.0,0.0
prior_production_pin_and_rollback,improved_phase2b_regime_confidence_boost,0.2839178772422698,0.0708116714213488,0.0562292228319653,0.8344124695467979,1.0,0.007857558064535808,0.011691214288507293,-0.011158579824562101
official_shadow,improved_phase2b_combo_abc,0.2855524975472375,0.0707565085039652,0.0565714797533369,0.8394913845414903,1.0,0.009492178369503501,0.011636051371123696,-0.010816322903190498
