,predicted_spread
2010-04-16,0.016657610670797515
2010-04-23,0.013858112193530532
2010-04-30,0.017353912406494282
2010-05-07,0.015263535346027193
2010-05-14,0.02234032094354244
2010-05-21,0.016287540405741832
2010-05-28,0.017625096786391833
2010-06-04,0.01942682422407291
2010-06-11,0.018576154369430234
2010-06-18,0.02040386923878056
2010-06-25,0.0166116793391847
2010-07-02,0.019913955111082675
2010-07-09,0.013335658338348277
2010-07-16,0.011143959972598545
2010-07-23,0.020698823101435917
2010-07-30,0.0058879298540314845
2010-08-06,0.01697456842759181
2010-08-13,0.004244967654865449
2010-08-20,0.0009446610941654075
2010-08-27,0.001921507451062253
2010-09-03,0.009957920748726508
2010-09-10,0.010898668824415914
2010-09-17,0.016196205128228544
2010-09-24,0.013806810073941158
2010-10-01,0.01280625791120362
2010-10-08,0.01710119345524534
2010-10-15,0.013252773588565414
2010-10-22,0.012042976269743027
2010-10-29,0.016513712645731097
2010-11-05,0.012601165726413323
2010-11-12,0.023407251408627445
2010-11-19,0.029513409547877772
2010-11-26,0.02593416837880631
2010-12-03,0.028862657413968245
2010-12-10,0.022961091557534615
2010-12-17,0.019776321610979298
2010-12-24,0.019513905780297238
2010-12-31,0.019582712461554925
2011-01-07,0.02185168830560287
2011-01-14,0.021457145121319226
2011-01-21,0.024093503812416553
2011-01-28,0.015700538798074842
2011-02-04,0.016858938303697897
2011-02-11,0.020039180735581762
2011-02-18,0.014655816063521957
2011-02-25,0.015122824367629049
2011-03-04,0.01548083252330092
2011-03-11,0.016553620586792463
2011-03-18,0.019918552855924226
2011-03-25,0.02019769283559265
2011-04-01,0.016032713976957706
2011-04-08,0.019803787955808456
2011-04-15,0.018308232722670455
2011-04-22,0.022292516772574468
2011-04-29,0.02358707115665328
2011-05-06,0.01952063606019088
2011-05-13,0.017103620328446187
2011-05-20,0.008922331808160797
2011-05-27,0.011850917517029599
2011-06-03,0.016644218971685828
2011-06-10,0.017318243303190234
2011-06-17,0.01234108486170781
2011-06-24,0.011035098855917965
2011-07-01,0.00821775317076602
2011-07-08,0.007189987127401097
2011-07-15,0.004542420829537642
2011-07-22,0.005157901173909171
2011-07-29,0.017100915057756495
2011-08-05,0.013086400819019538
2011-08-12,-0.0033671359729070087
2011-08-19,0.034020477804294395
2011-08-26,0.031043962303385603
2011-09-02,0.022273358737880035
2011-09-09,0.022867330435258303
2011-09-16,0.025912416919183813
2011-09-23,0.010294187341351155
2011-09-30,0.018486790907948622
2011-10-07,0.016906100534743944
2011-10-14,0.010613851275971226
2011-10-21,0.015836248215872845
2011-10-28,0.0205687937442512
2011-11-04,0.00986428894127549
2011-11-11,0.017594274390499442
2011-11-18,0.02355728898119969
2011-11-25,0.011319790254406072
2011-12-02,0.024439007986539415
2011-12-09,0.03264025968442276
2011-12-16,0.01998476355230682
2011-12-23,0.023913603353184494
2011-12-30,0.02459262458240159
2012-01-06,0.02515580922946515
2012-01-13,0.02454403499853965
2012-01-20,0.02133333534362596
2012-01-27,0.026245073247569296
2012-02-03,0.03296930155226188
2012-02-10,0.032062290065700244
2012-02-17,0.032866711225595174
2012-02-24,0.032955532140085356
2012-03-02,0.02620285578101913
2012-03-09,0.032746625870206325
2012-03-16,0.025443886109079657
2012-03-23,0.022261756335179596
2012-03-30,0.021947082469943962
2012-04-06,0.026330744494348607
2012-04-13,0.024427332651058037
2012-04-20,0.0254402787824438
2012-04-27,0.028866352988378557
2012-05-04,0.02932641861586031
2012-05-11,0.024880491294925568
2012-05-18,0.029500238496992025
2012-05-25,0.02812853134970275
2012-06-01,0.027191552470935496
2012-06-08,0.031202584071000204
2012-06-15,0.018919171397221445
2012-06-22,0.019079343509763737
2012-06-29,0.02137490031086333
2012-07-06,0.021279248075925267
2012-07-13,0.017264116898434725
2012-07-20,0.017491817993030213
2012-07-27,0.03059539726881241
2012-08-03,0.02003278534110662
2012-08-10,0.013605448962607309
2012-08-17,0.015248274592181055
2012-08-24,0.01158561897401684
2012-08-31,0.01610462091295084
2012-09-07,0.01345016072294426
2012-09-14,0.01059877312925409
2012-09-21,0.01764558825515141
2012-09-28,0.020055734739466015
2012-10-05,0.020913607256052087
2012-10-12,0.02497042331833067
2012-10-19,0.027587930261009423
2012-10-26,0.03358366006609662
2012-11-02,0.03325689555760625
2012-11-09,0.027714182270127896
2012-11-16,0.007438784244214215
2012-11-23,0.021333144631747774
2012-11-30,0.03128360459812492
2012-12-07,0.031121100581915806
2012-12-14,0.028259260369212738
2012-12-21,0.03235605330955662
2012-12-28,0.03170999359492388
2013-01-04,0.020204766842062773
2013-01-11,0.025198261363549766
2013-01-18,0.02841150208570322
2013-01-25,0.023940615382046226
2013-02-01,0.025965963943058834
2013-02-08,0.02900628326172139
2013-02-15,0.027815897983409107
2013-02-22,0.026695120906245432
2013-03-01,0.027316674498958034
2013-03-08,0.018097351536868804
2013-03-15,0.024686767753624415
2013-03-22,0.021864418851326114
2013-03-29,0.02110701945896179
2013-04-05,0.020139535604985083
2013-04-12,0.021372836770971012
2013-04-19,0.019694805855051636
2013-04-26,0.012879592688665622
2013-05-03,0.0109708584158231
2013-05-10,0.00804314131565682
2013-05-17,0.021626811978969426
2013-05-24,0.023501090832520867
2013-05-31,0.014861550085225828
2013-06-07,0.020028580586926546
2013-06-14,0.021766699084678764
2013-06-21,0.019178091300664106
2013-06-28,0.017197933683990262
2013-07-05,0.015257120652384215
2013-07-12,0.01614174450459273
2013-07-19,0.016648843078445802
2013-07-26,0.017606539379061432
2013-08-02,0.01871268730258282
2013-08-09,0.019337900415135282
2013-08-16,0.02012465211859109
2013-08-23,0.017521629362522745
2013-08-30,0.01324755866603778
2013-09-06,0.01038699260615239
2013-09-13,0.012782294805878652
2013-09-20,0.012970809423693368
2013-09-27,0.006266334844725021
2013-10-04,0.009554481884995976
2013-10-11,0.014120454286281565
2013-10-18,0.01299928945850882
2013-10-25,0.014003459424740837
2013-11-01,0.01105807360324771
2013-11-08,0.010942886276724288
2013-11-15,0.00799863789181687
2013-11-22,0.008069039540821355
2013-11-29,0.009168182513433066
2013-12-06,0.006575382899944273
2013-12-13,0.011914226730983453
2013-12-20,0.015290171876014043
2013-12-27,0.014567126523153989
2014-01-03,0.011105721223472483
2014-01-10,0.011322526487326297
2014-01-17,0.01703057954097821
2014-01-24,0.02046864409391383
2014-01-31,0.030800695998171094
2014-02-07,0.026871422513424614
2014-02-14,0.022648576939438517
2014-02-21,0.021249832352205164
2014-02-28,0.02159037671026694
2014-03-07,0.019020669667472297
2014-03-14,0.015014177351870163
2014-03-21,0.023305554648929836
2014-03-28,0.025263145568684718
2014-04-04,0.022744612075711875
2014-04-11,0.03482916659606418
2014-04-18,0.023855082799309302
2014-04-25,0.030571931489669482
2014-05-02,0.019331702838774577
2014-05-09,0.016307437113730547
2014-05-16,0.01693638590386297
2014-05-23,0.015319168251888626
2014-05-30,0.025011037762349912
2014-06-06,0.017463613389013047
2014-06-13,0.0165182350733322
2014-06-20,0.019990095513923847
2014-06-27,0.015737144688960654
2014-07-04,0.017205883612830073
2014-07-11,0.013746700217733637
2014-07-18,0.015556768498274993
2014-07-25,0.014267360160089657
2014-08-01,0.023364708468695653
2014-08-08,0.0181938006339716
2014-08-15,0.025981066536604654
2014-08-22,0.022830402408900684
2014-08-29,0.020377956687768043
2014-09-05,0.01942294767534909
2014-09-12,0.027903632414741426
2014-09-19,0.038596403736798415
2014-09-26,0.02624810827487219
2014-10-03,0.028870401873955103
2014-10-10,0.02093392421222791
2014-10-17,0.027139299849426292
2014-10-24,0.02564541035152517
2014-10-31,0.031080114886581342
2014-11-07,0.029284370902385344
2014-11-14,0.030183928935358026
2014-11-21,0.03054361254896322
2014-11-28,0.021312954464944682
2014-12-05,0.02014265680661311
2014-12-12,0.020075274091594757
2014-12-19,0.022887551451696166
2014-12-26,0.020884336773082064
2015-01-02,0.01760834442445203
2015-01-09,0.014034732895703525
2015-01-16,0.01258314264601024
2015-01-23,0.01577855062295984
2015-01-30,0.02591093829464533
2015-02-06,0.01628367299097845
2015-02-13,0.019659757936419702
2015-02-20,0.023156430843659134
2015-02-27,0.02696252148367675
2015-03-06,0.01641140706716347
2015-03-13,0.01707984988217292
2015-03-20,0.01976124536843033
2015-03-27,0.016340187682277463
2015-04-03,0.024641270327295996
2015-04-10,0.026282661461260542
2015-04-17,0.03068521424094736
2015-04-24,0.031126183313689684
2015-05-01,0.026623101898788984
2015-05-08,0.025918880045632958
2015-05-15,0.02187753937045745
2015-05-22,0.017082842317689535
2015-05-29,0.018652134881125475
2015-06-05,0.02283109621975397
2015-06-12,0.02362482054007571
2015-06-19,0.018684775904724924
2015-06-26,0.019358004973559537
2015-07-03,0.02588947691836016
2015-07-10,0.026858708221637606
2015-07-17,0.0200509900117755
2015-07-24,0.021846274041194727
2015-07-31,0.02147010877354951
2015-08-07,0.021213499538694922
2015-08-14,0.024634469589170184
2015-08-21,0.031943924394814055
2015-08-28,0.052059798257726685
2015-09-04,0.03954066457576909
2015-09-11,0.03875883348334611
2015-09-18,0.026095692622733577
2015-09-25,0.01904609537527749
2015-10-02,0.02251121088103622
2015-10-09,0.019026839444821145
2015-10-16,0.02259698283848117
2015-10-23,0.022013406492650746
2015-10-30,0.02033534242771706
2015-11-06,0.019263401737444043
2015-11-13,0.019086794279082445
2015-11-20,0.0140012330150408
2015-11-27,0.012620135428257925
2015-12-04,0.012946797964934548
2015-12-11,0.010441824668938641
2015-12-18,0.02213745999707866
2015-12-25,0.013317668232972136
2016-01-01,0.005722542581404158
2016-01-08,0.01773263642937519
2016-01-15,0.033435171435040136
2016-01-22,0.030173842944139377
2016-01-29,0.02486500108769386
2016-02-05,0.026558903588994768
2016-02-12,0.02837033404413599
2016-02-19,0.02698607766155354
2016-02-26,0.02496419346416372
2016-03-04,0.020651999954258583
2016-03-11,0.018138682668957854
2016-03-18,0.01196576208825285
2016-03-25,0.016308777859835335
2016-04-01,0.01913726043468781
2016-04-08,0.011757618379108398
2016-04-15,0.010747949120233032
2016-04-22,0.01421038986481116
2016-04-29,0.016643884902631825
2016-05-06,0.0062192352847878305
2016-05-13,0.004465699800860009
2016-05-20,0.01200870214157614
2016-05-27,0.028149748851876547
2016-06-03,0.02285269638258636
2016-06-10,0.016729767470620115
2016-06-17,0.022959404193501416
2016-06-24,0.01961341020370613
2016-07-01,0.022438162575189425
2016-07-08,0.0037066700330202172
2016-07-15,0.012846782363905315
2016-07-22,0.015780625366949796
2016-07-29,0.011357617653157084
2016-08-05,0.01554214878049089
2016-08-12,0.016353186972771404
2016-08-19,0.016604795757727588
2016-08-26,0.014574810512872217
2016-09-02,0.019205272852712747
2016-09-09,0.016952982463566114
2016-09-16,0.02528722059133721
2016-09-23,0.021563921300939884
2016-09-30,0.022739320457426923
2016-10-07,0.024652601618760928
2016-10-14,0.02693554362969435
2016-10-21,0.03140212975040996
2016-10-28,0.029643904915888548
2016-11-04,0.025406168673118783
2016-11-11,0.0302701062071567
2016-11-18,0.01979018657434844
2016-11-25,0.020666247556412755
2016-12-02,0.022597370878274358
2016-12-09,0.016286492843006924
2016-12-16,0.024571172911967046
2016-12-23,0.022716837698399935
2016-12-30,0.029363408536714472
2017-01-06,0.01906913454329051
2017-01-13,0.018683086947674808
2017-01-20,0.017196072746475582
2017-01-27,0.014484766132555
2017-02-03,0.015703554239790366
2017-02-10,0.010848917826502491
2017-02-17,0.00871109024715501
2017-02-24,0.010752269205718794
2017-03-03,0.008205976691944564
2017-03-10,0.0031086305858658188
2017-03-17,-0.002541655169841662
2017-03-24,-0.0005819334507649911
2017-03-31,0.008974886584188966
2017-04-07,0.010567468460180529
2017-04-14,0.014252294960532408
2017-04-21,0.014065553264814928
2017-04-28,0.016082634156684896
2017-05-05,0.009953315792867085
2017-05-12,0.010162900967005594
2017-05-19,0.012380639919843513
2017-05-26,0.01611325037455815
2017-06-02,0.013254959137540889
2017-06-09,0.009545158968629171
2017-06-16,0.010975738324596862
2017-06-23,0.011418899075391679
2017-06-30,0.010788010589100536
2017-07-07,0.0140256607782641
2017-07-14,0.010752281669762255
2017-07-21,0.015074606366378716
2017-07-28,0.01078320006660356
2017-08-04,0.010804457877517139
2017-08-11,0.014634593858541822
2017-08-18,0.017150591681804182
2017-08-25,0.018735710080301667
2017-09-01,0.018482033181285024
2017-09-08,0.01730820632162878
2017-09-15,0.01607798224065465
2017-09-22,0.013676842718982826
2017-09-29,0.012090095203682925
2017-10-06,0.011358990548024908
2017-10-13,0.01322164141605172
2017-10-20,0.01700645467701901
2017-10-27,0.012361361031446989
2017-11-03,0.013651455081439546
2017-11-10,0.018250420286442796
2017-11-17,0.011173078091341096
2017-11-24,0.012331348101410282
2017-12-01,0.010863027521428158
2017-12-08,0.014943774624032338
2017-12-15,0.011377531249858543
2017-12-22,0.0119475890860887
2017-12-29,0.010606823975779608
2018-01-05,0.008683508248703748
2018-01-12,0.012385316741381205
2018-01-19,0.01417622236810505
2018-01-26,0.009843497309413704
2018-02-02,0.015797833539524568
2018-02-09,0.03355477458825154
2018-02-16,0.05433630910545845
2018-02-23,0.04054782879275548
2018-03-02,0.03628297940597898
2018-03-09,0.03699233954092784
2018-03-16,0.02469411240524384
2018-03-23,0.026679568023563433
2018-03-30,0.03703680388719401
2018-04-06,0.037618258775551874
2018-04-13,0.036143864478470004
2018-04-20,0.03163154896375585
2018-04-27,0.03351645394790877
2018-05-04,0.02568109303131675
2018-05-11,0.014777110106375783
2018-05-18,0.017945881533009155
2018-05-25,0.021399887751396035
2018-06-01,0.018166168800445272
2018-06-08,0.020604693290161555
2018-06-15,0.020980644149474353
2018-06-22,0.012139575402098035
2018-06-29,0.018760500698169265
2018-07-06,0.021017935425848098
2018-07-13,0.01896620452270203
2018-07-20,0.01841147249888053
2018-07-27,0.01679534011549049
2018-08-03,0.013825574769678417
2018-08-10,0.01436540212769809
2018-08-17,0.02004259087671151
2018-08-24,0.019911974409342705
2018-08-31,0.016225537455934257
2018-09-07,0.014658088347400643
2018-09-14,0.014972787117161318
2018-09-21,0.008082568240603282
2018-09-28,0.009853349855248463
2018-10-05,0.014723986704714687
2018-10-12,0.016007286842401065
2018-10-19,0.016024380968315398
2018-10-26,0.010104797225304451
2018-11-02,0.014544357707789446
2018-11-09,0.01686972686628292
2018-11-16,0.01112339145377537
2018-11-23,0.010582134761704096
2018-11-30,0.016616163563307154
2018-12-07,0.011941647359399373
2018-12-14,0.017160343005329627
2018-12-21,0.021142484038402146
2018-12-28,0.027610849820039477
2019-01-04,0.026829211148546216
2019-01-11,0.024289136114510397
2019-01-18,0.01731628980846563
2019-01-25,0.013758853763164904
2019-02-01,0.017993738886678445
2019-02-08,0.023650001672983468
2019-02-15,0.022850652531829937
2019-02-22,0.022918948857615834
2019-03-01,0.024972397136132477
2019-03-08,0.016943574690794747
2019-03-15,0.02020027425866057
2019-03-22,0.01563777484863869
2019-03-29,0.017425070224377524
2019-04-05,0.021435181765558288
2019-04-12,0.01904716193816607
2019-04-19,0.021428642941711734
2019-04-26,0.019881113912366587
2019-05-03,0.020999422224643488
2019-05-10,0.013000927652315397
2019-05-17,0.018563098716480788
2019-05-24,0.015968456062117588
2019-05-31,0.015962440108240307
2019-06-07,0.017634740453165952
2019-06-14,0.02583576040771921
2019-06-21,0.020547311721134984
2019-06-28,0.018528236386050577
2019-07-05,0.02235686178658052
2019-07-12,0.019961919566966947
2019-07-19,0.017259496813232956
2019-07-26,0.014010842886576896
2019-08-02,0.023959309773411666
2019-08-09,0.02292513227194235
2019-08-16,0.019973979285055003
2019-08-23,0.02085213792060847
2019-08-30,0.014950874404089822
2019-09-06,0.017329004395342372
2019-09-13,0.01167385623815736
2019-09-20,0.014587414343086772
2019-09-27,0.01959681476134636
2019-10-04,0.022943264070466523
2019-10-11,0.020303293125321722
2019-10-18,0.019038383948800395
2019-10-25,0.016053829538756347
2019-11-01,0.011477728294800529
2019-11-08,0.012691483705448595
2019-11-15,0.01326005693803578
2019-11-22,0.015521385227145476
2019-11-29,0.012370600829662426
2019-12-06,0.01544852615220126
2019-12-13,0.01502663403427262
2019-12-20,0.015143594014047497
2019-12-27,0.013190451999185723
2020-01-03,0.01514701179384274
2020-01-10,0.015404729149453476
2020-01-17,0.01369529802733866
2020-01-24,0.013758494523734184
2020-01-31,0.015646400112635503
2020-02-07,0.01491074651392409
2020-02-14,0.015434993226399242
2020-02-21,0.01192330800644071
2020-02-28,0.015840812393507896
2020-03-06,0.038168087334635004
2020-03-13,0.0390498839061327
2020-03-20,0.05412435454848191
2020-03-27,0.03807036516188292
2020-04-03,0.04205965874680624
2020-04-10,0.030203295431309354
2020-04-17,0.0276265776984375
2020-04-24,0.028755855830748932
2020-05-01,0.027191753106953185
2020-05-08,0.027786922918715977
2020-05-15,0.02029513924891936
2020-05-22,0.019089950179040603
2020-05-29,0.018818918030368836
2020-06-05,0.019129118309873138
2020-06-12,0.012146675926585318
2020-06-19,0.011861313877955634
2020-06-26,0.012923130029054533
2020-07-03,0.013290160328253635
2020-07-10,0.017873697497726472
2020-07-17,0.017807366717464843
2020-07-24,0.016815657047399422
2020-07-31,0.018267471864364625
2020-08-07,0.01605340560791796
2020-08-14,0.011662707548297412
2020-08-21,0.01072806582048251
2020-08-28,0.017109633126513257
2020-09-04,0.024192842593988087
2020-09-11,0.02123587620587621
2020-09-18,0.024156864256194413
2020-09-25,0.017547950431763916
2020-10-02,0.023654206303585466
2020-10-09,0.02233706811373254
2020-10-16,0.02327181567029637
2020-10-23,0.02490714718162669
2020-10-30,0.023327670463994775
2020-11-06,0.02286969716397226
2020-11-13,0.02002570718009132
2020-11-20,0.02497615081267507
2020-11-27,0.02227705451015844
2020-12-04,0.01612663644456925
2020-12-11,0.018245398691647135
2020-12-18,0.018936165878507178
2020-12-25,0.020575357000601605
2021-01-01,0.01640793121568981
2021-01-08,0.019933711957595142
2021-01-15,0.019139216115574797
2021-01-22,0.021231781347223942
2021-01-29,0.021764521431562062
2021-02-05,0.021738964422420674
2021-02-12,0.0205456859581801
2021-02-19,0.019781553206982196
2021-02-26,0.0163214317994979
2021-03-05,0.015651836437897332
2021-03-12,0.016205969979702514
2021-03-19,0.015647265309431776
2021-03-26,0.01580472988340541
2021-04-02,0.014797052792209485
2021-04-09,0.011983692755049246
2021-04-16,0.010821923112557696
2021-04-23,0.012905191706553456
2021-04-30,0.011795924232245398
2021-05-07,0.011460172430735058
2021-05-14,0.012936307958857135
2021-05-21,0.012528424746365391
2021-05-28,0.006338882801777305
2021-06-04,0.005411974708498383
2021-06-11,0.006488003533346337
2021-06-18,0.011655686463185797
2021-06-25,0.013093844099680833
2021-07-02,0.012210472796887278
2021-07-09,0.013308458199073168
2021-07-16,0.01635023223332149
2021-07-23,0.01735000094672165
2021-07-30,0.015585229570388085
2021-08-06,0.015404397465475755
2021-08-13,0.013927966645868886
2021-08-20,0.015776256106731328
2021-08-27,0.01344755575539468
2021-09-03,0.013816187123846182
2021-09-10,0.0166375093483311
2021-09-17,0.016067702919698383
2021-09-24,0.01596557827364226
2021-10-01,0.018398582569074673
2021-10-08,0.018160650420851576
2021-10-15,0.017982564607356828
2021-10-22,0.014849837748869166
2021-10-29,0.011123332010753745
2021-11-05,0.012250871008824996
2021-11-12,0.01526319527541013
2021-11-19,0.013828782135742167
2021-11-26,0.012424851664583486
2021-12-03,0.017810845525103314
2021-12-10,0.01916807912405315
2021-12-17,0.015025041331372021
2021-12-24,0.01691609525478939
2021-12-31,0.012842991858521894
2022-01-07,0.01602936993004089
2022-01-14,0.016918559202394906
2022-01-21,0.015241797585421197
2022-01-28,0.021527699032530094
2022-02-04,0.022109783759811423
2022-02-11,0.017917292142196454
2022-02-18,0.015726100313714866
2022-02-25,0.016859046666084017
2022-03-04,0.022419658122887494
2022-03-11,0.020984787661506694
2022-03-18,0.021409789661835002
2022-03-25,0.022987940066575292
2022-04-01,0.02242849765038097
2022-04-08,0.022334985476488742
2022-04-15,0.021289836932686018
2022-04-22,0.021198006268119483
2022-04-29,0.02305944261560098
2022-05-06,0.0252738210383066
2022-05-13,0.022137113794296583
2022-05-20,0.022685000549748004
2022-05-27,0.0203999456112165
2022-06-03,0.018370806284492183
2022-06-10,0.018329804646430217
2022-06-17,0.022011685680680192
2022-06-24,0.025323769508946433
2022-07-01,0.020236403828058136
2022-07-08,0.019985243721224056
2022-07-15,0.023361330448350856
2022-07-22,0.022325610024926425
2022-07-29,0.013030623016574858
2022-08-05,0.017745928446518892
2022-08-12,0.010125110654168414
2022-08-19,0.0113882053430753
2022-08-26,0.0153554290107858
2022-09-02,0.0235090382491032
2022-09-09,0.02068797244981667
2022-09-16,0.016700350644248588
