,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_conditioned,taa_10m_sma,sector_rotation_with_sma_filter,cash::BIL
2009-09-18,0.07175641157736802,0.14764381543561828,0.18673455576931078,0.34266332965250035,0.043800461408731825,0.16186636496583118,0.04553506119063955
2009-09-25,0.08804860200970249,0.17279466862960663,0.23486469474308166,0.45,0.054292034617609314,0.0,0.0
2009-10-02,0.08804860200970249,0.17279466862960663,0.23486469474308166,0.45,0.054292034617609314,0.0,0.0
2009-10-09,0.08804860200970249,0.17279466862960663,0.23486469474308166,0.45,0.054292034617609314,0.0,0.0
2009-10-16,0.08804860200970249,0.17279466862960663,0.23486469474308166,0.45,0.054292034617609314,0.0,0.0
2009-10-23,0.08804860200970249,0.17279466862960663,0.23486469474308166,0.45,0.054292034617609314,0.0,0.0
2009-10-30,0.09378892261455603,0.07486451465441271,0.2699339616307114,0.45,0.11141260110031988,0.0,0.0
2009-11-06,0.09378892261455603,0.07486451465441271,0.2699339616307114,0.45,0.11141260110031988,0.0,0.0
2009-11-13,0.09378892261455603,0.07486451465441271,0.2699339616307114,0.45,0.11141260110031988,0.0,0.0
2009-11-20,0.09378892261455603,0.07486451465441271,0.2699339616307114,0.45,0.11141260110031988,0.0,0.0
2009-11-27,0.09694213318171242,0.07423062070144894,0.2730623252957944,0.44406354879401383,0.11170137202703044,0.0,0.0
2009-12-04,0.09694213318171242,0.07423062070144894,0.2730623252957944,0.44406354879401383,0.11170137202703044,0.0,0.0
2009-12-11,0.09694213318171242,0.07423062070144894,0.2730623252957944,0.44406354879401383,0.11170137202703044,0.0,0.0
2009-12-18,0.09694213318171242,0.07423062070144894,0.2730623252957944,0.44406354879401383,0.11170137202703044,0.0,0.0
2009-12-25,0.09777661168118824,0.07491908331276025,0.27525846577489327,0.44092803625300714,0.11111780297815113,0.0,0.0
2010-01-01,0.09777661168118824,0.07491908331276025,0.27525846577489327,0.44092803625300714,0.11111780297815113,0.0,0.0
2010-01-08,0.09777661168118824,0.07491908331276025,0.27525846577489327,0.44092803625300714,0.11111780297815113,0.0,0.0
2010-01-15,0.09777661168118824,0.07491908331276025,0.27525846577489327,0.44092803625300714,0.11111780297815113,0.0,0.0
2010-01-22,0.09777661168118824,0.07491908331276025,0.27525846577489327,0.44092803625300714,0.11111780297815113,0.0,0.0
2010-01-29,0.10799187228080173,0.07824591851413717,0.27761359995445367,0.4185328290021762,0.11761578024843124,0.0,0.0
2010-02-05,0.10799187228080173,0.07824591851413717,0.27761359995445367,0.4185328290021762,0.11761578024843124,0.0,0.0
2010-02-12,0.10799187228080173,0.07824591851413717,0.27761359995445367,0.4185328290021762,0.11761578024843124,0.0,0.0
2010-02-19,0.10799187228080173,0.07824591851413717,0.27761359995445367,0.4185328290021762,0.11761578024843124,0.0,0.0
2010-02-26,0.11825855274664347,0.0849446206511763,0.2740404718152791,0.39949210738043606,0.12326424740646515,0.0,0.0
2010-03-05,0.11825855274664347,0.0849446206511763,0.2740404718152791,0.39949210738043606,0.12326424740646515,0.0,0.0
2010-03-12,0.11825855274664347,0.0849446206511763,0.2740404718152791,0.39949210738043606,0.12326424740646515,0.0,0.0
2010-03-19,0.11825855274664347,0.0849446206511763,0.2740404718152791,0.39949210738043606,0.12326424740646515,0.0,0.0
2010-03-26,0.12207984639022243,0.08758207553583185,0.27505354080449695,0.38511071666021024,0.13017382060923857,0.0,0.0
2010-04-02,0.12207984639022243,0.08758207553583185,0.27505354080449695,0.38511071666021024,0.13017382060923857,0.0,0.0
2010-04-09,0.12207984639022243,0.08758207553583185,0.27505354080449695,0.38511071666021024,0.13017382060923857,0.0,0.0
2010-04-16,0.12207984639022243,0.08758207553583185,0.27505354080449695,0.38511071666021024,0.13017382060923857,0.0,0.0
2010-04-23,0.12207984639022243,0.08758207553583185,0.27505354080449695,0.38511071666021024,0.13017382060923857,0.0,0.0
2010-04-30,0.09458373514991383,0.09395050361175354,0.27585448629949066,0.40196385388205946,0.13364742105678257,0.0,0.0
2010-05-07,0.09458373514991383,0.09395050361175354,0.27585448629949066,0.40196385388205946,0.13364742105678257,0.0,0.0
2010-05-14,0.09458373514991383,0.09395050361175354,0.27585448629949066,0.40196385388205946,0.13364742105678257,0.0,0.0
2010-05-21,0.09458373514991383,0.09395050361175354,0.27585448629949066,0.40196385388205946,0.13364742105678257,0.0,0.0
2010-05-28,0.08688149887682267,0.08140072102860056,0.221876144463252,0.301100782772623,0.10874085285870183,0.0,0.19999999999999996
2010-06-04,0.08688149887682267,0.08140072102860056,0.221876144463252,0.301100782772623,0.10874085285870183,0.0,0.19999999999999996
2010-06-11,0.08688149887682267,0.08140072102860056,0.221876144463252,0.301100782772623,0.10874085285870183,0.0,0.19999999999999996
2010-06-18,0.08688149887682267,0.08140072102860056,0.221876144463252,0.301100782772623,0.10874085285870183,0.0,0.19999999999999996
2010-06-25,0.09456572896265832,0.08848696303100995,0.22438560762051696,0.27906201176158424,0.11349968862423061,0.0,0.19999999999999984
2010-07-02,0.09456572896265832,0.08848696303100995,0.22438560762051696,0.27906201176158424,0.11349968862423061,0.0,0.19999999999999984
2010-07-09,0.09456572896265832,0.08848696303100995,0.22438560762051696,0.27906201176158424,0.11349968862423061,0.0,0.19999999999999984
2010-07-16,0.09456572896265832,0.08848696303100995,0.22438560762051696,0.27906201176158424,0.11349968862423061,0.0,0.19999999999999984
2010-07-23,0.09456572896265832,0.08848696303100995,0.22438560762051696,0.27906201176158424,0.11349968862423061,0.0,0.19999999999999984
2010-07-30,0.10154155259934985,0.08767808867136706,0.2645473948590192,0.2558569988997407,0.09037596497052323,0.0,0.19999999999999996
2010-08-06,0.10154155259934985,0.08767808867136706,0.2645473948590192,0.2558569988997407,0.09037596497052323,0.0,0.19999999999999996
2010-08-13,0.10154155259934985,0.08767808867136706,0.2645473948590192,0.2558569988997407,0.09037596497052323,0.0,0.19999999999999996
2010-08-20,0.10154155259934985,0.08767808867136706,0.2645473948590192,0.2558569988997407,0.09037596497052323,0.0,0.19999999999999996
2010-08-27,0.10612930747624745,0.0887594061523268,0.289174739900383,0.23909091449930822,0.07684563197173454,0.0,0.19999999999999996
2010-09-03,0.10612930747624745,0.0887594061523268,0.289174739900383,0.23909091449930822,0.07684563197173454,0.0,0.19999999999999996
2010-09-10,0.10612930747624745,0.0887594061523268,0.289174739900383,0.23909091449930822,0.07684563197173454,0.0,0.19999999999999996
2010-09-17,0.10612930747624745,0.0887594061523268,0.289174739900383,0.23909091449930822,0.07684563197173454,0.0,0.19999999999999996
2010-09-24,0.12577699312027282,0.11745692210144547,0.3219371309943298,0.2690142538901155,0.12122797461656742,0.0,0.044586725277268924
2010-10-01,0.12577699312027282,0.11745692210144547,0.3219371309943298,0.2690142538901155,0.12122797461656742,0.0,0.044586725277268924
2010-10-08,0.12577699312027282,0.11745692210144547,0.3219371309943298,0.2690142538901155,0.12122797461656742,0.0,0.044586725277268924
2010-10-15,0.12577699312027282,0.11745692210144547,0.3219371309943298,0.2690142538901155,0.12122797461656742,0.0,0.044586725277268924
2010-10-22,0.12577699312027282,0.11745692210144547,0.3219371309943298,0.2690142538901155,0.12122797461656742,0.0,0.044586725277268924
2010-10-29,0.1428531563159899,0.15163552836397934,0.29221347149497406,0.230854939267452,0.1824429045576046,0.0,2.220446049250313e-16
2010-11-05,0.1428531563159899,0.15163552836397934,0.29221347149497406,0.230854939267452,0.1824429045576046,0.0,2.220446049250313e-16
2010-11-12,0.1428531563159899,0.15163552836397934,0.29221347149497406,0.230854939267452,0.1824429045576046,0.0,2.220446049250313e-16
2010-11-19,0.1428531563159899,0.15163552836397934,0.29221347149497406,0.230854939267452,0.1824429045576046,0.0,2.220446049250313e-16
2010-11-26,0.13793602866944982,0.15213894008384274,0.2758015447690979,0.2186960876639784,0.17436498039864082,0.0,0.041062418414990365
2010-12-03,0.13793602866944982,0.15213894008384274,0.2758015447690979,0.2186960876639784,0.17436498039864082,0.0,0.041062418414990365
2010-12-10,0.13793602866944982,0.15213894008384274,0.2758015447690979,0.2186960876639784,0.17436498039864082,0.0,0.041062418414990365
2010-12-17,0.13793602866944982,0.15213894008384274,0.2758015447690979,0.2186960876639784,0.17436498039864082,0.0,0.041062418414990365
2010-12-24,0.13793602866944982,0.15213894008384274,0.2758015447690979,0.2186960876639784,0.17436498039864082,0.0,0.041062418414990365
2010-12-31,0.1408182199344621,0.17635214664636997,0.2939458015957186,0.21318642623308945,0.17009548667400756,0.0,0.005601918916352311
2011-01-07,0.1408182199344621,0.17635214664636997,0.2939458015957186,0.21318642623308945,0.17009548667400756,0.0,0.005601918916352311
2011-01-14,0.1408182199344621,0.17635214664636997,0.2939458015957186,0.21318642623308945,0.17009548667400756,0.0,0.005601918916352311
