model_name,feature_name,importance
phasep_binary_phaseo_vs_production,phasen_role_defense,0.8745769306046685
phasep_binary_phaseo_vs_production,recovery_confidence,0.822221525598949
phasep_binary_phaseo_vs_production,phasen_weighted_uncertainty,0.808126030808173
phasep_binary_phaseo_vs_production,risk_regime_score,0.6834283277724154
phasep_binary_phaseo_vs_production,transition_good_state_prob,0.677486990738678
phasep_binary_phaseo_vs_production,cash_weight,0.6667036896197908
phasep_binary_phaseo_vs_production,phaseo_ex_hit_13,0.6391752215015447
phasep_binary_phaseo_vs_production,safe_mix,0.6359582580046983
phasep_binary_phaseo_vs_production,phaseo_weighted_uncertainty,0.5985465452501385
phasep_binary_phaseo_vs_production,phaseo_role_chop,0.547727989006599
phasep_binary_phaseo_vs_production,phasen_ex_hit_13,0.5192864253508158
phasep_binary_phaseo_vs_production,phaseo_role_recovery,0.5108133744904023
phasep_binary_phaseo_vs_production,phaseo_role_calm,0.5100680888159838
phasep_binary_phaseo_vs_production,breadth_change_4w,0.39994335813897647
phasep_binary_phaseo_vs_production,calm_confidence,0.3986747421483461
phasep_binary_phaseo_vs_production,phaseo_ex_sharpe_8,0.38705711404527077
phasep_binary_phaseo_vs_production,phasen_cash,0.3766911105896151
phasep_binary_phaseo_vs_production,breadth_26w_mom,0.3652677557036285
phasep_binary_phaseo_vs_production,phasen_role_recovery,0.3628674987389769
phasep_binary_phaseo_vs_production,phasen_ex_mean_13,0.3546445818578461
phasep_binary_phaseo_vs_production,phasen_ex_sharpe_8,0.3505120460097689
phasep_binary_phaseo_vs_production,phasen_ex_sharpe_26,0.3491051185469284
phasep_binary_phaseo_vs_production,phaseo_top1_share,0.3453759377081411
phasep_binary_phaseo_vs_production,phaseo_role_defense,0.3204627863007139
phasep_binary_phaseo_vs_production,phaseo_ex_mean_26,0.3185610448752631
phasep_binary_phaseo_vs_production,phaseo_weighted_decision,0.3065253928901798
phasep_binary_phaseo_vs_production,state_neutral_mixed,0.3062711753431283
phasep_binary_phaseo_vs_production,phaseo_ex_hit_8,0.2989050312006137
phasep_binary_phaseo_vs_production,chop_confidence,0.2974880310694457
phasep_binary_phaseo_vs_production,phasen_offense,0.2953310888024441
phasep_binary_phaseo_vs_production,phaseo_spy,0.2841678119489131
phasep_binary_phaseo_vs_production,phasen_role_chop,0.28271942154904434
phasep_binary_phaseo_vs_production,phasen_ex_mean_26,0.2788019560255241
phasep_binary_phaseo_vs_production,phasen_ex_hit_8,0.2787139480864276
phasep_binary_phaseo_vs_production,phaseo_ex_sharpe_13,0.27152354785036814
