version_name,method_name,current_date,current_risk_state,current_market_state,current_market_state_reason,current_state_label,current_offensive_weight,current_defensive_weight,current_cash_proxy_weight,current_bil_weight,current_spy_weight,avg_offensive_weight,avg_defensive_weight,avg_cash_proxy_weight,avg_bil_weight,avg_spy_weight,avg_overlay_cash_weight,avg_sleeve_bil_weight,avg_beta_overlay_spy_weight,current_overlay_cash_weight,current_sleeve_bil_weight,current_beta_overlay_spy_weight,avg_target_vol_multiplier,avg_regime_multiplier,avg_gross_multiplier,avg_dynamic_speed,avg_layer3_expression_shift,layer3_expression_trigger_rate,calm_regime_frequency,neutral_regime_frequency,stressed_regime_frequency,recovery_market_state_frequency,calm_market_state_frequency
baseline_hrp_default,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",defensive,0.3718438479695048,0.13233528407736447,0.49582086795313074,0.49582086795313074,0.016155292685044547,0.43029587630595684,0.1211254902577502,0.44857863343629306,0.44857863343629306,0.049354171185478905,0.3910319268172942,0.05754670661899879,0.0,0.34999999999999987,0.14582086795313087,0.0,0.9998655435486508,0.655491301310667,0.655491301310667,0.39999999999999997,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_selective,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.49705217053905326,0.17735189280512448,0.3255959366558223,0.3255959366558223,0.03804302783039211,0.5032380735490768,0.15023098566214182,0.34653094078878144,0.34653094078878144,0.06424089744822715,0.28874837503904,0.05778256574974147,0.0,0.19999999999999996,0.12559593665582236,0.0,0.9995030008097187,0.7657323873519599,0.7656973998348175,0.5999999999999996,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_recovery_tilt,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5905023305604314,0.20956077884262023,0.1999368905969483,0.1999368905969483,0.05237863169479112,0.53108215202552,0.15803005867235748,0.3108877893021226,0.3108877893021226,0.06794401149139005,0.25198564545044233,0.058902143851680244,0.0,0.08000000000000007,0.11993689059694823,0.0,0.9994701135651958,0.8050920603038697,0.8049772219026516,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_recovery_concentrated,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.6233086736615132,0.10630628432870286,0.27038504200978386,0.27038504200978386,0.02176349072486583,0.5309166492771269,0.15912919783734575,0.30995415288552736,0.30995415288552736,0.0628082037082063,0.2519159376390197,0.05803821524650771,0.0,0.07999999999999985,0.190385042009784,0.0,0.9993364188737506,0.8050920603038697,0.8050492391462133,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
baseline_max_div_default,max_diversification,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",defensive,0.41249923168857483,0.13982552310310964,0.4476752452083155,0.4476752452083155,0.009017045760279275,0.4348197831214549,0.1237218678188073,0.44145834905973774,0.44145834905973774,0.05358573102939026,0.39117856005492635,0.050279789004811365,0.0,0.34999999999999987,0.09767524520831561,0.0,0.9995928231564655,0.655491301310667,0.6553509907547196,0.39999999999999997,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_max_div_selective,max_diversification,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.48539283160872954,0.1687453674268481,0.34586180096442243,0.34586180096442243,0.020523908616301163,0.5107393152197487,0.15364389756477556,0.3356167872154758,0.3356167872154758,0.06292571035385823,0.28876057134881955,0.04685621586665622,0.0,0.19999999999999996,0.14586180096442247,0.0,0.9996690192079474,0.7657323873519599,0.7656860710449804,0.5999999999999996,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_max_div_recovery_tilt,max_diversification,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5680836378151245,0.19537891062211107,0.2365374515627644,0.2365374515627644,0.024338229005720437,0.5385435782767479,0.16198054765145212,0.29947587407179993,0.29947587407179993,0.06604393018586117,0.25195704996491913,0.04751882410688078,0.0,0.07999999999999985,0.15653745156276455,0.0,0.999683928362647,0.8050920603038697,0.8050093297352987,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_inverse_vol_recovery_tilt,inverse_vol,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5823371041509312,0.2071530008981421,0.21050989495092653,0.21050989495092653,0.05591854658302488,0.5378084678869144,0.16112684540964375,0.3010646867034419,0.3010646867034419,0.07250024202695171,0.2521563758504521,0.04890831085298985,0.0,0.08000000000000007,0.13050989495092646,0.0,0.9968510647885588,0.8050920603038697,0.804793937892844,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_herc_recovery_tilt,herc,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5363993386457702,0.18564134080496136,0.27795932054926853,0.27795932054926853,0.029336778841881937,0.5382108862390568,0.16148271028975597,0.3003064034711872,0.3003064034711872,0.07285839268984856,0.2529045448009614,0.04740185867022576,0.0,0.07999999999999996,0.19795932054926857,0.0,0.9956339918909209,0.8050920603038697,0.8039588791949783,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_recovery_split,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",risk_on,0.6033393377465278,0.21411644794789456,0.18254421430557777,0.18254421430557777,0.05351729760119961,0.5309611511841582,0.1580244405302981,0.31101440828554366,0.31101440828554366,0.06792168431034529,0.2521478076126045,0.058866600672939175,0.0,0.05999999999999994,0.12254421430557783,0.0,0.9994701135651958,0.8049246962871333,0.8048098578859152,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_recovery_split_confirmed_offense,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",risk_on,0.6523192825688076,0.23040097618233757,0.11727974124885487,0.11727974124885487,0.06123430989901472,0.5332413699539801,0.15908433717981596,0.3076742928662039,0.3076742928662039,0.0681363804842704,0.24914806550376112,0.05852622736244285,0.0,0.0,0.11727974124885487,0.0,0.9994701135651958,0.8082677405734557,0.8080692201638696,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_recovery_split_confirmed_offense_neutral_ease,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",risk_on,0.6523192825688076,0.23040097618233757,0.11727974124885487,0.11727974124885487,0.06123430989901472,0.540930703136205,0.1612803042751487,0.2977889925886464,0.2977889925886464,0.06927646495178526,0.23842734478304037,0.059361647805606065,0.0,0.0,0.11727974124885487,0.0,0.9994701135651958,0.8197740167240838,0.8195754963144974,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_neutral_ease,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5905023305604314,0.20956077884262023,0.1999368905969483,0.1999368905969483,0.05237863169479112,0.5387707232715102,0.16021691680558448,0.3010123599229052,0.3010123599229052,0.069083615544812,0.24126492472972158,0.05974743519318365,0.0,0.08000000000000007,0.11993689059694823,0.0,0.9994701135651958,0.8165983364544976,0.8164834980532796,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_fragile_participation,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5861082276510265,0.20846213135100117,0.20542964099797234,0.20542964099797234,0.05057337434438339,0.5320904956434652,0.15838586357167916,0.30952364078485556,0.30952364078485556,0.06806884976654402,0.25039105085584773,0.059132589929007835,0.0,0.07999999999999996,0.12542964099797238,0.0,0.9994701135651958,0.8068493824796018,0.806734544078384,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_beta_participation,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5905023305604314,0.20956077884262023,0.1999368905969483,0.1999368905969483,0.05237863169479112,0.5486661838415645,0.15803005867235748,0.29330375748607795,0.29330375748607795,0.0855280433074347,0.25198564545044233,0.04632548057414931,0.017584031816044628,0.08000000000000007,0.11993689059694823,0.0,0.9994701135651958,0.8050920603038697,0.8049772219026516,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_neutral_fragile_combo,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5861082276510265,0.20846213135100117,0.20542964099797234,0.20542964099797234,0.05057337434438339,0.5397778887343786,0.16056947934280585,0.2996526319228155,0.2996526319228155,0.06920835106087476,0.239670330135127,0.05998230178768847,0.0,0.07999999999999996,0.12542964099797238,0.0,0.9994701135651958,0.8183556586302299,0.8182408202290118,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_strength_weighted_selective,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.6105951585648134,0.18639730692969012,0.2030075345054967,0.2030075345054967,0.05247540132419806,0.537339185949954,0.1611477164789892,0.3015130975710568,0.3015130975710568,0.06672803798514138,0.2414966659484523,0.06001643162260456,0.0,0.07999999999999996,0.12300753450549673,0.0,0.9988494712808682,0.8165983364544976,0.8162325771098499,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
improved_hrp_good_state_offense,hrp,2026-04-10,neutral,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,0.5905023305604314,0.20956077884262023,0.1999368905969483,0.1999368905969483,0.05237863169479112,0.5460351135906928,0.16217996043354702,0.2917849259757601,0.2917849259757601,0.07010683096085266,0.23132824568394128,0.060456680291818825,0.0,0.08000000000000007,0.11993689059694823,0.0,0.9994701135651958,0.8273053974772216,0.8271068770676354,0.6133891213389123,0.0,0.0,0.2873873873873874,0.5198198198198198,0.1927927927927928,0.08378378378378379,0.26576576576576577
