,calm,recovery,defense
2005-01-14,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-01-21,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-01-28,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-02-04,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-02-11,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-02-18,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-02-25,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-03-04,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-03-11,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-03-18,0.5203537047015254,0.40618459581120037,0.07346169948727417
2005-03-25,0.5244389881530318,0.40152256646065776,0.07403844538631038
2005-04-01,0.5235874001132412,0.40249437869430116,0.07391822119245758
2005-04-08,0.5622410902126418,0.3702899789618411,0.06746893082551703
2005-04-15,0.5735246294597721,0.3576524150050552,0.06882295553517266
2005-04-22,0.5693105357053899,0.36237220000996323,0.0683172642846468
2005-04-29,0.5687807955655767,0.36296550896655394,0.0682536954678692
2005-05-06,0.5631050908433634,0.36883616436405736,0.06805874479257919
2005-05-13,0.5671100832287267,0.36434711534506736,0.06854280142620583
2005-05-20,0.5186327475890143,0.42950397765208415,0.051863274758901436
2005-05-27,0.5172413793103448,0.43103448275862066,0.05172413793103448
2005-06-03,0.5172413793103448,0.43103448275862066,0.05172413793103448
2005-06-10,0.5172413793103448,0.43103448275862066,0.05172413793103448
2005-06-17,0.5172413793103448,0.43103448275862066,0.05172413793103448
2005-06-24,0.538700692315644,0.40742923845279166,0.0538700692315644
2005-07-01,0.555739331789613,0.3886867350314257,0.055573933178961296
2005-07-08,0.5466970387243736,0.39863325740318906,0.054669703872437365
2005-07-15,0.555739331789613,0.3886867350314257,0.055573933178961296
2005-07-22,0.5379442843419788,0.4082612872238232,0.053794428434197884
2005-07-29,0.5172413793103448,0.43103448275862066,0.05172413793103448
2005-08-05,0.521253490536767,0.4266211604095563,0.052125349053676696
2005-08-12,0.521253490536767,0.4266211604095563,0.052125349053676696
2005-08-19,0.4608666442727578,0.2569701041316762,0.28216325159556604
2005-08-26,0.4697586791710171,0.24263396623448258,0.28760735459450026
2005-09-02,0.4687393235394602,0.2442774171506662,0.28698325930987356
2005-09-09,0.4768856447688565,0.23114355231143552,0.29197080291970806
2005-09-16,0.5466970387243736,0.39863325740318906,0.054669703872437365
2005-09-23,0.5470326023475607,0.39826413741768313,0.05470326023475607
2005-09-30,0.4768856447688565,0.23114355231143552,0.29197080291970806
2005-10-07,0.4810372210804861,0.22445019458452245,0.29451258433499145
2005-10-14,0.5903721016680431,0.3387832461317916,0.07084465220016517
2005-10-21,0.44628353223751144,0.319417613337795,0.2342988544246935
2005-10-28,0.5240931871120239,0.37957797662275083,0.0963288362652252
2005-11-04,0.5541584310109716,0.38791319807630076,0.05792837091272759
2005-11-11,0.5379442843419788,0.4082612872238232,0.053794428434197884
2005-11-18,0.45128035148778917,0.39487030755181546,0.15384934096039532
2005-11-25,0.4357298474945534,0.38126361655773416,0.1830065359477124
2005-12-02,0.4357298474945534,0.38126361655773416,0.1830065359477124
2005-12-09,0.4357298474945534,0.38126361655773416,0.1830065359477124
2005-12-16,0.429053018694453,0.39074471345387685,0.18020226785167023
2005-12-23,0.43970565363361275,0.4161499936175264,0.14414435274886078
2005-12-30,0.42257772411711436,0.3999396317536975,0.17748264412918802
2006-01-06,0.42257772411711436,0.3999396317536975,0.17748264412918802
2006-01-13,0.3560482556243887,0.2331268340397783,0.41082491033583307
2006-01-20,0.36214695060610336,0.21999118330993114,0.4178618660839654
2006-01-27,0.44261776794182733,0.37148276952260506,0.18589946253556747
2006-02-03,0.44261776794182733,0.37148276952260506,0.18589946253556747
2006-02-10,0.449726951493736,0.361387728878895,0.1888853196273691
2006-02-17,0.4357298474945534,0.38126361655773416,0.1830065359477124
2006-02-24,0.429053018694453,0.39074471345387685,0.18020226785167023
2006-03-03,0.44261776794182733,0.37148276952260506,0.18589946253556747
2006-03-10,0.4357298474945534,0.38126361655773416,0.1830065359477124
2006-03-17,0.449726951493736,0.361387728878895,0.1888853196273691
2006-03-24,0.449726951493736,0.361387728878895,0.1888853196273691
2006-03-31,0.4357298474945534,0.38126361655773416,0.1830065359477124
