,core,composite_structural_defense_sleeve
2017-12-22,0.9827886788362311,0.01721132116376892
2017-12-29,0.9918361181040929,0.00816388189590716
2018-01-05,0.9919609098990148,0.0080390901009853
2018-01-12,0.9902754802743973,0.00972451972560276
2018-01-19,0.9895265180265921,0.01047348197340792
2018-01-26,0.9827133377385746,0.01728666226142536
2018-02-02,0.9837582154012254,0.01624178459877458
2018-02-09,0.9878134142576794,0.01218658574232058
2018-02-16,0.9,0.1
2018-02-23,0.9,0.1
2018-03-02,0.9,0.1
2018-03-09,0.9,0.1
2018-03-16,0.9,0.1
2018-03-23,0.9,0.1
2018-03-30,0.9,0.1
2018-04-06,0.9,0.1
2018-04-13,0.9,0.1
2018-04-20,0.9,0.1
2018-04-27,0.9,0.1
2018-05-04,0.9,0.1
2018-05-11,0.9,0.1
2018-05-18,0.9,0.1
2018-05-25,0.9,0.1
2018-06-01,0.9,0.1
2018-06-08,0.9,0.1
2018-06-15,0.9404268061682486,0.05957319383175143
2018-06-22,0.9932788286272471,0.0067211713727528795
2018-06-29,0.9,0.1
2018-07-06,0.9,0.1
2018-07-13,0.9,0.1
2018-07-20,0.9205587879765462,0.07944121202345372
2018-07-27,0.9202203088168271,0.07977969118317285
2018-08-03,0.9305204751282238,0.06947952487177618
2018-08-10,0.917040847165924,0.08295915283407596
2018-08-17,0.9258999116446004,0.0741000883553996
2018-08-24,0.9914223328477214,0.0085776671522786
2018-08-31,0.9890959191921285,0.010904080807871521
2018-09-07,0.9893502250891095,0.01064977491089052
2018-09-14,0.9132081277017132,0.08679187229828683
2018-09-21,0.9023203535902149,0.09767964640978515
2018-09-28,0.9086184348775745,0.09138156512242543
2018-10-05,0.9436613339566273,0.05633866604337262
2018-10-12,0.9029894683250467,0.09701053167495337
2018-10-19,0.9,0.1
2018-10-26,0.9,0.1
2018-11-02,0.9,0.1
2018-11-09,0.9,0.1
2018-11-16,0.9,0.1
2018-11-23,0.9,0.1
2018-11-30,0.9,0.1
2018-12-07,0.9,0.1
2018-12-14,0.9,0.1
2018-12-21,0.9,0.1
2018-12-28,0.9,0.1
2019-01-04,0.9,0.1
2019-01-11,0.9,0.1
2019-01-18,0.9,0.1
2019-01-25,0.9,0.1
2019-02-01,0.9076023063751354,0.09239769362486457
2019-02-08,0.9,0.1
2019-02-15,0.9856355722116393,0.014364427788360721
2019-02-22,0.9681903674604612,0.03180963253953888
2019-03-01,0.9575850778548325,0.042414922145167525
2019-03-08,0.9808317256433027,0.019168274356697323
2019-03-15,0.9444926973635029,0.05550730263649706
2019-03-22,0.9578861418589321,0.042113858141067925
2019-03-29,0.9559614402060466,0.04403855979395346
2019-04-05,0.960554836945671,0.03944516305432896
2019-04-12,0.9985800766230682,0.0014199233769318
2019-04-19,0.9985499086869861,0.0014500913130138402
2019-04-26,0.9986893463773309,0.0013106536226691402
2019-05-03,0.998838672052498,0.001161327947502
2019-05-10,0.9986687224547995,0.0013312775452005
2019-05-17,0.9842761889552049,0.015723811044795182
2019-05-24,0.9368439329599648,0.06315606704003517
2019-05-31,0.9156545504283966,0.08434544957160334
2019-06-07,0.9752156474884454,0.024784352511554683
2019-06-14,0.9785628649759445,0.02143713502405552
2019-06-21,0.9971087045570917,0.00289129544290832
2019-06-28,0.9988669335547548,0.0011330664452453
2019-07-05,0.9980988169964713,0.0019011830035287202
2019-07-12,0.9977620184687471,0.0022379815312529
2019-07-19,0.9987172064292177,0.00128279357078232
2019-07-26,0.9765664220033818,0.02343357799661816
2019-08-02,0.9788522714570796,0.02114772854292032
2019-08-09,0.9827566847138628,0.01724331528613726
2019-08-16,0.9785727876937381,0.02142721230626184
2019-08-23,0.9706450710514958,0.029354928948504277
2019-08-30,0.9633839527793462,0.036616047220653807
2019-09-06,0.9925349208528245,0.00746507914717558
2019-09-13,0.9917527270262154,0.00824727297378462
2019-09-20,0.9939086553020767,0.00609134469792332
2019-09-27,0.9975688857789651,0.0024311142210349202
2019-10-04,0.989312588126406,0.010687411873594
2019-10-11,0.9792781741748341,0.0207218258251659
2019-10-18,0.981087470501494,0.018912529498506022
2019-10-25,0.9953355029648858,0.00466449703511422
2019-11-01,0.9948781626231376,0.0051218373768625
2019-11-08,0.9964857215486724,0.0035142784513275205
2019-11-15,0.9942282914789746,0.00577170852102542
2019-11-22,0.9933774825246169,0.0066225174753831
2019-11-29,0.9917574297235614,0.00824257027643864
2019-12-06,0.9914406865947766,0.00855931340522344
2019-12-13,0.9944358829704077,0.0055641170295922205
2019-12-20,0.9939520939033071,0.006047906096692881
2019-12-27,0.9929404244453215,0.007059575554678541
2020-01-03,0.9935688809283603,0.00643111907163972
2020-01-10,0.9929302882189641,0.0070697117810358395
2020-01-17,0.9937787222004923,0.006221277799507621
2020-01-24,0.9936241700743583,0.006375829925641641
2020-01-31,0.9925767678975402,0.007423232102459799
2020-02-07,0.9872640577659479,0.012735942234052021
2020-02-14,0.9903338897665125,0.00966611023348754
2020-02-21,0.9924803397476497,0.0075196602523502605
2020-02-28,0.9945333823730548,0.0054666176269452405
2020-03-06,0.9765217049638115,0.02347829503618846
2020-03-13,0.9,0.1
2020-03-20,0.9,0.1
2020-03-27,0.9,0.1
2020-04-03,0.9,0.1
2020-04-10,0.9,0.1
2020-04-17,0.9,0.1
2020-04-24,0.9,0.1
2020-05-01,0.9,0.1
2020-05-08,0.9,0.1
2020-05-15,0.9,0.1
2020-05-22,0.9,0.1
2020-05-29,0.9,0.1
2020-06-05,0.9,0.1
2020-06-12,0.9,0.1
2020-06-19,0.9,0.1
2020-06-26,0.9,0.1
2020-07-03,0.9,0.1
2020-07-10,0.9,0.1
2020-07-17,0.9882191697366106,0.01178083026338938
2020-07-24,0.9886909688303033,0.01130903116969674
2020-07-31,0.9883378134404536,0.0116621865595464
2020-08-07,0.9996367418028559,0.00036325819714408
2020-08-14,0.9650404921398754,0.03495950786012456
2020-08-21,0.955034300786611,0.044965699213388964
2020-08-28,0.9620590666719913,0.037940933328008686
2020-09-04,0.9985053282060737,0.0014946717939262402
2020-09-11,0.999169646138455,0.00083035386154498
2020-09-18,0.9981611639013952,0.0018388360986047602
2020-09-25,0.9982919819608854,0.00170801803911458
2020-10-02,0.9591307677686562,0.040869232231343804
2020-10-09,0.9978743835168246,0.00212561648317546
2020-10-16,0.9994508092453163,0.0005491907546837
2020-10-23,0.9993224451463298,0.0006775548536702
2020-10-30,0.9993513087774355,0.00064869122256448
2020-11-06,0.9284809088973106,0.07151909110268938
2020-11-13,0.9810138117370754,0.01898618826292462
2020-11-20,0.9880276128208108,0.01197238717918928
2020-11-27,0.9995688883370393,0.00043111166296078005
2020-12-04,0.9993983426742274,0.00060165732577252
2020-12-11,0.9956642655628885,0.0043357344371115795
2020-12-18,0.9941840192577311,0.00581598074226884
2020-12-25,0.9939407770640697,0.006059222935930301
2021-01-01,0.9992830223256856,0.00071697767431444
2021-01-08,0.9984229889591643,0.00157701104083572
2021-01-15,0.9984120798792583,0.00158792012074174
2021-01-22,0.9979756279172302,0.0020243720827698803
2021-01-29,0.9985588047913615,0.00144119520863846
2021-02-05,0.9969533351421858,0.00304666485781422
2021-02-12,0.996787389651732,0.00321261034826804
2021-02-19,0.9944887807670987,0.0055112192329013
2021-02-26,0.9959545441643225,0.0040454558356775
2021-03-05,0.9944734352190653,0.005526564780934721
2021-03-12,0.9952641068562064,0.00473589314379366
2021-03-19,0.9954650208698974,0.0045349791301025405
2021-03-26,0.9958572477675085,0.00414275223249152
2021-04-02,0.9955518869281664,0.00444811307183358
2021-04-09,0.9954971188703183,0.00450288112968164
2021-04-16,0.9943027894401957,0.00569721055980434
2021-04-23,0.9955047184688337,0.00449528153116626
2021-04-30,0.9929548674624494,0.0070451325375505405
2021-05-07,0.9951465425970043,0.00485345740299566
2021-05-14,0.993571667701787,0.0064283322982130395
2021-05-21,0.9902704125712166,0.009729587428783422
2021-05-28,0.9902451555057495,0.009754844494250441
2021-06-04,0.996537375555056,0.00346262444494408
2021-06-11,0.9934575150083016,0.00654248499169836
2021-06-18,0.9928236395859833,0.007176360414016681
2021-06-25,0.9936982446513865,0.0063017553486136
2021-07-02,0.9929874455323271,0.00701255446767296
2021-07-09,0.9930039794305792,0.0069960205694208
2021-07-16,0.992556991001933,0.007443008998067
2021-07-23,0.9926439372658854,0.007356062734114641
2021-07-30,0.9901652905559455,0.00983470944405446
2021-08-06,0.9920505049694478,0.00794949503055218
2021-08-13,0.9814592292291404,0.01854077077085954
2021-08-20,0.9907044030581682,0.00929559694183178
2021-08-27,0.9729661547583847,0.02703384524161538
2021-09-03,0.9901022966528071,0.00989770334719288
2021-09-10,0.9914066965577917,0.00859330344220836
2021-09-17,0.9809637676640255,0.01903623233597448
2021-09-24,0.9906730499231602,0.00932695007683982
2021-10-01,0.9842246048625483,0.01577539513745172
2021-10-08,0.9793005924306855,0.020699407569314522
2021-10-15,0.9712903472516586,0.02870965274834136
2021-10-22,0.9896882183122362,0.010311781687763762
2021-10-29,0.9752581398421885,0.02474186015781152
2021-11-05,0.9730816819067816,0.026918318093218402
2021-11-12,0.9944155579127352,0.005584442087264821
2021-11-19,0.987600081598231,0.012399918401769001
2021-11-26,0.9889060405502841,0.011093959449715921
2021-12-03,0.9735138952826017,0.026486104717398262
2021-12-10,0.9747401702608723,0.02525982973912766
2021-12-17,0.9840314130728902,0.01596858692710978
2021-12-24,0.9828109990460708,0.017189000953929178
2021-12-31,0.9938700473179093,0.00612995268209076
2022-01-07,0.997559042340557,0.00244095765944298
2022-01-14,0.9926686552646006,0.00733134473539942
2022-01-21,0.9916246671851767,0.008375332814823281
2022-01-28,0.9844770785219482,0.0155229214780518
2022-02-04,0.9563858918189246,0.04361410818107538
2022-02-11,0.9601011696182619,0.0398988303817381
2022-02-18,0.9758651462501513,0.02413485374984874
2022-02-25,0.9841868230527231,0.01581317694727688
2022-03-04,0.983505243176063,0.01649475682393698
2022-03-11,0.9852114977459255,0.01478850225407446
2022-03-18,0.983074992684141,0.01692500731585904
2022-03-25,0.9,0.1
2022-04-01,0.9,0.1
2022-04-08,0.9,0.1
2022-04-15,0.9,0.1
2022-04-22,0.9,0.1
2022-04-29,0.9,0.1
2022-05-06,0.9,0.1
2022-05-13,0.9,0.1
2022-05-20,0.9,0.1
2022-05-27,0.9,0.1
2022-06-03,0.9,0.1
2022-06-10,0.9,0.1
2022-06-17,0.9,0.1
2022-06-24,0.9,0.1
2022-07-01,0.9,0.1
2022-07-08,0.9,0.1
2022-07-15,0.9,0.1
2022-07-22,0.9,0.1
2022-07-29,0.9,0.1
2022-08-05,0.9,0.1
2022-08-12,0.9,0.1
2022-08-19,0.9,0.1
2022-08-26,0.9,0.1
2022-09-02,0.9,0.1
2022-09-09,0.9,0.1
2022-09-16,0.9,0.1
2022-09-23,0.9,0.1
2022-09-30,0.9,0.1
2022-10-07,0.9,0.1
2022-10-14,0.9,0.1
2022-10-21,0.9,0.1
2022-10-28,0.9,0.1
2022-11-04,0.9,0.1
2022-11-11,0.9,0.1
2022-11-18,0.9,0.1
2022-11-25,0.9,0.1
2022-12-02,0.9,0.1
2022-12-09,0.985896413656464,0.01410358634353602
2022-12-16,0.9561313854672839,0.0438686145327161
2022-12-23,0.9246448143745993,0.07535518562540067
2022-12-30,0.9,0.1
2023-01-06,0.9,0.1
2023-01-13,0.9885305409692864,0.011469459030713641
2023-01-20,0.9981292000654447,0.0018707999345553403
2023-01-27,0.9978094731347954,0.0021905268652045802
2023-02-03,0.9986737448960548,0.0013262551039452401
2023-02-10,0.9984709763986832,0.0015290236013167802
2023-02-17,0.9911303890709171,0.00886961092908288
2023-02-24,0.9985065145430758,0.00149348545692416
2023-03-03,0.9706388301230435,0.029361169876956424
2023-03-10,0.9800851741132058,0.019914825886794163
2023-03-17,0.964439436992276,0.03556056300772406
2023-03-24,0.9636976993127205,0.036302300687279423
2023-03-31,0.995701773402762,0.00429822659723798
2023-04-07,0.9983507380987251,0.00164926190127488
2023-04-14,0.9969007915378101,0.0030992084621899603
2023-04-21,0.9917504222236108,0.00824957777638924
2023-04-28,0.9613279885534156,0.03867201144658442
2023-05-05,0.9876861706131203,0.0123138293868798
2023-05-12,0.9453044804534081,0.0546955195465919
2023-05-19,0.9674308780022197,0.0325691219977803
2023-05-26,0.9696372650513438,0.030362734948656142
2023-06-02,0.9965780235400806,0.0034219764599193203
2023-06-09,0.9976896547283824,0.00231034527161754
2023-06-16,0.9965962963350294,0.00340370366497054
2023-06-23,0.9972821244257501,0.0027178755742498202
2023-06-30,0.9954533789131519,0.004546621086848101
2023-07-07,0.9938850815558962,0.006114918444103841
2023-07-14,0.9938093045704517,0.006190695429548361
2023-07-21,0.9940222467833453,0.005977753216654721
2023-07-28,0.9972757003393479,0.0027242996606521
2023-08-04,0.9960616310280664,0.003938368971933541
2023-08-11,0.9958236631166794,0.00417633688332068
2023-08-18,0.9945905330502793,0.0054094669497206805
2023-08-25,0.9867961641394059,0.013203835860594142
2023-09-01,0.9922949113804148,0.00770508861958516
2023-09-08,0.9937792297460548,0.0062207702539451805
2023-09-15,0.9748918847033528,0.025108115296647283
2023-09-22,0.981634010034611,0.018365989965389
2023-09-29,0.9829350472552179,0.01706495274478218
2023-10-06,0.9738588469660395,0.02614115303396052
2023-10-13,0.9754220953215443,0.02457790467845564
2023-10-20,0.9644654719061628,0.03553452809383716
2023-10-27,0.9607030439189218,0.0392969560810782
2023-11-03,0.9823716162839113,0.0176283837160887
2023-11-10,0.9896127178147257,0.010387282185274321
2023-11-17,0.9869431729523603,0.01305682704763962
2023-11-24,0.9940214767749862,0.0059785232250137805
2023-12-01,0.9920761010474108,0.00792389895258916
2023-12-08,0.996155472254108,0.0038445277458919003
2023-12-15,0.9958196941269642,0.00418030587303578
2023-12-22,0.9975957233645546,0.00240427663544542
2023-12-29,0.9978699281812072,0.00213007181879274
2024-01-05,0.9975010347926421,0.00249896520735796
2024-01-12,0.9979150362462933,0.0020849637537067
2024-01-19,0.9996792575211014,0.00032074247889860003
2024-01-26,0.9996892467590603,0.00031075324093968003
2024-02-02,0.9996456157429188,0.00035438425708124004
2024-02-09,0.9985559905645984,0.00144400943540156
2024-02-16,0.9973073806211593,0.00269261937884068
2024-02-23,0.9976197419020261,0.0023802580979739
2024-03-01,0.9951668155200668,0.00483318447993314
2024-03-08,0.9971202173782534,0.00287978262174656
2024-03-15,0.9973944533058098,0.00260554669419018
2024-03-22,0.9926622906831267,0.007337709316873301
2024-03-29,0.9955553632612023,0.00444463673879772
2024-04-05,0.995462819088315,0.00453718091168496
2024-04-12,0.99413058646427,0.0058694135357300605
2024-04-19,0.9931627771055366,0.006837222894463441
2024-04-26,0.9944422228374304,0.00555777716256958
2024-05-03,0.9957003175721483,0.00429968242785178
2024-05-10,0.9952509564963492,0.00474904350365084
2024-05-17,0.9947101191672362,0.00528988083276388
2024-05-24,0.9948489482495657,0.00515105175043434
2024-05-31,0.993685150090767,0.006314849909233081
2024-06-07,0.9936702308707761,0.0063297691292239005
2024-06-14,0.9922773860396119,0.00772261396038814
2024-06-21,0.9943283921151808,0.005671607884819241
2024-06-28,0.9910162205615414,0.00898377943845866
2024-07-05,0.9766553236929676,0.02334467630703238
2024-07-12,0.9917616250792832,0.00823837492071682
2024-07-19,0.9947351955047405,0.00526480449525944
2024-07-26,0.993511954281562,0.0064880457184380005
2024-08-02,0.991269556271812,0.00873044372818798
2024-08-09,0.991137444418852,0.00886255558114796
2024-08-16,0.9952235826149207,0.004776417385079261
2024-08-23,0.9990742349709059,0.00092576502909418
2024-08-30,0.9991499207270023,0.00085007927299774
2024-09-06,0.9990465010276375,0.00095349897236248
2024-09-13,0.9963406203981365,0.00365937960186346
2024-09-20,0.9987927358022053,0.0012072641977947602
2024-09-27,0.9992932748106557,0.0007067251893443401
2024-10-04,0.99925244609229,0.0007475539077099801
2024-10-11,0.9992693113954024,0.00073068860459762
2024-10-18,0.9989691647042072,0.0010308352957928602
2024-10-25,0.9982214027346085,0.0017785972653915402
2024-11-01,0.9987276560412708,0.00127234395872926
2024-11-08,0.9971840816213102,0.00281591837868978
2024-11-15,0.997547527439625,0.002452472560375
2024-11-22,0.9892390484644482,0.01076095153555176
2024-11-29,0.9922414036499144,0.007758596350085601
2024-12-06,0.9958739301176668,0.00412606988233318
2024-12-13,0.9942735114612474,0.005726488538752541
2024-12-20,0.9874663416096474,0.0125336583903526
2024-12-27,0.9731780858697135,0.026821914130286503
2025-01-03,0.9707807210763665,0.02921927892363348
2025-01-10,0.9825330929950287,0.01746690700497132
2025-01-17,0.9668937494546757,0.033106250545324324
2025-01-24,0.9717226249266998,0.028277375073300182
2025-01-31,0.9933085616344023,0.0066914383655977605
2025-02-07,0.9929339834125327,0.00706601658746736
2025-02-14,0.9890762961126683,0.01092370388733166
2025-02-21,0.994893858865172,0.00510614113482796
2025-02-28,0.9965908325133579,0.00340916748664208
2025-03-07,0.9914143474079595,0.0085856525920405
2025-03-14,0.991339622320834,0.00866037767916604
2025-03-21,0.9,0.1
2025-03-28,0.9,0.1
2025-04-04,0.9,0.1
2025-04-11,0.9,0.1
2025-04-18,0.9,0.1
2025-04-25,0.9,0.1
2025-05-02,0.9,0.1
2025-05-09,0.9,0.1
2025-05-16,0.9,0.1
2025-05-23,0.9,0.1
2025-05-30,0.9,0.1
2025-06-06,0.9,0.1
2025-06-13,0.9972203004582301,0.00277969954176998
2025-06-20,0.9984174980910392,0.0015825019089608602
2025-06-27,0.9977928442110263,0.00220715578897364
2025-07-04,0.9963800074509152,0.00361999254908484
2025-07-11,0.9987239216527545,0.0012760783472455402
2025-07-18,0.9982799392164586,0.00172006078354136
2025-07-25,0.9982361717020474,0.0017638282979526602
2025-08-01,0.9980140343517274,0.0019859656482725404
2025-08-08,0.9799396270498321,0.020060372950167903
2025-08-15,0.9745416913907028,0.0254583086092972
2025-08-22,0.9816684462808999,0.018331553719100082
2025-08-29,0.987303601003897,0.01269639899610296
2025-09-05,0.9885996814993367,0.01140031850066326
2025-09-12,0.9989924773810683,0.0010075226189316402
2025-09-19,0.9991176394799547,0.0008823605200453
2025-09-26,0.9869515608487035,0.01304843915129654
2025-10-03,0.9993205465142799,0.00067945348572004
2025-10-10,0.9880694396446076,0.01193056035539246
2025-10-17,0.9721370768266677,0.027862923173332322
2025-10-24,0.9720778581624862,0.0279221418375138
2025-10-31,0.9793480876025977,0.020651912397402262
2025-11-07,0.974671669810645,0.025328330189354983
2025-11-14,0.9987990086275172,0.0012009913724827601
2025-11-21,0.9984405090046451,0.0015594909953549002
2025-11-28,0.9704578729994743,0.02954212700052576
2025-12-05,0.9948678774656046,0.00513212253439548
2025-12-12,0.9950958448183226,0.00490415518167742
2025-12-19,0.9927379667036604,0.007262033296339521
2025-12-26,0.9933721283310714,0.0066278716689286005
2026-01-02,0.9951972979091998,0.0048027020908002205
2026-01-09,0.9928021594895504,0.00719784051044954
2026-01-16,0.9952527109512609,0.00474728904873912
2026-01-23,0.9942315107355236,0.005768489264476421
2026-01-30,0.9950112147618428,0.0049887852381571805
2026-02-06,0.9953922236057333,0.00460777639426672
2026-02-13,0.9959113288594145,0.00408867114058548
2026-02-20,0.9956514102152398,0.0043485897847602
2026-02-27,0.9971941617834467,0.00280583821655336
2026-03-06,0.9958664440684617,0.00413355593153826
2026-03-13,0.9941406792264033,0.00585932077359672
2026-03-20,0.9,0.1
2026-03-27,0.9265166588630445,0.07348334113695552
2026-04-03,0.9,0.1
2026-04-10,0.9,0.1
