name,state,n_weeks,ann_return,sharpe,avg_BIL,avg_SPY,avg_offense,avg_defense,mean_weekly_return,prod_ann_return,prod_sharpe,prod_mean_weekly_return,ann_return_delta_vs_prod,sharpe_delta_vs_prod
improved_phase2b_combo_abc,recovery_fragile,49,0.06769593570471377,1.2979088403931742,0.2287865209713577,0.062063848067573854,0.5557828715596996,0.21543060746894213,0.0012866644732256304,0.06973508185847388,1.3304864198616861,0.0013236555558595493,-0.0020391461537601074,-0.03257757946851192
improved_phase2b_combo_abc,stressed_panic,229,0.03433145625197609,0.5151054563510054,0.6075517876328324,0.027545691915702934,0.2620580003852946,0.13039021198187287,0.0006922047381164213,0.03369319983341135,0.4978150573949313,0.000681689648700961,0.0006382564185647421,0.017290398956074038
improved_phasenn_recovery_lookthrough_relief,calm_trend,295,0.03558321404817577,0.38490043892545617,0.0684749734721,0.09602166236630444,0.7803060488750965,0.15121897765280312,0.0007552219803425125,0.03558351868547227,0.38492758455722786,0.0007552175162830648,-3.046372964998767e-07,-2.714563177169671e-05
improved_phasenn_recovery_lookthrough_relief,neutral_healthy_proxy,293,0.09911194888604258,1.261819630696065,0.21274365695561348,0.0863552339392704,0.6109918939792426,0.17626444906514355,0.001878453727373897,0.09919292979347039,1.2629719355973539,0.0018798613423207558,-8.098090742780784e-05,-0.0011523049012889253
improved_phasenn_recovery_lookthrough_relief,neutral_mixed,200,0.12708126864442248,1.7992469943552478,0.3858960183447261,0.06491008678864228,0.453000819847454,0.1611031618078197,0.0023511205098940063,0.12710638237385874,1.7996455216952447,0.0023515476251883562,-2.5113729436254673e-05,-0.0003985273399969014
improved_phasenn_recovery_lookthrough_relief,recovery_confirmed,44,0.02676820626755383,0.39387414689853323,0.11432332887839966,0.05973269160459363,0.5891432723456043,0.29653339877599555,0.0005525989937628057,0.026147257209693242,0.38912386726476333,0.0005399585327544482,0.000620949057860587,0.004750279633769894
improved_phasenn_recovery_lookthrough_relief,recovery_fragile,49,0.07106387673106096,1.3226964620965933,0.20125828176116609,0.06350015223787266,0.5746018623182754,0.22413985592055807,0.0013489049520315044,0.06973508185847388,1.3304864198616861,0.0013236555558595493,0.0013287948725870802,-0.0077899577650928364
improved_phasenn_recovery_lookthrough_relief,stressed_panic,229,0.03366665934983204,0.497141131567048,0.6072633895402229,0.02755764094520969,0.26224039618308675,0.1304962142766899,0.0006812458669033095,0.03369319983341135,0.4978150573949313,0.000681689648700961,-2.654048357930705e-05,-0.0006739258278833371
improved_phasenn_neutral_lookthrough_relief,calm_trend,295,0.03551302457190797,0.3840460306269617,0.06790046088961027,0.09651845054085002,0.7809053897668132,0.15119414934357603,0.0007539606922508561,0.03558351868547227,0.38492758455722786,0.0007552175162830648,-7.049411356430113e-05,-0.0008815539302661768
improved_phasenn_neutral_lookthrough_relief,neutral_healthy_proxy,293,0.10019212005688649,1.2635429345878122,0.20462772140075206,0.08736745538655157,0.6173626117469402,0.17800966685230737,0.0018985099869244639,0.09919292979347039,1.2629719355973539,0.0018798613423207558,0.0009991902634161054,0.0005709989904583157
improved_phasenn_neutral_lookthrough_relief,neutral_mixed,200,0.12731751257731805,1.7987327913060887,0.3854277280629092,0.06558983914425301,0.45359068866608854,0.1609815832710021,0.0023553651355816703,0.12710638237385874,1.7996455216952447,0.0023515476251883562,0.00021113020345930877,-0.000912730389156069
improved_phasenn_neutral_lookthrough_relief,recovery_confirmed,44,0.026125503728412935,0.38881229403603446,0.12492218564203927,0.05980636050717798,0.5826287021325267,0.2924491122254336,0.0005395480667244158,0.026147257209693242,0.38912386726476333,0.0005399585327544482,-2.175348128030663e-05,-0.0003115732287288786
improved_phasenn_neutral_lookthrough_relief,recovery_fragile,49,0.06981560813603793,1.3309901266575335,0.21750757762957937,0.06256597571533562,0.5625881862452923,0.21990423612512797,0.0013251458004073858,0.06973508185847388,1.3304864198616861,0.0013236555558595493,8.05262775640525e-05,0.0005037067958473251
improved_phasenn_neutral_lookthrough_relief,stressed_panic,229,0.03329842193369603,0.48966449232673953,0.6064670933998817,0.027899933137856957,0.2627119929717943,0.13082091362832357,0.0006747605423380996,0.03369319983341135,0.4978150573949313,0.000681689648700961,-0.00039477789971531507,-0.008150565068191784
improved_phasenn_mm_plus_lookthrough_relief,calm_trend,295,0.035369536479034736,0.3825212586904148,0.06861067185066459,0.09617226483355663,0.7804020934357014,0.15098723471363348,0.0007512806446760119,0.03558351868547227,0.38492758455722786,0.0007552175162830648,-0.00021398220643753518,-0.0024063258668130527
improved_phasenn_mm_plus_lookthrough_relief,neutral_healthy_proxy,293,0.09948846130434363,1.26464786132327,0.21331065103728747,0.08695846996817627,0.6114378376101591,0.17525151135255296,0.0018852340059437116,0.09919292979347039,1.2629719355973539,0.0018798613423207558,0.00029553151087324814,0.0016759257259160165
improved_phasenn_mm_plus_lookthrough_relief,neutral_mixed,200,0.12711528769606262,1.7977623704005725,0.38599677285889605,0.06505075890364463,0.45302820704533076,0.16097502009577286,0.0023518068430076226,0.12710638237385874,1.7996455216952447,0.0023515476251883562,8.905322203878185e-06,-0.0018831512946722029
improved_phasenn_mm_plus_lookthrough_relief,recovery_confirmed,44,0.027455754820104872,0.4021151989128217,0.11773751956012392,0.06232694774465596,0.5887508855883501,0.2935115948515255,0.0005658946618270442,0.026147257209693242,0.38912386726476333,0.0005399585327544482,0.0013084976104116297,0.01299133164805838
improved_phasenn_mm_plus_lookthrough_relief,recovery_fragile,49,0.07144092057046048,1.3324699287642043,0.20299295621054844,0.0636326787041701,0.5734381372107782,0.22356890657867307,0.0013555672036284186,0.06973508185847388,1.3304864198616861,0.0013236555558595493,0.0017058387119865959,0.001983508902518194
improved_phasenn_mm_plus_lookthrough_relief,stressed_panic,229,0.03367561554662024,0.4973201542034812,0.6072883531378289,0.02756098149711228,0.26223188355055993,0.1304797633116108,0.0006814041674650049,0.03369319983341135,0.4978150573949313,0.000681689648700961,-1.7584286791105797e-05,-0.0004949031914501245
