version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_u1a,holdout_raw_delta_vs_u1a,holdout_sharpe_delta_vs_u1a,bootstrap_prob_vs_u1a,full_raw_delta_vs_x1,holdout_raw_delta_vs_x1,holdout_sharpe_delta_vs_x1,bootstrap_prob_vs_x1,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phasey_state_capped_w1,-0.010373768432863972,-0.11353964912037284,-0.16295070138390555,0.0045,-0.017060568936872855,-0.11382845367567396,-0.17311535694682778,0.003,-0.023197224928034332,0.07438331281191601,-0.32462300104704367,0.971,0.04561625925034929,0.0033252123331215973,0.26666666666666666,-0.018337071806754465,-0.031840329260375305,-0.011080620970712836,Drop
improved_phasey_trigger_driven_w1,-0.01304888377059854,-0.08270185338216318,-0.2076188472178171,0.008,-0.019735684274607423,-0.0829906579374643,-0.21778350278073932,0.006,-0.0258723402657689,0.10522110855012567,-0.3692911468809552,0.973,0.04407385338696446,0.00273193779265107,0.26666666666666666,-0.011581713205680633,-0.03973139438527273,-0.010072114503169471,Drop
improved_phasey_cash_replacement_w1,-0.00903166887439244,-0.06849268875391445,-0.2130218117153042,0.014,-0.015718469378401323,-0.06878149330921557,-0.22318646727822644,0.014,-0.0218551253695628,0.1194302731783744,-0.37469411137844233,0.976,0.038956536643002915,0.0018858097804010966,0.26666666666666666,-0.0010611928926959576,-0.03173902150372534,-0.007876096650077416,Drop
