model_name,feature_name,importance
decision_high_value_classifier,prior_rank,0.22707813381075326
decision_high_value_classifier,learning_weight,0.09665799317766184
decision_high_value_classifier,state_role_alignment,0.07166852470438068
decision_high_value_classifier,tail_weight,0.044723455280477456
decision_high_value_classifier,dd_26,0.041020724278475966
decision_high_value_classifier,benchmark_beta_26,0.03259669693978789
decision_high_value_classifier,reference_weight,0.03206551231997061
decision_high_value_classifier,state_prior_weight,0.031843734255309925
decision_high_value_classifier,role_guard_penalty,0.028420486561151252
decision_high_value_classifier,stress_confidence,0.028213566311257158
decision_high_value_classifier,cum_4,0.026350333319695208
decision_high_value_classifier,cum_26,0.025311171294088247
decision_high_value_classifier,skew_26,0.02248469662091651
decision_high_value_classifier,tail_mean_26,0.02213617699229407
decision_high_value_classifier,google_fear_z_tradable,0.020625603060478007
decision_high_value_classifier,dd_13,0.01955770036378896
decision_high_value_classifier,benchmark_corr_26,0.018859481423304875
decision_high_value_classifier,mean_26,0.016338019192646314
decision_high_value_classifier,simple_score_value,0.014364475743691403
decision_high_value_classifier,vol_26,0.012908824291422833
decision_high_value_classifier,tail_mean_13,0.012245934985705902
decision_high_value_classifier,role_chop,0.01114297623014812
decision_high_value_classifier,rank_vol_13,0.01114211728652849
decision_high_value_classifier,transition_good_state_prob,0.010956460377157275
decision_high_value_classifier,reference_weight_change_1w,0.00901416478611842
decision_high_value_classifier,simple_score_rank,0.008342185133078776
decision_high_value_classifier,quality_26,0.007102843189403687
decision_high_value_classifier,transition_non_stress_prob,0.006642253826888788
decision_high_value_classifier,rank_win_13,0.0065164430534166455
decision_high_value_classifier,learning_weight_change_1w,0.006224267361284115
decision_high_value_classifier,cum_13,0.006167690525569759
decision_high_value_classifier,mean_13,0.005768779714719923
decision_high_value_classifier,rank_cum_26,0.005614912079448937
decision_high_value_classifier,vol_13,0.005600661794924984
decision_high_value_classifier,downside_freq_26,0.005180562776355579
decision_high_value_classifier,avg_corr_risk_off_z,0.004812738830499809
decision_high_value_classifier,risk_regime_score,0.00445389541779855
decision_high_value_classifier,role_calm,0.004300548447550953
