,BIL,DBA,EEM,EFA,EWJ,GLD,HYG,IAU,IEF,IWM,LQD,MBB,PDBC,QQQ,SHY,SLV,SPY,TIP,TLT,USO,UUP,VEA,VNQ,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2017-11-17,0.09808567468481555,0.0,0.0,0.1619289731703948,0.01275292689567963,0.10479647664481362,0.07097812158507824,0.0,0.0,0.012679342443505057,0.03952988236797187,0.0,0.03144823921710638,0.01929589284526987,0.0,0.0,0.10679582230663912,0.0,0.03144823921710638,0.0,0.0,0.11290989060610512,0.033766782640828774,0.0,0.0,0.16358373537468557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-24,0.09755838648056603,0.0,0.0,0.18766373347406118,0.011343256851211183,0.03147609998409292,0.07089112347993118,0.0,0.0,0.01953203209650332,0.07299814353278145,0.0,0.03147609998409292,0.023190917639590844,0.0,0.0,0.11882246058439236,0.0,0.03147609998409292,0.0,0.0,0.10333152409836768,0.03147609998409292,0.0,0.0,0.168764021826223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,0.09755838648056603,0.0,0.0,0.19038416324069485,0.03288881008801084,0.03147609998409292,0.07089112347993118,0.0,0.0,0.011675064463725982,0.07299814353278145,0.0,0.03147609998409292,0.026229152668613278,0.0,0.0,0.11228844579736136,0.0,0.03147609998409292,0.0,0.0,0.10234297840431376,0.03147609998409292,0.0,0.0,0.15683933190762953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-08,0.09755838648056603,0.0,0.0,0.1905943378497187,0.03189010854573081,0.03147609998409292,0.07089112347993118,0.0,0.0,0.009661180424572835,0.07299814353278145,0.0,0.03147609998409292,0.02571645534242403,0.0,0.0,0.12087627452768018,0.0,0.03147609998409292,0.0,0.0,0.1015796421390348,0.03147609998409292,0.0,0.0,0.15232994774118824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-15,0.09755838648056603,0.0,0.0,0.18256117997100188,0.033067566386249456,0.03147609998409292,0.07089112347993118,0.0,0.0,0.0,0.07299814353278145,0.0,0.047778120588921155,0.030827159534060417,0.0,0.0,0.12161911427976663,0.0,0.03147609998409292,0.0,0.0,0.09668935862706518,0.03147609998409292,0.0,0.0,0.1515815471673778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-22,0.09755838648056614,0.0,0.0,0.18240204501372764,0.03578163882045228,0.03147609998409292,0.07089112347993118,0.0,0.0,0.00407071996005837,0.07299814353278145,0.0,0.043279199834018234,0.031917366158857874,0.0,0.0,0.1178704679277883,0.0,0.03147609998409292,0.0,0.0,0.09639478041345494,0.03147609998409292,0.0,0.0,0.15240782842608483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29,0.09764161358803447,0.0,0.0,0.18643743759241765,0.031611273627809314,0.06513994803409781,0.07143483066757239,0.0,0.0,0.005684760134836005,0.03955403512234078,0.0,0.04578463798288612,0.030475724806334394,0.0,0.0,0.1164703742568747,0.0,0.031880795545231606,0.0,0.0,0.09744711855501577,0.031880795545231606,0.0,0.0,0.14855665454131742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05,0.09764161358803447,0.0,0.0,0.16722417984171467,0.04626679158517575,0.06513994803409781,0.07143483066757239,0.0,0.0,0.0026016956935076842,0.03955403512234078,0.0,0.031880795545231606,0.04360413475972792,0.0,0.0,0.1436090334819441,0.0,0.031880795545231606,0.0,0.0,0.08315167844997176,0.031880795545231606,0.0,0.0,0.14412967214021788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12,0.09764161358803447,0.0,0.0,0.17425554869680518,0.043931786552292934,0.06513994803409781,0.07143483066757239,0.0,0.0,0.0024923794835428597,0.03955403512234078,0.0,0.031880795545231606,0.04577078716555912,0.0,0.0,0.13790330789519323,0.0,0.031880795545231606,0.0,0.0,0.08717245217043271,0.031880795545231606,0.0,0.0,0.13906092398843373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-19,0.09764161358803447,0.0,0.0,0.16722417984171467,0.04583610605642241,0.06513994803409781,0.07143483066757239,0.0,0.0,0.010323455729149387,0.03955403512234078,0.0,0.031880795545231606,0.04761790289816805,0.0,0.0,0.14375769863085044,0.0,0.031880795545231606,0.0,0.0,0.07652989539818059,0.031880795545231606,0.0,0.0,0.13929794739777424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
