version_name,market_state,avg_top1_share,avg_top2_share,avg_hhi,avg_role_share_new
improved_phaseh_refined_panel_blend,calm_trend,0.1666666666666667,0.3333333333333334,0.1666666666666667,0.5
improved_phaseh_refined_panel_blend,neutral_mixed,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5
improved_phaseh_refined_panel_blend,recovery_confirmed,0.1666666666666667,0.3333333333333334,0.16666666666666674,0.5
improved_phaseh_refined_panel_blend,recovery_fragile,0.16666666666666669,0.33333333333333337,0.16666666666666669,0.5
improved_phaseh_refined_panel_blend,stressed_panic,0.16666666666666669,0.33333333333333337,0.16666666666666669,0.5
improved_phaseh_refined_state_allocator,calm_trend,0.2638952004833011,0.5074966716176321,0.2339945532952253,0.5261776246915495
improved_phaseh_refined_state_allocator,neutral_mixed,0.23366424801220598,0.45076584793525787,0.19609171060584296,0.5260081813950412
improved_phaseh_refined_state_allocator,recovery_confirmed,0.2497609756485961,0.46348346133092694,0.19862487966344364,0.5089106408415838
improved_phaseh_refined_state_allocator,recovery_fragile,0.21891487714015045,0.42923005290522454,0.18419303214597016,0.5039729718581456
improved_phaseh_refined_state_allocator,stressed_panic,0.29456717060687104,0.5694104532847339,0.2203868976871508,0.498431925514314
improved_phaseh_refined_learned_allocator,calm_trend,0.22850402874115444,0.44876993332218107,0.18209166903073787,0.4926653366879193
improved_phaseh_refined_learned_allocator,neutral_mixed,0.2219129925259353,0.43484561873237365,0.18022408399146986,0.5025608425784851
improved_phaseh_refined_learned_allocator,recovery_confirmed,0.23044084013583654,0.4517258942459222,0.18211183006636367,0.512667628127635
improved_phaseh_refined_learned_allocator,recovery_fragile,0.2305851058747949,0.44805963182303543,0.18175451614215118,0.5167505735979429
improved_phaseh_refined_learned_allocator,stressed_panic,0.2291379590665648,0.44770069377210214,0.18163087060219452,0.47975543062293596
improved_phaseh_refined_concentration_allocator,calm_trend,0.28447624079527145,0.5420854524174544,0.24042778258080674,0.5310687477612808
improved_phaseh_refined_concentration_allocator,neutral_mixed,0.2574305137665806,0.48157511847916584,0.2024080210604657,0.5336178143257565
improved_phaseh_refined_concentration_allocator,recovery_confirmed,0.26276803020147493,0.4911500641934579,0.20402414845707897,0.49543756295687374
improved_phaseh_refined_concentration_allocator,recovery_fragile,0.25779466388623135,0.4758165048172683,0.19381556229263477,0.4960373708558277
improved_phaseh_refined_concentration_allocator,stressed_panic,0.32018905071566706,0.601037168215905,0.23321295196853048,0.49669668616804824
improved_phaseh_refined_combo_allocator,calm_trend,0.31427778475832746,0.5792995513374104,0.24852569376748568,0.5128039837998924
improved_phaseh_refined_combo_allocator,neutral_mixed,0.2825183019875072,0.5152045439225877,0.20971765518369992,0.525768749789867
improved_phaseh_refined_combo_allocator,recovery_confirmed,0.3014118488751907,0.5295526744974924,0.2141197354278157,0.5075092538036652
improved_phaseh_refined_combo_allocator,recovery_fragile,0.27870747599727297,0.5153099658918588,0.20484813648249142,0.517782461285113
improved_phaseh_refined_combo_allocator,stressed_panic,0.3398114238095682,0.6044450946638831,0.23888687209392845,0.48879811981215154
