Date,method_name,engine,method_category,active_sleeves,expected_return_key,covariance_method,predicted_ann_vol,target_vol_multiplier,regime_multiplier,gross_multiplier,cash_weight,view_count,view_confidence,view_spread,hierarchical_fallback,hierarchical_reason,hierarchical_valid_sleeves
2009-07-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.09855132390701533,1.0,0.4774437594722596,0.4774437594722596,0.5225562405277404,0,,,False,,6
2009-08-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.09796376419597609,1.0,0.5888709372580204,0.5888709372580204,0.41112906274197947,0,,,False,,6
2009-09-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.0985198875726485,1.0,0.6353856887508538,0.6353856887508538,0.3646143112491461,0,,,False,,6
2009-10-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.10078483572687569,1.0,0.8174758118344371,0.8174758118344371,0.18252418816556293,0,,,False,,6
2009-11-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.10207154101284902,1.0,0.6527642081003223,0.6527642081003223,0.34723579189967757,0,,,False,,6
2009-12-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.10229136864483801,1.0,0.699521246887839,0.699521246887839,0.300478753112161,0,,,False,,6
2010-01-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.1066272947479471,1.0,0.7139363463346798,0.7139363463346798,0.28606365366532005,0,,,False,,6
2010-02-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.10797342301599049,1.0,0.8749660294764746,0.8749660294764746,0.1250339705235255,0,,,False,,6
2010-03-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.10708802939157153,1.0,0.8036550306276221,0.8036550306276221,0.1963449693723779,0,,,False,,6
2010-04-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.1142299672856758,1.0,1.0,1.0,0.0,0,,,False,,6
2010-05-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.11754653281931475,1.0,0.6095994126008254,0.6095994126008254,0.3904005873991745,0,,,False,,6
2010-06-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.12193662635847914,0.9841177633307182,0.591179421475447,0.591179421475447,0.408820578524553,0,,,False,,6
2010-07-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.12155130402897997,0.9872374546585686,0.4454592362963904,0.4454592362963904,0.5545407637036095,0,,,False,,6
2010-08-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.12070382116261111,0.9941690233512746,0.5246205089368752,0.5246205089368752,0.4753794910631248,0,,,False,,6
2010-09-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.11968380733056685,1.0,0.5278130695337746,0.5278130695337746,0.4721869304662254,0,,,False,,6
2010-10-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.11950925021619173,1.0,0.9314840548371314,0.9314840548371314,0.06851594516286863,0,,,False,,6
2010-11-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.12099531544527055,0.9917739340435807,0.65,0.65,0.3500000000000001,0,,,False,,6
2010-12-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.12095341174456316,0.9921175291311614,1.0,0.9921175291311614,0.007882470868838753,0,,,False,,6
2011-01-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.12033214978282587,0.9972397253483352,0.65,0.65,0.35,0,,,False,,6
2011-02-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.11990924587002905,1.0,0.65,0.65,0.35,0,,,False,,6
2011-03-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.12030809929213744,0.9974390810431698,0.65,0.65,0.34999999999999987,0,,,False,,6
2011-04-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.12166072878947694,0.9863495081280444,1.0,0.9863495081280444,0.013650491871955661,0,,,False,,6
2011-05-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.12144882044976955,0.9880705267914168,1.0,0.9880705267914168,0.011929473208583063,0,,,False,,6
2011-06-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.12468087166655197,0.9624571788439966,1.0,0.9624571788439966,0.03754282115600338,0,,,False,,6
2011-07-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.12574131238656255,0.9543402858011198,0.762930254548072,0.762930254548072,0.23706974545192783,0,,,False,,6
2011-08-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.1251655107204057,0.9587305585166797,0.3,0.3,0.7000000000000001,0,,,False,,6
2011-09-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.12425675311664981,0.965742279514952,0.3,0.3,0.7,0,,,False,,6
2011-10-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.12412955221256877,0.9667319172673964,0.3,0.3,0.7,0,,,False,,6
2011-11-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.12335761231284602,0.9727814745284562,0.4468485236926435,0.4468485236926435,0.5531514763073564,0,,,False,,6
2011-12-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.11982692321783711,1.0,0.4492552921565957,0.4492552921565957,0.5507447078434043,0,,,False,,6
2012-01-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.11898663559990184,1.0,0.4868120777619645,0.4868120777619645,0.5131879222380354,0,,,False,,6
2012-02-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.11798430045265182,1.0,0.5623383749896106,0.5623383749896106,0.4376616250103894,0,,,False,,6
2012-03-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.11794254156355521,1.0,0.65,0.65,0.35,0,,,False,,6
2012-04-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.11784754322824738,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2012-05-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.11810327536102112,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2012-06-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.11810878253056666,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2012-07-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.1172234251687486,1.0,0.7310973718183607,0.7310973718183607,0.26890262818163935,0,,,False,,6
2012-08-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.1170645316355989,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2012-09-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.1160288066253174,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2012-10-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.11463989625578022,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2012-11-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.1133553116446762,1.0,0.8984582575477476,0.8984582575477476,0.10154174245225245,0,,,False,,6
2012-12-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.11150651041575557,1.0,0.994775818660728,0.994775818660728,0.005224181339271938,0,,,False,,6
2013-01-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.10765751607425242,1.0,0.8284758793173413,0.8284758793173413,0.17152412068265854,0,,,False,,6
2013-02-22,equal_weight,equal_weight,baseline,6,n/a,sample,0.10353231557630271,1.0,1.0,1.0,0.0,0,,,False,,6
2013-03-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.10295940275987536,1.0,1.0,1.0,0.0,0,,,False,,6
2013-04-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.09731682053491804,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2013-05-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.09146277960565088,1.0,1.0,1.0,0.0,0,,,False,,6
2013-06-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.08764531315419266,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2013-07-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.08796526792606653,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2013-08-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.08890636157960653,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2013-09-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.08931989530392254,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2013-10-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.089787870081743,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2013-11-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.08727283518826301,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2013-12-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.08756115005048916,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2014-01-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.08807763279190986,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2014-02-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.08767729858745463,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2014-03-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.08730746851725314,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2014-04-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.0851251261520484,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2014-05-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.08371573287500038,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2014-06-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07994914839711832,1.0,1.0,1.0,0.0,0,,,False,,6
2014-07-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.07618101062231859,1.0,1.0,1.0,0.0,0,,,False,,6
2014-08-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.07522936597972621,1.0,1.0,1.0,0.0,0,,,False,,6
2014-09-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.07180842570645772,1.0,1.0,1.0,0.0,0,,,False,,6
2014-10-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.07155713079393608,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2014-11-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.0702766153595559,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2014-12-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.07055372720601245,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2015-01-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.07110312327059151,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2015-02-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07317070665158587,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2015-03-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07577140458378447,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2015-04-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.0766002686550094,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2015-05-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.07641860778796573,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2015-06-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.07651022374593444,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2015-07-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.07737271547537453,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2015-08-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.08111289664491766,1.0,0.3,0.3,0.7,0,,,False,,6
2015-09-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.08136406520433799,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2015-10-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.08097210999285345,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2015-11-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.08078807431472027,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2015-12-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.08084756159108067,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2016-01-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.08326723772488279,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2016-02-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.08329373559035609,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2016-03-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.08340861228253488,1.0,0.6338589723931657,0.6338589723931657,0.3661410276068344,0,,,False,,6
2016-04-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.08139036646142894,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2016-05-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07955046891046531,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2016-06-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.0783691817262055,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2016-07-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.07706486489725349,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2016-08-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.07547160534023702,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2016-09-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.07743649754252195,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2016-10-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.07714375042641312,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2016-11-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.07831694719929455,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2016-12-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.07711100077718086,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-01-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07640835996873069,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-02-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.07592485692708516,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-03-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.0765736338815386,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-04-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.07646351042029402,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-05-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.07656070740807949,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-06-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.07665184292288736,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-07-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.07749370074295288,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-08-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.07796768715094955,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2017-09-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.07559053015399442,1.0,1.0,1.0,2.220446049250313e-16,0,,,False,,6
2017-10-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07481305349066515,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2017-11-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.07493966420889821,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2017-12-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.07535249985591981,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2018-01-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.07786043368043825,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2018-02-23,equal_weight,equal_weight,baseline,6,n/a,sample,0.0813018953410131,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2018-03-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.08081057491106046,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2018-04-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.08024667039353471,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2018-05-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.07988798934350572,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2018-06-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.07989658177395419,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2018-07-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07895481204488335,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2018-08-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.07563244553313367,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2018-09-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.07559356795591726,1.0,0.65,0.65,0.3500000000000001,0,,,False,,6
2018-10-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.0773525502746446,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2018-11-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.07826318156881433,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2018-12-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.08027287840642353,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2019-01-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.07969756326600506,1.0,0.3,0.3,0.7000000000000001,0,,,False,,6
2019-02-22,equal_weight,equal_weight,baseline,6,n/a,sample,0.07962794067224865,1.0,0.4819847894684462,0.4819847894684462,0.5180152105315539,0,,,False,,6
2019-03-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.07973180004441127,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2019-04-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.0794769269129799,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2019-05-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.07931976438575751,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2019-06-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.07802657231096399,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2019-07-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.07768792336639559,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2019-08-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.07752523880676451,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2019-09-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07631688363464859,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2019-10-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.0757762243054427,1.0,1.0,1.0,0.0,0,,,False,,6
2019-11-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.07604354115514604,1.0,1.0,1.0,0.0,0,,,False,,6
2019-12-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.07557554219412199,1.0,1.0,1.0,0.0,0,,,False,,6
2020-01-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.0760218226498277,1.0,1.0,1.0,0.0,0,,,False,,6
2020-02-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.08097768937197257,1.0,0.65,0.65,0.34999999999999987,0,,,False,,6
2020-03-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.11884745757309022,1.0,0.29629110823852,0.29629110823852,0.70370889176148,0,,,False,,6
2020-04-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.12079702090641828,0.9934019820982528,0.25,0.25,0.75,0,,,False,,6
2020-05-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.12119621690939225,0.9901299154388081,0.25,0.25,0.75,0,,,False,,6
2020-06-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.12161951595572533,0.9866837493719766,0.3,0.3,0.7000000000000001,0,,,False,,6
2020-07-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.12118849461457913,0.9901930078564062,0.5749414690607042,0.5749414690607042,0.4250585309392959,0,,,False,,6
2020-08-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.12166197286809814,0.9863394220156203,0.6376397344670565,0.6376397344670565,0.36236026553294365,0,,,False,,6
2020-09-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.1219949929316001,0.9836469277659727,0.65,0.65,0.3500000000000001,0,,,False,,6
2020-10-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.12463291540669426,0.962827513168761,0.65,0.65,0.3500000000000001,0,,,False,,6
2020-11-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.12446615968032529,0.9641174782623966,0.5110706188336995,0.5110706188336995,0.4889293811663006,0,,,False,,6
2020-12-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.12377280353842515,0.9695183155704,0.5577154709827057,0.5577154709827057,0.4422845290172944,0,,,False,,6
2021-01-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.12143719845069333,0.9881650888769732,0.5717494596092311,0.5717494596092311,0.42825054039076893,0,,,False,,6
2021-02-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.12092113526430065,0.9923823468718905,0.65,0.65,0.34999999999999987,0,,,False,,6
2021-03-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.11985034140129423,1.0,0.7465628496465588,0.7465628496465588,0.25343715035344117,0,,,False,,6
2021-04-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.1202336666186275,0.9980565624820485,0.7564989724273321,0.7564989724273321,0.24350102757266812,0,,,False,,6
2021-05-28,equal_weight,equal_weight,baseline,6,n/a,sample,0.12142001734409329,0.9883049156543184,1.0,0.9883049156543184,0.011695084345681783,0,,,False,,6
2021-06-25,equal_weight,equal_weight,baseline,6,n/a,sample,0.12235660362917661,0.9807398737846735,1.0,0.9807398737846735,0.01926012621532658,0,,,False,,6
2021-07-30,equal_weight,equal_weight,baseline,6,n/a,sample,0.1225143206732494,0.9794773324503411,1.0,0.9794773324503411,0.020522667549659035,0,,,False,,6
2021-08-27,equal_weight,equal_weight,baseline,6,n/a,sample,0.12440660576815121,0.9645790049415581,1.0,0.9645790049415581,0.035420995058441984,0,,,False,,6
2021-09-24,equal_weight,equal_weight,baseline,6,n/a,sample,0.12457669538338813,0.9632620261012445,1.0,0.9632620261012445,0.03673797389875566,0,,,False,,6
2021-10-29,equal_weight,equal_weight,baseline,6,n/a,sample,0.12373326033909196,0.969828158339472,1.0,0.969828158339472,0.030171841660527998,0,,,False,,6
2021-11-26,equal_weight,equal_weight,baseline,6,n/a,sample,0.12356356372420726,0.9711600765079816,1.0,0.9711600765079816,0.02883992349201825,0,,,False,,6
2021-12-31,equal_weight,equal_weight,baseline,6,n/a,sample,0.12213745831256324,0.9824995677649255,0.65,0.65,0.34999999999999987,0,,,False,,6
