date,bucket,prod_share,partner_share,l1_distance_to_production,l1_distance_to_partner,bil_weight
2005-01-14,defense_production,0.7,0.3,0.03071733190957369,0.07167377445567191,0.9846413340452131
2005-01-21,defense_production,0.7,0.3,0.029771746622463676,0.06946740878574893,0.9851141266887682
2005-01-28,defense_production,0.7,0.3,0.029620522550506484,0.06911455261784867,0.9851897387247468
2005-02-04,defense_production,0.7,0.3,0.029537953089749075,0.06892189054274817,0.9852310234551255
2005-02-11,defense_production,0.7,0.3,0.029496950586546486,0.068826218035275,0.9852515247067267
2005-02-18,defense_production,0.7,0.3,0.02947916859805846,0.06878472672880333,0.9852604157009708
2005-02-25,defense_production,0.7,0.3,0.0500398188074416,0.11675957721736387,0.9749800905962792
2005-03-04,defense_production,0.7,0.3,0.0500376691386102,0.11675456132342402,0.9749811654306949
2005-03-11,defense_production,0.7,0.3,0.0501374110771538,0.11698729251335901,0.9749312944614231
2005-03-18,ambiguous_abstain,0.7,0.3,0.03885310203321463,0.09065723807750119,0.9805734489833927
2005-03-25,ambiguous_abstain,0.7,0.3,0.03794295797620117,0.0885335686111362,0.9810285210118994
2005-04-01,ambiguous_abstain,0.7,0.3,0.09742033188506653,0.2273141077318224,0.9512898340574667
2005-04-08,ambiguous_abstain,0.7,0.3,0.09732845359362965,0.2270997250518032,0.9513357732031852
2005-04-15,ambiguous_abstain,0.7,0.3,0.09710257891509558,0.22657268413522325,0.9514487105424522
2005-04-22,ambiguous_abstain,0.7,0.3,0.09688907786275014,0.22607451501308404,0.9515554610686249
2005-04-29,ambiguous_abstain,0.7,0.3,0.09981980304569524,0.232912873773289,0.9500900984771523
2005-05-06,ambiguous_abstain,0.7,0.3,0.09973723307732782,0.2327202105137653,0.9501313834613361
2005-05-13,ambiguous_abstain,0.7,0.3,0.0995982870352237,0.2323960030821895,0.9502008564823882
2005-05-20,defense_production,0.7,0.3,0.09921021775807332,0.23149050810217162,0.9503948911209633
2005-05-27,defense_production,0.7,0.3,0.09898782475911022,0.23097159110459098,0.9505060876204449
2005-06-03,defense_production,0.7,0.3,0.03949308088355938,0.09215052206163872,0.9802534595582203
2005-06-10,defense_production,0.7,0.3,0.039139729164096505,0.09132603471622558,0.9804301354179518
