version_name,margin_bucket,observations,avg_top1_share,avg_top2_share,avg_hhi
improved_phasek_robust_objective_framework,low,156,0.30891844332504137,0.5546733417580781,0.22451730703603756
improved_phasek_robust_objective_framework,medium,917,0.3311741875739028,0.5912469490958032,0.23837970087428711
improved_phasek_robust_objective_framework,high,36,0.3494869023208948,0.5983111306007479,0.24201730585481465
improved_phasek_confidence_turnover_framework,low,156,0.2680836468766643,0.5109498759237955,0.20666078708533872
improved_phasek_confidence_turnover_framework,medium,917,0.2988199478422662,0.5542684576452579,0.22232633059026086
improved_phasek_confidence_turnover_framework,high,36,0.3475988810137152,0.5930251805313405,0.2400678988341553
improved_phasek_tail_aware_role_framework,low,156,0.2930603949303759,0.5319734433363862,0.2155693009676701
improved_phasek_tail_aware_role_framework,medium,917,0.3058251299451165,0.5514449750057958,0.21986730560910026
improved_phasek_tail_aware_role_framework,high,36,0.3141551722772036,0.5482912071126956,0.21749770491109563
