version_name,panel_size,w1_in_panel,avg_w1_weight,median_w1_weight,max_w1_weight,p90_w1_weight,obs
improved_phasez_production_hrp_7sleeve,7,True,0.3401733272161041,0.4113811799276903,0.45,0.45,1110
improved_phasez_shadow_hrp_7sleeve,7,True,0.33922705851776247,0.4095820291695458,0.45,0.45,1110
improved_phasez_w1_integrated_hrp_7sleeve,7,True,0.3402210731015414,0.4092202984506609,0.45,0.45,1110
improved_phasez_production_hrp_5sleeve_ablation,5,False,0.0,0.0,0.0,0.0,1110
