name,full_ann_return,full_ann_vol,full_sharpe,full_max_drawdown,full_cvar_5,full_calmar,holdout_ann_return,holdout_sharpe,holdout_max_drawdown,avg_BIL,avg_SPY,avg_turnover,avg_offensive_sleeve,avg_defensive_sleeve,avg_explicit_cash_sleeve,avg_explicit_defense_exposure,avg_composite_component_total,avg_composite_regime_offense_component,avg_composite_regime_defense_component,avg_composite_regime_cash_component
improved_phase2b_regime_confidence_boost,0.06892339744592735,0.07789583362986176,0.8848149411100881,-0.139754039463866,-0.026181041847003924,0.49317642416874674,0.1243430057940289,1.6248992715714408,-0.06264198894939876,0.2839178772422698,0.07081167142134885,0.11235713174891823,0.3908031422936725,0.1337725320855525,0.2211194788802588,0.1337725320855525,,,,
improved_phase2b_combo_abc,0.06858383853128158,0.07758151231293113,0.8840229648352725,-0.13674121541523376,-0.026085048036177054,0.5015593749332796,0.12357814887332408,1.6276887811347291,-0.0623953152856741,0.28555249754723755,0.07075650850396527,0.11304102891252374,0.38986047647566613,0.13357171387880154,0.2228606829564285,0.13357171387880154,,,,
improved_phaseyy_conservative_decomposition,0.06986630406135141,0.07514665511022055,0.9297327200908113,-0.11749144441113324,-0.024972889676923214,0.594650141646663,0.1465012863960875,1.8733733421824932,-0.069278485752577,0.26521166764409637,0.060253788497390985,0.11860558926746863,0.4317811543468304,0.3443617705344793,0.22385707511869007,0.3443617705344793,0.30635852687551035,0.08065971473756761,0.2256988121379427,
improved_phasezz_recovery_neutral_offense_rebudget,0.07079685002248426,0.0757463468958119,0.9346569560623748,-0.11749144441113346,-0.025145731613821765,0.6025702584330095,0.14636784825753657,1.8379337339309605,-0.07254380744775002,0.26516889662267934,0.060902045720540025,0.12027178395954069,0.44607345838252654,0.32934245737823536,0.2245840842392379,0.32934245737823536,0.3054332316352672,0.089350011896667,0.2160832197386002,
improved_phaseaaa_confirmed_offense_mix_tilt,0.0710652636948379,0.07592326594244687,0.9360143140932379,-0.11749144441113335,-0.02520494014728566,0.6048547964578759,0.14649450783674323,1.828023820233957,-0.07270237953390979,0.2655032875007067,0.06106248816700025,0.12150283022339817,0.44596755234404456,0.3292699287001237,0.22476251895583146,0.3292699287001237,0.3068267279137338,0.09078773572476032,0.21603899218897343,
improved_phasebbb_offense_defense_composition_combo,0.0712822615037727,0.07609356098895183,0.9367712665480633,-0.11749144441113324,-0.025276911675366442,0.6067017208022183,0.14651046883931151,1.8172591411131753,-0.07282018326462181,0.2666072372607223,0.06076199883152904,0.12255525212169119,0.44577934936544145,0.3291765582785135,0.2250440923560448,0.3291765582785135,0.3127318800672024,0.09559507005412134,0.21713681001308105,
improved_phaseccc_confirmed_cap_css,0.07127613777417396,0.07609769892631027,0.93663985613014,-0.11749144441113335,-0.025281242547741476,0.6066496001594812,0.14648012004005584,1.8164254711955847,-0.07282018326462192,0.2666457313405021,0.06076894986292525,0.12261335196060859,0.4457799093168245,0.3291764603665887,0.2250436303165866,0.3291764603665887,0.31282624360456734,0.09568950221817023,0.2171367413863971,
improved_phaseccc_confirmed_cap_dual,0.07137572346834942,0.07612271268030675,0.9376403041245612,-0.11749144441113324,-0.02529080937870202,0.6074971996989595,0.14640640373811165,1.8157440588188671,-0.07280970272890186,0.26681976625369247,0.06058798713568448,0.12280796721983436,0.44567211539253937,0.329129276035067,0.22519860857239338,0.329129276035067,0.3133623680470497,0.0962565731090119,0.21710579493803778,
improved_phaseccc_confirmed_cap_dual_css,0.0713568218871512,0.07615491221947693,0.9369956554017458,-0.11749144441113335,-0.02531748589482156,0.6073363234641578,0.1462092323630697,1.8101010777793645,-0.07282287642223328,0.267216623714177,0.06049920890014015,0.12322537940373364,0.44560590513583376,0.32910368442647264,0.22529041043769332,0.32910368442647264,0.31456761033013936,0.09747860600387226,0.21708900432626702,
improved_phaseccc_conservative_confirmed_pruning,0.0713530609107138,0.07611394179895593,0.9374506066074293,-0.11749144441113335,-0.025284823043919664,0.6073043128232448,0.14646219616479073,1.8165942195799802,-0.07281514942272893,0.2667253404219088,0.06064348968264888,0.12269068498254893,0.4457055390787289,0.3291426597056189,0.22515180121565198,0.3291426597056189,0.3130590812510243,0.09594450870804827,0.21711457254297603,
