candidate,state,n_weeks,zz_mean_wkly,prod_mean_wkly,delta_mean_wkly,zz_minus_prod_cumulative,avg_composite_regime_offense_component,avg_composite_regime_defense_component,avg_composite_regime_cash_component,avg_offensive_sleeve,avg_defensive_sleeve
improved_phasezz_recovery_offense_rebudget,calm_trend,295,0.0008585391062514472,0.0007552175162830647,0.00010332158996838249,0.04615836550177721,0.0801113591470107,0.2925610317372119,,0.5209313662687238,0.4434941966540406
improved_phasezz_recovery_offense_rebudget,neutral_mixed,493,0.0020670281129350847,0.0020712148039303295,-4.186690995244737e-06,-0.005327134908160058,0.09648567759447427,0.21026059256715515,,0.44935494137759885,0.32308911330210555
improved_phasezz_recovery_offense_rebudget,recovery_confirmed,44,0.0003461410475917002,0.0005399585327544482,-0.00019381748516274797,-0.008948171291823126,0.16162371905352813,0.20381940292150158,,0.5910660310263304,0.3311064126669642
improved_phasezz_recovery_offense_rebudget,recovery_fragile,49,0.0012383430336876714,0.0013236555558595474,-8.531252217187598e-05,-0.004713333776881656,0.12354324046194767,0.23828987467456683,,0.5060156185001563,0.36314389376705647
improved_phasezz_recovery_offense_rebudget,stressed_panic,229,0.0007275305944785239,0.00068168964870096,4.584094577756391e-05,0.009882613147883523,0.04678695516870964,0.1509058071135302,,0.26673190522641016,0.22403225223056134
improved_phasezz_recovery_neutral_offense_rebudget,calm_trend,295,0.000855917821809025,0.0007552175162830647,0.00010070030552596033,0.04511281901495323,0.08151292092729534,0.2907514817543049,,0.5236173816328618,0.44071723007420366
improved_phasezz_recovery_neutral_offense_rebudget,neutral_mixed,493,0.0020785437425584956,0.0020712148039303295,7.328938628166099e-06,0.008514203023072486,0.10284085479122614,0.20197050606676237,,0.46189846180942234,0.31036299266254214
improved_phasezz_recovery_neutral_offense_rebudget,recovery_confirmed,44,0.000375494252814371,0.0005399585327544482,-0.0001644642799400772,-0.007656674645285966,0.16361945524564667,0.20104487419718764,,0.5946623190078818,0.3265644171367822
improved_phasezz_recovery_neutral_offense_rebudget,recovery_fragile,49,0.001264487829468028,0.0013236555558595474,-5.916772639151936e-05,-0.003367027644503695,0.12522643281081292,0.23612652764759695,,0.5094072078861388,0.35975400852638095
improved_phasezz_recovery_neutral_offense_rebudget,stressed_panic,229,0.0007282494619247697,0.00068168964870096,4.6559813223809744e-05,0.00997904832006724,0.04845549729753472,0.14887796062010442,,0.2700103682449667,0.2207546229847457
improved_phasezz_confirmed_freer_fragile_conservative,calm_trend,295,0.0008557681781284759,0.0007552175162830647,0.00010055066184541119,0.04510298261090573,0.08032984964765902,0.29200345899312957,,0.5217749057132353,0.44257469417642836
improved_phasezz_confirmed_freer_fragile_conservative,neutral_mixed,493,0.0020723074968266343,0.0020712148039303295,1.092692896304849e-06,0.0013245599175686351,0.0968300592678502,0.20861919206283985,,0.4516804030591619,0.3204968370361815
improved_phasezz_confirmed_freer_fragile_conservative,recovery_confirmed,44,0.00034732381801277104,0.0005399585327544482,-0.00019263471474167715,-0.008924158643671243,0.16797706742955265,0.19088432502005065,,0.6101949511240721,0.30910293425234053
improved_phasezz_confirmed_freer_fragile_conservative,recovery_fragile,49,0.0012023254995977152,0.0013236555558595474,-0.00012133005626183222,-0.006582368132174388,0.11632796311237269,0.24326882857889692,,0.4994355348468637,0.3702943784061127
improved_phasezz_confirmed_freer_fragile_conservative,stressed_panic,229,0.0007274251156943369,0.00068168964870096,4.573546699337689e-05,0.009863604860904873,0.04624889153737555,0.15129379884024038,,0.26618340580103006,0.22458076391690063
improved_phasezz_conservative_decomposition_repair,calm_trend,295,0.000861771507943302,0.0007552175162830647,0.00010655399166023733,0.04737005718065945,0.07934374965636198,0.29307660507544764,,0.520190451278821,0.44429148859972106
improved_phasezz_conservative_decomposition_repair,neutral_mixed,493,0.002059538854705415,0.0020712148039303295,-1.1675949224914436e-05,-0.015092302860901796,0.09334076632324911,0.21235865719984695,,0.44626843371172326,0.32647187031578734
improved_phasezz_conservative_decomposition_repair,recovery_confirmed,44,0.0003448342260226523,0.0005399585327544482,-0.0001951243067317959,-0.008976018987953749,0.14766129447747864,0.21274757723401336,,0.5786405362746477,0.3454985570217256
improved_phasezz_conservative_decomposition_repair,recovery_fragile,49,0.001171667158513267,0.0013236555558595474,-0.00015198839734628048,-0.008165765916437362,0.11208905179165994,0.24766287952042754,,0.49296011627706954,0.376989223837658
improved_phasezz_conservative_decomposition_repair,stressed_panic,229,0.0007276926612702531,0.00068168964870096,4.600301256929313e-05,0.00994624854115389,0.046005344994490674,0.15154342861889739,,0.2658134938840135,0.22495050278653234
