name,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,avg_turnover,avg_BIL,avg_SPY,avg_offense,avg_defense,avg_cash,holdout_ann_return,holdout_sharpe,recovery_capture,avg_bucket_offense,avg_bucket_defense,avg_bucket_composite,avg_bucket_cash,ann_return_delta_vs_prod,sharpe_delta_vs_prod,max_drawdown_delta_vs_prod,cvar_5_delta_vs_prod,avg_BIL_delta_vs_prod,avg_SPY_delta_vs_prod,avg_offense_delta_vs_prod,avg_defense_delta_vs_prod,avg_cash_delta_vs_prod,avg_bucket_composite_delta_vs_prod,ann_return_delta_vs_shadow,sharpe_delta_vs_shadow,max_drawdown_delta_vs_shadow,cvar_5_delta_vs_shadow,avg_BIL_delta_vs_shadow,avg_SPY_delta_vs_shadow,avg_offense_delta_vs_shadow,avg_defense_delta_vs_shadow,avg_cash_delta_vs_shadow,avg_bucket_composite_delta_vs_shadow,ann_return_delta_vs_tt1,sharpe_delta_vs_tt1,max_drawdown_delta_vs_tt1,cvar_5_delta_vs_tt1,avg_BIL_delta_vs_tt1,avg_SPY_delta_vs_tt1,avg_offense_delta_vs_tt1,avg_defense_delta_vs_tt1,avg_cash_delta_vs_tt1,avg_bucket_composite_delta_vs_tt1,ann_return_delta_vs_uu,sharpe_delta_vs_uu,max_drawdown_delta_vs_uu,cvar_5_delta_vs_uu,avg_BIL_delta_vs_uu,avg_SPY_delta_vs_uu,avg_offense_delta_vs_uu,avg_defense_delta_vs_uu,avg_cash_delta_vs_uu,avg_bucket_composite_delta_vs_uu,ann_return_delta_vs_vv,sharpe_delta_vs_vv,max_drawdown_delta_vs_vv,cvar_5_delta_vs_vv,avg_BIL_delta_vs_vv,avg_SPY_delta_vs_vv,avg_offense_delta_vs_vv,avg_defense_delta_vs_vv,avg_cash_delta_vs_vv,avg_bucket_composite_delta_vs_vv
improved_phase2b_combo_abc,0.06939453557186484,0.07758151231293113,0.8944725811989398,-0.13674121541523376,0.5074880705216687,-0.026085048036177054,0.05652051445626184,0.28555249754723755,0.07075650850396527,0.4742577826527703,0.2401897197999917,0.28555249754723755,0.14569998758182207,2.014032143070176,0.1248945639570215,0.38986047647566613,0.13357171387880154,0.25370712668910367,0.2228606829564285,-0.0003427249951112876,-0.0007904555681768066,0.0030128240486322344,9.599381082687e-05,0.0016346203049677488,-5.5162917383583254e-05,-0.0007233880746645438,-0.000911232230303205,0.0016346203049677488,-0.0005977200514122871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012262731344333672,-0.004819255680988621,0.004033991523666569,0.0002695616558413272,0.001995059203400318,-0.0023021007471787924,-0.004843571202096442,0.0028485119986960683,0.001995059203400318,0.014359574190353386,-0.001252358010998808,-0.004924903866638242,0.004033991523666347,0.0002740747135329992,0.002291646796422686,-0.0023259045417551166,-0.005015054491855353,0.0027234076954326114,0.002291646796422686,0.014279537156854955,-0.001477875324573677,-0.005573474825728786,0.004033991523666569,0.0003503232138417946,0.003900003645483374,-0.0026076895578249215,-0.006289023067713173,0.0023890194222297434,0.003900003645483374,0.014236818417657782
improved_phase2b_regime_confidence_boost,0.06973726056697613,0.07789583362986176,0.8952630367671166,-0.139754039463866,0.49899996332490265,-0.026181041847003924,0.05617856587445908,0.2839178772422698,0.07081167142134885,0.47498117072743484,0.2411009520302949,0.2839178772422698,0.14583656959170221,2.001626593422079,0.12814863475678015,0.3908031422936725,0.1337725320855525,0.25430484674051596,0.2211194788802588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003427249951112876,0.0007904555681768066,-0.0030128240486322344,-9.599381082687e-05,-0.0016346203049677488,5.5162917383583254e-05,0.0007233880746645438,0.000911232230303205,-0.0016346203049677488,0.0005977200514122871,-0.0008835481393220795,-0.0040288001128118145,0.0010211674750343347,0.00017356784501445718,0.00036043889843256904,-0.002246937829795209,-0.004120183127431898,0.0037597442289992733,0.00036043889843256904,0.014957294241765673,-0.0009096330158875204,-0.004134448298461435,0.0010211674750341126,0.0001780809027061292,0.0006570264914549373,-0.0022707416243715334,-0.004291666417190809,0.0036346399257358164,0.0006570264914549373,0.014877257208267242,-0.0011351503294623894,-0.004783019257551979,0.0010211674750343347,0.00025432940301492457,0.0022653833405156254,-0.0025525266404413383,-0.005565634993048629,0.0033002516525329484,0.0022653833405156254,0.014834538469070069
improved_phasett_recovery_two_stage_bucket,0.07062080870629821,0.07852935588886853,0.8992918368799284,-0.14077520693890033,0.5016565788956663,-0.02635460969201838,0.05767529753726401,0.28355743834383723,0.07305860925114406,0.47910135385486674,0.23734120780129564,0.28355743834383723,0.1494692549774962,2.0001128773221426,0.14747531682520065,0.3970894749245394,0.1393985290328354,0.23934755249875028,0.2241644435438747,0.0008835481393220795,0.0040288001128118145,-0.0010211674750343347,-0.00017356784501445718,-0.00036043889843256904,0.002246937829795209,0.004120183127431898,-0.0037597442289992733,-0.00036043889843256904,-0.014957294241765673,0.0012262731344333672,0.004819255680988621,-0.004033991523666569,-0.0002695616558413272,-0.001995059203400318,0.0023021007471787924,0.004843571202096442,-0.0028485119986960683,-0.001995059203400318,-0.014359574190353386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6084876565440895e-05,-0.00010564818564962053,-2.220446049250313e-16,4.513057691672012e-06,0.00029658759302236826,-2.38037945763242e-05,-0.00017148328975891136,-0.0001251043032634569,0.00029658759302236826,-8.003703349843128e-05,-0.0002516021901403098,-0.0007542191447401647,0.0,8.076155800046739e-05,0.0019049444420830564,-0.0003055888106461291,-0.0014454518656167314,-0.0004594925764663249,0.0019049444420830564,-0.00012275577269560412
improved_phaseuu_tt1_budget_aware_lighter_both,0.07064689358286365,0.07854913401021191,0.899397485065578,-0.1407752069389001,0.5018418734310661,-0.026359122749710053,0.05773028740083563,0.28326085075081486,0.07308241304572038,0.47927283714462565,0.2374663121045591,0.28326085075081486,0.1496032371836994,1.9999965166837983,0.1476567496315785,0.39726284192599826,0.1394610491689634,0.2394275895322487,0.22384851937278946,0.0009096330158875204,0.004134448298461435,-0.0010211674750341126,-0.0001780809027061292,-0.0006570264914549373,0.0022707416243715334,0.004291666417190809,-0.0036346399257358164,-0.0006570264914549373,-0.014877257208267242,0.001252358010998808,0.004924903866638242,-0.004033991523666347,-0.0002740747135329992,-0.002291646796422686,0.0023259045417551166,0.005015054491855353,-0.0027234076954326114,-0.002291646796422686,-0.014279537156854955,2.6084876565440895e-05,0.00010564818564962053,2.220446049250313e-16,-4.513057691672012e-06,-0.00029658759302236826,2.38037945763242e-05,0.00017148328975891136,0.0001251043032634569,-0.00029658759302236826,8.003703349843128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00022551731357486893,-0.0006485709590905442,2.220446049250313e-16,7.624850030879537e-05,0.001608356849060688,-0.0002817850160698049,-0.00127396857585782,-0.000334388273202868,0.001608356849060688,-4.271873919717284e-05
improved_phasevv_recovery_neutral_budget_aware_overlay,0.07087241089643852,0.07874309366952666,0.9000460560246686,-0.14077520693890033,0.503443840982587,-0.02643537125001885,0.05767649852843458,0.2816524939017542,0.07336419806179019,0.48054680572048347,0.23780070037776196,0.2816524939017542,0.14967168449316523,1.9884853625654173,0.14814149937669358,0.39824171753003307,0.1400477826911775,0.2394703082714459,0.2222401915073433,0.0011351503294623894,0.004783019257551979,-0.0010211674750343347,-0.00025432940301492457,-0.0022653833405156254,0.0025525266404413383,0.005565634993048629,-0.0033002516525329484,-0.0022653833405156254,-0.014834538469070069,0.001477875324573677,0.005573474825728786,-0.004033991523666569,-0.0003503232138417946,-0.003900003645483374,0.0026076895578249215,0.006289023067713173,-0.0023890194222297434,-0.003900003645483374,-0.014236818417657782,0.0002516021901403098,0.0007542191447401647,0.0,-8.076155800046739e-05,-0.0019049444420830564,0.0003055888106461291,0.0014454518656167314,0.0004594925764663249,-0.0019049444420830564,0.00012275577269560412,0.00022551731357486893,0.0006485709590905442,-2.220446049250313e-16,-7.624850030879537e-05,-0.001608356849060688,0.0002817850160698049,0.00127396857585782,0.000334388273202868,-0.001608356849060688,4.271873919717284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_confirmed_only_lighter_both,0.07066927632151818,0.07855911814299883,0.8995680958750197,-0.14077520693890022,0.50200086974257,-0.026358355443954113,0.05778322052511478,0.28306857575258676,0.07311080857998883,0.47941211660142985,0.237519307645983,0.28306857575258676,0.14975266055747555,1.9995804890542246,0.14805439013591895,0.39740091281844103,0.1395526446509033,0.239383863158212,0.22366257937244344,0.0009320157545420482,0.004305059107903131,-0.0010211674750342237,-0.00017731359695018906,-0.0008493014896830409,0.002299137158639983,0.004430945873995007,-0.0035816443843119106,-0.0008493014896830409,-0.014920983582303954,0.0012747407496533358,0.0050955146760799375,-0.004033991523666458,-0.00027330740777705906,-0.0024839217946507897,0.002354300076023566,0.005154333948659551,-0.0026704121540087056,-0.0024839217946507897,-0.014323263530891667,4.8467615219968674e-05,0.00027625899509131635,1.1102230246251565e-16,-3.7457519357318725e-06,-0.0004888625912504718,5.219932884477363e-05,0.0003107627465631091,0.00017809984468736273,-0.0004888625912504718,3.6310659461719075e-05,2.238273865452778e-05,0.00017061080944169582,-1.1102230246251565e-16,7.673057559401397e-07,-0.00019227499822810357,2.839553426844943e-05,0.00013927945680419773,5.2995541423905834e-05,-0.00019227499822810357,-4.37263740367122e-05,-0.00020313457492034115,-0.00047796014964884836,1.1102230246251565e-16,7.701580606473551e-05,0.0014160818508325845,-0.00025338948180135545,-0.0011346891190536224,-0.0002813927317789622,0.0014160818508325845,-8.644511323388504e-05
improved_phaseww_fragile_defense_lighter_both,0.07027239327186888,0.07832348500003108,0.8972071821349751,-0.14077520693890033,0.499181601646437,-0.026295254265788777,0.05720019240943671,0.28748705198584673,0.07263651619734957,0.4767761321937852,0.23573681582036765,0.28748705198584673,0.14913643776251048,1.993945748755477,0.1431638987042136,0.3950106614343311,0.13834168442040295,0.2382323303048934,0.22841532384037228,0.000535132704892749,0.0019441453678584741,-0.0010211674750343347,-0.00011421241878485297,0.0035691747435769305,0.0018248447760007142,0.001794961466350331,-0.005364136209927262,0.0035691747435769305,-0.016072516435622547,0.0008778577000040366,0.0027346009360352808,-0.004033991523666569,-0.00021020622961172297,0.0019345544386091817,0.0018800076933842974,0.002518349541014875,-0.004452903979624057,0.0019345544386091817,-0.01547479638421026,-0.00034841543442933054,-0.0020846547449533404,0.0,5.9355426229604213e-05,0.0039296136420095,-0.000422093053794495,-0.002325221661081567,-0.0016043919809279883,0.0039296136420095,-0.001115222193856874,-0.00037450031099477143,-0.002190302930602961,-2.220446049250313e-16,6.386848392127623e-05,0.004226201235031868,-0.0004458968483708192,-0.002496704950840478,-0.0017294962841914452,0.004226201235031868,-0.0011952592273553053,-0.0006000176245696404,-0.002838873889693505,0.0,0.0001401169842300716,0.005834558084092556,-0.0007276818644406241,-0.0037706735266982983,-0.002063884557394313,0.005834558084092556,-0.0012379779665524782
improved_phaseww_recovery_budget_native_lighter_both,0.07031973945779323,0.07834613365028845,0.8975521341190565,-0.14077520693890022,0.4995179263939115,-0.02630149034225749,0.0572118878427742,0.28694497678717634,0.07269593669475682,0.4771055923044582,0.235949430908365,0.28694497678717634,0.14913963181499604,1.9952962843154343,0.1439748655303494,0.39529134013582595,0.13850546357290536,0.23838235298988458,0.22782084330138386,0.000582478890817098,0.0022890973519399394,-0.0010211674750342237,-0.00012044849525356602,0.003027099544906542,0.001884265273407973,0.002124421577023361,-0.005151521121929903,0.003027099544906542,-0.015922493750631372,0.0009252038859283856,0.003079552920116746,-0.004033991523666458,-0.00021644230608043602,0.001392479239938793,0.0019394281907915562,0.002847809651687905,-0.004240288891626698,0.001392479239938793,-0.015324773699219085,-0.0003010692485049815,-0.0017397027608718751,1.1102230246251565e-16,5.3119349760891166e-05,0.003387538443339111,-0.0003626725563872363,-0.001995761550408537,-0.0013917768929306296,0.003387538443339111,-0.0009651995088656995,-0.0003271541250704224,-0.0018453509465214957,-1.1102230246251565e-16,5.763240745256318e-05,0.003684126036361479,-0.0003864763509635605,-0.0021672448401674482,-0.0015168811961940865,0.003684126036361479,-0.0010452365423641308,-0.0005526714386452913,-0.00249392190561204,1.1102230246251565e-16,0.00013388090776135855,0.005292482885422167,-0.0006682613670333654,-0.0034412134160252683,-0.0018512694693969545,0.005292482885422167,-0.0010879552815613036
improved_phaseww_split_recovery_lighter_both,0.07029640242039047,0.07835079451942287,0.8972008880262758,-0.14077520693890033,0.49935215119875986,-0.026300966517111835,0.05725989156335996,0.2870648570986233,0.07267742683621882,0.47702603007765115,0.23590911282372526,0.2870648570986233,0.14926055957855838,1.994014916340896,0.14300961881796204,0.39525165056116107,0.13844832018006975,0.23833515586884704,0.22796487338992186,0.0005591418534143383,0.00193785125915924,-0.0010211674750343347,-0.00011992467010791055,0.0031469798563534823,0.0018657554148699684,0.0020448593502163104,-0.005191839206569654,0.0031469798563534823,-0.015969690871668912,0.0009018668485256259,0.0027283068273360467,-0.004033991523666569,-0.00021591848093478055,0.0015123595513857335,0.0019209183322535517,0.002768247424880854,-0.004280606976266449,0.0015123595513857335,-0.015371970820256625,-0.00032440628590774123,-0.0020909488536525744,0.0,5.364317490654663e-05,0.0035074187547860514,-0.00038118241492524074,-0.0020753237772155875,-0.0014320949775703806,0.0035074187547860514,-0.0010123966299032394,-0.00035049116247318213,-0.002196597039302195,-2.220446049250313e-16,5.8156232598218643e-05,0.0038040063478084196,-0.00040498620950156494,-0.002246807066974499,-0.0015571992808338375,0.0038040063478084196,-0.0010924336634016707,-0.0005760084760480511,-0.002845167998392739,0.0,0.00013440473290701402,0.005412363196869108,-0.0006867712255713698,-0.003520775642832319,-0.0018915875540367055,0.005412363196869108,-0.0011351524025988435
improved_phaseww_vv_direct_lighter_both_rewrite,0.0690638331115361,0.07688772567511923,0.8982426324242944,-0.14077520693890044,0.4905965660665755,-0.025711225146406124,0.05695282629363645,0.3008937667915025,0.07101624258950803,0.46747090766053456,0.23163532554796254,0.3008937667915025,0.14740397249809456,2.056635101546551,0.1409875881092681,0.38762399109274454,0.13593110068577433,0.2334103362396774,0.24303457198180348,-0.0006734274554400232,0.002979595657177758,-0.0010211674750344457,0.0004698167005977999,0.01697588954923268,0.00020457116815918164,-0.00751026306690028,-0.009465626482332373,0.01697588954923268,-0.020894510500838542,-0.0003307024603287356,0.003770051225354565,-0.00403399152366668,0.0003738228897709299,0.015341269244264932,0.0002597340855427649,-0.006786874992235736,-0.008554394252029168,0.015341269244264932,-0.020296790449426255,-0.0015569755947621028,-0.0010492044556340563,-1.1102230246251565e-16,0.0006433845456122571,0.01733632844766525,-0.0020423666616360275,-0.011630446194332178,-0.0057058822533331,0.01733632844766525,-0.005937216259072869,-0.0015830604713275437,-0.0011548526412836768,-3.3306690738754696e-16,0.0006478976033039291,0.01763291604068762,-0.0020661704562123517,-0.01180192948409109,-0.005830986556596557,0.01763291604068762,-0.006017253292571301,-0.0018085777849024126,-0.001803423600374221,-1.1102230246251565e-16,0.0007241461036127245,0.019241272889748307,-0.0023479554722821566,-0.01307589805994891,-0.006165374829799425,0.019241272889748307,-0.0060599720317684735
