,gross_return,net_return,turnover,cost,wealth,drawdown
2013-06-07,-0.006098927349457905,-0.0061054371178684685,0.006509768410563376,6.509768410563376e-06,1.7523261047138599,-0.040436968848984955
2013-06-14,-0.029114789521482907,-0.029125651663173453,0.010862141690545009,1.0862141690545009e-05,1.7012884649876783,-0.06838486744314831
2013-06-21,0.01619053077716871,0.016172960782478027,0.017569994690682468,1.756999469068247e-05,1.7288033366116065,-0.053317892439943226
2013-06-28,0.00637852290457204,0.006090243474652556,0.2882794299194834,0.00028827942991948343,1.7393321698513629,-0.04755236791180528
2013-07-05,0.02233299567594365,0.022308965343691346,0.024030332252303714,2.4030332252303715e-05,1.7781348709497444,-0.026304246695868838
2013-07-12,0.009404558451961264,0.00940050435603008,0.004054095931185494,4.054095931185494e-06,1.7948502355497167,-0.017151015525485258
2013-07-19,-0.004044637202579277,-0.004049442375733849,0.004805173154571736,4.805173154571736e-06,1.7875820929477857,-0.02113100585216332
2013-07-26,0.006065884850483953,0.005815016724297361,0.25086812618659216,0.00025086812618659217,1.7979769127143317,-0.015438866280297447
2013-08-02,-0.0040261850762806795,-0.004030028920520363,0.003843844239683014,3.843844239683014e-06,1.7907310137576649,-0.019406676123208233
2013-08-09,-0.013234493418656037,-0.013246439970086872,0.011946551430835959,1.1946551430835959e-05,1.767010202881351,-0.03239604672301022
2013-08-16,0.004585582604056221,0.0045761185462164025,0.009464057839819094,9.464057839819095e-06,1.7750962510421098,-0.027968176327027194
2013-08-23,-0.01747378369014832,-0.017485491396766667,0.011707706618345337,1.1707706618345337e-05,1.7440578208160802,-0.04496463041724441
2013-08-30,0.01263467523720249,0.012416501723644929,0.21817351355756193,0.00021817351355756193,1.7657129177543793,-0.03310643210467823
2013-09-06,0.014749385844429488,0.014733237518957226,0.01614832547226334,1.6148325472263343e-05,1.7917275855619457,-0.01886095951332445
2013-09-13,0.01391294418424123,0.013908007431771235,0.004936752469995644,4.936752469995644e-06,1.8166469461376507,-0.005215270446634945
2013-09-20,-0.0019127205336531515,-0.0019224819269065049,0.009761393253353314,9.761393253353315e-06,1.8131544752161313,-0.007127726110363719
2013-09-27,0.00025906804158053046,8.566108660795256e-05,0.1734069549725779,0.0001734069549725779,1.8133097919986665,-0.007042675592519365
2013-10-04,0.005869837574737618,0.005848599778740138,0.021237795997479658,2.1237795997479658e-05,1.823915115246937,-0.001235265604691449
2013-10-11,0.01816925774964459,0.01815541155279475,0.013846196849840798,1.38461968498408e-05,1.857029044801608,0.0
2013-10-18,0.0035980916344523226,0.0035876765722831993,0.010415062169123489,1.041506216912349e-05,1.863691464399692,0.0
2013-10-25,-0.0074039630871626785,-0.007541040204655508,0.13707711749283008,0.0001370771174928301,1.8496372921375805,-0.007541040204655514
2013-11-01,-0.004272804193143062,-0.004284375780806304,0.011571587663241772,1.1571587663241772e-05,1.84171275091987,-0.011793107335447028
2013-11-08,0.012496176241828125,0.01248673462997452,0.009441611853605328,9.441611853605328e-06,1.864709729305247,0.0
2013-11-15,-0.0002288058558688711,-0.00023518152004507338,0.006375664176202266,6.375664176202266e-06,1.8642711840366661,-0.0002351815200450913
2013-11-22,0.0036637540998085377,0.003657076233318105,0.006677866490432876,6.6778664904328764e-06,1.8710889658762664,0.0
2013-11-29,-0.004239163649549963,-0.004288988425072919,0.04982477552295597,4.9824775522955976e-05,1.8630638869593412,-0.004288988425073081
2013-12-06,-0.013283086513122093,-0.013294279526071366,0.011193012949273684,1.1193012949273685e-05,1.838295794871175,-0.017526248940137323
2013-12-13,0.016931219642566372,0.016904904331389,0.02631531117737212,2.6315311177372123e-05,1.8693720094162667,-0.0009176241703694465
2013-12-20,0.01202846252478537,0.01201519732105381,0.013265203731559807,1.3265203731559808e-05,1.891832882975858,0.0
2013-12-27,-0.003515019970530357,-0.0036714856608074235,0.1564656902770664,0.00015646569027706638,1.8848870456733682,-0.0036714856608074387
2014-01-03,0.006394574108187267,0.006389429829212452,0.005144278974815479,5.144278974815479e-06,1.8969303991876896,0.0
2014-01-10,0.0009271772370261222,0.0009241084571355331,0.0030687798905890988,3.068779890589099e-06,1.8986833686121767,0.0
2014-01-17,-0.015664222203795812,-0.015672795378369294,0.00857317457348184,8.57317457348184e-06,1.868925692687605,-0.01567279537836941
2014-01-24,-0.004872677278438325,-0.004878936494048221,0.0062592156098956854,6.259215609895685e-06,1.8598073229208871,-0.02047526529908228
2014-01-31,0.0063704286448027815,0.006245899388883495,0.12452925591928671,0.0001245292559192867,1.8714234923425597,-0.014357252357217631
2014-02-07,0.01353590884021795,0.013518036075929737,0.017872764288213515,1.7872764288213515e-05,1.8967214626253888,-0.0010332981366040217
2014-02-14,0.0024176524853941565,0.002407541606427367,0.010110878966789437,1.0110878966789437e-05,1.901287898462463,0.0
2014-02-21,0.007353924097640292,0.00734699028610085,0.006933811539441837,6.933811539441838e-06,1.9152566421835477,0.0
2014-02-28,0.0009281798268101227,0.0007533244135213788,0.17485541328874385,0.00017485541328874385,1.9166994517702636,0.0
2014-03-07,-0.007384447562337693,-0.007395513229517882,0.011065667180189757,1.1065667180189757e-05,1.902524475617687,-0.007395513229517925
2014-03-14,0.001396446690211657,0.0013755000408788862,0.02094664933277065,2.094664933277065e-05,1.905141398111672,-0.006030185717388559
2014-03-21,-7.887676959890681e-05,-0.00010414114443537052,0.025264374836463706,2.5264374836463708e-05,1.9049429945061616,-0.006133698871382154
2014-03-28,0.0020410907385829923,0.001974756805475028,0.06633393310796436,6.633393310796435e-05,1.9087047936486048,-0.004171054629495963
2014-04-04,-0.008747167412311777,-0.008755369093465073,0.008201681153297084,8.201681153297084e-06,1.8919933786897452,-0.01288990460017081
2014-04-11,0.009595779968557845,0.009575603965846068,0.020176002711777028,2.017600271177703e-05,1.9101103579900813,-0.0034377292559334416
2014-04-18,0.000875887565646281,0.0008596359890917933,0.016251576554487782,1.6251576554487784e-05,1.9117523575969466,-0.0025810484626308527
