,BIL,DBA,EEM,EFA,EWJ,GLD,HYG,IAU,IEF,IWM,LQD,MBB,PDBC,QQQ,SHY,SLV,SPY,TIP,TLT,USO,UUP,VEA,VNQ,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2021-04-30,0.3123176253581683,0.10819983641088529,0.0,0.018318617879269986,0.002921833781436028,0.0,0.07111831599175655,0.0,0.0,0.06104951959810042,0.0,0.0,0.17508066883715898,0.0014864903201438377,0.0,0.0,0.05924653853533174,0.0,0.0,0.0,0.0,0.007584456327586693,0.021340753055564557,0.0,0.0,0.16133534390459758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,0.3123176253581684,0.10819983641088529,0.0,0.020141542964892387,0.0,0.0,0.07111831599175655,0.0,0.0,0.06134589736534524,0.0,0.0,0.17326252326808486,0.00527626204513497,0.0,0.0,0.061696482980483885,0.0,0.0,0.0,0.0,0.008812529915926128,0.01649363979472474,0.0,0.0,0.16133534390459758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-14,0.3123176253581683,0.1093510317780858,0.0,0.01855977681053772,0.0,0.0,0.07111831599175655,0.0,0.0,0.06191987421834186,0.0,0.0,0.17176947803111056,0.0076576871613517,0.0,0.0,0.06251315599191429,0.0,0.0,0.0,0.0,0.006388901932651578,0.017068808821483983,0.0,0.0,0.16133534390459758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-21,0.3123176253581683,0.10943019556116929,0.0,0.017379998139170114,0.0,0.0,0.07111831599175655,0.0,0.0,0.061655930371513255,0.0,0.0,0.17438354274619236,0.008095903220158162,0.0,0.0,0.06024995895958405,0.0,0.0,0.0,0.0,0.004071787445843188,0.019961398301847105,0.0,0.0,0.16133534390459758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-28,0.09958032353806867,0.07945466870470651,0.0,0.015147303003679913,0.0,0.015147303003679913,0.0782932413011021,0.0,0.0,0.08778542359077474,0.06314593829742218,0.0,0.22739915518185,0.009215960446090691,0.0,0.0,0.0818918130009697,0.0,0.0,0.0,0.0,0.1413687599346273,0.028983731246306932,0.0,0.0,0.07258637875072135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-04,0.09958032353806856,0.0794254619184872,0.0,0.015147303003679913,0.0,0.015147303003679913,0.0782932413011021,0.0,0.0,0.0872959690826888,0.06314593829742218,0.0,0.22664811872418236,0.01020426518600537,0.0,0.0,0.07978615430205017,0.0,0.0,0.0,0.0,0.14123713407363644,0.03150240881827554,0.0,0.0,0.07258637875072135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,0.09958032353806867,0.09095754009039525,0.0,0.015147303003679913,0.0,0.015147303003679913,0.0782932413011021,0.0,0.0,0.08441142960214887,0.06314593829742218,0.0,0.23018265963794768,0.006607437834463933,0.0,0.0,0.08390618906018739,0.0,0.0,0.0,0.0,0.13959903868214088,0.020435217198041873,0.0,0.0,0.07258637875072135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,0.09958032353806856,0.07814930211854543,0.0,0.015147303003679913,0.0,0.015147303003679913,0.0782932413011021,0.0,0.0,0.08505815012822633,0.06314593829742218,0.0,0.23040964924753282,0.008387099317522045,0.0,0.0,0.09300993559366266,0.0,0.0,0.0,0.0,0.1398939700582333,0.021191405641603277,0.0,0.0,0.07258637875072135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,0.1047481941228412,0.1450235552928174,0.0,0.016691931152311667,0.0,0.0,0.15176504026678556,0.0,0.0,0.08376594753194197,0.0,0.0,0.23258022129259914,0.00549443584815654,0.0,0.0,0.09233974276434319,0.0,0.0,0.0,0.0,0.05819437203955194,0.0316134479516405,0.0,0.0,0.07778311173701082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,0.10474819412284131,0.1444724944025665,0.0,0.016691931152311667,0.0,0.0,0.15176504026678556,0.0,0.0,0.0895369852034104,0.0,0.0,0.230119573300552,0.00779153217598065,0.0,0.0,0.08646129684460313,0.0,0.0,0.0,0.0,0.06131704926841128,0.029312791525526724,0.0,0.0,0.07778311173701082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
