Date,version_name,market_state,strong_neutral,bil_weight,overlay_cash_weight,sleeve_bil_weight,sleeve_internal_bil_weight,self_gated_internal_bil_weight,self_gated_overlay_cut_total,self_gated_overlay_cut_risky,non_self_gated_overlay_cut_total,non_self_gated_overlay_cut_risky,regime_multiplier,target_vol_multiplier,gross_multiplier,binding_source
2014-04-25,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.02891260402748197,0.02891260402748197,0.0,0.0,0.0,0.009447295043479367,0.009447295043479367,0.019465308984002477,0.019465308984002477,0.9635662473007859,1.0,0.971087395972518,regime
2014-05-02,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.02891260402748208,0.02891260402748197,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-05-09,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.02891260402748208,0.02891260402748197,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-05-16,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.02891260402748208,0.02891260402748197,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-05-23,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.02891260402748208,0.02891260402748197,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-05-30,improved_phasennn_ml_risk_dial_overlay,recovery_confirmed,0.0,0.09573772427511873,0.0596967634631389,0.03604096081197983,0.0,0.0,0.01669673684323352,0.01669673684323352,0.043000026619905374,0.043000026619905374,0.923069748331729,1.0,0.9403032365368611,regime
2014-06-06,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0596967634631389,0.0596967634631389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-06-13,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0596967634631389,0.0596967634631389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-06-20,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0596967634631389,0.0596967634631389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-06-27,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2014-07-04,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-07-11,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-07-18,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-07-25,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,none
2014-08-01,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-08-08,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-08-15,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-08-22,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-08-29,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2014-09-05,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-09-12,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-09-19,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-09-26,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2014-10-03,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-10-10,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-10-17,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-10-24,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-10-31,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.0030469898667858653,0.0030469898667859763,0.0,0.0,0.0,0.0009248661163742122,0.0009248661163742122,0.0021221237504116808,0.0021221237504116808,0.9961871834406318,1.0,0.996953010133214,regime
2014-11-07,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.0030469898667859763,0.0030469898667859763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-11-14,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.0030469898667858653,0.0030469898667859763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-11-21,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.0030469898667858653,0.0030469898667859763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-11-28,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.024995011006506695,0.024995011006506807,0.0,0.0,0.0,0.008484250163043161,0.008484250163043161,0.016510760843463534,0.016510760843463534,0.9703911038423934,1.0,0.9750049889934932,regime
2014-12-05,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.024995011006506918,0.024995011006506807,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-12-12,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.024995011006506918,0.024995011006506807,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-12-19,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.024995011006506807,0.024995011006506807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2014-12-26,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17425833327197293,0.17425833327197293,0.0,0.0,0.0,0.06818872163084307,0.06818872163084307,0.10606961164112999,0.10606961164112999,0.825741666728027,1.0,0.8257416667280271,regime
2015-01-02,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17425833327197293,0.17425833327197293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-01-09,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17425833327197293,0.17425833327197293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-01-16,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.17425833327197293,0.17425833327197293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-01-23,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.17425833327197304,0.17425833327197293,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-01-30,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.007495439700447193,0.007495439700447082,1.1102230246251565e-16,0.0,0.0,0.002275193581149068,0.002275193581149068,0.005220246119297972,0.005220246119297972,0.9906206391354203,1.0,0.9925045602995529,regime
2015-02-06,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.007495439700447082,0.007495439700447082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-02-13,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.007495439700447082,0.007495439700447082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-02-20,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.007495439700447082,0.007495439700447082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-02-27,improved_phasennn_ml_risk_dial_overlay,recovery_confirmed,0.0,0.04563403829260704,0.04563403829260704,0.0,0.0,0.0,0.012634532672752913,0.012634532672752913,0.03299950561985421,0.03299950561985421,0.9412502033329386,1.0,0.954365961707393,regime
2015-03-06,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.04563403829260726,0.04563403829260704,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-03-13,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.04563403829260715,0.04563403829260704,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-03-20,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.04563403829260715,0.04563403829260704,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-03-27,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.029117884362757973,0.029117884362757862,1.1102230246251565e-16,0.0,0.0,0.009664272184973177,0.009664272184973177,0.019453612177784657,0.019453612177784657,0.9655625769232459,1.0,0.9708821156372421,regime
2015-04-03,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.029117884362757973,0.029117884362757862,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-04-10,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.029117884362757862,0.029117884362757862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-04-17,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.029117884362757862,0.029117884362757862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-04-24,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.020528099736772276,0.020528099736771943,3.3306690738754696e-16,0.0,0.0,0.00685686287781162,0.00685686287781162,0.013671236858960462,0.013671236858960462,0.9740753173908607,1.0,0.9794719002632281,regime
2015-05-01,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.020528099736772054,0.020528099736771943,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-05-08,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.020528099736772165,0.020528099736771943,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-05-15,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.020528099736772165,0.020528099736771943,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-05-22,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.020528099736772054,0.020528099736771943,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-05-29,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.024917785344238386,0.024917785344238275,1.1102230246251565e-16,0.0,0.0,0.008233111107557547,0.008233111107557547,0.016684674236680824,0.016684674236680824,0.9705393673254809,1.0,0.9750822146557617,regime
2015-06-05,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.024917785344238275,0.024917785344238275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-06-12,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.024917785344238386,0.024917785344238275,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-06-19,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.024917785344238386,0.024917785344238275,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-06-26,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.39495662066028414,0.1640922568444485,0.23086436381583564,0.2308643638158356,0.0,0.05793037513774127,0.05793037513774127,0.10616188170670723,0.060842221979080124,0.8359077431555515,1.0,0.8359077431555515,regime
2015-07-03,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.39495662066028414,0.1640922568444485,0.23086436381583564,0.2308643638158356,0.0,0.0,0.0,0.0,0.0,,,,none
2015-07-10,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.39495662066028414,0.1640922568444485,0.23086436381583564,0.2308643638158356,0.0,0.0,0.0,0.0,0.0,,,,none
2015-07-17,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.39495662066028414,0.1640922568444485,0.23086436381583564,0.2308643638158356,0.0,0.0,0.0,0.0,0.0,,,,none
2015-07-24,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.39495662066028414,0.1640922568444485,0.23086436381583564,0.2308643638158356,0.0,0.0,0.0,0.0,0.0,,,,none
2015-07-31,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17215481606066596,0.17215481606066607,0.0,0.0,0.0,0.06620788830034655,0.06620788830034655,0.10594692776031944,0.10594692776031944,0.827845183939334,1.0,0.8278451839393339,regime
2015-08-07,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17215481606066607,0.17215481606066607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-08-14,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17215481606066607,0.17215481606066607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-08-21,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.17215481606066607,0.17215481606066607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-08-28,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6,0.6,0.0,0.0,0.0,0.23395353104088226,0.23395353104088226,0.3660464689591177,0.3660464689591177,0.4,1.0,0.4,regime
2015-09-04,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-09-11,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-09-18,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-09-25,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6839490350675252,0.6,0.08394903506752527,0.08394903506752524,0.08394903506752524,0.23793150548602332,0.11200795288473547,0.3620684945139766,0.3620684945139766,0.4,1.0,0.4,regime
2015-10-02,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6839490350675252,0.6,0.08394903506752527,0.08394903506752524,0.08394903506752524,0.0,0.0,0.0,0.0,,,,none
2015-10-09,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6839490350675252,0.6,0.08394903506752527,0.08394903506752524,0.08394903506752524,0.0,0.0,0.0,0.0,,,,none
2015-10-16,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.6839490350675252,0.6,0.08394903506752527,0.08394903506752524,0.08394903506752524,0.0,0.0,0.0,0.0,,,,none
2015-10-23,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.6839490350675252,0.6,0.08394903506752527,0.08394903506752524,0.08394903506752524,0.0,0.0,0.0,0.0,,,,none
2015-10-30,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17495861173343719,0.17495861173343719,0.0,0.0,0.0,0.07082412460456403,0.07082412460456403,0.10413448712887315,0.10413448712887315,0.8250413882665628,1.0,0.8250413882665628,regime
2015-11-06,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17495861173343719,0.17495861173343719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-11-13,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.17495861173343719,0.17495861173343719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-11-20,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.17495861173343707,0.17495861173343719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2015-11-27,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.250534759625735,0.18976113754736246,0.06077362207837256,0.06077362207837268,0.0,0.07719080934935789,0.07719080934935789,0.11257032819800429,0.09833690618766519,0.8102388624526378,1.0,0.8102388624526375,regime
2015-12-04,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.250534759625735,0.18976113754736246,0.06077362207837256,0.06077362207837268,0.0,0.0,0.0,0.0,0.0,,,,none
2015-12-11,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.250534759625735,0.18976113754736246,0.06077362207837256,0.06077362207837268,0.0,0.0,0.0,0.0,0.0,,,,none
2015-12-18,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.250534759625735,0.18976113754736246,0.06077362207837256,0.06077362207837268,0.0,0.0,0.0,0.0,0.0,,,,none
2015-12-25,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.24097408405842075,0.24097408405842075,0.3590259159415793,0.3590259159415793,0.4,1.0,0.4000000000000001,regime
2016-01-01,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-01-08,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-01-15,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-01-22,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-01-29,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6343515926942531,0.6000000000000001,0.03435159269425303,0.034351592694253155,0.034351592694253155,0.26623393679961016,0.21470654775823045,0.3337660632003898,0.3337660632003898,0.4,1.0,0.39999999999999997,regime
2016-02-05,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6343515926942531,0.6000000000000001,0.03435159269425303,0.034351592694253155,0.034351592694253155,0.0,0.0,0.0,0.0,,,,none
2016-02-12,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6343515926942531,0.6000000000000001,0.03435159269425303,0.034351592694253155,0.034351592694253155,0.0,0.0,0.0,0.0,,,,none
2016-02-19,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6343515926942531,0.6000000000000001,0.03435159269425303,0.034351592694253155,0.034351592694253155,0.0,0.0,0.0,0.0,,,,none
2016-02-26,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6311167600504335,0.6,0.031116760050433512,0.0311167600504335,0.0311167600504335,0.2674023779107664,0.2207272378351161,0.3325976220892336,0.3325976220892336,0.4,1.0,0.4,regime
2016-03-04,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6311167600504335,0.6,0.031116760050433512,0.0311167600504335,0.0311167600504335,0.0,0.0,0.0,0.0,,,,none
2016-03-11,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6311167600504335,0.6,0.031116760050433512,0.0311167600504335,0.0311167600504335,0.0,0.0,0.0,0.0,,,,none
2016-03-18,improved_phasennn_ml_risk_dial_overlay,stressed_panic,0.0,0.6311167600504335,0.6,0.031116760050433512,0.0311167600504335,0.0311167600504335,0.0,0.0,0.0,0.0,,,,none
2016-03-25,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.21927217322966175,0.18877942487260624,0.03049274835705551,0.03049274835705551,0.03049274835705551,0.08398273176438432,0.0768867535876399,0.10479669310822191,0.10479669310822191,0.8112205751273938,1.0,0.8112205751273938,regime
2016-04-01,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.21927217322966175,0.18877942487260624,0.03049274835705551,0.03049274835705551,0.03049274835705551,0.0,0.0,0.0,0.0,,,,none
2016-04-08,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.21927217322966186,0.18877942487260624,0.03049274835705562,0.03049274835705551,0.03049274835705551,0.0,0.0,0.0,0.0,,,,none
2016-04-15,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.21927217322966175,0.18877942487260624,0.03049274835705551,0.03049274835705551,0.03049274835705551,0.0,0.0,0.0,0.0,,,,none
2016-04-22,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.21927217322966186,0.18877942487260624,0.03049274835705562,0.03049274835705551,0.03049274835705551,0.0,0.0,0.0,0.0,,,,none
2016-04-29,improved_phasennn_ml_risk_dial_overlay,recovery_fragile,0.0,0.03151536210556327,0.03151536210556327,0.0,0.0,0.0,0.011053913683310462,0.011053913683310462,0.02046144842225278,0.02046144842225278,0.96,1.0,0.9684846378944367,regime
2016-05-06,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.03151536210556327,0.03151536210556327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-05-13,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.03151536210556327,0.03151536210556327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-05-20,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.03151536210556327,0.03151536210556327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-05-27,improved_phasennn_ml_risk_dial_overlay,recovery_confirmed,0.0,0.10177308366381521,0.06201853479211061,0.0397545488717046,0.0,0.0,0.017518785120380617,0.017518785120380617,0.04449974967173012,0.04449974967173012,0.92,1.0,0.9379814652078894,regime
2016-06-03,improved_phasennn_ml_risk_dial_overlay,recovery_confirmed,0.0,0.0900878885537304,0.06201853479211061,0.028069353761619786,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-06-10,improved_phasennn_ml_risk_dial_overlay,recovery_confirmed,0.0,0.09527840289725886,0.06201853479211061,0.03325986810514825,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-06-17,improved_phasennn_ml_risk_dial_overlay,recovery_confirmed,0.0,0.09431852510731009,0.06201853479211061,0.03229999031519948,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-06-24,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.05074007178495299,0.05074007178495288,1.1102230246251565e-16,0.0,0.0,0.016802040465499893,0.016802040465499893,0.033938031319452916,0.033938031319452916,0.94,1.0,0.9492599282150471,regime
2016-07-01,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.052586943641918515,0.05074007178495288,0.0018468718569656373,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-07-08,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.0507400717849531,0.05074007178495288,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-07-15,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0507400717849531,0.05074007178495288,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-07-22,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.05074007178495299,0.05074007178495288,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-07-29,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2016-08-05,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-08-12,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-08-19,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-08-26,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2016-09-02,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-09-09,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-09-16,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-09-23,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-09-30,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2016-10-07,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-10-14,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-10-21,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2016-10-28,improved_phasennn_ml_risk_dial_overlay,calm_trend,0.0,0.06239207419055437,0.0,0.06239207419055437,0.062392074190554356,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2016-11-04,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.06239207419055437,0.0,0.06239207419055437,0.062392074190554356,0.0,0.0,0.0,0.0,0.0,,,,none
2016-11-11,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,1.0,0.06239207419055437,0.0,0.06239207419055437,0.062392074190554356,0.0,0.0,0.0,0.0,0.0,,,,none
2016-11-18,improved_phasennn_ml_risk_dial_overlay,neutral_mixed,0.0,0.06239207419055437,0.0,0.06239207419055437,0.062392074190554356,0.0,0.0,0.0,0.0,0.0,,,,none
