name,state,n_weeks,ann_return,sharpe,avg_BIL,avg_SPY,avg_offense,avg_defense,avg_cash,avg_composite_family,bucket_offense,bucket_defense,bucket_cash,ann_return_delta_vs_prod,sharpe_delta_vs_prod,ann_return_delta_vs_vv,sharpe_delta_vs_vv,ann_return_delta_vs_xx,sharpe_delta_vs_xx
improved_phase2b_regime_confidence_boost,calm_trend,295,0.039271310846719365,0.42482057382356136,0.06848068479538143,0.09618626161545958,0.6927430908894723,0.23877622431514572,0.06848068479538143,0.31097656350895186,0.4860551496231372,0.16945186108466728,0.033516425783243604,0.0,0.0,0.000686164450891015,0.010410140512023547,0.0006801227052330716,0.010341314090473508
improved_phase2b_regime_confidence_boost,neutral_healthy_proxy,293,0.0977527898006793,1.2446353828005612,0.21306891728727764,0.08628317246103223,0.5263438401479297,0.26058724256479227,0.21306891728727764,0.2748308920328668,0.4253970555563971,0.15053865180273343,0.14923340060800244,0.0,0.0,-0.0028592961223223995,-0.017472869514026934,-0.0028452196871624202,-0.017409659653903953
improved_phase2b_regime_confidence_boost,neutral_mixed,200,0.12228047650979453,1.7313175611775662,0.3859881889121024,0.06482284412769075,0.3827083017667637,0.23130350932113344,0.3859881889121024,0.21126220643528348,0.34552910137255316,0.11154105320324462,0.3316676389889186,0.0,0.0,9.770836401440386e-05,0.01299712040580947,7.876348353935692e-05,0.012907996704879965
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,0.028077843703231305,0.41785488392283765,0.12567720750750142,0.05956006771272775,0.47173555146715745,0.40258724102534066,0.12567720750750142,0.3310716607801548,0.42720297040177857,0.17788775316154726,0.06383761565651912,0.0,0.0,-0.006218501804690434,-0.06971167154986346,-0.006042061505046194,-0.06662981690143921
improved_phase2b_regime_confidence_boost,recovery_fragile,49,0.06883008890469657,1.3132199192284053,0.21821790033286736,0.06231161074691929,0.45575818827943004,0.3260239113877022,0.21821790033286736,0.2789790554315232,0.45843794814584216,0.1390698256782358,0.12351317074439862,0.0,0.0,-0.009087954370143467,-0.14404179756737223,-0.009059955556638813,-0.14398227095676686
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.03544786173244997,0.5237400843528168,0.6074136983844914,0.027539553880161514,0.21406535671666055,0.17852094489884762,0.6074136983844914,0.17259945067106483,0.2419112275012731,0.07616459990740157,0.5093247219202602,0.0,0.0,0.00032629063696459903,0.009041587732509626,0.00032734305370401423,0.009060352362860735
improved_phase2b_combo_abc,calm_trend,295,0.0393359846513332,0.4259144716685569,0.06990173480219289,0.09607055754669304,0.6916982092094035,0.23840005598840308,0.06990173480219289,0.3106204737215011,0.4852636671881657,0.16917476156035796,0.03494109752997501,6.46738046138351e-05,0.0010938978449955283,0.0007508382555048501,0.011504038357019075,0.0007447965098469067,0.011435211935469036
improved_phase2b_combo_abc,neutral_healthy_proxy,293,0.09757552650762244,1.2383847718184346,0.21322013774046078,0.0864650857822243,0.5269992379804671,0.2597806242790716,0.21322013774046078,0.27467601693879545,0.4253083045265352,0.15063090490054867,0.1493847736341205,-0.0001772632930568535,-0.0062506109821265365,-0.003036559415379253,-0.02372348049615347,-0.0030224829802192738,-0.02366027063603049
improved_phase2b_combo_abc,neutral_mixed,200,0.12050164723070057,1.7316543841479537,0.38994495418094766,0.06445284024365647,0.380229741742901,0.229825304076151,0.38994495418094766,0.20970519646284097,0.3431592965185077,0.11104583341883184,0.33608967359981934,-0.001778829279093952,0.00033682297038750697,-0.001681120915079548,0.013333943376196977,-0.001700065795554595,0.013244819675267472
improved_phase2b_combo_abc,recovery_confirmed,44,0.027560572738271363,0.40818488135160086,0.12590614593470717,0.05965863127720259,0.4720203265296936,0.40207352753559883,0.12590614593470717,0.33167395728986526,0.4267179649725545,0.17787439077091516,0.0637336869666649,-0.000517270964959942,-0.009670002571236791,-0.006735772769650376,-0.07938167412110025,-0.006559332470006136,-0.076299819472676
improved_phase2b_combo_abc,recovery_fragile,49,0.06690655260773279,1.2827742936975264,0.2287865209713577,0.062063848067573854,0.4519672996314665,0.31924617939717537,0.2287865209713577,0.27470801973963593,0.4528004287364051,0.13787432513833636,0.1346172263856224,-0.0019235362969637765,-0.030445625530878928,-0.011011490667107243,-0.17448742309825116,-0.01098349185360259,-0.17442789648764578
improved_phase2b_combo_abc,stressed_panic,229,0.03599464638205391,0.5400597811738247,0.6075517876328324,0.027545691915702934,0.21398755415587595,0.17846065821129156,0.6075517876328324,0.172517080932012,0.2418442928848379,0.07612100785955561,0.5095176183235942,0.0005467846496039347,0.016319696821007867,0.0008730752865685337,0.025361284553517494,0.0008741277033079489,0.025380049183868603
improved_phasevv_recovery_neutral_budget_aware_overlay,calm_trend,295,0.03858514639582835,0.4144104333115378,0.068174596726517,0.09622038932287436,0.6952000923695257,0.2366253109039567,0.068174596726517,0.308052540144629,0.4904751269118687,0.16740624921489383,0.03406608372860824,-0.000686164450891015,-0.010410140512023547,0.0,0.0,-6.041745657943409e-06,-6.882642155003893e-05
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_healthy_proxy,293,0.10061208592300169,1.2621082523145881,0.20870741008057003,0.09073347230608743,0.536908212175321,0.2543843777441085,0.20870741008057003,0.24774211438272098,0.4408475036005124,0.15962163630066284,0.15178874571610365,0.0028592961223223995,0.017472869514026934,0.0,0.0,1.407643515997925e-05,6.320986012298135e-05
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_mixed,200,0.12218276814578012,1.7183204407717567,0.3851494640521392,0.06598217998994263,0.38527065731604077,0.2295798786318197,0.3851494640521392,0.2052640423973855,0.3455154366700459,0.11693932864503509,0.3322811922875333,-9.770836401440386e-05,-0.01299712040580947,0.0,0.0,-1.8944880475046944e-05,-8.912370092950539e-05
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_confirmed,44,0.03429634550792174,0.4875665554727011,0.10670536820944214,0.07450803400243024,0.4917178261949317,0.40157680559562564,0.10670536820944214,0.23129041759237517,0.5153778148453984,0.18962670343541577,0.06370506412681065,0.006218501804690434,0.06971167154986346,0.0,0.0,0.0001764402996442399,0.0030818546484242537
