name,state,n_weeks,ann_return,sharpe,avg_BIL,avg_SPY,avg_offense,avg_defense,avg_cash,avg_composite_family,bucket_offense,bucket_defense,bucket_cash,ann_return_delta_vs_prod,sharpe_delta_vs_prod,ann_return_delta_vs_vv,sharpe_delta_vs_vv,ann_return_delta_vs_xx,sharpe_delta_vs_xx
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_fragile,49,0.07791804327484003,1.4572617167957775,0.2154116787914366,0.07300227855118469,0.4724852343133908,0.3121030868951723,0.2154116787914366,0.23667186051880215,0.44038682036400223,0.19585098898877754,0.12709033012841794,0.009087954370143467,0.14404179756737223,0.0,0.0,2.799881350465383e-05,5.952661060537601e-05
improved_phasevv_recovery_neutral_budget_aware_overlay,stressed_panic,229,0.035121571095485374,0.5146984966203072,0.6073859815309778,0.02800190598057663,0.21470449186120616,0.1779095266078157,0.6073859815309778,0.1725833856137086,0.23943738025913724,0.07847561874281107,0.5095036153843427,-0.00032629063696459903,-0.009041587732509626,0.0,0.0,1.0524167394151962e-06,1.876463035110909e-05
improved_phasexx_conservative_hybrid_overlay,calm_trend,295,0.03859118814148629,0.41447925973308786,0.06815748228046213,0.09622605973577585,0.6952220548506531,0.2366204628688843,0.06815748228046213,0.30803178834438616,0.4904926132529414,0.1674228291651872,0.03405276923748503,-0.0006801227052330716,-0.010341314090473508,6.041745657943409e-06,6.882642155003893e-05,0.0,0.0
improved_phasexx_conservative_hybrid_overlay,neutral_healthy_proxy,293,0.10059800948784171,1.2620450424544651,0.2088132636339763,0.09073766533999061,0.5368779470982735,0.2543087892677497,0.2088132636339763,0.24757465146586713,0.4408182092824633,0.15966878242608565,0.1519383568255837,0.0028452196871624202,0.017409659653903953,-1.407643515997925e-05,-6.320986012298135e-05,0.0,0.0
improved_phasexx_conservative_hybrid_overlay,neutral_mixed,200,0.12220171302625517,1.7184095644726862,0.38517332769450446,0.06598602892308258,0.3852631860174045,0.2295634862880907,0.38517332769450446,0.20522293472159664,0.34551123945251583,0.11695103701521842,0.3323147888106689,-7.876348353935692e-05,-0.012907996704879965,1.8944880475046944e-05,8.912370092950539e-05,0.0,0.0
improved_phasexx_conservative_hybrid_overlay,recovery_confirmed,44,0.0341199052082775,0.48448470082427686,0.10579796740924934,0.07462612513313678,0.4922107521536174,0.40199128043713284,0.10579796740924934,0.2312154075747703,0.5160099930425021,0.18995653847477764,0.06281806090794975,0.006042061505046194,0.06662981690143921,-0.0001764402996442399,-0.0030818546484242537,0.0,0.0
improved_phasexx_conservative_hybrid_overlay,recovery_fragile,49,0.07789004446133538,1.4572021901851722,0.21568107487381738,0.07299528949610931,0.47234130305192934,0.31197762207425284,0.21568107487381738,0.23650522567443039,0.44026538073028326,0.19583143826112143,0.1273979553341647,0.009059955556638813,0.14398227095676686,-2.799881350465383e-05,-5.952661060537601e-05,0.0,0.0
improved_phasexx_conservative_hybrid_overlay,stressed_panic,229,0.03512051867874596,0.5146797319899561,0.6073914910176152,0.028004155991374093,0.21470708501150224,0.17790142397088196,0.6073914910176152,0.1725600930061278,0.23943600952406915,0.07848380280952374,0.509520094660279,-0.00032734305370401423,-0.009060352362860735,-1.0524167394151962e-06,-1.876463035110909e-05,0.0,0.0
improved_phaseyy_composite_cash_explicit,calm_trend,295,0.04770284597587952,0.6124448694240051,0.10501572407541922,0.08030848168568579,0.6050885427362207,0.28989573318835965,0.10501572407541922,0.3595019706339664,0.5129248496486609,0.4508684199569719,0.03620673039436706,0.008431535129160152,0.18762429560044375,0.009117699580051167,0.1980344361124673,0.009111657834393223,0.19796560969091725
improved_phaseyy_composite_cash_explicit,neutral_healthy_proxy,293,0.09480034260245747,1.227070208497276,0.18738472825993402,0.07140627500916377,0.48465412221536086,0.32796114952470473,0.18738472825993402,0.32291017946190875,0.45357762710223015,0.3937006983411229,0.15272167455664676,-0.0029524471982218248,-0.01756517430328519,-0.005811743320544224,-0.035038043817312126,-0.005797666885384245,-0.034974833957189144
improved_phaseyy_composite_cash_explicit,neutral_mixed,200,0.1166423718606608,1.70562469401652,0.3653829674411125,0.053171036994673154,0.3457553695866909,0.28886166297219634,0.3653829674411125,0.2611913678740284,0.35229226085433685,0.3154513883099015,0.33225635083576144,-0.005638104649133724,-0.02569286716104613,-0.00554039628511932,-0.012695746755236659,-0.005559341165594367,-0.012784870456166164
improved_phaseyy_composite_cash_explicit,recovery_confirmed,44,0.017119828347703453,0.2522901078374897,0.07475032372073935,0.05791859552616368,0.4355323231029667,0.4897173531762936,0.07475032372073935,0.368858578594337,0.4597581235969107,0.4751359775895658,0.06510589881352304,-0.010958015355527852,-0.16556477608534798,-0.017176517160218285,-0.23527644763521144,-0.017000076860574045,-0.23219459298678718
improved_phaseyy_composite_cash_explicit,recovery_fragile,49,0.04648771451162026,0.8029151620104816,0.1687124536564224,0.050820753588632986,0.4261925177285938,0.4050950286149834,0.1687124536564224,0.3385181467556956,0.46736898173288804,0.4048360116702699,0.12779500659684176,-0.022342374393076306,-0.5103047572179237,-0.03143032876321977,-0.6543465547852959,-0.03140232994971512,-0.6542870281746905
improved_phaseyy_composite_cash_explicit,stressed_panic,229,0.03774289335402347,0.5134258939498101,0.5314442597880732,0.023893497046278866,0.23139964249974493,0.2371560977121815,0.5314442597880732,0.19054560120468667,0.2637593059719236,0.22700191019980254,0.5092387838282736,0.002295031621573497,-0.01031419040300674,0.002621322258538096,-0.0012726026704971138,0.0026223746752775112,-0.0012538380401460048
improved_phaseyy_composite_offense_defense_split,calm_trend,295,0.0450005688366714,0.5721258340132371,0.11059986320173022,0.07918906577148094,0.6030958313693547,0.2863043054289146,0.11059986320173022,0.3651102913832338,0.5193259946649256,0.4455149258336288,0.03515907950144552,0.0057292579899520316,0.14730526018967577,0.006415422440843047,0.15771540070169932,0.006409380695185103,0.15764657428014928
improved_phaseyy_composite_offense_defense_split,neutral_healthy_proxy,293,0.09754463101809834,1.2504753955148107,0.1892147679727052,0.074412021013166,0.4937839379864639,0.3170012940408305,0.1892147679727052,0.29434300121717194,0.49139202182134206,0.35423623520057157,0.15437174297808606,-0.00020815878258095832,0.005840012714249498,-0.003067454904903358,-0.011632856799777436,-0.0030533784697433786,-0.011569646939654454
improved_phaseyy_composite_offense_defense_split,neutral_mixed,200,0.11744746197644292,1.6952207639598469,0.36472434965113193,0.055149716488010835,0.3497281693317921,0.2855474810170756,0.36472434965113193,0.24857835274667867,0.3673197197708021,0.30030570477974255,0.3323745754494552,-0.0048330145333516095,-0.0360967972177193,-0.004735306169337206,-0.02309967681190983,-0.0047542510498122525,-0.023188800512839336
improved_phaseyy_composite_offense_defense_split,recovery_confirmed,44,0.023456145362478593,0.33181773932921976,0.0806756845202338,0.06929749931053367,0.4551984773889639,0.4641258380908018,0.0806756845202338,0.23605843340837804,0.6263701338452294,0.3004407987329249,0.07318906742184549,-0.004621698340752711,-0.08603714459361789,-0.010840200145443145,-0.15574881614348135,-0.010663759845798905,-0.1526669614950571
improved_phaseyy_composite_offense_defense_split,recovery_fragile,49,0.05879017608934318,1.0250503411691085,0.16918758938825873,0.05868244181335276,0.4435810381484356,0.3872313724633054,0.16918758938825873,0.2822441673537619,0.5206135147332752,0.3498634492563229,0.12952303601040155,-0.010039912815353387,-0.28816957805929677,-0.019127867185496854,-0.432211375626669,-0.0190998683719922,-0.4321518490160636
improved_phaseyy_composite_offense_defense_split,stressed_panic,229,0.03749417238400109,0.5076589023486895,0.5310247214035222,0.02464918685753634,0.23285423764008378,0.23612104095639364,0.5310247214035222,0.1877519130000295,0.2671189638870902,0.22365516696250626,0.5092258691504031,0.0020463106515511142,-0.016081182004127337,0.0023726012885157133,-0.007039594271617711,0.0023736537052551285,-0.007020829641266602
improved_phaseyy_decomposition_vv_reference,calm_trend,295,0.044997610133286015,0.5720855716986506,0.11061811706633772,0.07918344920255113,0.6030698750135911,0.2863120079200708,0.11061811706633772,0.36513395298742113,0.5193040424793747,0.4455266066496078,0.03516935087101743,0.0057262992865666495,0.14726499787508923,0.006412463737457665,0.15767513838711278,0.006406421991799721,0.15760631196556274
improved_phaseyy_decomposition_vv_reference,neutral_healthy_proxy,293,0.09754524421990722,1.2504526277265364,0.18916659510773387,0.07439940448866789,0.4937573992879963,0.31707600560426935,0.18916659510773387,0.2945059470866784,0.49138564116153405,0.35432538850645273,0.15428897033201303,-0.00020754558077207275,0.00581724492597524,-0.0030668417030944722,-0.011655624588051694,-0.003052765267934493,-0.011592414727928713
improved_phaseyy_decomposition_vv_reference,neutral_mixed,200,0.11743002563829277,1.695199888090908,0.3647063399977053,0.055144593359146496,0.3497307261583723,0.28556293384392206,0.3647063399977053,0.24861850604318866,0.36732455583063967,0.3003291014495472,0.332346342719813,-0.004850450871501752,-0.03611767308665814,-0.004752742507487348,-0.02312055268084867,-0.004771687387962395,-0.023209676381778177
improved_phaseyy_decomposition_vv_reference,recovery_confirmed,44,0.023439637223502393,0.33195156308320517,0.08150455780568655,0.06921923744309989,0.4547686083667605,0.4637268338275524,0.08150455780568655,0.23608034812177306,0.6256676241117579,0.30031436228011177,0.07401801360813004,-0.004638206479728912,-0.08590332083963248,-0.010856708284419345,-0.15561499238949594,-0.010680267984775105,-0.1525331377410717
improved_phaseyy_decomposition_vv_reference,recovery_fragile,49,0.05879963661535789,1.0249000535303328,0.16889390911635885,0.0586864235728096,0.4437187326090007,0.38738735827464005,0.16889390911635885,0.2824305880282716,0.5207759081241148,0.35002342600642694,0.12920066586945803,-0.010030452289338673,-0.28831986569807255,-0.01911840665948214,-0.4323616632654448,-0.019090407845977486,-0.4323021366548394
improved_phaseyy_decomposition_vv_reference,stressed_panic,229,0.037497666938439186,0.5077091896918994,0.5310051038405033,0.024647162029646792,0.2328578664938574,0.23613702966563896,0.5310051038405033,0.18777808311516836,0.2671263474457084,0.22366779773924034,0.509205854815051,0.0020498052059892136,-0.01603089466091745,0.0023760958429538126,-0.0069893069284078235,0.002377148259693228,-0.0069705422980567144
improved_phaseyy_conservative_decomposition,calm_trend,295,0.04502793331962476,0.5717362800576997,0.11064922472146262,0.07968749012523241,0.6050603498557102,0.2842904254228267,0.11064922472146262,0.3726341391458139,0.5189310253675101,0.44563100020260293,0.03543797442988676,0.005756622472905398,0.14691570623413835,0.006442786923796413,0.1573258467461619,0.00643674517813847,0.15725702032461186
improved_phaseyy_conservative_decomposition,neutral_healthy_proxy,293,0.09772639300579637,1.2399282758942831,0.1885140063819275,0.07307938420934511,0.5068229026445629,0.3046630909735092,0.1885140063819275,0.3354906764708817,0.49307681054011554,0.35202403234272306,0.1548991571171611,-2.639679488292135e-05,-0.004707106906278069,-0.002885692917205321,-0.022179976420305003,-0.0028716164820453416,-0.022116766560182022
improved_phaseyy_conservative_decomposition,neutral_mixed,200,0.1197423071254155,1.7272156409112647,0.36319612032697873,0.05455118943014058,0.3543679974176445,0.2824358822553764,0.36319612032697873,0.26387097614534694,0.3658094598283402,0.30182291573859343,0.33236762443306617,-0.0025381693843790215,-0.0041019202663015175,-0.0024404610203646177,0.008895200139507953,-0.0024594059008396646,0.008806076438578447
improved_phaseyy_conservative_decomposition,recovery_confirmed,44,0.01767475893634616,0.24982778643047612,0.08834045470019945,0.06141885347446323,0.47692621707764055,0.43473332822215965,0.08834045470019945,0.36440565901150457,0.5553436730832169,0.37178930246247466,0.0728670244543081,-0.010403084766885146,-0.16802709749236153,-0.01662158657157558,-0.237738769042225,-0.01644514627193134,-0.23465691439380074
improved_phaseyy_conservative_decomposition,recovery_fragile,49,0.05798579172094804,1.0122578958591872,0.16980769673383544,0.054942398980788364,0.4544174520336691,0.37577485123249516,0.16980769673383544,0.3622030514909759,0.4789499073115447,0.39152195064929507,0.12952814203916,-0.010844297183748526,-0.30096202336921807,-0.019932251553891993,-0.4450038209365903,-0.01990425274038734,-0.4449442943259849
improved_phaseyy_conservative_decomposition,stressed_panic,229,0.03784814573149539,0.5119381774954075,0.5312753044106913,0.024702144466634005,0.23395273237392356,0.23477196321538474,0.5312753044106913,0.19771236606637405,0.26487058652278217,0.22589297257294008,0.5092364409042774,0.002400283999045419,-0.011801906857409339,0.002726574636010018,-0.0027603191248997128,0.002727627052749433,-0.0027415544945486037
