selected_config,observations,selection_share,version_name,avg_selection_score
conservative,719,0.648331830477908,improved_phasek_robust_objective_framework,0.5554823952524613
conviction,208,0.18755635707844906,improved_phasek_robust_objective_framework,0.6259126201064399
balanced,182,0.16411181244364292,improved_phasek_robust_objective_framework,1.0342476763877724
margin_strict,771,0.6952209197475203,improved_phasek_confidence_turnover_framework,0.5490250845358788
margin_balanced,234,0.2110009017132552,improved_phasek_confidence_turnover_framework,0.7969558582222999
margin_fast,104,0.09377817853922453,improved_phasek_confidence_turnover_framework,0.6095584452292434
tail_guard,572,0.5157799819657349,improved_phasek_tail_aware_role_framework,0.5576652771256865
tail_flexible,338,0.3047790802524797,improved_phasek_tail_aware_role_framework,0.6315560554887673
tail_balanced,199,0.17944093778178538,improved_phasek_tail_aware_role_framework,0.7925671146430144
