model_name,feature_name,importance
e1_regressor,transition_good_state_prob,0.14407496347010149
e1_regressor,google_fear_z_tradable,0.13238154709060657
e1_regressor,risk_regime_score,0.130404186943488
e1_regressor,cum_4,0.0773417274262054
e1_regressor,transition_persistence_prob,0.07367012937061912
e1_regressor,avg_corr_risk_off_z,0.07132590878303251
e1_regressor,market_drawdown,0.06309198555691586
e1_regressor,breadth_sma_43,0.062005022532764145
e1_regressor,quality_52,0.038074681904978584
e1_regressor,market_trend_positive,0.027118349170150092
e1_regressor,vol_13,0.015891690823821913
e1_regressor,quality_26,0.015767647514923773
e1_regressor,breadth_13w_mom,0.014646377867797869
e1_regressor,vol_52,0.01396603336782555
e1_regressor,breadth_change_4w,0.011776188554208696
e1_regressor,dd_13,0.011673243473701352
e1_regressor,cum_52,0.011356591782004963
e1_regressor,breadth_26w_mom,0.011137840418517725
e1_regressor,dd_26,0.01073479486494723
e1_regressor,transition_non_stress_prob,0.009576362152705516
e2_concentration,breadth_sma_43,0.13877870022085356
e2_concentration,simple_score_gap,0.11646651518630771
e2_concentration,risk_regime_score,0.10857211120412764
e2_concentration,hhi_base,0.0899620979623799
e2_concentration,avg_corr_risk_off_z,0.05766750742911241
e2_concentration,google_fear_z_tradable,0.057440451207879224
e2_concentration,transition_good_state_prob,0.05497137187501573
e2_concentration,quality_top,0.04710562916306452
e2_concentration,market_drawdown,0.04433392401109164
e2_concentration,simple_score_std,0.04178830028197423
e2_concentration,cum_gap,0.03285297851689341
e2_concentration,transition_non_stress_prob,0.02972803396176396
e2_concentration,transition_persistence_prob,0.028605215302253805
e2_concentration,market_trend_positive,0.027554363502794305
e2_concentration,breadth_13w_mom,0.027124971995013205
e2_concentration,quality_gap,0.02267264095196783
e2_concentration,breadth_change_4w,0.02221187798881689
e2_concentration,breadth_26w_mom,0.015125960756900966
e2_concentration,cash_weight_base,0.00991953092743435
e2_concentration,canary_breadth_pair,0.009880104254901515
e3_classifier,vol_52,0.14757276163033395
e3_classifier,state_weight,0.13415348415735306
e3_classifier,base_weight,0.0675114894633571
e3_classifier,dd_26,0.054650318934452755
e3_classifier,vol_26,0.05391113669901928
e3_classifier,dd_13,0.04384515768067727
e3_classifier,vol_13,0.04036541267779525
e3_classifier,cum_4,0.0327294197021349
e3_classifier,cum_52,0.02827702493907805
e3_classifier,quality_52,0.025503394341403862
e3_classifier,quality_26,0.02513286557569297
e3_classifier,cum_26,0.02141886719757988
e3_classifier,rank_quality_13,0.02072136642995232
e3_classifier,transition_persistence_prob,0.020645234941829137
e3_classifier,market_drawdown,0.0202940355135976
e3_classifier,rank_dd_13,0.0194106549621913
e3_classifier,mean_52,0.0193104148334124
e3_classifier,sleeve_composite_trend_quality_refined,0.019268643850070533
e3_classifier,quality_13,0.014912061958775157
e3_classifier,transition_good_state_prob,0.014492868529981308
