version_name,sleeve_name,market_state,avg_weight_state
improved_phasek_robust_objective_framework,dual_momentum_topn,calm_trend,0.0984309952119767
improved_phasek_robust_objective_framework,dual_momentum_topn,neutral_mixed,0.07166112570599269
improved_phasek_robust_objective_framework,dual_momentum_topn,recovery_confirmed,0.12933033210172457
improved_phasek_robust_objective_framework,dual_momentum_topn,recovery_fragile,0.08776732378747336
improved_phasek_robust_objective_framework,dual_momentum_topn,stressed_panic,0.045292310265822554
improved_phasek_robust_objective_framework,composite_calm_trend_specialist,calm_trend,0.28549071788911273
improved_phasek_robust_objective_framework,composite_calm_trend_specialist,neutral_mixed,0.2638893218523525
improved_phasek_robust_objective_framework,composite_calm_trend_specialist,recovery_confirmed,0.12095041378929561
improved_phasek_robust_objective_framework,composite_calm_trend_specialist,recovery_fragile,0.15729981458349995
improved_phasek_robust_objective_framework,composite_calm_trend_specialist,stressed_panic,0.09815981235943526
improved_phasek_robust_objective_framework,composite_healthier_recovery_specialist,calm_trend,0.1827650454696624
improved_phasek_robust_objective_framework,composite_healthier_recovery_specialist,neutral_mixed,0.13829011521500095
improved_phasek_robust_objective_framework,composite_healthier_recovery_specialist,recovery_confirmed,0.22246570892140938
improved_phasek_robust_objective_framework,composite_healthier_recovery_specialist,recovery_fragile,0.1648086546354803
improved_phasek_robust_objective_framework,composite_healthier_recovery_specialist,stressed_panic,0.05992665435768202
improved_phasek_robust_objective_framework,composite_anti_chop_clarity,calm_trend,0.06856168088912795
improved_phasek_robust_objective_framework,composite_anti_chop_clarity,neutral_mixed,0.12384032894945304
improved_phasek_robust_objective_framework,composite_anti_chop_clarity,recovery_confirmed,0.13032914579887028
improved_phasek_robust_objective_framework,composite_anti_chop_clarity,recovery_fragile,0.17634503075796912
improved_phasek_robust_objective_framework,composite_anti_chop_clarity,stressed_panic,0.3051217414786506
improved_phasek_robust_objective_framework,composite_regime_conditioned,calm_trend,0.0794515919476436
improved_phasek_robust_objective_framework,composite_regime_conditioned,neutral_mixed,0.13418618864171034
improved_phasek_robust_objective_framework,composite_regime_conditioned,recovery_confirmed,0.1803718185476915
improved_phasek_robust_objective_framework,composite_regime_conditioned,recovery_fragile,0.18151448945693868
improved_phasek_robust_objective_framework,composite_regime_conditioned,stressed_panic,0.34068203695298355
