version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_u1a,holdout_raw_delta_vs_u1a,holdout_sharpe_delta_vs_u1a,bootstrap_prob_vs_u1a,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phasez_production_hrp_7sleeve,-0.026666654326882644,-0.1731730222064446,0.26893649315983836,0.0025,-0.03335345483089153,-0.1734618267617457,0.25877183759691613,0.0025,0.05407695694729309,0.01103337549990791,0.26666666666666666,-0.10155033159211725,0.0701442961402067,-0.022615249388079624,Research-only
improved_phasez_shadow_hrp_7sleeve,-0.03397310089423189,-0.17324358585028488,0.28223050292638474,0.002,-0.04065990139824077,-0.173532390405586,0.2720658473634625,0.002,0.05302498402392852,0.011026112751008177,0.26666666666666666,-0.10386870779829253,0.06479758174977943,-0.02281982409550789,Research-only
improved_phasez_w1_integrated_hrp_7sleeve,-0.026476156257076333,-0.1732650362719803,0.26874208258016186,0.0025,-0.033162956761085216,-0.17355384082728142,0.2585774270172396,0.0025,0.05407695694729309,0.011031556374761496,0.26666666666666666,-0.10152954758539744,0.0701839115461578,-0.02261357177090344,Research-only
improved_phasez_production_hrp_5sleeve_ablation,-0.21676827443425323,-0.025522115712773852,-0.12648183645928768,0.0,-0.2234550749382621,-0.025810920268074966,-0.1366464920222099,0.0,-0.02104768030667825,-0.0011481333952379734,0.13333333333333333,-0.05477893041726887,-0.08656352329570542,-0.007310592451606975,Drop
